captured_at,protocol,category,tvl_usd,change_1d_pct,change_7d_pct,chains,stress_label
2026-04-27T06:31:30+00:00,Mantle Index Four Fund,RWA,143927244.0,0.04,1.23,Mantle,drift
2026-04-27T06:31:30+00:00,Echo Lending,Lending,143880185.0,1.53,1.21,Aptos,drift
2026-04-27T06:31:30+00:00,Dolomite,Lending,142474413.0,8.79,26.38,"Ethereum,Berachain,Arbitrum,Mantle,Botanix",growth
2026-04-27T06:31:30+00:00,UNCX Network V2,Token Locker,141241835.0,2.79,4.56,"Ethereum,Binance,Base,Polygon,Arbitrum",drift
2026-04-27T06:31:30+00:00,stHYPE,Liquid Staking,139093826.0,2.03,-0.96,Hyperliquid L1,drift
2026-04-27T06:31:30+00:00,Axelar,Bridge,138761650.0,0.31,1.24,"Ethereum,Binance,Optimism,Ripple,Arbitrum",drift
2026-04-27T06:31:30+00:00,Avalanche Core Bridge,Canonical Bridge,138139296.0,0.89,-0.46,"Ethereum,Bitcoin",drift
2026-04-27T06:31:30+00:00,Aave V2,Lending,136232319.0,1.59,0.02,"Ethereum,Polygon,Avalanche",drift
2026-04-27T06:31:30+00:00,Hyperithm,Risk Curators,134557821.0,5.63,-5.81,"Ethereum,Monad,Katana,Arbitrum,Plasma",growth
2026-04-27T06:31:30+00:00,Beefy,Yield Aggregator,134103859.0,1.16,-0.54,"Ethereum,Base,Arbitrum,Fraxtal,Binance",drift
2026-04-27T06:31:30+00:00,Telos Consilium,Risk Curators,133169333.0,0.15,-0.25,"Plasma,Ethereum",drift
2026-04-27T06:31:30+00:00,Frax Ether,Liquid Staking,132434493.0,0.89,1.5,"Ethereum,Fraxtal",drift
2026-04-27T06:31:30+00:00,Doppler Finance,CeDeFi,132293493.0,-1.06,-0.14,"Ripple,Ethereum",drift
2026-04-27T06:31:30+00:00,Aerodrome V1,Dexs,131893535.0,1.13,5.45,Base,drift
2026-04-27T06:31:30+00:00,Phantom SOL,Liquid Staking,126631349.0,2.0,3.09,Solana,drift
2026-04-27T06:31:30+00:00,RAAC,RWA,124563612.0,0.05,-1.58,Ethereum,drift
2026-04-27T06:31:30+00:00,OpenEden TBILL,RWA,123728227.0,0.01,-6.23,"Ethereum,Ripple,Solana,Arbitrum",drift
2026-04-27T06:31:30+00:00,Tectonic,Lending,122905020.0,0.46,0.85,Cronos,drift
2026-04-27T06:31:30+00:00,Derive V2,Derivatives,122159070.0,3.14,6.79,"Arbitrum,Hyperliquid L1,Optimism,Ethereum,Base",drift
2026-04-27T06:31:30+00:00,Aster USDF,Basis Trading,119958003.0,0.06,1.21,Binance,drift
2026-04-27T06:31:30+00:00,Theo Network thBill,RWA,119601726.0,0.0,-11.29,"Ethereum,Arbitrum,Solana",drift
2026-04-27T06:31:30+00:00,VVS Standard,Dexs,118709242.0,1.0,-2.93,Cronos,drift
2026-04-27T06:31:30+00:00,Chiliz Governance Staking,Chain,118537217.0,-2.36,12.49,Chiliz,drift
2026-04-27T06:31:30+00:00,UltraYield Curator,Risk Curators,117112998.0,2.04,-5.83,"Ethereum,Hyperliquid L1,Monad,Etherlink,Base",drift
2026-04-27T06:31:30+00:00,Benqi Lending,Lending,116880844.0,2.16,3.49,Avalanche,drift
2026-04-27T06:31:30+00:00,Treehouse Protocol,DOR,115527195.0,,,"Ethereum,Avalanche,Mantle",unknown
2026-04-27T06:31:30+00:00,Bitunix,CEX,113972985.0,1.24,3.87,"Bitcoin,Tron,Ripple,Ethereum",drift
2026-04-27T06:31:30+00:00,BloFin,CEX,113519971.0,1.53,6.94,"Ethereum,Tron,Bitcoin,Solana,Ripple",drift
2026-04-27T06:31:30+00:00,The Vault Liquid Staking,Liquid Staking,112797122.0,1.73,4.12,Solana,drift
2026-04-27T06:31:30+00:00,Bitlayer YBTC Family,Anchor BTC,112549748.0,1.94,6.2,"Bitcoin,Ethereum",drift
2026-04-27T06:31:30+00:00,Hyperlane,Cross Chain Bridge,111713618.0,-1.14,9.09,"Binance,Ethereum,Base,Arbitrum,Hyperliquid L1",drift
2026-04-27T06:31:30+00:00,crvUSD,CDP,111653242.0,4.57,133.84,Ethereum,drift
2026-04-27T06:31:30+00:00,JPool,Liquid Staking,110787613.0,1.73,3.71,Solana,drift
2026-04-27T06:31:30+00:00,Homora V2,Leveraged Farming,110273717.0,,,"Ethereum,Binance,Avalanche,Fantom,Optimism",unknown
2026-04-27T06:31:30+00:00,Nexus Mutual,Insurance,110250291.0,2.6,2.49,Ethereum,drift
2026-04-27T06:31:30+00:00,Liquity V2,CDP,109279036.0,1.65,13.98,Ethereum,drift
2026-04-27T06:31:30+00:00,Avalon CeDeFi,Anchor BTC,108411592.0,2.44,7.01,Ethereum,drift
2026-04-27T06:31:30+00:00,Clearstar,Risk Curators,108171782.0,1.18,2.13,"Flare,Ethereum,Base,Hyperliquid L1,Hemi",drift
2026-04-27T06:31:30+00:00,Blend Pools V2,Lending,107349301.0,-0.1,5.81,Stellar,drift
2026-04-27T06:31:30+00:00,Ember Protocol,Onchain Capital Allocator,106025349.0,0.23,-10.52,"Ethereum,Sui",drift
2026-04-27T06:31:30+00:00,Reserve Protocol,Indexes,105729145.0,2.26,-7.49,"Ethereum,Base,Arbitrum,Binance",drift
2026-04-27T06:31:30+00:00,Securitize Tokenized AAA CLO Fund,RWA,105053043.0,0.01,0.18,Ethereum,drift
2026-04-27T06:31:30+00:00,MatrixDock STBT,RWA,103977430.0,0.01,-0.24,Ethereum,drift
2026-04-27T06:31:30+00:00,Venus Flux,Lending,103365026.0,-5.61,38.72,Binance,stress
2026-04-27T06:31:30+00:00,Bybit Staked SOL,Liquid Staking,101226305.0,1.72,3.61,Solana,drift
2026-04-27T06:31:30+00:00,dYdX V4,Derivatives,101077910.0,-0.84,-4.49,dYdX,drift
2026-04-27T06:31:30+00:00,Usual USD0,RWA,100921765.0,0.0,-0.41,Ethereum,drift
2026-04-27T06:31:30+00:00,Ourbit,CEX,100712156.0,1.26,3.84,"Bitcoin,Solana,Ethereum,Binance,Tron",drift
2026-04-27T06:31:30+00:00,Avant avUSD,Basis Trading,100592504.0,-0.01,-20.48,Avalanche,drift
2026-04-27T06:31:30+00:00,Stargate V2,Cross Chain Bridge,99823703.0,1.15,-6.56,"Ethereum,Binance,Arbitrum,Base,Optimism",drift
2026-04-27T06:31:30+00:00,Lofty,RWA,99258136.0,-0.0,-0.01,Algorand,drift
2026-04-27T06:31:30+00:00,River Omni-CDP,CeDeFi,98915211.0,1.89,5.69,"Binance,Base,BSquared,Ethereum,BOB",drift
2026-04-27T06:31:30+00:00,Sophon Bridge,Canonical Bridge,98361469.0,1.9,5.21,Ethereum,drift
2026-04-27T06:31:30+00:00,Aera V3,Onchain Capital Allocator,97929987.0,0.14,-6.3,"Base,Ethereum",drift
2026-04-27T06:31:30+00:00,Apollo Diversified Credit Securitize Fund,RWA,97759754.0,0.02,0.28,"Ethereum,Aptos,Sei,Ink,Avalanche",drift
2026-04-27T06:31:30+00:00,Tonstakers LSD,Liquid Staking,96940655.0,0.79,2.6,TON,drift
2026-04-27T06:31:30+00:00,BYDFi,CEX,95265659.0,1.43,4.15,"Bitcoin,Ethereum,Ripple",drift
2026-04-27T06:31:30+00:00,Dswap,Dexs,94838073.0,0.85,6.88,ENI,drift
2026-04-27T06:31:30+00:00,Railgun,Privacy,94731401.0,1.17,2.43,"Ethereum,Arbitrum,Binance,Polygon",drift
2026-04-27T06:31:30+00:00,Sky RWA,RWA,94458370.0,0.02,0.07,Ethereum,drift
2026-04-27T06:31:30+00:00,SoSoValue Indexes,Indexes,94162838.0,0.36,2.65,"Bitcoin,Ethereum,Ripple,Binance,Doge",drift
2026-04-27T06:31:30+00:00,Unitas,Basis Trading,92957877.0,-10.38,-12.32,"Solana,Binance",cascade
2026-04-27T06:31:30+00:00,Flying Tulip Yield,Services,92207025.0,,,,unknown
2026-04-27T06:31:30+00:00,Enzyme Finance,Indexes,91436896.0,2.33,5.46,"Ethereum,Polygon,Arbitrum",drift
2026-04-27T06:31:30+00:00,BlazeStake,Liquid Staking,91030187.0,1.25,4.13,Solana,drift
2026-04-27T06:31:30+00:00,KAIO,RWA,89380837.0,0.01,0.0,"Sui,Sei,Immutable zkEVM,Near,Aptos",drift
2026-04-27T06:31:30+00:00,Felix Vaults,Onchain Capital Allocator,87933674.0,-1.08,0.44,Hyperliquid L1,drift
2026-04-27T06:31:30+00:00,Lulo,Yield Aggregator,87619768.0,0.59,1.17,Solana,drift
2026-04-27T06:31:30+00:00,YBTC.B,Anchor BTC,87320631.0,1.86,5.86,Bitlayer,drift
2026-04-27T06:31:30+00:00,Firelight,Farm,87012604.0,1.33,11.05,Flare,drift
2026-04-27T06:31:30+00:00,RockawayX,Risk Curators,85844730.0,-2.59,27.29,"Solana,Ethereum,Sei,Plume Mainnet,Binance",drift
2026-04-27T06:31:30+00:00,Loopscale,Lending,85196421.0,0.4,-0.1,Solana,drift
2026-04-27T06:31:30+00:00,Zest V2,Lending,84925431.0,1.59,9.1,Stacks,drift
2026-04-27T06:31:30+00:00,Frax USD,RWA,83564470.0,-0.16,-4.58,Ethereum,drift
2026-04-27T06:31:30+00:00,Balancer V3,Dexs,82752603.0,1.25,-6.64,"Ethereum,Monad,Arbitrum,Base,Hyperliquid L1",drift
2026-04-27T06:31:30+00:00,Strata Markets,Yield,82663730.0,-0.77,-40.89,Ethereum,drift
2026-04-27T06:31:30+00:00,AILayer farm,Farm,82626387.0,1.95,5.95,"Bitcoin,zkLink",drift
2026-04-27T06:31:30+00:00,Reservoir Protocol,CDP,81598632.0,0.22,-5.07,"Ethereum,Monad,Plasma,Berachain,Binance",drift
2026-04-27T06:31:30+00:00,infiniFi,Yield,80903874.0,0.15,-8.56,Ethereum,drift
2026-04-27T06:31:30+00:00,Re7 Labs,Risk Curators,80294003.0,0.46,-11.76,"Avalanche,World Chain,Plasma,Ethereum,Starknet",drift
2026-04-27T06:31:30+00:00,BitFi BTC,Anchor BTC,80170428.0,1.61,5.68,AILayer,drift
2026-04-27T06:31:30+00:00,Lorenzo sUSD1+,Yield,79610571.0,0.03,-0.01,"Binance,Ethereum",drift
2026-04-27T06:31:30+00:00,sDAI,Yield,78978311.0,0.15,-3.01,xDai,drift
2026-04-27T06:31:30+00:00,Marinade Select,Staking Pool,78877314.0,1.74,3.65,Solana,drift
