ticker,company,cik,fcf_ttm,fcf_3y_avg,fcf_5y_avg,revenue_ttm,revenue_5y_cagr,shares_out,cash,total_debt,wacc,growth_stage1,growth_terminal,horizon_years,pv_stage1,pv_terminal,enterprise_value,equity_value,intrinsic_value_per_share,current_price,upside_pct,dcf_grade,method_notes,captured_at
EMPD,Empery Digital Inc.,0001829794,-18161001.0,-21838593.0,-24876013.2,3983466.0,0.726,27667402.0,8963856.0,49945046.0,0.09,0.12,0.025,5,0,0,0,-40981190.0,0,4.18,-100.0,F,negative_fcf_base,2026-04-27T06:35:03Z
ACET,"Adicet Bio, Inc.",0001720580,-96984000.0,-97335666.67,-81119200.0,0.0,0.0,9596407.0,38918000.0,0,0.09,0.02,0.025,5,0,0,0,38918000.0,0,6.47,-100.0,F,negative_fcf_base,2026-04-27T06:35:03Z
CIMG,CIMG Inc.,0001527613,-17913836.0,-11619616.33,-9947050.2,1793590.0,1.2359,89971443.0,45356.0,28267.0,0.09,0.12,0.025,5,0,0,0,17089.0,0,0.04,-100.0,F,negative_fcf_base,2026-04-27T06:35:03Z
ALMU,"Aeluma, Inc.",0001828805,-1470000.0,-3050931.33,-2316041.4,919000.0,1.1802,18049306.0,38572000.0,0,0.09,0.12,0.025,5,0,0,0,38572000.0,0,13.44,-100.0,F,negative_fcf_base,2026-04-27T06:35:03Z
CVLG,"COVENANT LOGISTICS GROUP, INC.",0000928658,-132766000.0,-75866333.33,-44135000.0,203306000.0,-0.259,0,4946000.0,298051000.0,0.09,0.02,0.025,5,0,0,0,-293105000.0,0,33.59,-100.0,F,negative_fcf_base,2026-04-27T06:35:03Z
BRTX,"BioRestorative Therapies, Inc.",0001505497,-10905032.0,-8645667.0,-7033665.6,36355.0,1.1568,25478170.0,1511188.0,153682.0,0.09,0.12,0.025,5,0,0,0,1357506.0,0,0.23,-100.0,F,negative_fcf_base,2026-04-27T06:35:03Z
BTBT,"Bit Digital, Inc",0001710350,-355584039.0,-160322089.67,-104346392.2,44916131.0,0.4282,326577219.0,118356299.0,3044004.0,0.09,0.12,0.025,5,0,0,0,115312295.0,0,1.31,-100.0,F,negative_fcf_base,2026-04-27T06:35:03Z
ONDS,Ondas Inc.,0001646188,-40780000.0,-37120359.0,-33430377.0,7193000.0,0.3503,467133265.0,550744000.0,300000.0,0.09,0.12,0.025,5,0,0,0,550444000.0,0,9.6,-100.0,F,negative_fcf_base,2026-04-27T06:35:03Z
COGT,"Cogent Biosciences, Inc.",0001622229,-267240000.0,-214127000.0,-165672800.0,0.0,0.0,162308820.0,312012000.0,44250000.0,0.09,0.02,0.025,5,0,0,0,267762000.0,0,36.81,-100.0,F,negative_fcf_base,2026-04-27T06:35:03Z
ACNT,ASCENT INDUSTRIES CO.,0000095953,-2063000.0,6771000.0,7224600.0,80763000.0,-0.2505,9469820.0,57606000.0,0,0.09,0.02,0.025,5,0,0,0,57606000.0,0,13.1,-100.0,F,negative_fcf_base,2026-04-27T06:35:03Z
AVO,"Mission Produce, Inc.",0001802974,-20600000.0,-24333333.33,300000.0,953900000.0,0.0194,70845891.0,44800000.0,100000000.0,0.09,0.02,0.025,5,0,0,0,-55200000.0,0,14.72,-100.0,F,negative_fcf_base,2026-04-27T06:35:03Z
AMTX,"AEMETIS, INC",0000738214,-22739000.0,-38039666.67,-33947000.0,28111000.0,-0.3035,66631852.0,4894000.0,343038000.0,0.09,0.02,0.025,5,0,0,0,-338144000.0,0,1.54,-100.0,F,negative_fcf_base,2026-04-27T06:35:03Z
