filed_utc,kind,title,link,summary
2026-04-27T12:00:00Z,tech_innovation,Imitation and the diffusion of innovation,https://www.bis.org/publ/work1344.htm,"by Debi Prasad Mohapatra, Vatsala Shreeti Why would a market leader choose not to patent an innovation? We study Samsung's decision to forgo patent protection for dual SIM technology in the Indian mobile handset market."
2026-04-20T12:00:00Z,data_methods,The geography of AI firms,https://www.bis.org/publ/work1343.htm,"by Kumar Rishabh, Vatsala Shreeti In this paper, we trace the geography and economic characteristics of firms that produce artificial intelligence (AI) products and services. Many economies around the world are evaluating their strategic priorities in AI, yet relatively little is documented about the global distribution of AI production."
2026-04-01T09:21:00Z,econometrics,Quantum Bayesian inference: an exploration,https://www.bis.org/publ/work1342.htm,"by Jon Frost, Carlos Madeira, Yash Rastogi, Harald Uhlig This paper introduces a framework for performing Bayesian inference using quantum computation. It presents a proof-of-concept quantum algorithm that performs posterior sampling. We provide an accessible introduction to quantum computation for economists and a practical demonstration of quantum-based posterior sampling for Bayesian estimation"
2026-03-30T11:50:00Z,macro_consumption,"Labour market flows, unemployment and the Phillips curve",https://www.bis.org/publ/work1341.htm,"by Enisse Kharroubi, Marius Koechlin We present empirical evidence from the United States demonstrating that labour market flows provide valuable insights into subsequent wage and price inflation."
2026-03-27T12:50:00Z,international_finance,Stablecoin flows and spillovers to FX markets,https://www.bis.org/publ/work1340.htm,"by Iñaki Aldasoro, Paula Beltrán, Federico Grinberg Using data on four USD-pegged stablecoins and 27 fiat currencies, this paper documents spillovers from stablecoin-based foreign exchange (FX) to traditional FXmarkets. We document a gap between the cost of acquiring dollars via stablecoins and via the spot FX market (parity deviations). To establish a causal link between stablecoin flows and FX m"
2026-03-26T13:55:00Z,money_interest,Financial stability limits on fiscal space,https://www.bis.org/publ/work1339.htm,"by Fabrizio Zampolli Conventional indicators of fiscal sustainability, such as the interest rate-growth differential that focus on long-term drivers do not always incorporate fluctuating financial conditions and risk. This paper proposes an analytical framework in which sovereign borrowing costs depend on the balance-sheet capacity of financial intermediaries, where financial amplification can gen"
2026-03-20T14:53:00Z,public_finance,Global banking and geopolitics through time,https://www.bis.org/publ/work1338.htm,"by Lorenz Emter, Laura Kuitunen, Arnaud Mehl, Peter McQuade, Swapan-Kumar Pradhan, Goetz von Peter This paper examines asymmetries in the effects of geopolitical events on international bank credit, contrasting adverse events, such as the 2022 invasion of Ukraine, with positive events like the fall of the Berlin Wall in 1989."
2026-03-16T13:57:00Z,data_methods,Introducing BISTRO: a foundational model for unconditional and conditional forecasting of macroeconomic time series,https://www.bis.org/publ/work1337.htm,"by Batuhan Koyuncu, Byeungchun Kwon, Marco Jacopo Lombardi, Fernando Perez-Cruz, Hyun Song Shin This article introduces the BIS Time-series Regression Oracle (BISTRO), a general purpose time series model for macroeconomic forecasting. Its edge over traditional econometric approaches lies in its ability to deal with generic unconditional and conditional forecasting tasks, without requiring to adjus"
2026-03-12T07:47:00Z,monetary_policy,A public-private partnership? Central bank funding and credit supply,https://www.bis.org/publ/work1336.htm,"by Matthieu Chavaz, David Elliott, Win Monroe We exploit the surprise announcement and subsequent amendment of a central bank funding scheme to test how public liquidity provision affects credit market outcomes. Contrary to the notion that public liquidity is primarily a substitute for private liquidity, banks that are more exposed to stress in private wholesale funding markets use less central ba"
2026-03-10T14:22:00Z,money_interest,Tokenomics and blockchain fragmentation,https://www.bis.org/publ/work1335.htm,"by Hyun Song Shin Money is a coordination device underpinned by strong network effects: the more others accept a form of money, the more I wish to adopt it too. The decentralisation agenda of public permissionless blockchains undercuts these network effects and leads to fragmentation of the monetary landscape."
