ticker,cik,company,filed_date,form,phrase,filing_url
,0002028293,"Rain Enhancement Technologies Holdco, Inc.  (RAIN, RAINW)  (CIK 0002028293)",2026-04-14,8-K,restatement,https://www.sec.gov/Archives/edgar/data/2028293/000121390026043544:ea02860608k_rain.htm/0001213900-26-043544:ea0286060-8k_rain.htm-index.html
AKR,0000899629,ACADIA REALTY TRUST  (AKR)  (CIK 0000899629),2026-04-20,8-K,restatement,https://www.sec.gov/Archives/edgar/data/899629/000110465926045244:tm2612083d1_ex101.htm/0001104659-26-045244:tm2612083d1_ex10-1.htm-index.html
MSDL,0001782524,Morgan Stanley Direct Lending Fund  (MSDL)  (CIK 0001782524),2026-04-27,8-K,restatement,https://www.sec.gov/Archives/edgar/data/1782524/000119312526182043:d100787dex101.htm/0001193125-26-182043:d100787dex101.htm-index.html
ALMR,0002104204,"Alamar Biosciences, Inc.  (ALMR)  (CIK 0002104204)",2026-04-20,8-K,restatement,https://www.sec.gov/Archives/edgar/data/2104204/000119312526163921:d103481d8k.htm/0001193125-26-163921:d103481d8k.htm-index.html
TAAG,0001386044,"Awareness Group, Inc.  (TAAG)  (CIK 0001386044)",2026-04-16,10-Q,restatement,https://www.sec.gov/Archives/edgar/data/1386044/000147793226002319:fhld_10q.htm/0001477932-26-002319:fhld_10q.htm-index.html
TDY,0001094285,TELEDYNE TECHNOLOGIES INC  (TDY)  (CIK 0001094285),2026-04-23,8-K,restatement,https://www.sec.gov/Archives/edgar/data/1094285/000119312526171087:d116221d8k.htm/0001193125-26-171087:d116221d8k.htm-index.html
ARAI,0001818274,Arrive AI Inc.  (ARAI)  (CIK 0001818274),2026-04-14,8-K,restatement,https://www.sec.gov/Archives/edgar/data/1818274/000149315226016556:form8k.htm/0001493152-26-016556:form8-k.htm-index.html
OTTR,0001466593,Otter Tail Corp  (OTTR)  (CIK 0001466593),2026-04-15,8-K,restatement,https://www.sec.gov/Archives/edgar/data/1466593/000146659326000040:ottr20260413.htm/0001466593-26-000040:ottr-20260413.htm-index.html
ARAI,0001818274,Arrive AI Inc.  (ARAI)  (CIK 0001818274),2026-04-15,10-Q/A,restatement,https://www.sec.gov/Archives/edgar/data/1818274/000149315226016857:form10qa.htm/0001493152-26-016857:form10-qa.htm-index.html
,0000036270,"M&T BANK CORP  (MTB, MTB-PH, MTB-PJ, MTB-PK)  (CIK 0000036270)",2026-04-23,8-K,restatement,https://www.sec.gov/Archives/edgar/data/36270/000003627026000027:mbt20260421.htm/0000036270-26-000027:mbt-20260421.htm-index.html
ARAI,0001818274,Arrive AI Inc.  (ARAI)  (CIK 0001818274),2026-04-15,10-Q/A,restatement,https://www.sec.gov/Archives/edgar/data/1818274/000149315226016849:form10qa.htm/0001493152-26-016849:form10-qa.htm-index.html
,0001803498,Blackstone Private Credit Fund  (CIK 0001803498),2026-04-27,8-K,restatement,https://www.sec.gov/Archives/edgar/data/1803498/000119312526182132:d151396dex52.htm/0001193125-26-182132:d151396dex52.htm-index.html
KEYS,0001601046,"Keysight Technologies, Inc.  (KEYS)  (CIK 0001601046)",2026-04-23,8-K,restatement,https://www.sec.gov/Archives/edgar/data/1601046/000160104626000017:keysight_arcreditagreeme.htm/0001601046-26-000017:keysight_arcreditagreeme.htm-index.html
IMMR,0001058811,IMMERSION CORP  (IMMR)  (CIK 0001058811),2026-04-14,10-Q,restatement,https://www.sec.gov/Archives/edgar/data/1058811/000119312526153417:immr20251031.htm/0001193125-26-153417:immr-20251031.htm-index.html
BGLC,0001737523,BioNexus Gene Lab Corp  (BGLC)  (CIK 0001737523),2026-04-14,10-K,restate our,https://www.sec.gov/Archives/edgar/data/1737523/000147793226002218:bglc_10k.htm/0001477932-26-002218:bglc_10k.htm-index.html
STRW,0001782430,"Strawberry Fields REIT, Inc.  (STRW)  (CIK 0001782430)",2026-04-15,8-K,restate our,https://www.sec.gov/Archives/edgar/data/1782430/000149315226016636:ex991.htm/0001493152-26-016636:ex99-1.htm-index.html
DAWN,0001845337,"Day One Biopharmaceuticals, Inc.  (DAWN)  (CIK 0001845337)",2026-04-17,10-K/A,restate our,https://www.sec.gov/Archives/edgar/data/1845337/000119312526161471:dawn20251231.htm/0001193125-26-161471:dawn-20251231.htm-index.html
EHSI,0001089815,Elite Health Systems Inc.  (EHSI)  (CIK 0001089815),2026-04-15,10-K,restate our,https://www.sec.gov/Archives/edgar/data/1089815/000143774926012312:ehsi20251231_10k.htm/0001437749-26-012312:ehsi20251231_10k.htm-index.html
SEMR,0001831840,"SEMrush Holdings, Inc.  (SEMR)  (CIK 0001831840)",2026-04-17,10-K/A,restate our,https://www.sec.gov/Archives/edgar/data/1831840/000162828026025812:semr20251231.htm/0001628280-26-025812:semr-20251231.htm-index.html
VS,0001701963,Versus Systems Inc.  (VS)  (CIK 0001701963),2026-04-15,10-K,restate our,https://www.sec.gov/Archives/edgar/data/1701963/000121390026044110:ea028602610k_versus.htm/0001213900-26-044110:ea0286026-10k_versus.htm-index.html
JAZZ,0001232524,Jazz Pharmaceuticals plc  (JAZZ)  (CIK 0001232524),2026-04-24,10-K/A,restate our,https://www.sec.gov/Archives/edgar/data/1232524/000162828026027205:jazz20251231.htm/0001628280-26-027205:jazz-20251231.htm-index.html
SONM,0001178697,"DNA X, Inc.  (SONM)  (CIK 0001178697)",2026-04-15,10-K,restate our,https://www.sec.gov/Archives/edgar/data/1178697/000149315226016659:form10k.htm/0001493152-26-016659:form10-k.htm-index.html
ATPC,0001713210,Agape ATP Corp  (ATPC)  (CIK 0001713210),2026-04-13,10-K,restate our,https://www.sec.gov/Archives/edgar/data/1713210/000149315226016297:form10k.htm/0001493152-26-016297:form10-k.htm-index.html
POLA,0001622345,"Polar Power, Inc.  (POLA)  (CIK 0001622345)",2026-04-15,10-K,restate our,https://www.sec.gov/Archives/edgar/data/1622345/000149315226016671:form10k.htm/0001493152-26-016671:form10-k.htm-index.html
,0001838163,"Brand Engagement Network Inc.  (BNAI, BNAIW)  (CIK 0001838163)",2026-04-16,10-K,restate our,https://www.sec.gov/Archives/edgar/data/1838163/000149315226016954:form10k.htm/0001493152-26-016954:form10-k.htm-index.html
WLTH,0001524566,WEALTHFRONT CORP  (WLTH)  (CIK 0001524566),2026-04-24,10-K,restate our,https://www.sec.gov/Archives/edgar/data/1524566/000162828026027232:wlth20260131.htm/0001628280-26-027232:wlth-20260131.htm-index.html
KALA,0001479419,"KALA BIO, Inc.  (KALA)  (CIK 0001479419)",2026-04-15,10-K,restate our,https://www.sec.gov/Archives/edgar/data/1479419/000110465926043782:kala20251231x10k.htm/0001104659-26-043782:kala-20251231x10k.htm-index.html
NFE,0001749723,New Fortress Energy Inc.  (NFE)  (CIK 0001749723),2026-04-13,10-K,restate our,https://www.sec.gov/Archives/edgar/data/1749723/000174972326000032:nfe20251231.htm/0001749723-26-000032:nfe-20251231.htm-index.html
RYAM,0001597672,RAYONIER ADVANCED MATERIALS INC.  (RYAM)  (CIK 0001597672),2026-04-21,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1597672/000114036126015919:ef20071098_ex991.htm/0001140361-26-015919:ef20071098_ex99-1.htm-index.html
ICMB,0001578348,"Investcorp Credit Management BDC, Inc.  (ICMB)  (CIK 0001578348)",2026-04-20,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1578348/000119312526164001:d135232dex991.htm/0001193125-26-164001:d135232dex991.htm-index.html
PASG,0001787297,"Passage BIO, Inc.  (PASG)  (CIK 0001787297)",2026-04-20,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1787297/000110465926045219:tm2612152d1_ex991.htm/0001104659-26-045219:tm2612152d1_ex99-1.htm-index.html
PASG,0001787297,"Passage BIO, Inc.  (PASG)  (CIK 0001787297)",2026-04-20,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1787297/000110465926045219:tm2612152d1_8k.htm/0001104659-26-045219:tm2612152d1_8k.htm-index.html
SDOT,0001701756,Sadot Group Inc.  (SDOT)  (CIK 0001701756),2026-04-16,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1701756/000173112226000585:e7561_8k.htm/0001731122-26-000585:e7561_8k.htm-index.html
RYAM,0001597672,RAYONIER ADVANCED MATERIALS INC.  (RYAM)  (CIK 0001597672),2026-04-21,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1597672/000114036126015919:ef20071098_8k.htm/0001140361-26-015919:ef20071098_8k.htm-index.html
FARM,0000034563,FARMER BROTHERS CO  (FARM)  (CIK 0000034563),2026-04-21,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/34563/000110465926046012:tm2612214d1_8k.htm/0001104659-26-046012:tm2612214d1_8k.htm-index.html
RVPH,0001742927,"REVIVA PHARMACEUTICALS HOLDINGS, INC.  (RVPH)  (CIK 0001742927)",2026-04-15,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1742927/000143774926012303:ex_945819.htm/0001437749-26-012303:ex_945819.htm-index.html
ICMB,0001578348,"Investcorp Credit Management BDC, Inc.  (ICMB)  (CIK 0001578348)",2026-04-20,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1578348/000119312526164001:d135232d8k.htm/0001193125-26-164001:d135232d8k.htm-index.html
,0001866838,"Inception Growth Acquisition Ltd  (IGTA, IGTAR, IGTAU, IGTAW)  (CIK 0001866838)",2026-04-17,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1866838/000121390026044917:ea02862488k425_inception.htm/0001213900-26-044917:ea0286248-8k425_inception.htm-index.html
BIRD,0001653909,"Allbirds, Inc.  (BIRD)  (CIK 0001653909)",2026-04-20,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1653909/000119312526164338:d34261dex992.htm/0001193125-26-164338:d34261dex992.htm-index.html
SOWG,0001490161,Sow Good Inc.  (SOWG)  (CIK 0001490161),2026-04-17,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1490161/000182912626003615:sowgood_ex991.htm/0001829126-26-003615:sowgood_ex99-1.htm-index.html
ARI,0001467760,"Apollo Commercial Real Estate Finance, Inc.  (ARI)  (CIK 0001467760)",2026-04-24,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1467760/000119312526177686:d24584dex991.htm/0001193125-26-177686:d24584dex991.htm-index.html
SODI,0000091668,SOLITRON DEVICES INC  (SODI)  (CIK 0000091668),2026-04-22,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/91668/000143774926013034:ex_949108.htm/0001437749-26-013034:ex_949108.htm-index.html
FRMM,0001690080,FORUM MARKETS Inc  (FRMM)  (CIK 0001690080),2026-04-17,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1690080/000121390026044927:ea02867918k_forum.htm/0001213900-26-044927:ea0286791-8k_forum.htm-index.html
GNPX,0001595248,"Genprex, Inc.  (GNPX)  (CIK 0001595248)",2026-04-21,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1595248/000143774926012879:gnpx20260329_8k.htm/0001437749-26-012879:gnpx20260329_8k.htm-index.html
OGN,0001821825,Organon & Co.  (OGN)  (CIK 0001821825),2026-04-27,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1821825/000119312526178718:d38652dex991.htm/0001193125-26-178718:d38652dex991.htm-index.html
RVPH,0001742927,"REVIVA PHARMACEUTICALS HOLDINGS, INC.  (RVPH)  (CIK 0001742927)",2026-04-15,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1742927/000143774926012303:rvph20260414_8k.htm/0001437749-26-012303:rvph20260414_8k.htm-index.html
HYFM,0001695295,"HYDROFARM HOLDINGS GROUP, INC.  (HYFM)  (CIK 0001695295)",2026-04-14,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1695295/000143774926012177:ex_944337.htm/0001437749-26-012177:ex_944337.htm-index.html
ALOT,0000008146,"AstroNova, Inc.  (ALOT)  (CIK 0000008146)",2026-04-14,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/8146/000119312526153713:d143936dex991.htm/0001193125-26-153713:d143936dex991.htm-index.html
MASI,0000937556,MASIMO CORP  (MASI)  (CIK 0000937556),2026-04-23,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/937556/000110465926047839:tm2612557d1_8k.htm/0001104659-26-047839:tm2612557d1_8k.htm-index.html
NVRI,0000045876,ENVIRI Corp  (NVRI)  (CIK 0000045876),2026-04-27,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/45876/000004587626000075:hsc20260427.htm/0000045876-26-000075:hsc-20260427.htm-index.html
SOWG,0001490161,Sow Good Inc.  (SOWG)  (CIK 0001490161),2026-04-21,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1490161/000182912626003683:sowgood_ex991.htm/0001829126-26-003683:sowgood_ex99-1.htm-index.html
IWSH,0001279715,"Wright Investors Service Holdings, Inc.  (IWSH)  (CIK 0001279715)",2026-04-22,10-K/A,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1279715/000121465926004908:iwsh20251231.htm/0001214659-26-004908:iwsh-20251231.htm-index.html
VS,0001701963,Versus Systems Inc.  (VS)  (CIK 0001701963),2026-04-15,10-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1701963/000121390026044110:ea028602610k_versus.htm/0001213900-26-044110:ea0286026-10k_versus.htm-index.html
EQS,0000878932,"EQUUS TOTAL RETURN, INC.  (EQS)  (CIK 0000878932)",2026-04-17,10-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/878932/000171254326000024:f10k_equus212312025.htm/0001712543-26-000024:f10k_equus212312025.htm-index.html
HON,0000773840,HONEYWELL INTERNATIONAL INC  (HON)  (CIK 0000773840),2026-04-23,10-Q,strategic alternatives,https://www.sec.gov/Archives/edgar/data/773840/000077384026000057:hon20260331.htm/0000773840-26-000057:hon-20260331.htm-index.html
EQS,0000878932,"EQUUS TOTAL RETURN, INC.  (EQS)  (CIK 0000878932)",2026-04-20,10-K/A,strategic alternatives,https://www.sec.gov/Archives/edgar/data/878932/000109690626000571:equus_10ka.htm/0001096906-26-000571:equus_10ka.htm-index.html
BMRA,0000073290,BIOMERICA INC  (BMRA)  (CIK 0000073290),2026-04-13,10-Q,strategic alternatives,https://www.sec.gov/Archives/edgar/data/73290/000149315226016388:form10q.htm/0001493152-26-016388:form10-q.htm-index.html
HON,0000773840,HONEYWELL INTERNATIONAL INC  (HON)  (CIK 0000773840),2026-04-23,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/773840/000077384026000055:exhibit99q12026earningsre.htm/0000773840-26-000055:exhibit99-q12026earningsre.htm-index.html
,0001553788,"SPLASH BEVERAGE GROUP, INC.  (SBEV, SBEVW)  (CIK 0001553788)",2026-04-15,10-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1553788/000173112226000577:e7552_10k.htm/0001731122-26-000577:e7552_10-k.htm-index.html
QCLS,0001321834,"Q/C TECHNOLOGIES, INC.  (QCLS)  (CIK 0001321834)",2026-04-15,10-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1321834/000149315226016872:form10k.htm/0001493152-26-016872:form10-k.htm-index.html
,0001419951,"Data Storage Corp  (DTST, DTSTW)  (CIK 0001419951)",2026-04-14,10-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1419951/000173112226000564:e7502_10k.htm/0001731122-26-000564:e7502_10k.htm-index.html
CRWV,0001769628,"CoreWeave, Inc.  (CRWV)  (CIK 0001769628)",2026-04-14,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1769628/000176962826000164:ex102.htm/0001769628-26-000164:ex102.htm-index.html
CRWV,0001769628,"CoreWeave, Inc.  (CRWV)  (CIK 0001769628)",2026-04-14,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1769628/000176962826000164:ex101.htm/0001769628-26-000164:ex101.htm-index.html
HIVE,0001720424,HIVE Digital Technologies Ltd.  (HIVE)  (CIK 0001720424),2026-04-22,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1720424/000106299326002077:exhibit101.htm/0001062993-26-002077:exhibit10-1.htm-index.html
PCOK,0001452936,"Pacific Oak Strategic Opportunity REIT, Inc.  (PCOK)  (CIK 0001452936)",2026-04-21,8-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1452936/000145293626000021:bviq42025ex991.htm/0001452936-26-000021:bviq42025ex991.htm-index.html
SPND,0000867038,SPINDLETOP OIL & GAS CO  (SPND)  (CIK 0000867038),2026-04-15,10-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/867038/000101738626000048:spnd_2025dec3110k.htm/0001017386-26-000048:spnd_2025dec31-10k.htm-index.html
GWTI,0001572386,"GREENWAY TECHNOLOGIES, INC. & SUBSIDIARIES  (GWTI)  (CIK 0001572386)",2026-04-15,10-K,strategic alternatives,https://www.sec.gov/Archives/edgar/data/1572386/000149315226016820:form10k.htm/0001493152-26-016820:form10-k.htm-index.html
JCTC,0000885307,JEWETT CAMERON TRADING CO LTD  (JCTC)  (CIK 0000885307),2026-04-13,10-Q,strategic alternatives,https://www.sec.gov/Archives/edgar/data/885307/000155335026000067:jctc_10q022826.htm/0001553350-26-000067:jctc_10q-022826.htm-index.html
FJET,0001947016,"Starfighters Space, Inc.  (FJET)  (CIK 0001947016)",2026-04-13,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1947016/000106299326001958:form8k.htm/0001062993-26-001958:form8k.htm-index.html
BGLC,0001737523,BioNexus Gene Lab Corp  (BGLC)  (CIK 0001737523),2026-04-14,10-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1737523/000147793226002218:bglc_ex19.htm/0001477932-26-002218:bglc_ex19.htm-index.html
PRME,0001894562,"Prime Medicine, Inc.  (PRME)  (CIK 0001894562)",2026-04-16,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1894562/000162828026025372:a0416x2026xcfoxex101xempl.htm/0001628280-26-025372:a04-16x2026xcfoxex101xempl.htm-index.html
,0001854963,"SHF Holdings, Inc.  (SHFS, SHFSW)  (CIK 0001854963)",2026-04-15,10-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1854963/000149315226016778:ex14.htm/0001493152-26-016778:ex14.htm-index.html
WKHS,0001425287,Workhorse Group Inc.  (WKHS)  (CIK 0001425287),2026-04-27,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1425287/000162828026027522:a102workhorsegroupincxsco.htm/0001628280-26-027522:a102-workhorsegroupincxsco.htm-index.html
VS,0001701963,Versus Systems Inc.  (VS)  (CIK 0001701963),2026-04-15,10-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1701963/000121390026044110:ea028602610k_versus.htm/0001213900-26-044110:ea0286026-10k_versus.htm-index.html
TENX,0000034956,"TENAX THERAPEUTICS, INC.  (TENX)  (CIK 0000034956)",2026-04-22,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/34956/000119312526168521:d81080dex101.htm/0001193125-26-168521:d81080dex101.htm-index.html
NOC,0001133421,NORTHROP GRUMMAN CORP /DE/  (NOC)  (CIK 0001133421),2026-04-21,10-Q,internal investigation,https://www.sec.gov/Archives/edgar/data/1133421/000113342126000016:noc03312026xex107.htm/0001133421-26-000016:noc-03312026xex107.htm-index.html
ACHC,0001520697,"Acadia Healthcare Company, Inc.  (ACHC)  (CIK 0001520697)",2026-04-23,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1520697/000119312526173769:d116826dex101.htm/0001193125-26-173769:d116826dex101.htm-index.html
TNGX,0001819133,"Tango Therapeutics, Inc.  (TNGX)  (CIK 0001819133)",2026-04-15,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1819133/000119312526156127:d144586dex101.htm/0001193125-26-156127:d144586dex101.htm-index.html
SAFX,0002019793,"XCF Global, Inc.  (SAFX)  (CIK 0002019793)",2026-04-14,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/2019793/000149315226016438:ex21.htm/0001493152-26-016438:ex2-1.htm-index.html
DEVS,0001854480,DevvStream Corp.  (DEVS)  (CIK 0001854480),2026-04-14,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1854480/000114036126014502:ef20070306_ex21.htm/0001140361-26-014502:ef20070306_ex2-1.htm-index.html
NOW,0001373715,"ServiceNow, Inc.  (NOW)  (CIK 0001373715)",2026-04-23,10-Q,internal investigation,https://www.sec.gov/Archives/edgar/data/1373715/000137371526000056:now20260331.htm/0001373715-26-000056:now-20260331.htm-index.html
AVEX,0002096300,AEVEX Corp.  (AVEX)  (CIK 0002096300),2026-04-20,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/2096300/000119312526164202:d123077dex11.htm/0001193125-26-164202:d123077dex11.htm-index.html
FJET,0001947016,"Starfighters Space, Inc.  (FJET)  (CIK 0001947016)",2026-04-15,10-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1947016/000106299326002001:form10k.htm/0001062993-26-002001:form10k.htm-index.html
,0001838163,"Brand Engagement Network Inc.  (BNAI, BNAIW)  (CIK 0001838163)",2026-04-16,10-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1838163/000149315226016954:form10k.htm/0001493152-26-016954:form10-k.htm-index.html
BRC,0000746598,BRADY CORP  (BRC)  (CIK 0000746598),2026-04-21,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/746598/000074659826000014:exhibit21equitypurchaseagr.htm/0000746598-26-000014:exhibit21equitypurchaseagr.htm-index.html
CPIX,0001087294,CUMBERLAND PHARMACEUTICALS INC  (CPIX)  (CIK 0001087294),2026-04-23,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1087294/000110465926047335:tm2611622d1_ex21.htm/0001104659-26-047335:tm2611622d1_ex2-1.htm-index.html
BGLC,0001737523,BioNexus Gene Lab Corp  (BGLC)  (CIK 0001737523),2026-04-14,10-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1737523/000147793226002218:bglc_10k.htm/0001477932-26-002218:bglc_10k.htm-index.html
,0001882198,"Athena Technology Acquisition Corp. II  (ATEK, ATEKU, ATEKW)  (CIK 0001882198)",2026-04-23,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1882198/000121390026047101:ea028748701ex101.htm/0001213900-26-047101:ea028748701ex10-1.htm-index.html
,0002077033,"Miluna Acquisition Corp  (MMTX, MMTXU, MMTXW)  (CIK 0002077033)",2026-04-27,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/2077033/000149315226019055:ex21.htm/0001493152-26-019055:ex2-1.htm-index.html
,0001865248,"Piermont Valley Acquisition Corp  (CMCAF, CMCUF, CMCWF)  (CIK 0001865248)",2026-04-20,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1865248/000147793226002395:cmca_ex21.htm/0001477932-26-002395:cmca_ex21.htm-index.html
JAZZ,0001232524,Jazz Pharmaceuticals plc  (JAZZ)  (CIK 0001232524),2026-04-24,10-K/A,internal investigation,https://www.sec.gov/Archives/edgar/data/1232524/000162828026027205:jazz20251231.htm/0001628280-26-027205:jazz-20251231.htm-index.html
ELSE,0000351789,ELECTRO SENSORS INC  (ELSE)  (CIK 0000351789),2026-04-27,8-K/A,internal investigation,https://www.sec.gov/Archives/edgar/data/351789/000089710126000148:a04242026_ex21.htm/0000897101-26-000148:a04242026_ex2-1.htm-index.html
,0001126956,"SPIRE INC  (SR, SRJN)  (CIK 0001126956)",2026-04-15,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1126956/000119312526155936:srex10_1.htm/0001193125-26-155936:sr-ex10_1.htm-index.html
ESE,0000866706,ESCO TECHNOLOGIES INC  (ESE)  (CIK 0000866706),2026-04-16,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/866706/000110465926044425:tm2611835d1_ex101.htm/0001104659-26-044425:tm2611835d1_ex10-1.htm-index.html
LARK,0001141688,LANDMARK BANCORP INC  (LARK)  (CIK 0001141688),2026-04-14,10-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1141688/000149315226016495:form10k.htm/0001493152-26-016495:form10-k.htm-index.html
ICFI,0001362004,"ICF International, Inc.  (ICFI)  (CIK 0001362004)",2026-04-16,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1362004/000143774926012565:ex_945516.htm/0001437749-26-012565:ex_945516.htm-index.html
,0001900520,"Lomond Therapeutics Holdings, Inc.  (CIK 0001900520)",2026-04-15,10-K,internal investigation,https://www.sec.gov/Archives/edgar/data/1900520/000121390026044136:ea028364610k_lomond.htm/0001213900-26-044136:ea0283646-10k_lomond.htm-index.html
HLX,0000866829,HELIX ENERGY SOLUTIONS GROUP INC  (HLX)  (CIK 0000866829),2026-04-24,8-K,internal investigation,https://www.sec.gov/Archives/edgar/data/866829/000114036126016767:ef20071301_ex21.htm/0001140361-26-016767:ef20071301_ex2-1.htm-index.html
EVTV,0001563568,"Envirotech Vehicles, Inc.  (EVTV)  (CIK 0001563568)",2026-04-13,10-K,SEC subpoena,https://www.sec.gov/Archives/edgar/data/1563568/000143774926012170:adom20251231_10k.htm/0001437749-26-012170:adom20251231_10k.htm-index.html
RTX,0000101829,RTX Corp  (RTX)  (CIK 0000101829),2026-04-21,10-Q,DOJ investigation,https://www.sec.gov/Archives/edgar/data/101829/000010182926000011:rtx20260331.htm/0000101829-26-000011:rtx-20260331.htm-index.html
SANM,0000897723,SANMINA CORP  (SANM)  (CIK 0000897723),2026-04-27,10-Q,DOJ investigation,https://www.sec.gov/Archives/edgar/data/897723/000089772326000025:sanm20260328.htm/0000897723-26-000025:sanm-20260328.htm-index.html
,0000798941,"FIRST CITIZENS BANCSHARES INC /DE/  (FCNCA, FCNCB, FCNCN, FCNCO, FCNCP)  (CIK 0000798941)",2026-04-23,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/798941/000079894126000018:fcnca20260423.htm/0000798941-26-000018:fcnca-20260423.htm-index.html
CARE,0001829576,"Carter Bankshares, Inc.  (CARE)  (CIK 0001829576)",2026-04-23,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1829576/000182957626000036:care20260423.htm/0001829576-26-000036:care-20260423.htm-index.html
AMGN,0000318154,AMGEN INC  (AMGN)  (CIK 0000318154),2026-04-22,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/318154/000031815426000048:amgnex99_1.htm/0000318154-26-000048:amgn-ex99_1.htm-index.html
CARE,0001829576,"Carter Bankshares, Inc.  (CARE)  (CIK 0001829576)",2026-04-23,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1829576/000182957626000037:care20260422.htm/0001829576-26-000037:care-20260422.htm-index.html
,0000798941,"FIRST CITIZENS BANCSHARES INC /DE/  (FCNCA, FCNCB, FCNCN, FCNCO, FCNCP)  (CIK 0000798941)",2026-04-23,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/798941/000079894126000018:ex_991earningsrelease1q20.htm/0000798941-26-000018:ex_991earningsrelease-1q20.htm-index.html
UNH,0000731766,UNITEDHEALTH GROUP INC  (UNH)  (CIK 0000731766),2026-04-21,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/731766/000073176626000121:uhgearningsreleaseq12026.htm/0000731766-26-000121:uhgearningsreleaseq12026.htm-index.html
UNH,0000731766,UNITEDHEALTH GROUP INC  (UNH)  (CIK 0000731766),2026-04-21,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/731766/000073176626000121:earningsrelease1q26press.htm/0000731766-26-000121:earningsrelease1q26press.htm-index.html
CARE,0001829576,"Carter Bankshares, Inc.  (CARE)  (CIK 0001829576)",2026-04-23,8-K,cyberattack,https://www.sec.gov/Archives/edgar/data/1829576/000182957626000036:care1q26_ex991xer.htm/0001829576-26-000036:care-1q26_ex991xer.htm-index.html
