kind,ticker,name,form,filed,accession,captured_at
fdic,,"FULTON FINANCIAL CORP  (FULT, FULTP)  (CIK 0000700564)",8-K,2026-04-27,0001552781-26-000274:e26221_ex99-1.htm,2026-04-27T22:53:42Z
fdic,HBT,"HBT Financial, Inc.  (HBT)  (CIK 0000775215)",8-K,2026-04-27,0000775215-26-000046:hbt-20260331ex992.htm,2026-04-27T22:53:42Z
fdic,OPY,OPPENHEIMER HOLDINGS INC  (OPY)  (CIK 0000791963),8-K,2026-04-27,0001628280-26-027280:ex991pressrelease2026cashs.htm,2026-04-27T22:53:42Z
fdic,AVBH,"Avidbank Holdings, Inc.  (AVBH)  (CIK 0001443575)",8-K,2026-04-27,0001437749-26-013467:ex_927274.htm,2026-04-27T22:53:42Z
deposit_insurance,HNVR,"Hanover Bancorp, Inc. /MD  (HNVR)  (CIK 0001828588)",8-K,2026-04-27,0001104659-26-049414:hnvr-20260427xex99d1.htm,2026-04-27T22:53:42Z
deposit_insurance,OPY,OPPENHEIMER HOLDINGS INC  (OPY)  (CIK 0000791963),8-K,2026-04-27,0001628280-26-027280:ex991pressrelease2026cashs.htm,2026-04-27T22:53:42Z
deposit_insurance,,"FULTON FINANCIAL CORP  (FULT, FULTP)  (CIK 0000700564)",8-K,2026-04-27,0001552781-26-000274:e26221_ex99-1.htm,2026-04-27T22:53:42Z
deposit_insurance,NWBI,"Northwest Bancshares, Inc.  (NWBI)  (CIK 0001471265)",8-K,2026-04-27,0001471265-26-000014:a2026-03x31nwbi8ker.htm,2026-04-27T22:53:42Z
deposit_insurance,GABC,"GERMAN AMERICAN BANCORP, INC.  (GABC)  (CIK 0000714395)",8-K,2026-04-27,0000714395-26-000016:gabcq12026earningsreleas.htm,2026-04-27T22:53:42Z
capital_raise,BFST,"Business First Bancshares, Inc.  (BFST)  (CIK 0001624322)",8-K,2026-04-27,0001624322-26-000024:exhibit991_earningsrelease.htm,2026-04-27T22:53:42Z
occ,PDLB,"Ponce Financial Group, Inc.  (PDLB)  (CIK 0001874071)",8-K,2026-04-24,0001193125-26-174984:pdlb-ex99_2.htm,2026-04-27T22:53:42Z
occ,,"FLAGSTAR BANK, NATIONAL ASSOCIATION  (FLG, FLG-PA, FLG-PU)  (CIK 0000910073)",8-K,2026-04-24,0000910073-26-000035:flg_1q26earningspresenta.htm,2026-04-27T22:53:42Z
fdic,,"FLAGSTAR BANK, NATIONAL ASSOCIATION  (FLG, FLG-PA, FLG-PU)  (CIK 0000910073)",8-K,2026-04-24,0000910073-26-000035:flg_1q26earningspresenta.htm,2026-04-27T22:53:42Z
fdic,,"FLAGSTAR BANK, NATIONAL ASSOCIATION  (FLG, FLG-PA, FLG-PU)  (CIK 0000910073)",8-K,2026-04-24,0000910073-26-000035:a1q2026earningsrelease.htm,2026-04-27T22:53:42Z
fdic,PDLB,"Ponce Financial Group, Inc.  (PDLB)  (CIK 0001874071)",8-K,2026-04-24,0001193125-26-174984:pdlb-ex99_2.htm,2026-04-27T22:53:42Z
fdic,COFS,CHOICEONE FINANCIAL SERVICES INC  (COFS)  (CIK 0000803164),8-K,2026-04-24,0001193125-26-175011:cofs-ex99_1.htm,2026-04-27T22:53:42Z
deposit_insurance,FMFG,"Farmers & Merchants Bancshares, Inc.  (FMFG)  (CIK 0001698022)",8-K,2026-04-24,0001437749-26-013241:ex_950093.htm,2026-04-27T22:53:42Z
deposit_insurance,PDLB,"Ponce Financial Group, Inc.  (PDLB)  (CIK 0001874071)",8-K,2026-04-24,0001193125-26-174984:pdlb-ex99_1.htm,2026-04-27T22:53:42Z
deposit_insurance,JATT,JATT II Acquisition Corp.  (JATT)  (CIK 0002112446),8-K,2026-04-24,0001213900-26-047610:ea028755501ex99-1.htm,2026-04-27T22:53:42Z
deposit_insurance,PDLB,"Ponce Financial Group, Inc.  (PDLB)  (CIK 0001874071)",8-K,2026-04-24,0001193125-26-174984:pdlb-ex99_2.htm,2026-04-27T22:53:42Z
capital_raise,,"Zapata Quantum, Inc.  (ZPTA, ZPTAW)  (CIK 0001843714)",8-K,2026-04-24,0001079973-26-000531:ex99x1.htm,2026-04-27T22:53:42Z
capital_raise,,"FLAGSTAR BANK, NATIONAL ASSOCIATION  (FLG, FLG-PA, FLG-PU)  (CIK 0000910073)",8-K,2026-04-24,0000910073-26-000035:flg_1q26earningspresenta.htm,2026-04-27T22:53:42Z
capital_raise,,"FLAGSTAR BANK, NATIONAL ASSOCIATION  (FLG, FLG-PA, FLG-PU)  (CIK 0000910073)",8-K,2026-04-24,0000910073-26-000035:a1q2026earningsrelease.htm,2026-04-27T22:53:42Z
stress_test,BHRB,Burke & Herbert Financial Services Corp.  (BHRB)  (CIK 0001964333),8-K,2026-04-23,0001964333-26-000037:a1q26investordeck2026042.htm,2026-04-27T22:53:42Z
occ,BY,"BYLINE BANCORP, INC.  (BY)  (CIK 0001702750)",8-K,2026-04-23,0001193125-26-173737:by-ex99_2.pdf,2026-04-27T22:53:42Z
occ,,"VALLEY NATIONAL BANCORP  (VLY, VLYPN, VLYPO, VLYPP)  (CIK 0000714310)",8-K,2026-04-23,0000714310-26-000020:a1q26earningspresentatio.htm,2026-04-27T22:53:42Z
occ,,"VALLEY NATIONAL BANCORP  (VLY, VLYPN, VLYPO, VLYPP)  (CIK 0000714310)",8-K,2026-04-23,0000714310-26-000020:exhibit991earningsrelease0.htm,2026-04-27T22:53:42Z
occ,,Benchmark 2026-B42 Mortgage Trust  (CIK 0002110410),8-K,2026-04-23,0001539497-26-001194:exh99_1-psac66.htm,2026-04-27T22:53:42Z
fdic,SSB,SouthState Bank Corp  (SSB)  (CIK 0000764038),8-K,2026-04-23,0001104659-26-047690:ssb-20260423xex99d1.htm,2026-04-27T22:53:42Z
fdic,FBIZ,"FIRST BUSINESS FINANCIAL SERVICES, INC.  (FBIZ)  (CIK 0001521951)",8-K,2026-04-23,0001193125-26-173671:fbiz-ex99_2.htm,2026-04-27T22:53:42Z
fdic,,"FIRST CITIZENS BANCSHARES INC /DE/  (FCNCA, FCNCB, FCNCN, FCNCO, FCNCP)  (CIK 00",8-K,2026-04-23,0000798941-26-000018:a1q26investorpresentatio.htm,2026-04-27T22:53:42Z
fdic,,"VALLEY NATIONAL BANCORP  (VLY, VLYPN, VLYPO, VLYPP)  (CIK 0000714310)",8-K,2026-04-23,0000714310-26-000020:a1q26earningspresentatio.htm,2026-04-27T22:53:42Z
fdic,,"HUNTINGTON BANCSHARES INC /MD/  (HBAN, HBANL, HBANM, HBANP, HBANZ)  (CIK 0000049",8-K,2026-04-23,0000049196-26-000032:hban20260331_8kex991.htm,2026-04-27T22:53:42Z
fdic,,"VALLEY NATIONAL BANCORP  (VLY, VLYPN, VLYPO, VLYPP)  (CIK 0000714310)",8-K,2026-04-23,0000714310-26-000020:exhibit991earningsrelease0.htm,2026-04-27T22:53:42Z
fdic,,"FIRST CITIZENS BANCSHARES INC /DE/  (FCNCA, FCNCB, FCNCN, FCNCO, FCNCP)  (CIK 00",8-K,2026-04-23,0000798941-26-000018:fcnca-20260423.htm,2026-04-27T22:53:42Z
fdic,UBSI,UNITED BANKSHARES INC/WV  (UBSI)  (CIK 0000729986),8-K,2026-04-23,0001193125-26-171886:d33010dex991.htm,2026-04-27T22:53:42Z
fdic,,"POPULAR, INC.  (BPOP, BPOPM, BPOPO)  (CIK 0000763901)",8-K,2026-04-23,0001193125-26-171797:d96899dex991.htm,2026-04-27T22:53:42Z
fdic,,"HUNTINGTON BANCSHARES INC /MD/  (HBAN, HBANL, HBANM, HBANP, HBANZ)  (CIK 0000049",8-K,2026-04-23,0000049196-26-000032:hban-20260423.htm,2026-04-27T22:53:42Z
fdic,,"Customers Bancorp, Inc.  (CUBB, CUBI)  (CIK 0001488813)",8-K,2026-04-23,0001488813-26-000062:q126investorpresentation.htm,2026-04-27T22:53:42Z
fdic,ABCB,Ameris Bancorp  (ABCB)  (CIK 0000351569),8-K,2026-04-23,0000351569-26-000079:a1q26earningspresentatio.htm,2026-04-27T22:53:42Z
fdic,COLB,"COLUMBIA BANKING SYSTEM, INC.  (COLB)  (CIK 0000887343)",8-K,2026-04-23,0000887343-26-000132:colb2026q1earningspresen.htm,2026-04-27T22:53:42Z
fdic,CARE,"Carter Bankshares, Inc.  (CARE)  (CIK 0001829576)",8-K,2026-04-23,0001829576-26-000036:care-1q26_ex991xer.htm,2026-04-27T22:53:42Z
fdic,WSFS,WSFS FINANCIAL CORP  (WSFS)  (CIK 0000828944),8-K,2026-04-23,0000828944-26-000013:a1q26supplement42326vff.htm,2026-04-27T22:53:42Z
fdic,EFSI,EAGLE FINANCIAL SERVICES INC  (EFSI)  (CIK 0000880641),8-K,2026-04-23,0001193125-26-173960:efsi-ex99_1.htm,2026-04-27T22:53:42Z
fdic,,"Customers Bancorp, Inc.  (CUBB, CUBI)  (CIK 0001488813)",8-K,2026-04-23,0001488813-26-000062:q126pressrelease.htm,2026-04-27T22:53:42Z
fdic,ABCB,Ameris Bancorp  (ABCB)  (CIK 0000351569),8-K,2026-04-23,0000351569-26-000079:exhibit991pressreleasedate.htm,2026-04-27T22:53:42Z
fdic,COLB,"COLUMBIA BANKING SYSTEM, INC.  (COLB)  (CIK 0000887343)",8-K,2026-04-23,0000887343-26-000132:colb-20260331ex991earnings.htm,2026-04-27T22:53:42Z
fdic,IBCP,INDEPENDENT BANK CORP /MI/  (IBCP)  (CIK 0000039311),8-K,2026-04-23,0000039311-26-000042:ibcp20261qearningspresen.htm,2026-04-27T22:53:42Z
fdic,OPBK,OP Bancorp  (OPBK)  (CIK 0001722010),8-K,2026-04-23,0001722010-26-000009:opbk8-kerx2026xq1xex992.htm,2026-04-27T22:53:42Z
fdic,FRAF,FRANKLIN FINANCIAL SERVICES CORP /PA/  (FRAF)  (CIK 0000723646),8-K,2026-04-23,0000723646-26-000032:fraf-20260423xex99_1.htm,2026-04-27T22:53:42Z
deposit_insurance,BPRN,"Princeton Bancorp, Inc.  (BPRN)  (CIK 0001913971)",8-K,2026-04-23,0001193125-26-173619:bprn-ex99_1.htm,2026-04-27T22:53:42Z
deposit_insurance,ECBK,"ECB Bancorp, Inc. /MD/  (ECBK)  (CIK 0001914605)",8-K,2026-04-23,0001437749-26-013178:ex_908182.htm,2026-04-27T22:53:42Z
deposit_insurance,HTH,Hilltop Holdings Inc.  (HTH)  (CIK 0001265131),8-K,2026-04-23,0001104659-26-047734:hth-20260423xex99d1.htm,2026-04-27T22:53:42Z
deposit_insurance,IBCP,INDEPENDENT BANK CORP /MI/  (IBCP)  (CIK 0000039311),8-K,2026-04-23,0000039311-26-000042:ibcp-20260423ex992.htm,2026-04-27T22:53:42Z
deposit_insurance,HTB,"HomeTrust Bancshares, Inc.  (HTB)  (CIK 0001538263)",8-K,2026-04-23,0001538263-26-000042:htb-2026x03x31x8kxex99x1.htm,2026-04-27T22:53:42Z
deposit_insurance,SMBC,"SOUTHERN MISSOURI BANCORP, INC.  (SMBC)  (CIK 0000916907)",8-K,2026-04-23,0001104659-26-046973:smbc-20260421xex99d1.htm,2026-04-27T22:53:42Z
deposit_insurance,,"FIRST CITIZENS BANCSHARES INC /DE/  (FCNCA, FCNCB, FCNCN, FCNCO, FCNCP)  (CIK 00",8-K,2026-04-23,0000798941-26-000018:fcnca-20260423.htm,2026-04-27T22:53:42Z
deposit_insurance,KRNY,Kearny Financial Corp.  (KRNY)  (CIK 0001617242),8-K,2026-04-23,0001617242-26-000006:krny-20260331xexx991.htm,2026-04-27T22:53:42Z
deposit_insurance,,"HUNTINGTON BANCSHARES INC /MD/  (HBAN, HBANL, HBANM, HBANP, HBANZ)  (CIK 0000049",8-K,2026-04-23,0000049196-26-000032:hban-20260423.htm,2026-04-27T22:53:42Z
deposit_insurance,,"HUNTINGTON BANCSHARES INC /MD/  (HBAN, HBANL, HBANM, HBANP, HBANZ)  (CIK 0000049",8-K,2026-04-23,0000049196-26-000032:hban20260331_8kex991.htm,2026-04-27T22:53:42Z
deposit_insurance,AX,"Axos Financial, Inc.  (AX)  (CIK 0001299709)",8-K,2026-04-23,0001299709-26-000027:exhibit991-depositpurchase.htm,2026-04-27T22:53:42Z
deposit_insurance,OCFC,OCEANFIRST FINANCIAL CORP  (OCFC)  (CIK 0001004702),8-K,2026-04-23,0001004702-26-000032:ex991-earningsreleasemarch.htm,2026-04-27T22:53:42Z
deposit_insurance,,"FIRST CITIZENS BANCSHARES INC /DE/  (FCNCA, FCNCB, FCNCN, FCNCO, FCNCP)  (CIK 00",8-K,2026-04-23,0000798941-26-000018:ex_991earningsrelease-1q20.htm,2026-04-27T22:53:42Z
deposit_insurance,HFWA,HERITAGE FINANCIAL CORP /WA/  (HFWA)  (CIK 0001046025),8-K,2026-04-23,0001628280-26-026904:a8-kexhibit991q126er.htm,2026-04-27T22:53:42Z
deposit_insurance,RBKB,"Rhinebeck Bancorp, Inc.  (RBKB)  (CIK 0001751783)",8-K,2026-04-23,0001751783-26-000015:rbkb-20260423xex99d1.htm,2026-04-27T22:53:42Z
