filed_utc,kind,title,link,summary
2026-04-24T21:00:03Z,bank_supervisory,National Bank Non-Interest Charges and Fees: Interim Final Rule,https://www.occ.gov/news-issuances/bulletins/2026/bulletin-2026-18.html,"The OCC is issuing an interim final rule amending its regulation on national bank non-interest charges and fees, 12 CFR 7.4002. Among other things, the interim final rule clarifies national banks' power to charge non-interest fees and charges, including interchange fees from payment card activity, regardless of whether those fees are set by the bank or a third party. Comments on all aspects of the"
2026-04-24T21:00:02Z,bank_supervisory,Preemption of Illinois Interchange Fee Prohibition Act: Interim Final Order,https://www.occ.gov/news-issuances/bulletins/2026/bulletin-2026-17.html,The OCC is issuing an interim final order concluding that federal law preempts the Illinois Interchange Fee Prohibition Act. National banks and federal savings associations are neither subject to nor required to comply with this state law. Comments on all aspects of the interim final order are due 30 days after it is published in the Federal Register.
2026-04-24T17:30:00Z,credit_risk_cecl,"Notice of Proposed Rulemaking: Streamlining Regulations Concerning Public Welfare Investments, Open Market Collateralized Loan Obligations, and Federal Savings Association Nondiscrimination Requirements",https://www.occ.gov/news-issuances/bulletins/2026/bulletin-2026-16.html,"The Office of the Comptroller of the Currency (OCC) is issuing a notice of proposed rulemaking to rescind or amend certain regulations that are unnecessary, based on anything other than the best reading of the underlying statutory authority, or lacking clear statutory authority, consistent with Executive Order 14219, Ensuring Lawful Governance and Implementing the President's ""Department of Govern"
2026-04-23T20:34:12Z,capital_basel_iii,Community Bank Leverage Ratio: Final Rule,https://www.occ.gov/news-issuances/bulletins/2026/bulletin-2026-15.html,"The Office of the Comptroller of the Currency (OCC), the Board of Governors of the Federal Reserve System, and the Federal Deposit Insurance Corporation issued a final rule to relieve regulatory burden on certain qualifying community banks by revising the community bank leverage ratio framework."
2026-04-22T14:00:00Z,interest_rate_risk,Interest Rate Risk: Interest Rate Risk Statistics Report,https://www.occ.gov/news-issuances/bulletins/2026/bulletin-2026-14.html,The Office of the Comptroller of the Currency (OCC) published the spring 2026 edition of the Interest Rate Risk Statistics Report. The report presents interest rate risk data gathered during examinations of OCC-supervised midsize and community banks and federal savings associations
2026-04-17T19:30:00Z,liquidity_lcr_nsfr,Model Risk Management: Revised Guidance,https://www.occ.gov/news-issuances/bulletins/2026/bulletin-2026-13.html,"The Office of the Comptroller of the Currency (OCC), the Board of Governors of the Federal Reserve System (Federal Reserve Board), and the Federal Deposit Insurance Corporation (FDIC) (collectively, the agencies) are issuing updated interagency guidance and this bulletin to clarify model risk management principles, to set forth a risk-based approach to model risk management, and to rescind prior m"
2026-04-07T18:00:04Z,liquidity_lcr_nsfr,Prohibition on Use of Reputation Risk by Regulators: Final Rule,https://www.occ.gov/news-issuances/bulletins/2026/bulletin-2026-12.html,"The Office of the Comptroller of the Currency (OCC) and the Federal Deposit Insurance Corporation (FDIC) issued a final rule to codify the elimination of reputation risk from their supervisory programs. Among other things, the final rule prohibits the agencies from criticizing or taking adverse action against an institution on the basis of reputation risk. The final rule also prohibits the agencie"
2026-04-07T18:00:02Z,bsa_aml_sanctions,Anti-Money Laundering and Countering the Financing of Terrorism Program Requirements: Notice of Proposed Rulemaking,https://www.occ.gov/news-issuances/bulletins/2026/bulletin-2026-11.html,"The OCC approved the issuance of a notice of proposed rulemaking, to be published jointly with the FDIC and the NCUA that would amend the Bank Secrecy Act (BSA) compliance program requirements that each agency has issued for its supervised banks. The amended requirements, referred to as anti-money laundering and countering the financing of terrorism (AML/CFT) programs, align with changes that are "
2026-03-31T15:00:08Z,leadership_occ,"OCC Guidelines Establishing Standards for Recovery Planning by Certain Large Insured National Banks, Insured Federal Savings Associations, and Insured Federal Branches: Final Guidelines",https://www.occ.gov/news-issuances/bulletins/2026/bulletin-2026-10.html,"The Office of the Comptroller of the Currency (OCC) is rescinding its guidelines establishing standards for recovery planning by certain large insured national banks, federal savings associations, and federal branches (recovery planning guidelines) at 12 CFR 30, appendix E. The final rule will be effective 30 days after publication in the Federal Register."
2026-03-19T16:30:03Z,market_risk_frtb,"Regulatory Capital: Category I and II Banking Organizations, Banking Organizations With Significant Trading Activity, and Optional Adoption for Other Banking Organizations",https://www.occ.gov/news-issuances/bulletins/2026/bulletin-2026-9.html,"The OCC, FDIC, and Federal Reserve Board have issued a joint notice of proposed rulemaking to modernize the regulatory capital requirements applicable to Category I and II banking organizations and the market risk capital framework for banking organizations with significant trading activity."
