kind,ticker,name,form,filed,accession,captured_at
superior_proposal,OGN,Organon & Co.  (OGN)  (CIK 0001821825),8-K,2026-04-27,0001193125-26-178718:d38652d8k.htm,2026-04-27T22:53:17Z
superior_proposal,,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)  (CIK 0000886163)",8-K,2026-04-27,0001193125-26-179529:d143046d8k.htm,2026-04-27T22:53:17Z
superior_proposal,,"XOMA Royalty Corp  (XOMA, XOMAO, XOMAP)  (CIK 0000791908)",8-K,2026-04-27,0001193125-26-179085:d139894d8k.htm,2026-04-27T22:53:17Z
superior_proposal,,"XOMA Royalty Corp  (XOMA, XOMAO, XOMAP)  (CIK 0000791908)",8-K,2026-04-27,0001193125-26-179085:d139894dex21.htm,2026-04-27T22:53:17Z
superior_proposal,,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)  (CIK 0000886163)",8-K,2026-04-27,0001193125-26-179529:d143046dex21.htm,2026-04-27T22:53:17Z
superior_proposal,OGN,Organon & Co.  (OGN)  (CIK 0001821825),8-K,2026-04-27,0001193125-26-178718:d38652dex21.htm,2026-04-27T22:53:17Z
asset_sale,SITE,"SiteOne Landscape Supply, Inc.  (SITE)  (CIK 0001650729)",8-K,2026-04-27,0001104659-26-048750:tm2612680d1_ex10-1.htm,2026-04-27T22:53:17Z
superior_proposal,PEBO,PEOPLES BANCORP INC  (PEBO)  (CIK 0000318300),8-K,2026-04-24,0000318300-26-000145:pebo-20260424.htm,2026-04-27T22:53:17Z
superior_proposal,PEBO,PEOPLES BANCORP INC  (PEBO)  (CIK 0000318300),8-K,2026-04-24,0000318300-26-000145:exhibit21.htm,2026-04-27T22:53:17Z
strategic_alternatives,ARI,"Apollo Commercial Real Estate Finance, Inc.  (ARI)  (CIK 0001467760)",8-K,2026-04-24,0001193125-26-177686:d24584dex991.htm,2026-04-27T22:53:17Z
divestiture,PG,PROCTER & GAMBLE Co  (PG)  (CIK 0000080424),8-K,2026-04-24,0000080424-26-000057:q3fy2026slides.htm,2026-04-27T22:53:17Z
divestiture,PG,PROCTER & GAMBLE Co  (PG)  (CIK 0000080424),8-K,2026-04-24,0000080424-26-000056:fy2526q3jfm8-kexhibit991.htm,2026-04-27T22:53:17Z
carve_out,MGTX,MeiraGTx Holdings plc  (MGTX)  (CIK 0001735438),8-K,2026-04-24,0001104659-26-048196:mgtx-20260420xex10d2.htm,2026-04-27T22:53:17Z
carve_out,,Apollo Asset Backed Credit Co LLC  (CIK 0002000597),8-K,2026-04-24,0001193125-26-177675:ck0002000597-ex10_1.htm,2026-04-27T22:53:17Z
carve_out,,Apollo Asset Backed Credit Co LLC  (CIK 0002000597),8-K,2026-04-24,0001193125-26-177675:ck0002000597-ex3_1.htm,2026-04-27T22:53:17Z
asset_sale,BIRD,"Allbirds, Inc.  (BIRD)  (CIK 0001653909)",8-K/A,2026-04-24,0001193125-26-174460:d101195d8ka.htm,2026-04-27T22:53:17Z
asset_sale,ARI,"Apollo Commercial Real Estate Finance, Inc.  (ARI)  (CIK 0001467760)",8-K,2026-04-24,0001193125-26-177686:d24584d8k.htm,2026-04-27T22:53:17Z
asset_sale,AVEX,AEVEX Corp.  (AVEX)  (CIK 0002096300),8-K,2026-04-24,0001193125-26-177298:d108131dex101.htm,2026-04-27T22:53:17Z
asset_sale,BMBL,Bumble Inc.  (BMBL)  (CIK 0001830043),8-K,2026-04-24,0001193125-26-177142:d131962d8k.htm,2026-04-27T22:53:17Z
superior_proposal,TBRG,"TruBridge, Inc.  (TBRG)  (CIK 0001169445)",8-K,2026-04-23,0001193125-26-172139:d46312d8k.htm,2026-04-27T22:53:17Z
superior_proposal,CPIX,CUMBERLAND PHARMACEUTICALS INC  (CPIX)  (CIK 0001087294),8-K,2026-04-23,0001104659-26-047335:tm2611622d1_ex2-1.htm,2026-04-27T22:53:17Z
strategic_review,,"Midland States Bancorp, Inc.  (MSBI, MSBIP)  (CIK 0001466026)",8-K,2026-04-23,0001466026-26-000045:q12026investorpresentati.htm,2026-04-27T22:53:17Z
strategic_review,HON,HONEYWELL INTERNATIONAL INC  (HON)  (CIK 0000773840),8-K,2026-04-23,0000773840-26-000055:exhibit99-q12026earningsre.htm,2026-04-27T22:53:17Z
divestiture,HON,HONEYWELL INTERNATIONAL INC  (HON)  (CIK 0000773840),8-K,2026-04-23,0000773840-26-000055:exhibit99-q12026earningsre.htm,2026-04-27T22:53:17Z
divestiture,WKC,WORLD KINECT CORP  (WKC)  (CIK 0000789460),8-K,2026-04-23,0000789460-26-000023:a2026q18-kexx991earnings.htm,2026-04-27T22:53:17Z
divestiture,CNP,CENTERPOINT ENERGY INC  (CNP)  (CIK 0001130310),8-K,2026-04-23,0001104659-26-047123:tm2612248d1_ex99-1.htm,2026-04-27T22:53:17Z
divestiture,CNP,CENTERPOINT ENERGY INC  (CNP)  (CIK 0001130310),8-K,2026-04-23,0001104659-26-047123:tm2612248d1_ex99-2.htm,2026-04-27T22:53:17Z
carve_out,,Apollo Debt Solutions BDC  (CIK 0001837532),8-K,2026-04-23,0001193125-26-173990:d127991d8k.htm,2026-04-27T22:53:17Z
asset_sale,CLRO,CLEARONE INC  (CLRO)  (CIK 0000840715),8-K,2026-04-23,0001753926-26-000720:ex31_1.htm,2026-04-27T22:53:17Z
asset_sale,CDE,"Coeur Mining, Inc.  (CDE)  (CIK 0000215466)",8-K,2026-04-23,0001140361-26-016178:ef20071153_ex4-1.htm,2026-04-27T22:53:17Z
strategic_review,WTRG,"Essential Utilities, Inc.  (WTRG)  (CIK 0000078128)",8-K,2026-04-22,0001552781-26-000266:e26216_ex99-1.htm,2026-04-27T22:53:17Z
strategic_review,TNL,Travel & Leisure Co.  (TNL)  (CIK 0001361658),8-K,2026-04-22,0001361658-26-000024:tnl1q26earningsrelease.htm,2026-04-27T22:53:17Z
strategic_alternatives,SODI,SOLITRON DEVICES INC  (SODI)  (CIK 0000091668),8-K,2026-04-22,0001437749-26-013034:ex_949108.htm,2026-04-27T22:53:17Z
divestiture,PRGO,PERRIGO Co plc  (PRGO)  (CIK 0001585364),8-K,2026-04-22,0001585364-26-000035:exhibit991historicalrecast.htm,2026-04-27T22:53:17Z
divestiture,WEX,WEX Inc.  (WEX)  (CIK 0001309108),8-K,2026-04-22,0001309108-26-000014:wexq12026earningssupplement.htm,2026-04-27T22:53:17Z
divestiture,MCO,MOODYS CORP /DE/  (MCO)  (CIK 0001059556),8-K,2026-04-22,0001628280-26-026383:a1q26earningsrelease.htm,2026-04-27T22:53:17Z
divestiture,BSX,BOSTON SCIENTIFIC CORP  (BSX)  (CIK 0000885725),8-K,2026-04-22,0000885725-26-000031:q12026earningsrelease.htm,2026-04-27T22:53:17Z
divestiture,WEX,WEX Inc.  (WEX)  (CIK 0001309108),8-K,2026-04-22,0001309108-26-000014:wexq12026earningsrelease.htm,2026-04-27T22:53:17Z
carve_out,,"SPIRE INC  (SR, SRJN)  (CIK 0001126956)",8-K,2026-04-22,0001193125-26-168301:sr-ex10_1.htm,2026-04-27T22:53:17Z
asset_sale,ARI,"Apollo Commercial Real Estate Finance, Inc.  (ARI)  (CIK 0001467760)",8-K,2026-04-22,0001193125-26-168732:d235783d8k.htm,2026-04-27T22:53:17Z
asset_sale,,"SunPower Inc.  (SPWR, SPWRW)  (CIK 0001838987)",8-K,2026-04-22,0001213900-26-046407:ea028730701ex4-1.htm,2026-04-27T22:53:17Z
superior_proposal,,"SOUNDHOUND AI, INC.  (SOUN, SOUNW)  (CIK 0001840856)",8-K,2026-04-21,0001213900-26-045987:ea028711701ex2-1.htm,2026-04-27T22:53:17Z
strategic_review,RYAM,RAYONIER ADVANCED MATERIALS INC.  (RYAM)  (CIK 0001597672),8-K,2026-04-21,0001140361-26-015919:ef20071098_ex99-1.htm,2026-04-27T22:53:17Z
strategic_review,UNH,UNITEDHEALTH GROUP INC  (UNH)  (CIK 0000731766),8-K,2026-04-21,0000731766-26-000121:uhgearningsreleaseq12026.htm,2026-04-27T22:53:17Z
strategic_review,UNH,UNITEDHEALTH GROUP INC  (UNH)  (CIK 0000731766),8-K,2026-04-21,0000731766-26-000121:earningsrelease1q26press.htm,2026-04-27T22:53:17Z
strategic_review,FARM,FARMER BROTHERS CO  (FARM)  (CIK 0000034563),8-K,2026-04-21,0001104659-26-046012:tm2612214d1_8k.htm,2026-04-27T22:53:17Z
strategic_alternatives,RYAM,RAYONIER ADVANCED MATERIALS INC.  (RYAM)  (CIK 0001597672),8-K,2026-04-21,0001140361-26-015919:ef20071098_ex99-1.htm,2026-04-27T22:53:17Z
strategic_alternatives,RYAM,RAYONIER ADVANCED MATERIALS INC.  (RYAM)  (CIK 0001597672),8-K,2026-04-21,0001140361-26-015919:ef20071098_8k.htm,2026-04-27T22:53:17Z
strategic_alternatives,FARM,FARMER BROTHERS CO  (FARM)  (CIK 0000034563),8-K,2026-04-21,0001104659-26-046012:tm2612214d1_8k.htm,2026-04-27T22:53:17Z
strategic_alternatives,GNPX,"Genprex, Inc.  (GNPX)  (CIK 0001595248)",8-K,2026-04-21,0001437749-26-012879:gnpx20260329_8k.htm,2026-04-27T22:53:17Z
divestiture,SON,SONOCO PRODUCTS CO  (SON)  (CIK 0000091767),8-K,2026-04-21,0000091767-26-000019:ex99q12026earningsrelease.htm,2026-04-27T22:53:17Z
divestiture,MMM,3M CO  (MMM)  (CIK 0000066740),8-K,2026-04-21,0000066740-26-000171:q12026-8kerexx991.htm,2026-04-27T22:53:17Z
carve_out,MVIS,"MICROVISION, INC.  (MVIS)  (CIK 0000065770)",8-K/A,2026-04-21,0001493152-26-018360:ex23-1.htm,2026-04-27T22:53:17Z
carve_out,MVIS,"MICROVISION, INC.  (MVIS)  (CIK 0000065770)",8-K/A,2026-04-21,0001493152-26-018360:ex99-1.htm,2026-04-27T22:53:17Z
carve_out,BRC,BRADY CORP  (BRC)  (CIK 0000746598),8-K,2026-04-21,0000746598-26-000014:exhibit21equitypurchaseagr.htm,2026-04-27T22:53:17Z
superior_proposal,SILA,"Sila Realty Trust, Inc.  (SILA)  (CIK 0001567925)",8-K,2026-04-20,0001140361-26-015496:ef20070982_8k.htm,2026-04-27T22:53:17Z
superior_proposal,BLD,TopBuild Corp  (BLD)  (CIK 0001633931),8-K,2026-04-20,0001104659-26-045245:bld-20260418xex2d1.htm,2026-04-27T22:53:17Z
