filed,kind,title,url,captured_at
2026-04-27T13:12:09Z,outbreak,Practicing today for tomorrow’s emergencies – WHO convenes countries and partners to simulate response to major disease outbreak,https://www.who.int/news/item/27-04-2026-practicing-today-for-tomorrow-s-emergencies-who-convenes-countries-and-partners-to-simulate-response-to-major-disease-outbreak,2026-04-27T22:57:01
2026-04-24T16:11:22Z,child_health,"WHO prequalifies first-ever malaria treatment for newborns and infants, adds new diagnostic tests",https://www.who.int/news/item/24-04-2026-who-prequalifies-first-ever-malaria-treatment-for-newborns-and-infants-adds-new-diagnostic-tests,2026-04-27T22:57:01
2026-04-24T00:01:31Z,vaccine,Largest catch-up initiative delivers over 100 million childhood vaccinations,https://www.who.int/news/item/24-04-2026-largest-catch-up-initiative-delivers-over-100-million-childhood-vaccinations,2026-04-27T22:57:01
2026-04-23T10:46:17Z,press,Algeria eliminates trachoma as a public health problem,https://www.who.int/news/item/23-04-2026-algeria-eliminates-trachoma-as-a-public-health-problem,2026-04-27T22:57:01
2026-04-23T08:07:28Z,press,WHO reports measurable health impact in 2025 amid transition to new strategy,https://www.who.int/news/item/23-04-2026-who-reports-measurable-health-impact-in-2025-amid-transition-to-new-strategy,2026-04-27T22:57:01
2026-04-22T20:34:27Z,press,WHO certifies the Bahamas for eliminating mother-to-child transmission of HIV,https://www.who.int/news/item/22-04-2026-who-certifies-the-bahamas-for-eliminating-mother-to-child-transmission-of-hiv,2026-04-27T22:57:01
2026-04-14T16:02:23Z,conflict,"After three years of conflict, Sudan faces a deeper health crisis",https://www.who.int/news/item/14-04-2026-after-three-years-of-conflict--sudan-faces-a-deeper-health-crisis,2026-04-27T22:57:01
2026-04-09T15:59:24Z,partnership,First-ever WHO Forum unites 800+ Collaborating Centres for stronger scientific collaboration,https://www.who.int/news/item/09-04-2026-first-ever-who-forum-unites-800--collaborating-centres-for-stronger-scientific-collaboration,2026-04-27T22:57:01
2026-04-07T19:02:21Z,partnership,WHO and France shift One Health vision to action with new high-impact initiatives,https://www.who.int/news/item/07-04-2026-who-and-france-shift-one-health-vision-to-action-with-new-high-impact-initiatives,2026-04-27T22:57:01
2026-04-06T08:36:50Z,press,WHO calls for action: “Together for health. Stand with science.” to mark World Health Day,https://www.who.int/news/item/06-04-2026-who-calls-for-action---together-for-health.-stand-with-science.--to-mark-world-health-day,2026-04-27T22:57:01
2026-03-28T19:14:12Z,pandemic,WHO Member States agree to extend negotiations on key annex to the Pandemic Agreement,https://www.who.int/news/item/28-03-2026-who-member-states-agree-to-extend-negotiations-on-key-annex-to-the-pandemic-agreement,2026-04-27T22:57:01
2026-03-26T08:50:26Z,refugee,Encouraging progress in inclusive health policies for refugees and migrants,https://www.who.int/news/item/26-03-2026-encouraging-progress-in-inclusive-health-policies-for-refugees-and-migrants,2026-04-27T22:57:01
2026-03-24T08:29:49Z,tb,WHO recommends new diagnostic tools to help end TB,https://www.who.int/news/item/24-03-2026-who-recommends-new-diagnostic-tools-to-help-end-tb,2026-04-27T22:57:01
2026-03-18T00:01:15Z,child_health,Progress in reducing child deaths slows as 4.9 million children die before age five,https://www.who.int/news/item/18-03-2026-progress-in-reducing-child-deaths-slows-as-4.9-million-children-die-before-age-five,2026-04-27T22:57:01
2026-03-11T14:18:29Z,conflict,"Conflict deepens health crisis across Middle East, WHO says",https://www.who.int/news/item/11-03-2026-conflict-deepens-health-crisis-across-middle-east--who-says,2026-04-27T22:57:01
2026-03-04T14:57:17Z,press,Chile becomes the first country in the Americas to be verified by WHO for the elimination of leprosy,https://www.who.int/news/item/04-03-2026-chile-becomes-the-first-country-in-the-americas-to-be-verified-by-who-for-the-elimination-of-leprosy,2026-04-27T22:57:01
2026-02-27T10:01:29Z,vaccine,Recommendations for influenza vaccine composition for the 2026-2027 northern hemisphere season,https://www.who.int/news/item/27-02-2026-recommendations-for-influenza-vaccine-composition-for-the-2026-2027-northern-hemisphere-season,2026-04-27T22:57:01
