country,iso3,indicator,year,value_pct,yoy_delta,captured_at
NOR,NOR,cpi_infl_pct,2019,2.200,-0.500,2026-04-27T23:10:43Z
NOR,NOR,cpi_infl_pct,2020,1.300,-0.900,2026-04-27T23:10:43Z
NOR,NOR,cpi_infl_pct,2021,3.500,+2.200,2026-04-27T23:10:43Z
NOR,NOR,cpi_infl_pct,2022,5.800,+2.300,2026-04-27T23:10:43Z
NOR,NOR,cpi_infl_pct,2023,5.500,-0.300,2026-04-27T23:10:43Z
NOR,NOR,cpi_infl_pct,2024,3.200,-2.300,2026-04-27T23:10:43Z
NOR,NOR,cpi_infl_pct,2025,3.000,-0.200,2026-04-27T23:10:43Z
NOR,NOR,cpi_infl_pct,2026,3.300,+0.300,2026-04-27T23:10:43Z
NOR,NOR,cpi_infl_pct,2027,2.600,-0.700,2026-04-27T23:10:43Z
NOR,NOR,cpi_infl_pct,2028,2.200,-0.400,2026-04-27T23:10:43Z
NOR,NOR,cpi_infl_pct,2029,2.000,-0.200,2026-04-27T23:10:43Z
NOR,NOR,cpi_infl_pct,2030,2.000,+0.000,2026-04-27T23:10:43Z
NOR,NOR,cpi_infl_pct,2031,2.000,+0.000,2026-04-27T23:10:43Z
NPL,NPL,cpi_infl_pct,2016,9.900,+2.100,2026-04-27T23:10:43Z
NPL,NPL,cpi_infl_pct,2017,4.500,-5.400,2026-04-27T23:10:43Z
NPL,NPL,cpi_infl_pct,2018,4.100,-0.400,2026-04-27T23:10:43Z
NPL,NPL,cpi_infl_pct,2019,4.600,+0.500,2026-04-27T23:10:43Z
NPL,NPL,cpi_infl_pct,2020,6.100,+1.500,2026-04-27T23:10:43Z
NPL,NPL,cpi_infl_pct,2021,3.600,-2.500,2026-04-27T23:10:43Z
NPL,NPL,cpi_infl_pct,2022,6.400,+2.800,2026-04-27T23:10:43Z
NPL,NPL,cpi_infl_pct,2023,7.700,+1.300,2026-04-27T23:10:43Z
NPL,NPL,cpi_infl_pct,2024,5.400,-2.300,2026-04-27T23:10:43Z
NPL,NPL,cpi_infl_pct,2025,4.100,-1.300,2026-04-27T23:10:43Z
NPL,NPL,cpi_infl_pct,2026,3.100,-1.000,2026-04-27T23:10:43Z
NPL,NPL,cpi_infl_pct,2027,5.000,+1.900,2026-04-27T23:10:43Z
NPL,NPL,cpi_infl_pct,2028,5.000,+0.000,2026-04-27T23:10:43Z
NPL,NPL,cpi_infl_pct,2029,5.000,+0.000,2026-04-27T23:10:43Z
NPL,NPL,cpi_infl_pct,2030,5.000,+0.000,2026-04-27T23:10:43Z
NPL,NPL,cpi_infl_pct,2031,5.000,+0.000,2026-04-27T23:10:43Z
NRU,NRU,cpi_infl_pct,2016,8.100,-1.700,2026-04-27T23:10:43Z
NRU,NRU,cpi_infl_pct,2017,4.500,-3.600,2026-04-27T23:10:43Z
NRU,NRU,cpi_infl_pct,2018,1.100,-3.400,2026-04-27T23:10:43Z
NRU,NRU,cpi_infl_pct,2019,4.100,+3.000,2026-04-27T23:10:43Z
NRU,NRU,cpi_infl_pct,2020,0.900,-3.200,2026-04-27T23:10:43Z
NRU,NRU,cpi_infl_pct,2021,2.000,+1.100,2026-04-27T23:10:43Z
NRU,NRU,cpi_infl_pct,2022,1.100,-0.900,2026-04-27T23:10:43Z
NRU,NRU,cpi_infl_pct,2023,4.800,+3.700,2026-04-27T23:10:43Z
NRU,NRU,cpi_infl_pct,2024,9.300,+4.500,2026-04-27T23:10:43Z
NRU,NRU,cpi_infl_pct,2025,6.100,-3.200,2026-04-27T23:10:43Z
NRU,NRU,cpi_infl_pct,2026,5.500,-0.600,2026-04-27T23:10:43Z
NRU,NRU,cpi_infl_pct,2027,4.200,-1.300,2026-04-27T23:10:43Z
NRU,NRU,cpi_infl_pct,2028,3.400,-0.800,2026-04-27T23:10:43Z
NRU,NRU,cpi_infl_pct,2029,2.700,-0.700,2026-04-27T23:10:43Z
NRU,NRU,cpi_infl_pct,2030,2.500,-0.200,2026-04-27T23:10:43Z
NRU,NRU,cpi_infl_pct,2031,2.500,+0.000,2026-04-27T23:10:43Z
NZL,NZL,cpi_infl_pct,2016,0.600,+0.300,2026-04-27T23:10:43Z
NZL,NZL,cpi_infl_pct,2017,1.900,+1.300,2026-04-27T23:10:43Z
NZL,NZL,cpi_infl_pct,2018,1.600,-0.300,2026-04-27T23:10:43Z
NZL,NZL,cpi_infl_pct,2019,1.600,+0.000,2026-04-27T23:10:43Z
NZL,NZL,cpi_infl_pct,2020,1.700,+0.100,2026-04-27T23:10:43Z
NZL,NZL,cpi_infl_pct,2021,3.900,+2.200,2026-04-27T23:10:43Z
NZL,NZL,cpi_infl_pct,2022,7.200,+3.300,2026-04-27T23:10:43Z
NZL,NZL,cpi_infl_pct,2023,5.700,-1.500,2026-04-27T23:10:43Z
NZL,NZL,cpi_infl_pct,2024,2.900,-2.800,2026-04-27T23:10:43Z
NZL,NZL,cpi_infl_pct,2025,2.800,-0.100,2026-04-27T23:10:43Z
NZL,NZL,cpi_infl_pct,2026,3.100,+0.300,2026-04-27T23:10:43Z
NZL,NZL,cpi_infl_pct,2027,2.300,-0.800,2026-04-27T23:10:43Z
NZL,NZL,cpi_infl_pct,2028,2.100,-0.200,2026-04-27T23:10:43Z
NZL,NZL,cpi_infl_pct,2029,2.000,-0.100,2026-04-27T23:10:43Z
NZL,NZL,cpi_infl_pct,2030,2.000,+0.000,2026-04-27T23:10:43Z
NZL,NZL,cpi_infl_pct,2031,2.000,+0.000,2026-04-27T23:10:43Z
OAE,OAE,cpi_infl_pct,2016,0.900,+0.300,2026-04-27T23:10:43Z
OAE,OAE,cpi_infl_pct,2017,1.500,+0.600,2026-04-27T23:10:43Z
OAE,OAE,cpi_infl_pct,2018,1.600,+0.100,2026-04-27T23:10:43Z
OAE,OAE,cpi_infl_pct,2019,1.100,-0.500,2026-04-27T23:10:43Z
OAE,OAE,cpi_infl_pct,2020,0.500,-0.600,2026-04-27T23:10:43Z
OAE,OAE,cpi_infl_pct,2021,2.400,+1.900,2026-04-27T23:10:43Z
OAE,OAE,cpi_infl_pct,2022,5.600,+3.200,2026-04-27T23:10:43Z
OAE,OAE,cpi_infl_pct,2023,4.300,-1.300,2026-04-27T23:10:43Z
OAE,OAE,cpi_infl_pct,2024,2.300,-2.000,2026-04-27T23:10:43Z
OAE,OAE,cpi_infl_pct,2025,2.000,-0.300,2026-04-27T23:10:43Z
OAE,OAE,cpi_infl_pct,2026,2.400,+0.400,2026-04-27T23:10:43Z
OAE,OAE,cpi_infl_pct,2027,2.000,-0.400,2026-04-27T23:10:43Z
OAE,OAE,cpi_infl_pct,2028,2.000,+0.000,2026-04-27T23:10:43Z
OAE,OAE,cpi_infl_pct,2029,1.900,-0.100,2026-04-27T23:10:43Z
OAE,OAE,cpi_infl_pct,2030,1.900,+0.000,2026-04-27T23:10:43Z
OAE,OAE,cpi_infl_pct,2031,1.900,+0.000,2026-04-27T23:10:43Z
OEMDC,OEMDC,cpi_infl_pct,2016,4.300,-0.500,2026-04-27T23:10:43Z
OEMDC,OEMDC,cpi_infl_pct,2017,4.500,+0.200,2026-04-27T23:10:43Z
OEMDC,OEMDC,cpi_infl_pct,2018,4.900,+0.400,2026-04-27T23:10:43Z
OEMDC,OEMDC,cpi_infl_pct,2019,5.200,+0.300,2026-04-27T23:10:43Z
OEMDC,OEMDC,cpi_infl_pct,2020,5.300,+0.100,2026-04-27T23:10:43Z
OEMDC,OEMDC,cpi_infl_pct,2021,5.900,+0.600,2026-04-27T23:10:43Z
OEMDC,OEMDC,cpi_infl_pct,2022,9.700,+3.800,2026-04-27T23:10:43Z
OEMDC,OEMDC,cpi_infl_pct,2023,8.200,-1.500,2026-04-27T23:10:43Z
OEMDC,OEMDC,cpi_infl_pct,2024,8.000,-0.200,2026-04-27T23:10:43Z
OEMDC,OEMDC,cpi_infl_pct,2025,5.200,-2.800,2026-04-27T23:10:43Z
OEMDC,OEMDC,cpi_infl_pct,2026,5.500,+0.300,2026-04-27T23:10:43Z
OEMDC,OEMDC,cpi_infl_pct,2027,4.600,-0.900,2026-04-27T23:10:43Z
OEMDC,OEMDC,cpi_infl_pct,2028,4.100,-0.500,2026-04-27T23:10:43Z
OEMDC,OEMDC,cpi_infl_pct,2029,3.900,-0.200,2026-04-27T23:10:43Z
OEMDC,OEMDC,cpi_infl_pct,2030,3.900,+0.000,2026-04-27T23:10:43Z
OEMDC,OEMDC,cpi_infl_pct,2031,3.900,+0.000,2026-04-27T23:10:43Z
OMN,OMN,cpi_infl_pct,2016,0.900,+0.800,2026-04-27T23:10:43Z
OMN,OMN,cpi_infl_pct,2017,1.500,+0.600,2026-04-27T23:10:43Z
OMN,OMN,cpi_infl_pct,2018,0.700,-0.800,2026-04-27T23:10:43Z
OMN,OMN,cpi_infl_pct,2019,0.500,-0.200,2026-04-27T23:10:43Z
OMN,OMN,cpi_infl_pct,2020,-0.400,-0.900,2026-04-27T23:10:43Z
OMN,OMN,cpi_infl_pct,2021,1.700,+2.100,2026-04-27T23:10:43Z
OMN,OMN,cpi_infl_pct,2022,2.500,+0.800,2026-04-27T23:10:43Z
OMN,OMN,cpi_infl_pct,2023,1.000,-1.500,2026-04-27T23:10:43Z
OMN,OMN,cpi_infl_pct,2024,0.600,-0.400,2026-04-27T23:10:43Z
OMN,OMN,cpi_infl_pct,2025,1.000,+0.400,2026-04-27T23:10:43Z
OMN,OMN,cpi_infl_pct,2026,1.700,+0.700,2026-04-27T23:10:43Z
OMN,OMN,cpi_infl_pct,2027,1.900,+0.200,2026-04-27T23:10:43Z
OMN,OMN,cpi_infl_pct,2028,2.000,+0.100,2026-04-27T23:10:43Z
OMN,OMN,cpi_infl_pct,2029,2.000,+0.000,2026-04-27T23:10:43Z
OMN,OMN,cpi_infl_pct,2030,2.000,+0.000,2026-04-27T23:10:43Z
OMN,OMN,cpi_infl_pct,2031,2.000,+0.000,2026-04-27T23:10:43Z
PAK,PAK,cpi_infl_pct,2016,2.900,-1.600,2026-04-27T23:10:43Z
PAK,PAK,cpi_infl_pct,2017,4.800,+1.900,2026-04-27T23:10:43Z
PAK,PAK,cpi_infl_pct,2018,4.700,-0.100,2026-04-27T23:10:43Z
PAK,PAK,cpi_infl_pct,2019,6.800,+2.100,2026-04-27T23:10:43Z
PAK,PAK,cpi_infl_pct,2020,10.700,+3.900,2026-04-27T23:10:43Z
PAK,PAK,cpi_infl_pct,2021,8.900,-1.800,2026-04-27T23:10:43Z
PAK,PAK,cpi_infl_pct,2022,12.200,+3.300,2026-04-27T23:10:43Z
PAK,PAK,cpi_infl_pct,2023,29.200,+17.000,2026-04-27T23:10:43Z
PAK,PAK,cpi_infl_pct,2024,23.400,-5.800,2026-04-27T23:10:43Z
PAK,PAK,cpi_infl_pct,2025,4.500,-18.900,2026-04-27T23:10:43Z
PAK,PAK,cpi_infl_pct,2026,7.200,+2.700,2026-04-27T23:10:43Z
PAK,PAK,cpi_infl_pct,2027,8.400,+1.200,2026-04-27T23:10:43Z
PAK,PAK,cpi_infl_pct,2028,6.600,-1.800,2026-04-27T23:10:43Z
PAK,PAK,cpi_infl_pct,2029,6.500,-0.100,2026-04-27T23:10:43Z
PAK,PAK,cpi_infl_pct,2030,6.500,+0.000,2026-04-27T23:10:43Z
PAK,PAK,cpi_infl_pct,2031,6.500,+0.000,2026-04-27T23:10:43Z
PAN,PAN,cpi_infl_pct,2016,0.700,+0.600,2026-04-27T23:10:43Z
PAN,PAN,cpi_infl_pct,2017,0.900,+0.200,2026-04-27T23:10:43Z
PAN,PAN,cpi_infl_pct,2018,0.800,-0.100,2026-04-27T23:10:43Z
PAN,PAN,cpi_infl_pct,2019,-0.400,-1.200,2026-04-27T23:10:43Z
PAN,PAN,cpi_infl_pct,2020,-1.600,-1.200,2026-04-27T23:10:43Z
PAN,PAN,cpi_infl_pct,2021,1.600,+3.200,2026-04-27T23:10:43Z
PAN,PAN,cpi_infl_pct,2022,2.900,+1.300,2026-04-27T23:10:43Z
PAN,PAN,cpi_infl_pct,2023,1.500,-1.400,2026-04-27T23:10:43Z
PAN,PAN,cpi_infl_pct,2024,0.700,-0.800,2026-04-27T23:10:43Z
PAN,PAN,cpi_infl_pct,2025,0.000,-0.700,2026-04-27T23:10:43Z
PAN,PAN,cpi_infl_pct,2026,1.400,+1.400,2026-04-27T23:10:43Z
PAN,PAN,cpi_infl_pct,2027,2.000,+0.600,2026-04-27T23:10:43Z
PAN,PAN,cpi_infl_pct,2028,2.000,+0.000,2026-04-27T23:10:43Z
PAN,PAN,cpi_infl_pct,2029,2.000,+0.000,2026-04-27T23:10:43Z
PAN,PAN,cpi_infl_pct,2030,2.000,+0.000,2026-04-27T23:10:43Z
PAN,PAN,cpi_infl_pct,2031,2.000,+0.000,2026-04-27T23:10:43Z
PER,PER,cpi_infl_pct,2016,3.600,+0.100,2026-04-27T23:10:43Z
PER,PER,cpi_infl_pct,2017,2.800,-0.800,2026-04-27T23:10:43Z
PER,PER,cpi_infl_pct,2018,1.300,-1.500,2026-04-27T23:10:43Z
PER,PER,cpi_infl_pct,2019,2.100,+0.800,2026-04-27T23:10:43Z
PER,PER,cpi_infl_pct,2020,1.800,-0.300,2026-04-27T23:10:43Z
PER,PER,cpi_infl_pct,2021,4.000,+2.200,2026-04-27T23:10:43Z
PER,PER,cpi_infl_pct,2022,7.900,+3.900,2026-04-27T23:10:43Z
PER,PER,cpi_infl_pct,2023,6.300,-1.600,2026-04-27T23:10:43Z
PER,PER,cpi_infl_pct,2024,2.400,-3.900,2026-04-27T23:10:43Z
PER,PER,cpi_infl_pct,2025,1.500,-0.900,2026-04-27T23:10:43Z
PER,PER,cpi_infl_pct,2026,2.500,+1.000,2026-04-27T23:10:43Z
PER,PER,cpi_infl_pct,2027,1.800,-0.700,2026-04-27T23:10:43Z
PER,PER,cpi_infl_pct,2028,2.000,+0.200,2026-04-27T23:10:43Z
PER,PER,cpi_infl_pct,2029,2.000,+0.000,2026-04-27T23:10:43Z
PER,PER,cpi_infl_pct,2030,2.000,+0.000,2026-04-27T23:10:43Z
PER,PER,cpi_infl_pct,2031,2.000,+0.000,2026-04-27T23:10:43Z
PHL,PHL,cpi_infl_pct,2016,1.200,+0.500,2026-04-27T23:10:43Z
PHL,PHL,cpi_infl_pct,2017,2.900,+1.700,2026-04-27T23:10:43Z
PHL,PHL,cpi_infl_pct,2018,5.300,+2.400,2026-04-27T23:10:43Z
PHL,PHL,cpi_infl_pct,2019,2.400,-2.900,2026-04-27T23:10:43Z
PHL,PHL,cpi_infl_pct,2020,2.400,+0.000,2026-04-27T23:10:43Z
PHL,PHL,cpi_infl_pct,2021,3.900,+1.500,2026-04-27T23:10:43Z
PHL,PHL,cpi_infl_pct,2022,5.800,+1.900,2026-04-27T23:10:43Z
PHL,PHL,cpi_infl_pct,2023,6.000,+0.200,2026-04-27T23:10:43Z
PHL,PHL,cpi_infl_pct,2024,3.200,-2.800,2026-04-27T23:10:43Z
PHL,PHL,cpi_infl_pct,2025,1.700,-1.500,2026-04-27T23:10:43Z
PHL,PHL,cpi_infl_pct,2026,4.300,+2.600,2026-04-27T23:10:43Z
PHL,PHL,cpi_infl_pct,2027,3.200,-1.100,2026-04-27T23:10:43Z
PHL,PHL,cpi_infl_pct,2028,3.000,-0.200,2026-04-27T23:10:43Z
PHL,PHL,cpi_infl_pct,2029,3.000,+0.000,2026-04-27T23:10:43Z
PHL,PHL,cpi_infl_pct,2030,3.000,+0.000,2026-04-27T23:10:43Z
PHL,PHL,cpi_infl_pct,2031,3.000,+0.000,2026-04-27T23:10:43Z
PIQ,PIQ,cpi_infl_pct,2016,5.400,+1.100,2026-04-27T23:10:43Z
PIQ,PIQ,cpi_infl_pct,2017,4.600,-0.800,2026-04-27T23:10:43Z
PIQ,PIQ,cpi_infl_pct,2018,4.200,-0.400,2026-04-27T23:10:43Z
PIQ,PIQ,cpi_infl_pct,2019,3.200,-1.000,2026-04-27T23:10:43Z
PIQ,PIQ,cpi_infl_pct,2020,3.300,+0.100,2026-04-27T23:10:43Z
PIQ,PIQ,cpi_infl_pct,2021,3.500,+0.200,2026-04-27T23:10:43Z
PIQ,PIQ,cpi_infl_pct,2022,5.600,+2.100,2026-04-27T23:10:43Z
PIQ,PIQ,cpi_infl_pct,2023,3.100,-2.500,2026-04-27T23:10:43Z
PIQ,PIQ,cpi_infl_pct,2024,1.600,-1.500,2026-04-27T23:10:43Z
PIQ,PIQ,cpi_infl_pct,2025,3.000,+1.400,2026-04-27T23:10:43Z
PIQ,PIQ,cpi_infl_pct,2026,4.200,+1.200,2026-04-27T23:10:43Z
PIQ,PIQ,cpi_infl_pct,2027,4.000,-0.200,2026-04-27T23:10:43Z
PIQ,PIQ,cpi_infl_pct,2028,3.900,-0.100,2026-04-27T23:10:43Z
PIQ,PIQ,cpi_infl_pct,2029,3.900,+0.000,2026-04-27T23:10:43Z
PIQ,PIQ,cpi_infl_pct,2030,3.900,+0.000,2026-04-27T23:10:43Z
PIQ,PIQ,cpi_infl_pct,2031,3.900,+0.000,2026-04-27T23:10:43Z
PLW,PLW,cpi_infl_pct,2016,-1.300,-3.500,2026-04-27T23:10:43Z
PLW,PLW,cpi_infl_pct,2017,1.100,+2.400,2026-04-27T23:10:43Z
PLW,PLW,cpi_infl_pct,2018,2.400,+1.300,2026-04-27T23:10:43Z
PLW,PLW,cpi_infl_pct,2019,0.400,-2.000,2026-04-27T23:10:43Z
PLW,PLW,cpi_infl_pct,2020,0.700,+0.300,2026-04-27T23:10:43Z
PLW,PLW,cpi_infl_pct,2021,-0.500,-1.200,2026-04-27T23:10:43Z
PLW,PLW,cpi_infl_pct,2022,13.200,+13.700,2026-04-27T23:10:43Z
PLW,PLW,cpi_infl_pct,2023,12.400,-0.800,2026-04-27T23:10:43Z
PLW,PLW,cpi_infl_pct,2024,3.600,-8.800,2026-04-27T23:10:43Z
PLW,PLW,cpi_infl_pct,2025,0.300,-3.300,2026-04-27T23:10:43Z
PLW,PLW,cpi_infl_pct,2026,5.900,+5.600,2026-04-27T23:10:43Z
PLW,PLW,cpi_infl_pct,2027,2.600,-3.300,2026-04-27T23:10:43Z
PLW,PLW,cpi_infl_pct,2028,2.100,-0.500,2026-04-27T23:10:43Z
PLW,PLW,cpi_infl_pct,2029,2.100,+0.000,2026-04-27T23:10:43Z
PLW,PLW,cpi_infl_pct,2030,2.100,+0.000,2026-04-27T23:10:43Z
PLW,PLW,cpi_infl_pct,2031,2.100,+0.000,2026-04-27T23:10:43Z
PNG,PNG,cpi_infl_pct,2016,6.700,+0.700,2026-04-27T23:10:43Z
PNG,PNG,cpi_infl_pct,2017,5.400,-1.300,2026-04-27T23:10:43Z
PNG,PNG,cpi_infl_pct,2018,4.400,-1.000,2026-04-27T23:10:43Z
PNG,PNG,cpi_infl_pct,2019,3.900,-0.500,2026-04-27T23:10:43Z
PNG,PNG,cpi_infl_pct,2020,4.900,+1.000,2026-04-27T23:10:43Z
PNG,PNG,cpi_infl_pct,2021,4.500,-0.400,2026-04-27T23:10:43Z
PNG,PNG,cpi_infl_pct,2022,5.300,+0.800,2026-04-27T23:10:43Z
PNG,PNG,cpi_infl_pct,2023,2.300,-3.000,2026-04-27T23:10:43Z
PNG,PNG,cpi_infl_pct,2024,0.600,-1.700,2026-04-27T23:10:43Z
PNG,PNG,cpi_infl_pct,2025,4.400,+3.800,2026-04-27T23:10:43Z
PNG,PNG,cpi_infl_pct,2026,5.000,+0.600,2026-04-27T23:10:43Z
PNG,PNG,cpi_infl_pct,2027,4.400,-0.600,2026-04-27T23:10:43Z
PNG,PNG,cpi_infl_pct,2028,4.500,+0.100,2026-04-27T23:10:43Z
PNG,PNG,cpi_infl_pct,2029,4.500,+0.000,2026-04-27T23:10:43Z
PNG,PNG,cpi_infl_pct,2030,4.500,+0.000,2026-04-27T23:10:43Z
PNG,PNG,cpi_infl_pct,2031,4.500,+0.000,2026-04-27T23:10:43Z
POL,POL,cpi_infl_pct,2016,-0.600,+0.300,2026-04-27T23:10:43Z
POL,POL,cpi_infl_pct,2017,2.000,+2.600,2026-04-27T23:10:43Z
POL,POL,cpi_infl_pct,2018,1.600,-0.400,2026-04-27T23:10:43Z
POL,POL,cpi_infl_pct,2019,2.300,+0.700,2026-04-27T23:10:43Z
POL,POL,cpi_infl_pct,2020,3.400,+1.100,2026-04-27T23:10:43Z
POL,POL,cpi_infl_pct,2021,5.100,+1.700,2026-04-27T23:10:43Z
POL,POL,cpi_infl_pct,2022,14.400,+9.300,2026-04-27T23:10:43Z
POL,POL,cpi_infl_pct,2023,11.400,-3.000,2026-04-27T23:10:43Z
POL,POL,cpi_infl_pct,2024,3.600,-7.800,2026-04-27T23:10:43Z
POL,POL,cpi_infl_pct,2025,3.600,+0.000,2026-04-27T23:10:43Z
POL,POL,cpi_infl_pct,2026,3.300,-0.300,2026-04-27T23:10:43Z
POL,POL,cpi_infl_pct,2027,3.300,+0.000,2026-04-27T23:10:43Z
POL,POL,cpi_infl_pct,2028,3.900,+0.600,2026-04-27T23:10:43Z
POL,POL,cpi_infl_pct,2029,2.700,-1.200,2026-04-27T23:10:43Z
POL,POL,cpi_infl_pct,2030,2.500,-0.200,2026-04-27T23:10:43Z
POL,POL,cpi_infl_pct,2031,2.500,+0.000,2026-04-27T23:10:43Z
PRI,PRI,cpi_infl_pct,2016,-0.300,+0.500,2026-04-27T23:10:43Z
PRI,PRI,cpi_infl_pct,2017,1.800,+2.100,2026-04-27T23:10:43Z
PRI,PRI,cpi_infl_pct,2018,1.300,-0.500,2026-04-27T23:10:43Z
PRI,PRI,cpi_infl_pct,2019,0.100,-1.200,2026-04-27T23:10:43Z
PRI,PRI,cpi_infl_pct,2020,-0.500,-0.600,2026-04-27T23:10:43Z
PRI,PRI,cpi_infl_pct,2021,2.400,+2.900,2026-04-27T23:10:43Z
PRI,PRI,cpi_infl_pct,2022,6.000,+3.600,2026-04-27T23:10:43Z
PRI,PRI,cpi_infl_pct,2023,3.500,-2.500,2026-04-27T23:10:43Z
PRI,PRI,cpi_infl_pct,2024,2.000,-1.500,2026-04-27T23:10:43Z
PRI,PRI,cpi_infl_pct,2025,1.400,-0.600,2026-04-27T23:10:43Z
PRI,PRI,cpi_infl_pct,2026,2.100,+0.700,2026-04-27T23:10:43Z
PRI,PRI,cpi_infl_pct,2027,2.400,+0.300,2026-04-27T23:10:43Z
PRI,PRI,cpi_infl_pct,2028,2.400,+0.000,2026-04-27T23:10:43Z
PRI,PRI,cpi_infl_pct,2029,2.200,-0.200,2026-04-27T23:10:43Z
PRI,PRI,cpi_infl_pct,2030,2.100,-0.100,2026-04-27T23:10:43Z
PRI,PRI,cpi_infl_pct,2031,2.100,+0.000,2026-04-27T23:10:43Z
PRT,PRT,cpi_infl_pct,2016,0.600,+0.100,2026-04-27T23:10:43Z
PRT,PRT,cpi_infl_pct,2017,1.600,+1.000,2026-04-27T23:10:43Z
PRT,PRT,cpi_infl_pct,2018,1.200,-0.400,2026-04-27T23:10:43Z
PRT,PRT,cpi_infl_pct,2019,0.300,-0.900,2026-04-27T23:10:43Z
PRT,PRT,cpi_infl_pct,2020,-0.100,-0.400,2026-04-27T23:10:43Z
PRT,PRT,cpi_infl_pct,2021,0.900,+1.000,2026-04-27T23:10:43Z
PRT,PRT,cpi_infl_pct,2022,8.100,+7.200,2026-04-27T23:10:43Z
PRT,PRT,cpi_infl_pct,2023,5.300,-2.800,2026-04-27T23:10:43Z
PRT,PRT,cpi_infl_pct,2024,2.700,-2.600,2026-04-27T23:10:43Z
PRT,PRT,cpi_infl_pct,2025,2.200,-0.500,2026-04-27T23:10:43Z
PRT,PRT,cpi_infl_pct,2026,3.100,+0.900,2026-04-27T23:10:43Z
PRT,PRT,cpi_infl_pct,2027,2.300,-0.800,2026-04-27T23:10:43Z
PRT,PRT,cpi_infl_pct,2028,2.400,+0.100,2026-04-27T23:10:43Z
PRT,PRT,cpi_infl_pct,2029,2.200,-0.200,2026-04-27T23:10:43Z
PRT,PRT,cpi_infl_pct,2030,2.000,-0.200,2026-04-27T23:10:43Z
PRT,PRT,cpi_infl_pct,2031,2.000,+0.000,2026-04-27T23:10:43Z
PRY,PRY,cpi_infl_pct,2016,4.100,+1.000,2026-04-27T23:10:43Z
PRY,PRY,cpi_infl_pct,2017,3.600,-0.500,2026-04-27T23:10:43Z
PRY,PRY,cpi_infl_pct,2018,4.000,+0.400,2026-04-27T23:10:43Z
PRY,PRY,cpi_infl_pct,2019,2.800,-1.200,2026-04-27T23:10:43Z
PRY,PRY,cpi_infl_pct,2020,1.800,-1.000,2026-04-27T23:10:43Z
PRY,PRY,cpi_infl_pct,2021,4.800,+3.000,2026-04-27T23:10:43Z
PRY,PRY,cpi_infl_pct,2022,9.800,+5.000,2026-04-27T23:10:43Z
PRY,PRY,cpi_infl_pct,2023,4.600,-5.200,2026-04-27T23:10:43Z
PRY,PRY,cpi_infl_pct,2024,3.800,-0.800,2026-04-27T23:10:43Z
PRY,PRY,cpi_infl_pct,2025,4.100,+0.300,2026-04-27T23:10:43Z
PRY,PRY,cpi_infl_pct,2026,3.300,-0.800,2026-04-27T23:10:43Z
PRY,PRY,cpi_infl_pct,2027,3.500,+0.200,2026-04-27T23:10:43Z
PRY,PRY,cpi_infl_pct,2028,3.500,+0.000,2026-04-27T23:10:43Z
PRY,PRY,cpi_infl_pct,2029,3.500,+0.000,2026-04-27T23:10:43Z
PRY,PRY,cpi_infl_pct,2030,3.500,+0.000,2026-04-27T23:10:43Z
PRY,PRY,cpi_infl_pct,2031,3.500,+0.000,2026-04-27T23:10:43Z
QAT,QAT,cpi_infl_pct,2016,2.700,+1.800,2026-04-27T23:10:43Z
QAT,QAT,cpi_infl_pct,2017,0.600,-2.100,2026-04-27T23:10:43Z
QAT,QAT,cpi_infl_pct,2018,0.100,-0.500,2026-04-27T23:10:43Z
QAT,QAT,cpi_infl_pct,2019,-0.900,-1.000,2026-04-27T23:10:43Z
QAT,QAT,cpi_infl_pct,2020,-2.500,-1.600,2026-04-27T23:10:43Z
QAT,QAT,cpi_infl_pct,2021,2.300,+4.800,2026-04-27T23:10:43Z
QAT,QAT,cpi_infl_pct,2022,5.000,+2.700,2026-04-27T23:10:43Z
QAT,QAT,cpi_infl_pct,2023,3.100,-1.900,2026-04-27T23:10:43Z
QAT,QAT,cpi_infl_pct,2024,1.200,-1.900,2026-04-27T23:10:43Z
QAT,QAT,cpi_infl_pct,2025,0.600,-0.600,2026-04-27T23:10:43Z
QAT,QAT,cpi_infl_pct,2026,3.900,+3.300,2026-04-27T23:10:43Z
QAT,QAT,cpi_infl_pct,2027,2.500,-1.400,2026-04-27T23:10:43Z
QAT,QAT,cpi_infl_pct,2028,2.000,-0.500,2026-04-27T23:10:43Z
QAT,QAT,cpi_infl_pct,2029,2.000,+0.000,2026-04-27T23:10:43Z
QAT,QAT,cpi_infl_pct,2030,2.000,+0.000,2026-04-27T23:10:43Z
QAT,QAT,cpi_infl_pct,2031,2.000,+0.000,2026-04-27T23:10:43Z
ROU,ROU,cpi_infl_pct,2016,-1.600,-1.000,2026-04-27T23:10:43Z
ROU,ROU,cpi_infl_pct,2017,1.300,+2.900,2026-04-27T23:10:43Z
ROU,ROU,cpi_infl_pct,2018,4.600,+3.300,2026-04-27T23:10:43Z
ROU,ROU,cpi_infl_pct,2019,3.800,-0.800,2026-04-27T23:10:43Z
ROU,ROU,cpi_infl_pct,2020,2.600,-1.200,2026-04-27T23:10:43Z
ROU,ROU,cpi_infl_pct,2021,5.000,+2.400,2026-04-27T23:10:43Z
ROU,ROU,cpi_infl_pct,2022,13.800,+8.800,2026-04-27T23:10:43Z
ROU,ROU,cpi_infl_pct,2023,10.400,-3.400,2026-04-27T23:10:43Z
