kind,ticker,name,form,filed,accession,captured_at
whistleblower,,Berto Acquisition Corp. II  (CIK 0002081515),S-1,2026-04-27,0001829126-26-003952:bertoacquisition2_ex14-1.htm,2026-04-27T22:52:22Z
whistleblower,,PRINCIPAL VARIABLE CONTRACTS FUNDS INC  (CIK 0000012601),485BPOS,2026-04-27,0000012601-26-000240:lacapital-codeofethicsjuly.htm,2026-04-27T22:52:22Z
whistleblower,USBC,"USBC, Inc.  (USBC)  (CIK 0001074828)",10-K/A,2026-04-27,0001074828-26-000020:exhibit1037usbc_ronalderic.htm,2026-04-27T22:52:22Z
whistleblower,,PRINCIPAL VARIABLE CONTRACTS FUNDS INC  (CIK 0000012601),485BPOS,2026-04-27,0000012601-26-000240:westfield-codeofethicsoct2.htm,2026-04-27T22:52:22Z
whistleblower,,"DYNEX CAPITAL INC  (DX, DX-PC)  (CIK 0000826675)",10-Q,2026-04-27,0000826675-26-000039:exhibit101separationagreem.htm,2026-04-27T22:52:22Z
internal_investigation,WKHS,Workhorse Group Inc.  (WKHS)  (CIK 0001425287),8-K,2026-04-27,0001628280-26-027522:a102-workhorsegroupincxsco.htm,2026-04-27T22:52:22Z
internal_investigation,,Voya PARTNERS INC  (CIK 0001039001),485BPOS,2026-04-27,0001193125-26-181784:f44838d28.htm,2026-04-27T22:52:22Z
internal_investigation,,"SCHMID Group N.V.  (SHMD, SHMDW)  (CIK 0001987240)",6-K,2026-04-27,0001104659-26-048999:tm2612719d1_ex10-4.htm,2026-04-27T22:52:22Z
internal_investigation,,"SCHMID Group N.V.  (SHMD, SHMDW)  (CIK 0001987240)",6-K,2026-04-27,0001104659-26-048999:tm2612719d1_ex10-2.htm,2026-04-27T22:52:22Z
internal_investigation,,"SCHMID Group N.V.  (SHMD, SHMDW)  (CIK 0001987240)",6-K,2026-04-27,0001104659-26-048999:tm2612719d1_ex10-1.htm,2026-04-27T22:52:22Z
internal_investigation,,"SCHMID Group N.V.  (SHMD, SHMDW)  (CIK 0001987240)",6-K,2026-04-27,0001104659-26-048999:tm2612719d1_ex10-3.htm,2026-04-27T22:52:22Z
clawback_policy,SPTX,"Seaport Therapeutics, Inc.  (SPTX)  (CIK 0002042347)",S-1/A,2026-04-27,0001193125-26-178716:d73463dex102.htm,2026-04-27T22:52:22Z
whistleblower,,Brighthouse Funds Trust I  (CIK 0001126087),485BPOS,2026-04-24,0001193125-26-175942:d12299dex99p16.htm,2026-04-27T22:52:22Z
whistleblower,,STATE STREET VARIABLE INSURANCE SERIES FUNDS INC  (CIK 0000746687),485BPOS,2026-04-24,0001193125-26-177382:d135686dex99p10.htm,2026-04-27T22:52:22Z
whistleblower,,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST  (CIK 0000914036),485BPOS,2026-04-24,0001193125-26-177434:d109417dex99p6.htm,2026-04-27T22:52:22Z
whistleblower,,Brighthouse Funds Trust I  (CIK 0001126087),485BPOS,2026-04-24,0001193125-26-175942:d12299dex99p19.htm,2026-04-27T22:52:22Z
