filed,kind,title,url,captured_at
2026-04-23T14:00:00Z,press,CDC Data Show Weekly ER Visits for Tick Bites Higher than Usual,https://www.cdc.gov/media/releases/2026/2026-cdc-data-show-weekly-er-visits-for-tick-bites-higher-than-usual.html,2026-04-27T22:57:03
2026-04-23T13:00:00Z,outbreak,CDC announces <em>Salmonella</em> outbreak in 13 states linked to backyard poultry.,https://www.cdc.gov/media/releases/2026/2026-cdc-announces-salmonella-outbreak-in-13-states-linked-to-backyard-poultry-take-steps-to-protect.html,2026-04-27T22:57:03
2026-04-20T04:00:00Z,press,CDC Disease Detectives Present at Annual CDC EIS Conference,https://www.cdc.gov/media/releases/2026/2026-cdc-disease-detectives-present-at-annual-cdc-eis-conference.html,2026-04-27T22:57:03
2026-03-11T04:00:00Z,press,"CDC's NIOSH Continues Annual Free Health Screenings for Coal Miners, Announces 2026 Dates",https://www.cdc.gov/media/releases/2026/2026-cdcs-niosh-continues-annual-free-health-screenings-for-coal-miners-announces-2026-dates.html,2026-04-27T22:57:03
2026-03-09T04:00:00Z,outbreak,CDC Reinforces National Measles Response Through State Collaboration,https://www.cdc.gov/media/releases/2026/2026-cdc-reinforces-national-measles-response-through-state-collaboration.html,2026-04-27T22:57:03
2026-02-28T05:00:00Z,vaccine,Secretary Kennedy Appoints Two Physicians to CDC’s Advisory Committee on Immunization Practices,https://www.cdc.gov/media/releases/2026/2026-secretary-kennedy-appoints-two-physicians-to-cdcs-advisory-committee-on-immunization-practices.html,2026-04-27T22:57:03
2026-02-23T09:08:00Z,personnel,Statement on the Resignation of the CDC Principal Deputy Director,https://www.cdc.gov/media/releases/2026/2026-statement-on-the-resignation-of-the-cdc-principal-deputy-director.html,2026-04-27T22:57:03
2026-02-13T09:24:00Z,outbreak,Extensively drug-resistant <em>Salmonella</em> outbreak linked to moringa powder capsules,https://www.cdc.gov/media/releases/2026/2026-new-extensively-drug-resistantsalmonella-outbreak-linked-to-moringa-powder-capsules.html,2026-04-27T22:57:03
2026-02-10T05:00:00Z,press,CDC's National Firefighter Registry for Cancer is Now the Largest in the Nation,https://www.cdc.gov/media/releases/2026/2026-cdcs-national-firefighter-registry-for-cancer-is-now-the-largest-in-the-nation.html,2026-04-27T22:57:03
2026-01-30T05:00:00Z,research,CDC Surpasses 1 Million Voluntary Air Travel Participants in Biosurveillance Program,https://www.cdc.gov/media/releases/2026/2026-cdc-surpasses-1-million-voluntary-air-travel-participants-in-biosurveillance-program.html,2026-04-27T22:57:03
2026-01-29T05:00:00Z,outbreak,New recall in <em>Salmonella</em> outbreak linked to dietary supplements containing moringa leaf powder,https://www.cdc.gov/media/releases/2026/2026-new-recall-in-salmonella-outbreak-linked-to-dietary-supplements-containing-moringa-leaf-powder.html,2026-04-27T22:57:03
2026-01-22T05:00:00Z,press,United States Completes WHO Withdrawal,https://www.cdc.gov/media/releases/2026/united-states-completes-who-withdrawal.html,2026-04-27T22:57:03
2026-01-14T15:00:00Z,outbreak,Live It Up Super Greens supplement powders linked to new <em>Salmonella</em> outbreak,https://www.cdc.gov/media/releases/2026/2026-live-it-up-super-greens-supplement-powders-linked-to-new-salmonella-outbreak.html,2026-04-27T22:57:03
2026-01-04T00:00:00Z,vaccine,CDC Acts on Presidential Memorandum to Update Childhood Immunization Schedule,https://www.cdc.gov/media/releases/2026/2026-cdc-acts-on-presidential-memorandum-to-update-childhood-immunization-schedule.html,2026-04-27T22:57:03
2025-12-23T05:00:00Z,outbreak,Raw oysters linked to ongoing <em>Salmonella </em>outbreak; almost half of U.S. states reporting cases,https://www.cdc.gov/media/releases/2025/2025-raw-oysters-linked-to-ongoing-salmonella-outbreak-almost-half-of-u-s-states-reporting-cases.html,2026-04-27T22:57:03
2025-12-16T05:00:00Z,vaccine,Fact Sheet Hepatitis B Immunization,https://www.cdc.gov/media/releases/2025/fact-sheet-hepatitis-b-immunization.html,2026-04-27T22:57:03
2025-12-16T05:00:00Z,vaccine,CDC Adopts Individual-Based Decision-Making for Hepatitis B Immunization for Infants Born to Women Who Test Negative for Hepatitis B Virus,https://www.cdc.gov/media/releases/2025/2025-hepatitis-b-immunization.html,2026-04-27T22:57:03
2025-12-15T00:00:00Z,personnel,Secretary Kennedy Swears in Louisiana Surgeon General Ralph Abraham as Principal Deputy Director of CDC,https://www.cdc.gov/media/releases/2025/2025-principal-deputy-director.html,2026-04-27T22:57:03
2025-12-10T05:00:00Z,outbreak,CDC’s Rapid Response Helps Solve First Infant Botulism Outbreak Linked to Formula,https://www.cdc.gov/media/releases/2025/2025-cdcs-rapid-response-helps-solve-first-infant-botulism-outbreak-linked-to-formula.html,2026-04-27T22:57:03
