filed,kind,title,url,captured_at
2026-04-13T17:15:00Z,g20_letter,FSB Chair’s letter to G20 Finance Ministers and Central Bank Governors: April 2026,https://www.fsb.org/2026/04/fsb-chairs-letter-to-g20-finance-ministers-and-central-bank-governors-april-2026/,2026-04-27T22:57:31
2026-04-13T17:15:00Z,g20_letter,FSB Chair warns of rising financial risks stemming from Middle East conflict,https://www.fsb.org/2026/04/fsb-chair-warns-of-rising-financial-risks-stemming-from-middle-east-conflict/,2026-04-27T22:57:31
2026-04-09T08:43:50Z,press,FSB Regional Consultative Group for Asia meets in Hanoi,https://www.fsb.org/2026/04/fsb-regional-consultative-group-for-asia-meets-in-hanoi/,2026-04-27T22:57:31
2026-03-24T09:00:23Z,nbfi,Promoting Global Financial Stability: 2025 FSB Annual Report,https://www.fsb.org/2026/03/promoting-global-financial-stability-2025-fsb-annual-report/,2026-04-27T22:57:31
2026-03-24T09:00:17Z,annual_rep,FSB publishes 2025 Annual Report,https://www.fsb.org/2026/03/fsb-publishes-2025-annual-report/,2026-04-27T22:57:31
2026-03-24T09:00:00Z,annual_rep,FSB Chair’s foreword to the FSB Annual Report 2025,https://www.fsb.org/2026/03/fsb-chairs-foreword-to-the-fsb-annual-report-2025/,2026-04-27T22:57:31
2026-03-12T15:30:00Z,xborder_pay,FSB kicks off new implementation phase to enhance cross-border payments through public-private partnership,https://www.fsb.org/2026/03/fsb-kicks-off-new-implementation-phase-to-enhance-cross-border-payments-through-public-private-partnership/,2026-04-27T22:57:31
2026-03-12T09:30:00Z,xborder_pay,Reforming Cross-border payments: keynote speech at the FSB Payments Summit,https://www.fsb.org/2026/03/reforming-cross-border-payments-keynote-speech-at-the-fsb-payments-summit/,2026-04-27T22:57:31
2026-02-23T10:16:22Z,annual_rep,Thematic Peer Review on Public Sector Backstop Funding Mechanisms: Summary Terms of Reference,https://www.fsb.org/2026/02/thematic-peer-review-on-public-sector-backstop-funding-mechanisms-summary-terms-of-reference/,2026-04-27T22:57:31
2026-02-21T19:00:00Z,press,FSB Regional Consultative Group for Sub-Saharan Africa meets in Zanzibar,https://www.fsb.org/2026/02/fsb-regional-consultative-group-for-sub-saharan-africa-meets-in-zanzibar/,2026-04-27T22:57:31
