cve_id,severity,cvss_score,published,vendor,product,ticker,is_kev,kev_added,desc,captured_at
CVE-2026-6602,HIGH,7.3,2026-04-20,,,,,,A vulnerability was found in rickxy Hospital Management System up to 88a4290d957dc5bdde8a56e5ad451ad14f7f90f4. Affected is an unknown function of the file /backend/admin/his_admin_account.php. The man,2026-04-27T22:49:27Z
CVE-2026-6603,HIGH,7.3,2026-04-20,,,,,,A vulnerability was determined in modelscope agentscope up to 1.0.18. Affected by this vulnerability is the function execute_python_code/execute_shell_command of the file src/AgentScope/tool/_coding/_,2026-04-27T22:49:27Z
CVE-2026-6604,HIGH,7.3,2026-04-20,,,,,,A vulnerability was identified in modelscope agentscope up to 1.0.18. Affected by this issue is the function _parse_url/prepare_image/openai_audio_to_text of the file src/agentscope/tool/_multi_modali,2026-04-27T22:49:27Z
CVE-2026-6605,HIGH,7.3,2026-04-20,,,,,,A security flaw has been discovered in modelscope agentscope up to 1.0.18. This affects the function _get_bytes_from_web_url of the file src/agentscope/_utils/_common.py of the component Internal Serv,2026-04-27T22:49:27Z
CVE-2026-6606,HIGH,7.3,2026-04-20,,,,,,A weakness has been identified in modelscope agentscope up to 1.0.18. This vulnerability affects the function _process_audio_block of the file src/agentscope/agent/_agent_base.py. Executing a manipula,2026-04-27T22:49:27Z
CVE-2026-6615,HIGH,7.3,2026-04-20,,,,,,A weakness has been identified in TransformerOptimus SuperAGI up to 0.0.14. Affected by this issue is the function Upload of the file superagi/controllers/resources.py of the component Multipart Uploa,2026-04-27T22:49:27Z
CVE-2026-6621,HIGH,7.3,2026-04-20,,,,,,A vulnerability was determined in 1024bit extend-deep up to 0.1.6. The impacted element is an unknown function of the file index.js. This manipulation of the argument __proto__ causes improperly contr,2026-04-27T22:49:27Z
CVE-2026-6625,HIGH,7.3,2026-04-20,,,,,,A security vulnerability has been detected in moxi624 Mogu Blog v2 up to 5.2. Affected by this vulnerability is the function LocalFileServiceImpl.uploadPictureByUrl of the file mogu_picture/src/main/j,2026-04-27T22:49:27Z
CVE-2026-6629,HIGH,7.3,2026-04-20,,,,,,A vulnerability has been found in Metasoft 美特软件 MetaCRM up to 6.4.0. This vulnerability affects the function Statement.executeUpdate of the file sql.jsp of the component Interface. Such manipulation o,2026-04-27T22:49:27Z
CVE-2026-6635,HIGH,7.3,2026-04-20,,,,,,A security vulnerability has been detected in rowboatlabs rowboat up to 0.1.67. This impacts the function tool_call of the file apps/experimental/tools_webhook/app.py of the component tools_webhook. S,2026-04-27T22:49:27Z
CVE-2026-6662,HIGH,7.3,2026-04-20,,,,,,A vulnerability was found in ericc-ch copilot-api up to 0.7.0. The impacted element is the function cors of the file src/server.ts of the component Token Endpoint. Performing a manipulation results in,2026-04-27T22:49:27Z
CVE-2026-6977,HIGH,7.3,2026-04-25,,,,,,A security vulnerability has been detected in vanna-ai vanna up to 2.0.2. The affected element is an unknown function of the component Legacy Flask API. The manipulation leads to improper authorizatio,2026-04-27T22:49:27Z
CVE-2026-6980,HIGH,7.3,2026-04-25,,,,,,A vulnerability has been found in Divyanshu-hash GitPilot-MCP up to 9ed9f153ba4158a2ad230ee4871b25130da29ffd. This impacts the function repo_path of the file main.py. Such manipulation of the argument,2026-04-27T22:49:27Z
CVE-2026-6987,HIGH,7.3,2026-04-25,,,,,,A vulnerability was detected in PicoClaw up to 0.2.4. Impacted is an unknown function of the file /api/gateway/restart of the component Web Launcher Management Plane. Performing a manipulation results,2026-04-27T22:49:27Z
CVE-2026-7002,HIGH,7.3,2026-04-25,,,,,,A vulnerability was determined in KLiK SocialMediaWebsite up to 1.0.1. This vulnerability affects unknown code of the file /includes/get_message_ajax.php of the component Private Message Handler. Exec,2026-04-27T22:49:27Z
CVE-2026-7022,HIGH,7.3,2026-04-26,,,,,,A security vulnerability has been detected in SmythOS sre up to 0.0.15. Affected is the function AgentRuntime of the file packages/core/src/subsystems/AgentManager/AgentRuntime.class.ts of the compone,2026-04-27T22:49:27Z
CVE-2026-7025,HIGH,7.3,2026-04-26,,,,,,A vulnerability was found in Typecho up to 1.3.0. This vulnerability affects the function Service::sendPingHandle of the file var/Widget/Service.php of the component Ping Back Service Endpoint. The ma,2026-04-27T22:49:27Z
CVE-2026-7036,HIGH,7.3,2026-04-26,,,,,,A vulnerability was identified in Tenda i9 1.0.0.5(2204). This vulnerability affects the function R7WebsSecurityHandlerfunction of the component HTTP Handler. The manipulation leads to path traversal.,2026-04-27T22:49:27Z
CVE-2026-7042,HIGH,7.3,2026-04-26,,,,,,A flaw has been found in 666ghj MiroFish up to 0.1.2. This affects the function create_app of the file backend/app/__init__.py of the component REST API Endpoint. Executing a manipulation can lead to ,2026-04-27T22:49:27Z
CVE-2026-7058,HIGH,7.3,2026-04-26,,,,,,A vulnerability has been found in 666ghj MiroFish up to 0.1.2. The impacted element is the function SimulationIPCClient.send_command of the file backend/app/services/simulation_ipc.py of the component,2026-04-27T22:49:27Z
CVE-2026-7060,HIGH,7.3,2026-04-26,,,,,,A vulnerability was determined in liyupi yu-picture up to a053632c41340152bf75b66b3c543d129123d8ec. This impacts the function PageRequest of the file yu-picture-backend/src/main/java/com/yupi/yupictur,2026-04-27T22:49:27Z
CVE-2026-7061,HIGH,7.3,2026-04-26,,,,,,A weakness has been identified in Toowiredd chatgpt-mcp-server up to 0.1.0. Affected by this issue is some unknown functionality of the file src/services/docker.service.ts of the component MCP/HTTP. T,2026-04-27T22:49:27Z
CVE-2026-7062,HIGH,7.3,2026-04-26,,,,,,A security vulnerability has been detected in Intina47 context-sync up to 2.0.0. This affects an unknown part of the file src/git-integration.ts of the component Git Integration. Such manipulation lea,2026-04-27T22:49:27Z
CVE-2026-7063,HIGH,7.3,2026-04-26,,,,,,A vulnerability was detected in code-projects Employee Management System 1.0. This vulnerability affects unknown code of the file /370project/process/eprocess.php of the component Endpoint. Performing,2026-04-27T22:49:27Z
CVE-2026-7064,HIGH,7.3,2026-04-26,,,,,,A flaw has been found in AgentDeskAI browser-tools-mcp up to 1.2.0. This issue affects some unknown processing of the file browser-tools-server/browser-connector.ts. Executing a manipulation can lead ,2026-04-27T22:49:27Z
CVE-2026-7065,HIGH,7.3,2026-04-27,,,,,,A vulnerability has been found in BidingCC BuildingAI up to 26.0.1. Impacted is the function uploadRemoteFile of the file packages/core/src/modules/upload/services/file-storage.service.ts of the compo,2026-04-27T22:49:27Z
CVE-2026-7066,HIGH,7.3,2026-04-27,,,,,,A vulnerability was found in choieastsea simple-openstack-mcp up to 767b2f4a8154cca344344b9725537a58399e6036. The affected element is the function exec_openstack of the file server.py. The manipulatio,2026-04-27T22:49:27Z
CVE-2026-7067,HIGH,7.3,2026-04-27,,,,,,A vulnerability was determined in D-Link DIR-822 A_101. The impacted element is the function system of the file /udhcpcd/dhcpd.c of the component udhcpd DHCP Service. This manipulation of the argument,2026-04-27T22:49:27Z
CVE-2026-7070,HIGH,7.3,2026-04-27,,,,,,A weakness has been identified in code-projects Inventory Management System 1.0. Affected is an unknown function of the component Login. Executing a manipulation of the argument Username can lead to s,2026-04-27T22:49:27Z
CVE-2026-7072,HIGH,7.3,2026-04-27,,,,,,A vulnerability was detected in CodePanda Source canteen_management_system 1.0. Affected by this issue is some unknown functionality of the file /api/login.php. The manipulation of the argument Userna,2026-04-27T22:49:27Z
CVE-2026-7073,HIGH,7.3,2026-04-27,,,,,,A flaw has been found in itsourcecode Construction Management System 1.0. This affects an unknown part of the file /execute.php. This manipulation of the argument code causes sql injection. The attack,2026-04-27T22:49:27Z
CVE-2026-7074,HIGH,7.3,2026-04-27,,,,,,A vulnerability has been found in itsourcecode Construction Management System 1.0. This vulnerability affects unknown code of the file /execute1.php. Such manipulation of the argument code leads to sq,2026-04-27T22:49:27Z
CVE-2026-7075,HIGH,7.3,2026-04-27,,,,,,A vulnerability was found in itsourcecode Construction Management System 1.0. This issue affects some unknown processing of the file /locations.php. Performing a manipulation of the argument address r,2026-04-27T22:49:27Z
CVE-2026-7076,HIGH,7.3,2026-04-27,,,,,,A vulnerability was determined in itsourcecode Courier Management System 1.0. Impacted is an unknown function of the file /edit_branch.php. Executing a manipulation of the argument ID can lead to sql ,2026-04-27T22:49:27Z
CVE-2026-7077,HIGH,7.3,2026-04-27,,,,,,A vulnerability was identified in itsourcecode Courier Management System 1.0. The affected element is an unknown function of the file /edit_parcel.php. The manipulation of the argument ID leads to sql,2026-04-27T22:49:27Z
CVE-2026-7087,HIGH,7.3,2026-04-27,,,,,,A security flaw has been discovered in SourceCodester Pharmacy Sales and Inventory System 1.0. Impacted is an unknown function of the file /ajax.php?action=save_sales. Performing a manipulation of the,2026-04-27T22:49:27Z
CVE-2026-7088,HIGH,7.3,2026-04-27,,,,,,A weakness has been identified in SourceCodester Pharmacy Sales and Inventory System 1.0. The affected element is an unknown function of the file /ajax.php?action=save_receiving. Executing a manipulat,2026-04-27T22:49:27Z
CVE-2026-7094,HIGH,7.3,2026-04-27,,,,,,A vulnerability was determined in ShadowCloneLabs GlutamateMCPServers up to e2de73280b01e5d943593dd1aa2c01c5b9112f78. Affected by this issue is some unknown functionality of the file src/puppeteer/ind,2026-04-27T22:49:27Z
CVE-2026-7126,HIGH,7.3,2026-04-27,,,,,,A security flaw has been discovered in SourceCodester Pharmacy Sales and Inventory System 1.0. This affects an unknown part of the file /ajax.php?action=save_category. The manipulation of the argument,2026-04-27T22:49:27Z
CVE-2026-7127,HIGH,7.3,2026-04-27,,,,,,A weakness has been identified in SourceCodester Pharmacy Sales and Inventory System 1.0. This vulnerability affects unknown code of the file /ajax.php?action=delete_receiving. This manipulation of th,2026-04-27T22:49:27Z
CVE-2026-7128,HIGH,7.3,2026-04-27,,,,,,A security vulnerability has been detected in SourceCodester Pharmacy Sales and Inventory System 1.0. This issue affects some unknown processing of the file /ajax.php?action=save_type. Such manipulati,2026-04-27T22:49:27Z
CVE-2026-7130,HIGH,7.3,2026-04-27,,,,,,A flaw has been found in SourceCodester Pharmacy Sales and Inventory System 1.0. The affected element is an unknown function of the file /ajax.php?action=delete_category. Executing a manipulation of t,2026-04-27T22:49:27Z
CVE-2026-7131,HIGH,7.3,2026-04-27,,,,,,A vulnerability has been found in code-projects Online Lot Reservation System up to 1.0. The impacted element is an unknown function of the file /loginuser.php. The manipulation of the argument email/,2026-04-27T22:49:27Z
CVE-2026-7146,HIGH,7.3,2026-04-27,,,,,,A security vulnerability has been detected in AlejandroArciniegas mcp-data-vis up to de5a51525a69822290eaee569a1ab447b490746d. Affected by this vulnerability is the function axios of the file src/serv,2026-04-27T22:49:27Z
CVE-2026-7147,HIGH,7.3,2026-04-27,,,,,,A vulnerability was detected in JoeCastrom mcp-chat-studio up to 1.5.0. Affected by this issue is some unknown functionality of the file server/routes/llm.js of the component LLM Models API. Performin,2026-04-27T22:49:27Z
CVE-2026-7149,HIGH,7.3,2026-04-27,,,,,,A vulnerability has been found in dexhunter kaggle-mcp up to 406127ffcb2b91b8c10e20e6c2ca787fbc1dc92d. This vulnerability affects the function prepare_kaggle_dataset of the file src/kaggle_mcp/server.,2026-04-27T22:49:27Z
CVE-2026-7157,HIGH,7.3,2026-04-27,,,,,,A flaw has been found in disler aider-mcp-server up to b2516fa466d0d851932da92ee6d0e66946db9efc. Affected by this vulnerability is an unknown functionality of the file src/aider_mcp_server/server.py o,2026-04-27T22:49:27Z
CVE-2026-7158,HIGH,7.3,2026-04-27,,,,,,A vulnerability has been found in dmitryglhf mcp-url-downloader up to 4b8cf2de55f6e8864a77d108e8a94a5b8e4394c6. Affected by this issue is the function _validate_url_safe of the file src/mcp_url_downlo,2026-04-27T22:49:27Z
CVE-2026-7159,HIGH,7.3,2026-04-27,,,,,,A vulnerability was found in douinc mkdocs-mcp-plugin up to 0.4.1. This affects the function read_document/list_documents of the file server.py. Performing a manipulation of the argument docs_dir/file,2026-04-27T22:49:27Z
CVE-2026-7177,HIGH,7.3,2026-04-27,,,,,,A security flaw has been discovered in ChatGPTNextWeb NextChat up to 2.16.1. Affected by this issue is the function proxyHandler of the file app/api/[provider]/[...path]/route.ts. The manipulation res,2026-04-27T22:49:27Z
CVE-2026-7178,HIGH,7.3,2026-04-27,,,,,,A weakness has been identified in ChatGPTNextWeb NextChat up to 2.16.1. This affects the function storeUrl of the file app/api/artifacts/route.ts of the component Artifacts Endpoint. This manipulation,2026-04-27T22:49:27Z
CVE-2026-20205,HIGH,7.2,2026-04-15,,,,,,"In Splunk MCP Server app versions below 1.0.3 , a user who holds a role with access to the Splunk `_internal` index or possesses the high-privilege capability `mcp_tool_admin` could view users session",2026-04-27T22:49:27Z
CVE-2026-23776,HIGH,7.2,2026-04-17,dell,powerprotect_dp_series_appliance,,,,"Dell PowerProtect Data Domain with Data Domain Operating System (DD OS) of Feature Release versions 7.7.1.0 through 8.5, LTS2025 release version 8.3.1.0 through 8.3.1.20, LTS2024 release versions 7.13",2026-04-27T22:49:27Z
CVE-2026-2834,HIGH,7.2,2026-04-15,,,,,,"The Age Verification & Identity Verification by Token of Trust plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the ‘description’ parameter in all versions up to, and including, 3",2026-04-27T22:49:27Z
CVE-2026-3017,HIGH,7.2,2026-04-14,,,,,,"The Smart Post Show – Post Grid, Post Carousel & Slider, and List Category Posts plugin for WordPress is vulnerable to PHP Object Injection in all versions up to, and including, 3.0.12 via deserializa",2026-04-27T22:49:27Z
CVE-2026-33714,HIGH,7.2,2026-04-14,chamilo,chamilo_lms,,,,"Chamilo is an open-source learning management system (LMS). Version 2.0.0-RC.2 contains a SQL Injection vulnerability in the statistics AJAX endpoint, which is an incomplete fix for CVE-2026-30881. Wh",2026-04-27T22:49:27Z
CVE-2026-3643,HIGH,7.2,2026-04-15,,,,,,"The Accessibly plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the REST API in all versions up to, and including, 3.0.3. The plugin registers REST API endpoints at `/otm-ac/v1/up",2026-04-27T22:49:27Z
CVE-2026-3876,HIGH,7.2,2026-04-16,,,,,,"The Prismatic plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'prismatic_encoded' pseudo-shortcode in all versions up to, and including, 3.7.3. This is due to insufficient in",2026-04-27T22:49:27Z
CVE-2026-40520,HIGH,7.2,2026-04-21,freepbx,api,,,,FreePBX api module version 17.0.8 and prior contain a command injection vulnerability in the initiateGqlAPIProcess() function where GraphQL mutation input fields are passed directly to shell_exec() wi,2026-04-27T22:49:27Z
CVE-2026-4132,HIGH,7.2,2026-04-22,,,,,,The HTTP Headers plugin for WordPress is vulnerable to External Control of File Name or Path leading to Remote Code Execution in all versions up to and including 1.19.2. This is due to insufficient va,2026-04-27T22:49:27Z
CVE-2026-42043,HIGH,7.2,2026-04-24,axios,axios,,,,"Axios is a promise based HTTP client for the browser and Node.js. Prior to 1.15.1 and 0.31.1, an attacker who can influence the target URL of an Axios request can use any address in the 127.0.0.0/8 ra",2026-04-27T22:49:27Z
CVE-2026-4388,HIGH,7.2,2026-04-14,,,,,,"The Form Maker by 10Web plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the Matrix field (Text Box input type) in form submissions in all versions up to, and including, 1.15.40. ",2026-04-27T22:49:27Z
CVE-2026-5231,HIGH,7.2,2026-04-17,,,,,,"The WP Statistics plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'utm_source' parameter in all versions up to, and including, 14.16.4. This is due to insufficient input sani",2026-04-27T22:49:27Z
CVE-2026-5464,HIGH,7.2,2026-04-23,,,,,,The ExactMetrics – Google Analytics Dashboard for WordPress (Website Stats Plugin) plugin for WordPress is vulnerable to unauthorized arbitrary plugin installation and activation in all versions up to,2026-04-27T22:49:27Z
CVE-2026-5694,HIGH,7.2,2026-04-15,,,,,,"The Quick Interest Slider plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'loan-amount' and 'loan-period' parameters in all versions up to, and including, 3.1.5 due to insuff",2026-04-27T22:49:27Z
CVE-2026-6227,HIGH,7.2,2026-04-14,,,,,,"The BackWPup plugin for WordPress is vulnerable to Local File Inclusion via the `block_name` parameter of the `/wp-json/backwpup/v1/getblock` REST endpoint in all versions up to, and including, 5.6.6 ",2026-04-27T22:49:27Z
CVE-2026-6483,HIGH,7.2,2026-04-17,,,,,,A vulnerability was found in Wavlink WL-WN530H4 20220721. This vulnerability affects the function strcat/snprintf of the file /cgi-bin/internet.cgi. The manipulation results in os command injection. I,2026-04-27T22:49:27Z
CVE-2026-6992,HIGH,7.2,2026-04-25,,,,,,A vulnerability was identified in Linksys MR9600 2.0.6.206937. This affects the function BTRequestGetSmartConnectStatus of the file /etc/init.d/run_central2.sh of the component JNAP Action Handler. Th,2026-04-27T22:49:27Z
CVE-2026-0827,HIGH,7.1,2026-04-15,,,,,,"During an internal security assessment, a potential vulnerability was discovered in Lenovo Diagnostics and the HardwareScanAddin used in Lenovo Vantage that, during installation or when using hardware",2026-04-27T22:49:27Z
CVE-2026-20204,HIGH,7.1,2026-04-15,splunk,splunk,CSCO,,,"In Splunk Enterprise versions below 10.2.1, 10.0.5, 9.4.10, and 9.3.11, and Splunk Cloud Platform versions below 10.4.2603.0, 10.3.2512.5, 10.2.2510.9, 10.1.2507.19, 10.0.2503.13, and 9.3.2411.127, a ",2026-04-27T22:49:27Z
CVE-2026-31568,HIGH,7.1,2026-04-24,linux,linux_kernel,,,,"In the Linux kernel, the following vulnerability has been resolved:

s390/mm: Add missing secure storage access fixups for donated memory

There are special cases where secure storage access exception",2026-04-27T22:49:27Z
CVE-2026-32188,HIGH,7.1,2026-04-14,,,,,,Out-of-bounds read in Microsoft Office Excel allows an unauthorized attacker to disclose information locally.,2026-04-27T22:49:27Z
CVE-2026-33892,HIGH,7.1,2026-04-14,,,,,,"A vulnerability has been identified in Industrial Edge Management Pro V1 (All versions >= V1.7.6 < V1.15.17), Industrial Edge Management Pro V2 (All versions >= V2.0.0 < V2.1.1), Industrial Edge Manag",2026-04-27T22:49:27Z
CVE-2026-34256,HIGH,7.1,2026-04-14,,,,,,"Due to a missing authorization check in SAP ERP and SAP S/4HANA (Private Cloud and On-Premise), an authenticated attacker could execute a particular ABAP report to overwrite any existing eight?charact",2026-04-27T22:49:27Z
CVE-2026-39973,HIGH,7.1,2026-04-21,apktool,apktool,,,,"Apktool is a tool for reverse engineering Android APK files. In versions 3.0.0 and 3.0.1, a path traversal vulnerability in `brut/androlib/res/decoder/ResFileDecoder.java` allows a maliciously crafted",2026-04-27T22:49:27Z
CVE-2026-40244,HIGH,7.1,2026-04-21,openexr,openexr,,,,"OpenEXR provides the specification and reference implementation of the EXR file format, an image storage format for the motion picture industry. In versions 3.4.0 through 3.4.9, 3.3.0 through 3.3.9, a",2026-04-27T22:49:27Z
CVE-2026-40250,HIGH,7.1,2026-04-21,openexr,openexr,,,,"OpenEXR provides the specification and reference implementation of the EXR file format, an image storage format for the motion picture industry. In versions 3.4.0 through 3.4.9, 3.3.0 through 3.3.9, a",2026-04-27T22:49:27Z
CVE-2026-40518,HIGH,7.1,2026-04-17,,,,,,ByteDance DeerFlow before commit 2176b2b contains a path traversal and arbitrary file write vulnerability in bootstrap-mode custom-agent creation where the agent name validation is bypassed. Attackers,2026-04-27T22:49:27Z
CVE-2026-40599,HIGH,7.1,2026-04-21,craigjbass,clearancekit,,,,"ClearanceKit intercepts file-system access events on macOS and enforces per-process access policies. Prior to 5.0.5, ClearanceKit incorrectly treats a process with an empty Team ID and a non-empty Sig",2026-04-27T22:49:27Z
CVE-2026-41269,HIGH,7.1,2026-04-23,flowiseai,flowise,,,,"Flowise is a drag & drop user interface to build a customized large language model flow. Prior to 3.1.0, the Chatflow configuration file upload settings can be modified to allow the application/javasc",2026-04-27T22:49:27Z
CVE-2026-41270,HIGH,7.1,2026-04-23,flowiseai,flowise,,,,"Flowise is a drag & drop user interface to build a customized large language model flow. Prior to 3.1.0, a Server-Side Request Forgery (SSRF) protection bypass vulnerability exists in the Custom Funct",2026-04-27T22:49:27Z
CVE-2026-41299,HIGH,7.1,2026-04-21,openclaw,openclaw,,,,OpenClaw before 2026.3.28 contains an authorization bypass vulnerability in the chat.send gateway method where ACP-only provenance fields are gated by self-declared client metadata from WebSocket hand,2026-04-27T22:49:27Z
CVE-2026-41347,HIGH,7.1,2026-04-23,,,,,,"OpenClaw before 2026.3.31 lacks browser-origin validation in HTTP operator endpoints when operating in trusted-proxy mode, allowing cross-site request forgery attacks. Attackers can exploit this by se",2026-04-27T22:49:27Z
CVE-2026-41359,HIGH,7.1,2026-04-23,,,,,,OpenClaw before 2026.3.28 contains a privilege escalation vulnerability allowing authenticated operators with write permissions to access admin-class Telegram configuration and cron persistence settin,2026-04-27T22:49:27Z
CVE-2026-41361,HIGH,7.1,2026-04-23,,,,,,OpenClaw before 2026.3.28 contains an SSRF guard bypass vulnerability that fails to block four IPv6 special-use ranges. Attackers can exploit this by crafting URLs targeting internal or non-routable I,2026-04-27T22:49:27Z
CVE-2026-6855,HIGH,7.1,2026-04-22,,,,,,A flaw was found in InstructLab. A local attacker could exploit a path traversal vulnerability in the chat session handler by manipulating the `logs_dir` parameter. This allows the attacker to create ,2026-04-27T22:49:27Z
CVE-2026-6940,HIGH,7.1,2026-04-23,radare,radare2,,,,radare2 prior to 6.1.4 contains a path traversal vulnerability in project deletion that allows local attackers to recursively delete arbitrary directories by supplying absolute paths that escape the c,2026-04-27T22:49:27Z
CVE-2026-32080,HIGH,7.0,2026-04-14,microsoft,windows_server_2016,MSFT,,,Use after free in Windows WalletService allows an authorized attacker to elevate privileges locally.,2026-04-27T22:49:27Z
CVE-2026-32195,HIGH,7.0,2026-04-14,microsoft,windows_11_26h1,MSFT,,,Stack-based buffer overflow in Windows Kernel allows an authorized attacker to elevate privileges locally.,2026-04-27T22:49:27Z
CVE-2026-32224,HIGH,7.0,2026-04-14,microsoft,windows_11_26h1,MSFT,,,Use after free in Windows Server Update Service allows an authorized attacker to elevate privileges locally.,2026-04-27T22:49:27Z
CVE-2026-6421,HIGH,7.0,2026-04-17,,,,,,A vulnerability has been found in Mobatek MobaXterm Home Edition up to 26.1. This affects an unknown part in the library msimg32.dll. The manipulation leads to uncontrolled search path. An attack has ,2026-04-27T22:49:27Z
CVE-2026-22747,MEDIUM,6.8,2026-04-22,vmware,spring_security,AVGO,,,"Vulnerability in Spring Spring Security. SubjectX500PrincipalExtractor does not correctly handle certain malformed X.509 certificate CN values, which can lead to reading the wrong value for the userna",2026-04-27T22:49:27Z
CVE-2026-28741,MEDIUM,6.8,2026-04-15,mattermost,mattermost_server,,,,"Mattermost versions 10.11.x <= 10.11.12, 11.5.x <= 11.5.0, 11.4.x <= 11.4.2, 11.3.x <= 11.3.2 fail to validate CSRF tokens on an authentication endpoint which allows an attacker to update a user's aut",2026-04-27T22:49:27Z
CVE-2026-40283,MEDIUM,6.8,2026-04-17,wegia,wegia,,,,"WeGIA is a web manager for charitable institutions. In versions prior to 3.6.10, a Stored Cross-Site Scripting (XSS) vulnerability allows an authenticated user to inject malicious JavaScript via the """,2026-04-27T22:49:27Z
CVE-2026-42038,MEDIUM,6.8,2026-04-24,axios,axios,,,,"Axios is a promise based HTTP client for the browser and Node.js. Prior to 1.15.1 and 0.31.1, he fix for no_proxy hostname normalization bypass is incomplete. When no_proxy=localhost is set, requests ",2026-04-27T22:49:27Z
CVE-2026-35349,MEDIUM,6.7,2026-04-22,uutils,coreutils,,,,A vulnerability in the rm utility of uutils coreutils allows a bypass of the --preserve-root protection. The implementation uses a path-string check rather than comparing device and inode numbers to i,2026-04-27T22:49:27Z
CVE-2026-6941,MEDIUM,6.6,2026-04-23,radare,radare2,,,,radare2 prior to 6.1.4 contains a path traversal vulnerability in its project notes handling that allows attackers to read or write files outside the configured project directory by importing a malici,2026-04-27T22:49:27Z
CVE-2025-53847,MEDIUM,6.5,2026-04-14,fortinet,fortios,FTNT,,,"A missing authentication for critical function vulnerability in Fortinet FortiOS 7.6.0 through 7.6.3, FortiOS 7.4.0 through 7.4.8, FortiOS 7.2.0 through 7.2.11, FortiOS 7.0.0 through 7.0.17, FortiOS 6",2026-04-27T22:49:27Z
CVE-2026-22616,MEDIUM,6.5,2026-04-16,eaton,intelligent_power_protector,,,,Eaton Intelligent Power Protector (IPP) software allows repeated authentication attempts against the web interface login page due to insufficient rate‑limiting controls. This security issue has been f,2026-04-27T22:49:27Z
CVE-2026-33602,MEDIUM,6.5,2026-04-22,powerdns,dnsdist,,,,"A rogue backend can send a crafted UDP response with a query ID off by one related to the maximum configured value, triggering an out-of-bounds write leading to a denial of service.",2026-04-27T22:49:27Z
CVE-2026-40896,MEDIUM,6.5,2026-04-20,openproject,openproject,,,,"OpenProject is open-source, web-based project management software. Prior to version 17.3.0, a user with `manage_agendas` permission in any project can inject agenda items into meetings belonging to an",2026-04-27T22:49:27Z
CVE-2026-42044,MEDIUM,6.5,2026-04-24,axios,axios,,,,"Axios is a promise based HTTP client for the browser and Node.js. From 1.0.0 to before 1.15.2, he Axios library is vulnerable to a Prototype Pollution ""Gadget"" attack that allows any Object.prototype ",2026-04-27T22:49:27Z
CVE-2026-39420,MEDIUM,6.3,2026-04-14,maxkb,maxkb,,,,"MaxKB is an open-source AI assistant for enterprise. In versions 2.7.1 and below, an incomplete sandbox protection mechanism allows an authenticated user with tool execution privileges to escape the L",2026-04-27T22:49:27Z
CVE-2026-39421,MEDIUM,6.3,2026-04-14,maxkb,maxkb,,,,MaxKB is an open-source AI assistant for enterprise. Versions 2.7.1 and below contain a sandbox escape vulnerability in the ToolExecutor component. By leveraging Python's ctypes library to execute raw,2026-04-27T22:49:27Z
CVE-2026-6729,MEDIUM,6.3,2026-04-20,hkuds,openharness,,,,HKUDS OpenHarness prior to PR #159 remediation contains a session key derivation vulnerability that allows authenticated participants in shared chats or threads to hijack other users' sessions by expl,2026-04-27T22:49:27Z
CVE-2026-22615,MEDIUM,6.0,2026-04-16,eaton,intelligent_power_protector,,,,"Due to improper
input validation in one of the Eaton Intelligent Power Protector (IPP) XML, it is
possible for an attacker with admin privileges and access to the local system to
inject malicious code",2026-04-27T22:49:27Z
CVE-2026-22618,MEDIUM,5.9,2026-04-16,eaton,intelligent_power_protector,,,,"A security misconfiguration was identified in Eaton Intelligent Power Protector (IPP), where an HTTP response header was set with an insecure attribute, potentially exposing users to web‑based attacks",2026-04-27T22:49:27Z
CVE-2026-33610,MEDIUM,5.9,2026-04-22,powerdns,authoritative,,,,"A rogue primary server may cause file descriptor exhaustion and eventually a denial of service, when a PowerDNS secondary server forwards a DNS update request to it.",2026-04-27T22:49:27Z
CVE-2026-41245,MEDIUM,5.9,2026-04-20,junrar_project,junrar,,,,"Junrar is an open source java RAR archive library. Prior to version 7.5.10, a path traversal vulnerability in `LocalFolderExtractor` allows an attacker to write arbitrary files with attacker-controlle",2026-04-27T22:49:27Z
CVE-2026-41153,MEDIUM,5.8,2026-04-17,jetbrains,junie,,,,In JetBrains Junie before 252.549.29 command execution was possible via malicious project file,2026-04-27T22:49:27Z
CVE-2026-22617,MEDIUM,5.7,2026-04-16,eaton,intelligent_power_protector,,,,"Eaton Intelligent Power Protector (IPP) uses an insecure cookie configuration, which could allow a network‑based attacker to intercept the cookie and exploit it through a man‑in‑the‑middle attack. Thi",2026-04-27T22:49:27Z
CVE-2026-33254,MEDIUM,5.3,2026-04-22,powerdns,dnsdist,,,,"An attacker can create a large number of concurrent DoQ or DoH3 connections, causing unlimited memory allocation in DNSdist and leading to a denial of service. DOQ and DoH3 are disabled by default.",2026-04-27T22:49:27Z
CVE-2026-33256,MEDIUM,5.3,2026-04-22,powerdns,recursor,,,,"An attacker can send a web request that causes unlimited memory allocation in the internal web server, leading to a denial of service. The internal web server is disabled by default.",2026-04-27T22:49:27Z
