filed,kind,title,url,captured_at
2026-04-24T01:30:00Z,press,"Market Prices of Important Means of Production in Circulation, April 11-20, 2026",https://www.stats.gov.cn/english/PressRelease/202604/t20260424_1963389.html,2026-04-27T22:57:31
2026-04-18T01:30:00Z,gdp,Preliminary Accounting Results of GDP for the First Quarter of 2026,https://www.stats.gov.cn/english/PressRelease/202604/t20260420_1963362.html,2026-04-27T22:57:31
2026-04-17T02:00:06Z,industrial_production,Industrial Production Operation in March 2026,https://www.stats.gov.cn/english/PressRelease/202604/t20260417_1963356.html,2026-04-27T22:57:31
2026-04-17T02:00:05Z,fixed_investment,Investment in Fixed Assets from January to March 2026,https://www.stats.gov.cn/english/PressRelease/202604/t20260417_1963355.html,2026-04-27T22:57:31
2026-04-17T02:00:04Z,real_estate,Investment in Real Estate Development from January to March 2026,https://www.stats.gov.cn/english/PressRelease/202604/t20260417_1963352.html,2026-04-27T22:57:31
2026-04-17T02:00:03Z,retail_sales,Total Retail Sales of Consumer Goods from January to March 2026,https://www.stats.gov.cn/english/PressRelease/202604/t20260417_1963351.html,2026-04-27T22:57:31
2026-04-17T02:00:02Z,press,Energy Production in March 2026,https://www.stats.gov.cn/english/PressRelease/202604/t20260417_1963350.html,2026-04-27T22:57:31
2026-04-17T02:00:01Z,press,Households’ Income and Consumption Expenditure in the First Quarter of 2026,https://www.stats.gov.cn/english/PressRelease/202604/t20260417_1963349.html,2026-04-27T22:57:31
2026-04-17T02:00:00Z,press,Industrial Capacity Utilization Rate in the First Quarter of 2026,https://www.stats.gov.cn/english/PressRelease/202604/t20260417_1963348.html,2026-04-27T22:57:31
2026-04-16T02:00:00Z,press,National Economy Got off to a Good Start in the First Quarter,https://www.stats.gov.cn/english/PressRelease/202604/t20260416_1963326.html,2026-04-27T22:57:31
2026-04-16T01:30:00Z,press,Sales Prices of Commercial Residential Buildings in 70 Medium and Large-sized Cities in March 2026,https://www.stats.gov.cn/english/PressRelease/202604/t20260417_1963354.html,2026-04-27T22:57:31
2026-04-14T01:30:00Z,press,"Market Prices of Important Means of Production in Circulation, April 1-10, 2026",https://www.stats.gov.cn/english/PressRelease/202604/t20260413_1963296.html,2026-04-27T22:57:31
2026-04-11T01:30:00Z,cpi,Consumer Price Index in March 2026,https://www.stats.gov.cn/english/PressRelease/202604/t20260413_1963288.html,2026-04-27T22:57:31
2026-04-11T01:30:00Z,ppi,Industrial Producer Price Indexes in March 2026,https://www.stats.gov.cn/english/PressRelease/202604/t20260413_1963289.html,2026-04-27T22:57:31
2026-04-04T01:30:00Z,press,"Market Prices of Important Means of Production in Circulation, March 21-31, 2026",https://www.stats.gov.cn/english/PressRelease/202604/t20260403_1962984.html,2026-04-27T22:57:31
2026-04-01T01:30:00Z,press,Purchasing Managers’ Index for March 2026,https://www.stats.gov.cn/english/PressRelease/202604/t20260401_1962920.html,2026-04-27T22:57:31
2026-03-28T01:30:00Z,industrial_production,Profits of Industrial Enterprises above the Designated Size from January to February in 2026,https://www.stats.gov.cn/english/PressRelease/202603/t20260330_1962876.html,2026-04-27T22:57:31
2026-03-24T01:30:00Z,press,"Market Prices of Important Means of Production in Circulation, March 11-20, 2026",https://www.stats.gov.cn/english/PressRelease/202603/t20260323_1962823.html,2026-04-27T22:57:31
2026-03-17T01:30:04Z,industrial_production,Industrial Production Operation from January to February 2026,https://www.stats.gov.cn/english/PressRelease/202603/t20260317_1962800.html,2026-04-27T22:57:31
2026-03-17T01:30:03Z,fixed_investment,Investment in Fixed Assets from January to February 2026,https://www.stats.gov.cn/english/PressRelease/202603/t20260317_1962801.html,2026-04-27T22:57:31
2026-03-17T01:30:02Z,real_estate,Investment in Real Estate Development from January to February 2026,https://www.stats.gov.cn/english/PressRelease/202603/t20260317_1962803.html,2026-04-27T22:57:31
2026-03-17T01:30:01Z,retail_sales,Total Retail Sales of Consumer Goods from January to February 2026,https://www.stats.gov.cn/english/PressRelease/202603/t20260317_1962805.html,2026-04-27T22:57:31
2026-03-17T01:30:00Z,press,Energy Production from January to February 2026,https://www.stats.gov.cn/english/PressRelease/202603/t20260317_1962806.html,2026-04-27T22:57:31
2026-03-16T02:00:00Z,press,National Economy Got off to a Robust and Promising Start in the First Two Months,https://www.stats.gov.cn/english/PressRelease/202603/t20260316_1962783.html,2026-04-27T22:57:31
2026-03-16T01:30:00Z,press,Sales Prices of Commercial Residential Buildings in 70 Medium and Large-sized Cities in February 2026,https://www.stats.gov.cn/english/PressRelease/202604/t20260417_1963357.html,2026-04-27T22:57:31
2026-03-14T01:30:00Z,press,"Market Prices of Important Means of Production in Circulation, March 1-10, 2026",https://www.stats.gov.cn/english/PressRelease/202603/t20260312_1962757.html,2026-04-27T22:57:31
2026-03-10T01:30:00Z,ppi,Industrial Producer Price Indexes in February 2026,https://www.stats.gov.cn/english/PressRelease/202603/t20260310_1962747.html,2026-04-27T22:57:31
2026-03-10T01:30:00Z,cpi,Consumer Price Index in February 2026,https://www.stats.gov.cn/english/PressRelease/202603/t20260310_1962748.html,2026-04-27T22:57:31
2026-03-05T01:30:00Z,press,Purchasing Managers’ Index  for February 2026,https://www.stats.gov.cn/english/PressRelease/202603/t20260305_1962714.html,2026-04-27T22:57:31
2026-03-04T01:30:00Z,press,"Market Prices of Important Means of Production in Circulation, February 21-28, 2026",https://www.stats.gov.cn/english/PressRelease/202603/t20260304_1962704.html,2026-04-27T22:57:31
2026-02-28T01:30:00Z,press,STATISTICAL COMMUNIQUÉ OF  THE PEOPLE'S REPUBLIC OF CHINA  ON THE 2025 NATIONAL  ECONOMIC AND SOCIAL DEVELOPMENT,https://www.stats.gov.cn/english/PressRelease/202602/t20260228_1962661.html,2026-04-27T22:57:31
2026-02-14T01:30:00Z,press,"Market Prices of Important Means of Production in Circulation, February 1-10, 2026",https://www.stats.gov.cn/english/PressRelease/202602/t20260213_1962623.html,2026-04-27T22:57:31
2026-02-13T01:30:00Z,press,Sales Prices of Commercial Residential Buildings in 70 Medium and Large-sized Cities in January 2026,https://www.stats.gov.cn/english/PressRelease/202602/t20260213_1962622.html,2026-04-27T22:57:31
2026-02-12T01:30:00Z,cpi,Consumer Price Index in January 2026,https://www.stats.gov.cn/english/PressRelease/202602/t20260212_1962612.html,2026-04-27T22:57:31
2026-02-12T01:30:00Z,ppi,Industrial Producer Price Indexes in January 2026,https://www.stats.gov.cn/english/PressRelease/202602/t20260212_1962614.html,2026-04-27T22:57:31
2026-02-04T01:30:00Z,press,"Market Prices of Important Means of Production in Circulation, January 21-31, 2026",https://www.stats.gov.cn/english/PressRelease/202602/t20260204_1962540.html,2026-04-27T22:57:31
2026-02-01T01:30:00Z,press,Purchasing Managers’ Index for January 2026,https://www.stats.gov.cn/english/PressRelease/202602/t20260202_1962478.html,2026-04-27T22:57:31
2026-01-31T01:30:00Z,press,Business Revenue of Enterprises above the Designated Size Engaged in Culture and Related Industries in 2025,https://www.stats.gov.cn/english/PressRelease/202602/t20260202_1962422.html,2026-04-27T22:57:31
2026-01-28T01:30:00Z,industrial_production,Profit of Industrial Enterprises above the Designated Size in 2025,https://www.stats.gov.cn/english/PressRelease/202601/t20260128_1962394.html,2026-04-27T22:57:31
2026-01-25T01:30:00Z,press,"Market Prices of Important Means of Production in Circulation, January 11-20, 2026",https://www.stats.gov.cn/english/PressRelease/202601/t20260126_1962372.html,2026-04-27T22:57:31
2026-01-21T01:30:00Z,gdp,Preliminary Accounting Results of GDP for the Fourth Quarter and Full Year of 2025,https://www.stats.gov.cn/english/PressRelease/202601/t20260121_1962363.html,2026-04-27T22:57:31
2026-01-20T02:00:00Z,industrial_production,Industrial Production Operation in December 2025,https://www.stats.gov.cn/english/PressRelease/202601/t20260120_1962350.html,2026-04-27T22:57:31
2026-01-20T02:00:00Z,fixed_investment,Investment in Fixed Assets in 2025,https://www.stats.gov.cn/english/PressRelease/202601/t20260120_1962351.html,2026-04-27T22:57:31
2026-01-20T02:00:00Z,real_estate,Investment in Real Estate Development for 2025,https://www.stats.gov.cn/english/PressRelease/202601/t20260120_1962353.html,2026-04-27T22:57:31
2026-01-20T02:00:00Z,retail_sales,Total Retail Sales of Consumer Goods in December 2025,https://www.stats.gov.cn/english/PressRelease/202601/t20260120_1962354.html,2026-04-27T22:57:31
2026-01-20T02:00:00Z,press,Energy Production in December 2025,https://www.stats.gov.cn/english/PressRelease/202601/t20260120_1962355.html,2026-04-27T22:57:31
2026-01-20T02:00:00Z,press,Households’ Income and Consumption Expenditure in 2025,https://www.stats.gov.cn/english/PressRelease/202601/t20260120_1962356.html,2026-04-27T22:57:31
2026-01-20T02:00:00Z,press,Industrial Capacity Utilization Rate in the Fourth Quarter of 2025,https://www.stats.gov.cn/english/PressRelease/202601/t20260120_1962358.html,2026-04-27T22:57:31
2026-01-19T02:00:00Z,press,National Economy Pushed Forward with Innovation-led and High-quality Development and Expected Targets Achieved Successfully in 2025,https://www.stats.gov.cn/english/PressRelease/202601/t20260119_1962328.html,2026-04-27T22:57:31
2026-01-19T01:30:00Z,press,Sales Prices of Commercial Residential Buildings in 70 Medium and Large-sized Cities in December 2025,https://www.stats.gov.cn/english/PressRelease/202601/t20260119_1962346.html,2026-04-27T22:57:31
