filed_utc,kind,title,link,summary
2026-04-27T00:00:00Z,ferc_general,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2026/04/27/2026-08171/combined-notice-of-filings-1,
2026-04-27T00:00:00Z,environmental_assessment,"Transcontinental Gas Pipe Line Company, LLC; Notice of Availability of the Environmental Assessment for the Proposed North Padre Island Lateral Abandonment Project",https://www.federalregister.gov/documents/2026/04/27/2026-08170/transcontinental-gas-pipe-line-company-llc-notice-of-availability-of-the-environmental-assessment,
2026-04-27T00:00:00Z,pipeline_other,Commission Information Collection Activities (FERC-73) Comment Request; Extension,https://www.federalregister.gov/documents/2026/04/27/2026-08169/commission-information-collection-activities-ferc-73-comment-request-extension,"In compliance with the requirements of the Paperwork Reduction Act of 1995, 44 U.S.C. 3507(a)(1)(D), the Federal Energy Regulatory Commission (Commission or FERC) is submitting its information collection FERC Form No. 73: Oil Pipeline Service Life Data to the Office of Management and Budget (OMB) for review of the information collection requirements. No comments were received on the 60-day notice..."
2026-04-27T00:00:00Z,reliability_nerc,Commission Information Collection Activities (FERC-725B). Comment Request; Extension,https://www.federalregister.gov/documents/2026/04/27/2026-08168/commission-information-collection-activities-ferc-725b-comment-request-extension,"In compliance with the requirements of the Paperwork Reduction Act of 1995, the Federal Energy Regulatory Commission (Commission or FERC) is soliciting public comment on the currently approved information collection, FERC-725B, (Mandatory Reliability Standards, Critical Infrastructure Protection (CIP). There are no changes to the reporting requirements with this information collection. No..."
2026-04-27T00:00:00Z,hydro_other,Ampersand Gilman Hydro LP; Notice of Availability of Environmental Assessment,https://www.federalregister.gov/documents/2026/04/27/2026-08167/ampersand-gilman-hydro-lp-notice-of-availability-of-environmental-assessment,
2026-04-24T00:00:00Z,environmental_assessment,EONY Generation Limited; Notice of Availability of Environmental Assessment,https://www.federalregister.gov/documents/2026/04/24/2026-08090/eony-generation-limited-notice-of-availability-of-environmental-assessment,
2026-04-24T00:00:00Z,notice_application,"City of Idaho Falls, Idaho; Notice of Application for a License Variance Accepted for Filing, Soliciting Comments, Motions To Intervene, and Protests",https://www.federalregister.gov/documents/2026/04/24/2026-08089/city-of-idaho-falls-idaho-notice-of-application-for-a-license-variance-accepted-for-filing,
2026-04-24T00:00:00Z,off_record_comm,Records Governing Off-the-Record Communications,https://www.federalregister.gov/documents/2026/04/24/2026-08006/records-governing-off-the-record-communications,
2026-04-24T00:00:00Z,ferc_general,Combined Notice of Filings,https://www.federalregister.gov/documents/2026/04/24/2026-08005/combined-notice-of-filings,
2026-04-24T00:00:00Z,ferc_general,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2026/04/24/2026-08004/combined-notice-of-filings-1,
2026-04-23T00:00:00Z,ferc_general,Combined Notice of Filings,https://www.federalregister.gov/documents/2026/04/23/2026-07915/combined-notice-of-filings,
2026-04-23T00:00:00Z,ferc_general,Combined Notice of Filings #2,https://www.federalregister.gov/documents/2026/04/23/2026-07914/combined-notice-of-filings-2,
2026-04-23T00:00:00Z,ferc_general,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2026/04/23/2026-07913/combined-notice-of-filings-1,
2026-04-23T00:00:00Z,lng_other,"Freeport LNG Development, L.P.; Notice of Motion To Vacate Certificate in Part",https://www.federalregister.gov/documents/2026/04/23/2026-07908/freeport-lng-development-lp-notice-of-motion-to-vacate-certificate-in-part,
2026-04-22T00:00:00Z,hydro_other,Notice of Availability of the Draft Section 9.0 Security Program for Hydropower Guidance and Request for Comments,https://www.federalregister.gov/documents/2026/04/22/2026-07837/notice-of-availability-of-the-draft-section-90-security-program-for-hydropower-guidance-and-request,
2026-04-22T00:00:00Z,pipeline_other,Kinder Morgan Louisiana Pipeline LLC; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed Texas Access Project,https://www.federalregister.gov/documents/2026/04/22/2026-07836/kinder-morgan-louisiana-pipeline-llc-notice-of-scoping-period-requesting-comments-on-environmental,
2026-04-22T00:00:00Z,hydro_license,"Northbrook Virginia Hydro, LLC; City of Danville, Virginia; Notice of Intent to File License Application, Filing of Pre-Application Document, and Approving Use of the Traditional Licensing Process",https://www.federalregister.gov/documents/2026/04/22/2026-07835/northbrook-virginia-hydro-llc-city-of-danville-virginia-notice-of-intent-to-file-license-application,
2026-04-22T00:00:00Z,ferc_general,Idaho Power Company; Notice of Tribal Consultation Meeting,https://www.federalregister.gov/documents/2026/04/22/2026-07814/idaho-power-company-notice-of-tribal-consultation-meeting,
2026-04-22T00:00:00Z,ferc_general,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2026/04/22/2026-07813/combined-notice-of-filings-1,
2026-04-22T00:00:00Z,ferc_general,"Burbure, Stacey L.; Notice of Filing",https://www.federalregister.gov/documents/2026/04/22/2026-07812/burbure-stacey-l-notice-of-filing,
2026-04-22T00:00:00Z,ferc_general,Combined Notice of Filings,https://www.federalregister.gov/documents/2026/04/22/2026-07811/combined-notice-of-filings,
2026-04-21T00:00:00Z,hydro_license,Annual Update to Fee Schedule for the Use of Government Lands by Hydropower Licensees,https://www.federalregister.gov/documents/2026/04/21/2026-07773/annual-update-to-fee-schedule-for-the-use-of-government-lands-by-hydropower-licensees,"In accordance with the Commission's regulations, the Commission, by its designee, the Executive Director, issues this annual update to the fee schedule in the appendix to the part, which lists per-acre rental fees by county (or other geographic area) for use of government lands by hydropower licensees."
2026-04-21T00:00:00Z,transmission_rate,Participation of Aggregators of Retail Demand Response Customers in Markets Operated by Regional Transmission Organizations and Independent System Operators,https://www.federalregister.gov/documents/2026/04/21/2026-07713/participation-of-aggregators-of-retail-demand-response-customers-in-markets-operated-by-regional,"The Commission withdraws a notice of inquiry, which sought comment on whether to revise the Commission's regulations that require a Regional Transmission Organization or Independent System Operator not to accept bids from an aggregator of retail customers that aggregates the demand response of the customers of utilities that distributed more than 4 million megawatt-hours in the previous fiscal..."
2026-04-21T00:00:00Z,ferc_general,Combined Notice of Filings #1,https://www.federalregister.gov/documents/2026/04/21/2026-07712/combined-notice-of-filings-1,
2026-04-21T00:00:00Z,ferc_general,"Rate Recovery, Reporting, and Accounting Treatment of Industry Association Dues and Certain Civic, Political, and Related Expenses Center for Biological Diversity",https://www.federalregister.gov/documents/2026/04/21/2026-07711/rate-recovery-reporting-and-accounting-treatment-of-industry-association-dues-and-certain-civic,"The Federal Energy Regulatory Commission is withdrawing a notice of inquiry that sought comments on the rate recovery, reporting, and accounting treatment of industry association dues and certain civic, political, and related expenses. Additionally, the Commission denies a petition for rulemaking."
2026-04-20T00:00:00Z,notice_application,"Scout V Hugoton Gathering, LP, Pan-Hugoton Gathering Company LLC; Notice of Application and Establishing Intervention Deadline",https://www.federalregister.gov/documents/2026/04/20/2026-07657/scout-v-hugoton-gathering-lp-pan-hugoton-gathering-company-llc-notice-of-application-and,
2026-04-20T00:00:00Z,environmental_assessment,PacifiCorp; Notice of Availability of Environmental Assessment,https://www.federalregister.gov/documents/2026/04/20/2026-07656/pacificorp-notice-of-availability-of-environmental-assessment,
