filed,kind,title,url,captured_at
2026-04-24T19:11:00Z,bill_score,"H.R. 2347, Survivor Justice Tax Prevention Act",https://www.cbo.gov/publication/62383,2026-04-27T22:57:32
2026-04-24T19:09:00Z,bill_score,"H.R. 5334, Supporting Early-childhood Educators’ Deductions Act",https://www.cbo.gov/publication/62382,2026-04-27T22:57:32
2026-04-24T17:48:00Z,bill_score,"H.R. 7567, Farm, Food, and National Security Act of 2026",https://www.cbo.gov/publication/62376,2026-04-27T22:57:32
2026-04-24T15:27:00Z,bill_score,"S. 3404, Satellite Cybersecurity Act of 2025",https://www.cbo.gov/publication/62381,2026-04-27T22:57:32
2026-04-23T16:33:00Z,suspension_rules,"Legislation considered under suspension of the Rules of the House of Representatives during the week of April 27, 2026",https://www.cbo.gov/publication/62251,2026-04-27T22:57:32
2026-04-22T20:19:00Z,bill_score,"H.R. 151, Equal Representation Act of 2025",https://www.cbo.gov/publication/62374,2026-04-27T22:57:32
2026-04-22T19:30:00Z,testimony,Testimony on Challenges Facing the Navy's and Coast Guard's Shipbuilding Programs and the Shipbuilding Industrial Base,https://www.cbo.gov/publication/62258,2026-04-27T22:57:32
2026-04-21T21:59:00Z,bill_score,"H.R. 7675, Securing Partner Supply Chains Act",https://www.cbo.gov/publication/62365,2026-04-27T22:57:32
2026-04-21T21:58:00Z,bill_score,"H.R. 7642, Generating Utility through International Disaster Expertise Act",https://www.cbo.gov/publication/62368,2026-04-27T22:57:32
2026-04-21T21:57:03Z,bill_score,"H.R. 6956, BARCODE Efficiency Act",https://www.cbo.gov/publication/62371,2026-04-27T22:57:32
2026-04-21T21:56:00Z,bill_score,"H.R. 5366, Doug LaMalfa Federal Disaster Tax Relief Certainty Act",https://www.cbo.gov/publication/62372,2026-04-27T22:57:32
2026-04-21T18:00:00Z,press,"How Changes in Economic Conditions Might Affect the Federal Budget, 2026 to 2036: An Interactive Tool",https://www.cbo.gov/publication/61914,2026-04-27T22:57:32
2026-04-21T18:00:00Z,press,How Changes in Economic Conditions Might Affect the Federal Budget: 2026 to 2036,https://www.cbo.gov/publication/62257,2026-04-27T22:57:32
2026-04-21T15:42:00Z,bill_score,"H.R. 5891, Withhold Member Pay During Shutdowns Act",https://www.cbo.gov/publication/62370,2026-04-27T22:57:32
2026-04-21T15:40:00Z,bill_score,"H.R. 428, Bonuses for Cost-Cutters and Fraud Preventers Act of 2025",https://www.cbo.gov/publication/62369,2026-04-27T22:57:32
2026-04-21T15:28:00Z,bill_score,"S. 2397, CARING for Our Veterans Health Act of 2026",https://www.cbo.gov/publication/62302,2026-04-27T22:57:32
2026-04-21T15:28:00Z,bill_score,"S. 3138, Veterans Supporting Prosthetics Opportunities and Recreational Therapy Act",https://www.cbo.gov/publication/62338,2026-04-27T22:57:32
2026-04-20T20:49:00Z,bill_score,"S. 1350, a bill to modify the boundaries of the Talladega National Forest, and for other purposes",https://www.cbo.gov/publication/62366,2026-04-27T22:57:32
2026-04-20T20:48:00Z,bill_score,"S. 2016, Chugach Alaska Land Exchange Oil Spill Recovery Act of 2025",https://www.cbo.gov/publication/62367,2026-04-27T22:57:32
2026-04-20T19:01:00Z,bill_score,"H.R. 7723, Safeguarding Taxpayer Dollars in Child Care Act of 2026",https://www.cbo.gov/publication/62363,2026-04-27T22:57:32
2026-04-20T15:32:00Z,bill_score,"H.R. 4463, a bill to amend the Catawba Indian Tribe of South Carolina Land Claims Settlement Act of 1993",https://www.cbo.gov/publication/62364,2026-04-27T22:57:32
2026-04-20T15:30:00Z,bill_score,"H.R. 7256, Federal Workforce Early Separation Incentives Act of 2026",https://www.cbo.gov/publication/62362,2026-04-27T22:57:32
2026-04-20T12:46:00Z,bill_score,"S. 3315, Health Care Cybersecurity and Resiliency Act of 2026",https://www.cbo.gov/publication/62241,2026-04-27T22:57:32
2026-04-17T20:38:00Z,bill_score,"H.R. 7653, Biodefense Diplomacy Enhancement Act",https://www.cbo.gov/publication/62357,2026-04-27T22:57:32
2026-04-17T19:19:00Z,bill_score,"H.R. 7722, Child Care Integrity Monitoring Act of 2026",https://www.cbo.gov/publication/62361,2026-04-27T22:57:32
2026-04-17T18:00:00Z,bill_score,"H.R. 7674, Venezuela Democratic Transition Strategy Act",https://www.cbo.gov/publication/62355,2026-04-27T22:57:32
2026-04-17T17:29:00Z,bill_score,"H.R. 7725, Stop Child Care Fraud Act of 2026",https://www.cbo.gov/publication/62360,2026-04-27T22:57:32
2026-04-17T17:19:00Z,bill_score,"H.R. 7641, Transparency in Foreign Assistance Act",https://www.cbo.gov/publication/62349,2026-04-27T22:57:32
2026-04-17T17:19:00Z,bill_score,"H.R. 7654, Advance Global Health Act",https://www.cbo.gov/publication/62356,2026-04-27T22:57:32
2026-04-16T18:31:00Z,bill_score,"S. 3527, Montana Sportsmen Conservation Act",https://www.cbo.gov/publication/62348,2026-04-27T22:57:32
