as_of,score,rating,momentum,strength,breadth,pcr,junk_demand,volatility,safe_haven,captured_at
2026-04-27,67.34,greed,98.60,47.00,73.40,46.00,56.60,50.00,99.80,2026-04-27T23:06:53Z
