filed,period,ticker,issuer,insider,ciks,captured_at
2026-04-17,2026-04-17,,,Huang Ming-Chia  (CIK 0002033096),0002033096|0001991332,2026-04-27T22:54:45Z
2026-04-17,2026-04-15,,,Sensenig Bethany  (CIK 0001899935),0001899935|0001655923,2026-04-27T22:54:45Z
2026-04-17,2026-04-17,,,Levitan Brandon  (CIK 0002123535),0002123535|0002096300,2026-04-27T22:54:45Z
2026-04-17,2026-03-18,,,Bilciu-Wolfson Gabrielle  (CIK 0002129904),0002129904|0001982444,2026-04-27T22:54:45Z
2026-04-17,2026-03-18,,,RUIZ VICTOR AUGUSTO  (CIK 0002130215),0002130215|0001395213,2026-04-27T22:54:45Z
2026-04-17,2026-04-17,,,AWinner Ltd  (CIK 0002117162),0002117162|0001991332,2026-04-27T22:54:45Z
2026-04-17,2026-03-18,,,Machado Silvana Rosa  (CIK 0002126967),0002126967|0001160330,2026-04-27T22:54:45Z
2026-04-17,2026-03-03,,,McCabe Daniel M.  (CIK 0001924173),0001924173|0002091484,2026-04-27T22:54:45Z
2026-04-17,2026-03-27,,,Nagatomi Tsuyoshi  (CIK 0002129565),0002129565|0002030277,2026-04-27T22:54:45Z
2026-04-17,2026-04-17,,,Wells Charles Roger IV  (CIK 0001891903),0001891903|0002096300,2026-04-27T22:54:45Z
2026-04-17,2026-04-17,,,Bossi Steven  (CIK 0001333553),0001333553|0002067955,2026-04-27T22:54:45Z
2026-04-17,2026-04-17,,,Gilmartin Matthew Gerard  (CIK 0002084042),0002084042|0002067955,2026-04-27T22:54:45Z
2026-04-17,2026-04-17,,,Kasell Daniel Max  (CIK 0002002639),0002002639|0002067955,2026-04-27T22:54:45Z
2026-04-17,2026-03-27,,,Yamamoto Rei  (CIK 0002129563),0002129563|0002030277,2026-04-27T22:54:45Z
2026-04-17,2026-03-18,,,CHEN HONG-JUNG  (CIK 0002115226),0002115226|0001944885,2026-04-27T22:54:45Z
2026-04-17,2026-03-18,,,Wu Qiuxia  (CIK 0002127834),0002127834|0001957001,2026-04-27T22:54:45Z
2026-04-17,2026-03-18,,,TAO YUNMING Mr.  (CIK 0002129700),0002129700|0002033515,2026-04-27T22:54:45Z
2026-04-17,2026-04-10,,,Staton Alicia  (CIK 0002117757),0002117757|0001508478,2026-04-27T22:54:45Z
2026-04-17,2026-03-18,,,Lim How Teck  (CIK 0001895790),0001895790|0001983550,2026-04-27T22:54:45Z
2026-04-17,2026-03-25,,,McCabe Daniel M.  (CIK 0001924173),0001924173|0002093507,2026-04-27T22:54:45Z
2026-04-17,2026-03-18,,,Paris Roberto de Jesus  (CIK 0002126530),0002126530|0001160330,2026-04-27T22:54:45Z
2026-04-17,2026-04-17,,,Lippmann Greg  (CIK 0002125278),0002125278|0002074612,2026-04-27T22:54:45Z
2026-04-17,2026-03-18,,,de Oliveira Tulio Xavier  (CIK 0002126527),0002126527|0001160330,2026-04-27T22:54:45Z
2026-04-17,2026-04-15,,,Napoli Silvio  (CIK 0001783757),0001783757|0001811210,2026-04-27T22:54:45Z
2026-04-17,2026-04-16,,,Makhni Svetlana Ni  (CIK 0002129497),0002129497|0001894562,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,McAnear Justin J.  (CIK 0001786386),0001786386|0002104204,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,Burgess Paul D.  (CIK 0001744627),0001744627|0002096997,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,"Bain Capital Life Sciences Investors, LLC  (CIK 0001703031)",0001703031|0001996931,2026-04-27T22:54:45Z
2026-04-16,2026-03-18,,,XU JIN N  (CIK 0002129995),0002129995|0001928340,2026-04-27T22:54:45Z
2026-04-16,2026-03-18,,,Gao Wei R  (CIK 0002129989),0002129989|0001962738,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,Akamine Scott  (CIK 0001816720),0001816720|0002096997,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,Wasserman Scott M.  (CIK 0002118767),0002118767|0002096997,2026-04-27T22:54:45Z
2026-04-16,2026-03-30,,,Ojea Quintana Santiago Maria  (CIK 0002129678),0002129678|0001221029,2026-04-27T22:54:45Z
2026-04-16,2024-10-10,,,"Rakuten Group, Inc.  (CIK 0001294591)",0001294591|0002035591,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,Lavorato John  (CIK 0002109575),0002109575|0002098430,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,White Timothy Ogden  (CIK 0002126704),0002126704|0002104204,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,Chambers Rebecca  (CIK 0001823563),0001823563|0002104204,2026-04-27T22:54:45Z
2026-04-16,2026-04-14,,,Schneck Isobel Paola  (CIK 0002051382),0002051382|0002099767,2026-04-27T22:54:45Z
2026-04-16,2026-03-18,,,IANCU MONICA  (CIK 0001135254),0001135254|0001119083,2026-04-27T22:54:45Z
2026-04-16,2026-03-18,,,Hillman Amir  (CIK 0002129272),0002129272|0001045986,2026-04-27T22:54:45Z
2026-04-16,2026-03-18,,,Panek Marek Pawel  (CIK 0002129263),0002129263|0001045986,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,BAIN CAPITAL INVESTORS LLC  (CIK 0001040508),0001040508|0002016381,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,Renaud Ronald C JR  (CIK 0001354434),0001354434|0002096997,2026-04-27T22:54:45Z
2026-04-16,2026-03-18,,,Asher-Topilsky Lilach  (CIK 0002128355),0002128355|0001567529,2026-04-27T22:54:45Z
2026-04-16,2026-04-15,,,Blanchard Cheryl R  (CIK 0001326530),0001326530|0001840233,2026-04-27T22:54:45Z
2026-04-16,2025-10-30,,,Lee Philina  (CIK 0001845080),0001845080|0001613780,2026-04-27T22:54:45Z
2026-04-16,2026-03-18,,,Cohen Nissan Shoval  (CIK 0002111565),0002111565|0001119083,2026-04-27T22:54:45Z
2026-04-16,2026-03-18,,,YEN JUNG-HUI  (CIK 0002128644),0002128644|0002033515,2026-04-27T22:54:45Z
2026-04-16,2026-04-06,,,Vaughn Kevin G.  (CIK 0002129554),0002129554|0001060391,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,Witney Frank  (CIK 0001455312),0001455312|0002104204,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,Kluft Jonathon  (CIK 0002128326),0002128326|0002112446,2026-04-27T22:54:45Z
2026-04-16,2026-03-18,,,Wang Wanli N  (CIK 0002130195),0002130195|0001957413,2026-04-27T22:54:45Z
2026-04-16,2026-04-06,,,Mallozzi Andrew Emilio  (CIK 0002128324),0002128324|0002128426,2026-04-27T22:54:45Z
2026-04-16,2026-04-15,,,Allen Jennifer H.  (CIK 0001689257),0001689257|0002093536,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,Herman Michael Albert  (CIK 0002128172),0002128172|0001130310,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,Tian Chunhua  (CIK 0002126399),0002126399|0001413745,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,Nguyen Quan  (CIK 0002109758),0002109758|0002098430,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,Liu Yuting  (CIK 0002119231),0002119231|0002096997,2026-04-27T22:54:45Z
2026-04-16,2026-03-18,,,Mano Nimrod  (CIK 0002112621),0002112621|0001119083,2026-04-27T22:54:45Z
2026-04-16,2026-03-28,,,Abramovich Arie  (CIK 0002125599),0002125599|0001119083,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,Cloghessy Paula  (CIK 0001744682),0001744682|0002096997,2026-04-27T22:54:45Z
2026-04-16,2025-06-26,,,Silberman Marcus Leonardo  (CIK 0001805239),0001805239|0001157557,2026-04-27T22:54:45Z
2026-04-16,2026-03-05,,,Wouda Kuipers Titus Nicolaas Yke  (CIK 0002129691),0002129691|0001479915,2026-04-27T22:54:45Z
2026-04-16,2026-04-16,,,Xiang Songzuo  (CIK 0001352912),0001352912|0001413745,2026-04-27T22:54:45Z
2026-04-16,2026-04-06,,,Barber Dustin Bryce  (CIK 0002130477),0002130477|0001478454,2026-04-27T22:54:45Z
