announce_date,firm,ticker_guess,amount_usd,description,branch,url
2023-12-05,SKANSKA USA CIVIL NORTHEAST INC,,149336416,NOAA OMAO SHIP & REPAIR FACILITY,Navy,https://www.usaspending.gov/award/CONT_AWD_N4008524C0002_9700_-NONE-_-NONE-
