as_of_date,bills_usd,notesbonds_usd,tips_usd,tips_infl_comp_usd,frn_usd,mbs_usd,cmbs_usd,agencies_usd,total_usd,wow_change_usd,yoy_change_pct,captured_at
2022-06-08,326044000000,4942788725400,382966445100,89023815098,30569681800,2698576406330,8869818635,2347000000,8392162077266,-199,14.73,2026-04-27T23:08:52Z
2022-06-01,326044000000,4942788725400,382966445100,88409863611,30569681800,2698576406529,8869818635,2347000000,8392162077465,+100,,2026-04-27T23:08:52Z
2022-05-25,326044000000,4944893440900,380861729600,87047882138,30569681800,2698576406429,8869818635,2347000000,8392162077365,-26376622014,14.93,2026-04-27T23:08:52Z
2022-05-18,326044000000,4944893440900,380861729600,85651909977,30569681800,2724920281741,8902565338,2347000000,8418538699378,+18801541914,16.94,2026-04-27T23:08:52Z
2022-05-11,326044000000,4944893440900,380861729600,84256251325,30569681800,2706078238840,8943066325,2347000000,8399737157464,+999799,16.89,2026-04-27T23:08:52Z
2022-05-04,326044000000,4944893440900,380861729600,82860540569,30569681800,2706077239041,8943066325,2347000000,8399736157666,+8030508,,2026-04-27T23:08:52Z
2022-04-27,326044000000,4946310461800,380861729600,81644186714,29152660900,2706069208532,8943066325,2347000000,8399728127157,-15675082238,,2026-04-27T23:08:52Z
2022-04-20,326044000000,4946310461800,380861729600,80666595843,29152660900,2721694229359,8993127736,2347000000,8415403209396,-7891616385,,2026-04-27T23:08:52Z
2022-04-13,326044000000,4934726325400,390839538600,81291555906,29152660900,2731168362205,9016938676,2347000000,8423294825781,+24830145813,,2026-04-27T23:08:52Z
2022-04-06,326044000000,4934726325400,390839538600,80289247046,29152660900,2706338216392,9016938676,2347000000,8398464679968,+104995846,,2026-04-27T23:08:52Z
2022-03-30,326044000000,4937332611100,388233252900,79267440764,29152660900,2706233220546,9016938676,2347000000,8398359684121,-23509435690,,2026-04-27T23:08:52Z
2022-03-23,326044000000,4937332611100,388233252900,78386238826,29152660900,2729727440838,9032154074,2347000000,8421869119812,+8828585104,,2026-04-27T23:08:52Z
2022-03-16,326044000000,4937332611100,388233252900,77504801098,29152660900,2720898855733,9032154074,2347000000,8413040534707,+42571372758,,2026-04-27T23:08:52Z
2022-03-09,326044000000,4933331611100,388233252900,76623780532,29152660900,2682308935932,9051701117,2347000000,8370469161950,+3400999901,,2026-04-27T23:08:52Z
2022-03-02,326044000000,4929933611100,388233252900,75742399679,29152660900,2682305936032,9051701117,2347000000,8367068162049,-19707849898,,2026-04-27T23:08:52Z
2022-02-23,326044000000,4925274451700,386090412300,75215995417,29152660900,2708790807421,9076679626,2347000000,8386776011947,+15856083631,,2026-04-27T23:08:52Z
2022-02-16,326044000000,4923673451700,385089412300,74659077478,29152660900,2695536723790,9076679626,2347000000,8370919928316,+50164840420,,2026-04-27T23:08:52Z
2022-02-09,326044000000,4917271451700,385089412300,74306196071,29152660900,2651752914731,9097648265,2347000000,8320755087896,+3407999303,,2026-04-27T23:08:52Z
2022-02-02,326044000000,4913869451700,385089412300,73953826147,29152660900,2651746915428,9097648265,2347000000,8317347088593,+11425502643,,2026-04-27T23:08:52Z
2022-01-26,326044000000,4907631699000,381497009000,73462817873,27581816900,2651722412785,9097648265,2347000000,8305921585950,-3440287012,,2026-04-27T23:08:52Z
2022-01-19,326044000000,4887628699000,379498009000,72588556788,27581816900,2677063905934,9198442128,2347000000,8309361872962,+80686395436,,2026-04-27T23:08:52Z
2022-01-12,326044000000,4869224338000,387911449300,73975673835,27581816900,2606329437403,9237435922,2347000000,8228675477525,+22914001080,,2026-04-27T23:08:52Z
2022-01-05,326044000000,4847218338000,387010449300,73422636682,27581816900,2606322436323,9237435922,2347000000,8205761476445,+7869616434,,2026-04-27T23:08:52Z
2021-12-29,326044000000,4846487594800,383199830700,72219015073,24321178700,2606254819889,9237435922,2347000000,8197891860011,-32568163214,,2026-04-27T23:08:52Z
2021-12-22,326044000000,4844886594800,383199830700,71371219836,24321178700,2640421345674,9240073351,2347000000,8230460023225,+31832392937,,2026-04-27T23:08:52Z
2021-12-15,326044000000,4836985594800,380799830700,70138232186,24321178700,2618842675558,9287350529,2347000000,8198627630288,+90488566824,,2026-04-27T23:08:52Z
2021-12-08,326044000000,4803708594800,380799830700,69295789648,24321178700,2561631108734,9287350529,2347000000,8108139063464,+11062155120,,2026-04-27T23:08:52Z
2021-12-01,326044000000,4795482594800,377997830700,68273786490,24321178700,2561596953614,9287350529,2347000000,8097076908343,-26064572843,,2026-04-27T23:08:52Z
2021-11-24,326044000000,4784910524500,375792901000,67831567119,24321178700,2600360064613,9365812374,2347000000,8123141481186,+11023293470,,2026-04-27T23:08:52Z
2021-11-17,326044000000,4781933524500,374041901000,67184457257,24321178700,2594064771144,9365812372,2347000000,8112118187716,+30743146345,,2026-04-27T23:08:52Z
2021-11-10,326044000000,4761229524500,374041901000,66945317269,24346178700,2583974779051,9391658121,2347000000,8081375041372,+84541506041,,2026-04-27T23:08:52Z
2021-11-03,326044000000,4743429524500,372842901000,66556520326,24346178700,2518432273010,9391658121,2347000000,7996833535331,+19249996944,,2026-04-27T23:08:52Z
2021-10-27,326044000000,4725694157300,370841901000,65869768381,24879545900,2518385276066,9391658121,2347000000,7977583538387,-5354034513,,2026-04-27T23:08:52Z
2021-10-20,326044000000,4713092157300,369642901000,65608626556,24879545900,2537425198326,9506770374,2347000000,7982937572900,+84975068629,,2026-04-27T23:08:52Z
2021-10-13,326044000000,4682291157300,367641901000,65067492403,24879545900,2485211565629,9547334442,2347000000,7897962504271,+16413999702,,2026-04-27T23:08:52Z
2021-10-06,326044000000,4667088157300,366440901000,64824477868,24879545900,2485201565927,9547334442,2347000000,7881548504569,+17668000268,,2026-04-27T23:08:52Z
2021-09-29,326044000000,4653172229800,362753828500,64206010419,24879545900,2485136565659,9547334442,2347000000,7863880504301,-24668967911,,2026-04-27T23:08:52Z
2021-09-22,326044000000,4635968229800,362753828500,63728638096,24879545900,2526984063852,9572804160,2347000000,7888549472212,+43204066691,,2026-04-27T23:08:52Z
2021-09-15,326044000000,4618367229800,359551828500,63029584905,24879545900,2504530550738,9625250583,2347000000,7845345405521,+94492024117,,2026-04-27T23:08:52Z
2021-09-08,326044000000,4601964229800,357550828500,62302884662,24879545900,2428442526621,9625250583,2347000000,7750853381404,+6601000000,,2026-04-27T23:08:52Z
2021-09-01,326044000000,4595363229800,357550828500,61832443292,24879545900,2428442526621,9625250583,2347000000,7744252381404,+18405999997,,2026-04-27T23:08:52Z
2021-08-25,326044000000,4579164363500,355344694800,60939050338,24879545900,2428441526624,9625250583,2347000000,7725846381407,-5968412060,,2026-04-27T23:08:52Z
2021-08-18,326044000000,4559562363500,353343694800,59820957857,24879545900,2455979762780,9658426487,2347000000,7731814793467,+99857763520,,2026-04-27T23:08:52Z
2021-08-11,326044000000,4543759363500,350141694800,58670022662,24879545900,2375072782258,9712643489,2347000000,7631957029947,+25005000000,,2026-04-27T23:08:52Z
2021-08-04,326044000000,4518754363500,350141694800,57814921106,24879545900,2375072782258,9712643489,2347000000,7606952029947,+13008000235,,2026-04-27T23:08:52Z
2021-07-28,326044000000,4507984218300,348942694800,56922431935,23846691100,2375066782023,9712643489,2347000000,7593944029712,-17594217510,,2026-04-27T23:08:52Z
2021-07-21,326044000000,4490180218300,346943694800,55972154767,23846691100,2412441113316,9735529706,2347000000,7611538247223,+41147417898,,2026-04-27T23:08:52Z
2021-07-14,326044000000,4460904892700,354886562000,56887469311,23846691100,2392591797850,9769885674,2347000000,7570390829325,+102527270671,,2026-04-27T23:08:52Z
2021-07-07,326044000000,4443102892700,352885562000,55845362173,23846691100,2309867527179,9769885674,2347000000,7467863558653,+17601000000,,2026-04-27T23:08:52Z
2021-06-30,326044000000,4425501892700,352885562000,55106619304,23846691100,2309867527179,9769885674,2347000000,7450262558653,-15514459701,,2026-04-27T23:08:52Z
2021-06-23,326044000000,4410126560100,349257894600,54169508942,23846691100,2344382599824,9772272731,2347000000,7465777018355,+34630797549,,2026-04-27T23:08:52Z
2021-06-16,326044000000,4403525560100,347258894600,53096189207,23846691100,2318351802275,9772272731,2347000000,7431146220806,+106858912976,,2026-04-27T23:08:52Z
2021-06-09,326044000000,4381721560100,346057894600,52220655597,23846691100,2234447008614,9823153415,2347000000,7324287307829,+9780000140,,2026-04-27T23:08:52Z
2021-06-02,326044000000,4375118560100,342855894600,51133313215,23871691100,2234447008475,9823153415,2347000000,7314507307690,+31209001921,,2026-04-27T23:08:52Z
2021-05-26,326044000000,4343914560100,342855894600,50470682778,23871691100,2234442006553,9823153415,2347000000,7283298305768,-18691187128,,2026-04-27T23:08:52Z
2021-05-19,326044000000,4331310560100,340854894600,49739657786,23871691100,2267735648366,9825698731,2347000000,7301989492897,+102972423068,,2026-04-27T23:08:52Z
2021-05-12,326044000000,4315773560100,339655894600,49049529663,23871691100,2181448790319,9876133710,2347000000,7199017069829,+13204000000,,2026-04-27T23:08:52Z
2021-05-05,326044000000,4306171560100,336053894600,48277245732,23871691100,2181448790319,9876133710,2347000000,7185813069829,+0,,2026-04-27T23:08:52Z
