total_market_cap_usd,total_volume_24h_usd,btc_dominance_pct,eth_dominance_pct,market_cap_change_24h_pct,active_cryptocurrencies,markets,upcoming_icos,ongoing_icos,ended_icos,captured_at
2654707741411,98897135021,58.13,10.43,-1.83,17522,1475,0,49,3376,2026-04-27T23:11:01Z
