as_of_date,policy_rate,next_decision,ils_aud,ils_aud_chg,ils_cad,ils_cad_chg,ils_chf,ils_chf_chg,ils_eur,ils_eur_chg,ils_gbp,ils_gbp_chg,ils_jpy,ils_jpy_chg,ils_usd,ils_usd_chg,captured_at
2026-03-30,4.00,2026-05-25,2.1403,-0.0234,2.1883,-0.1096,3.7952,-0.5007,3.4970,-0.3164,4.0383,-0.1508,1.8713,-0.5104,2.9790,-0.7992,2026-04-27T22:50:23Z
