arxiv_id,published,title,authors,ticker_guess,summary,url
2604.22442v1,2026-04-24,HubRouter: A Pluggable Sub-Quadratic Routing Primitive for Hybrid Sequence Models,"
      Abhinaba Basu
    ",,"We introduce HubRouter, a pluggable module that replaces O(n^2) attention layers with O(nM) hub-mediated routing, where M &lt;&lt; n is a small number of learned hub tokens. We demonstrate it in two from-scratch architectures: a Jamba-style",http://arxiv.org/abs/2604.22442v1
2604.22439v1,2026-04-24,NRGS: Neural Regularization for Robust 3D Semantic Gaussian Splatting,"
      Zaiyan Yang
     | 
      Xinpeng Liu
     | 
      Heng Guo
     | 
      Jinglei Shi
     | 
      Zhanyu Ma
    ",,"We propose a neural regularization method that refines the noisy 3D semantic field produced by lifting multi-view inconsistent 2D features, in order to obtain an accurate and robust 3D semantic Gaussian Splatting. The 2D features extracted ",http://arxiv.org/abs/2604.22439v1
2604.22438v1,2026-04-24,SSG: Logit-Balanced Vocabulary Partitioning for LLM Watermarking,"
      Chenxi Gu
     | 
      Xiaoning Du
     | 
      John Grundy
    ",,"Watermarking has emerged as a promising technique for tracing the authorship of content generated by large language models (LLMs). Among existing approaches, the KGW scheme is particularly attractive due to its versatility, efficiency, and ",http://arxiv.org/abs/2604.22438v1
2604.22436v1,2026-04-24,AgentSearchBench: A Benchmark for AI Agent Search in the Wild,"
      Bin Wu
     | 
      Arastun Mammadli
     | 
      Xiaoyu Zhang
     | 
      Emine Yilmaz
    ",,"The rapid growth of AI agent ecosystems is transforming how complex tasks are delegated and executed, creating a new challenge of identifying suitable agents for a given task. Unlike traditional tools, agent capabilities are often compositi",http://arxiv.org/abs/2604.22436v1
2604.22433v1,2026-04-24,Beyond Land Surface Temperature: Explainable Spatial Machine Learning Reveals Urban Morphology Effects on Human-Centric Heat Stress,"
      Yuan Wang
     | 
      Shengao Yi
     | 
      Xiaojiang Li
     | 
      Pengyuan Liu
     | 
      Zhiwei Yang
    ",,"Heat exposure connects the built environment and public health, directly shaping the livability and sustainability of urban areas. Understanding the spatial heterogeneity of heat exposure and its drivers is vital for climate-adaptive urban ",http://arxiv.org/abs/2604.22433v1
2604.22429v1,2026-04-24,Horizontal SCA Attacks on Binary kP Algorithms using Chevallier-Mames Atomic Blocks,"
      Gerald Isheanesu Matungamire
     | 
      Alkistis Aikaterini Sigourou
     | 
      Gerrit Schrock
     | 
      Zoya Dyka
     | 
      Peter Langendoerfer
    ",,"Scalar multiplication kP is the operation most frequently targeted in Elliptic Curve (EC) cryptosystems. To protect against single-trace Side-Channel Analysis (SCA) attacks, the atomicity principle and various atomic block patterns have bee",http://arxiv.org/abs/2604.22429v1
2604.22428v1,2026-04-24,CognitiveTwin: Robust Multi-Modal Digital Twins for Predicting Cognitive Decline in Alzheimer's Disease,"
      Bulent Soykan
     | 
      Gulsah Hancerliogullari Koksalmis
     | 
      Hsin-Hsiung Huang
     | 
      Laura J. Brattain
    ",META,Predicting individual cognitive decline in Alzheimer's disease (AD) is difficult due to the heterogeneity of disease progression. Reliable clinical tools require not only high accuracy but also fairness across demographics and robustness to,http://arxiv.org/abs/2604.22428v1
2604.22427v1,2026-04-24,Automation-Exploit: A Multi-Agent LLM Framework for Adaptive Offensive Security with Digital Twin-Based Risk-Mitigated Exploitation,"
      Biagio Andreucci
     | 
      Arcangelo Castiglione
    ",,"The offensive security landscape is highly fragmented: enterprise platforms avoid memory-corruption vulnerabilities due to Denial of Service (DoS) risks, Automatic Exploit Generation (AEG) systems suffer from semantic blindness, and Large L",http://arxiv.org/abs/2604.22427v1
2604.22422v1,2026-04-24,How Hard is it to Decide if a Fact is Relevant to a Query?,"
      Meghyn Bienvenu
     | 
      Diego Figueira
     | 
      Pierre Lafourcade
    ",,"We consider the following fundamental problem: given a database D, Boolean conjunctive query (CQ) q, and fact f in D, decide whether f is relevant to q wrt. D, i.e., does f belong to a minimal subset S of D such that S |= q. Despite being o",http://arxiv.org/abs/2604.22422v1
2604.22416v1,2026-04-24,From Local to Cluster: A Unified Framework for Causal Discovery with Latent Variables,"
      Zongyu Li
    ",,Latent variables pose a fundamental challenge to causal discovery and inference. Conventional local methods focus on direct neighbors but fail to provide macro level insights. Cluster level methods enable macro causal reasoning but either a,http://arxiv.org/abs/2604.22416v1
2604.22413v1,2026-04-24,Distance-Misaligned Training in Graph Transformers and Adaptive Graph-Aware Control,"
      Qinhan Hou
     | 
      Jing Tang
    ",,"Graph Transformers can mix information globally, but this flexibility also creates failure modes: some tasks require long-range communication while others are better served by local interaction. We study this through a synthetic node-classi",http://arxiv.org/abs/2604.22413v1
2604.22411v1,2026-04-24,Introducing Background Temperature to Characterise Hidden Randomness in Large Language Models,"
      Alberto Messina
     | 
      Stefano Scotta
    ",,"Even when decoding with temperature $T=0$, large language models (LLMs) can produce divergent outputs for identical inputs. Recent work by Thinking Machines Lab highlights implementation-level sources of nondeterminism, including batch-size",http://arxiv.org/abs/2604.22411v1
2604.22409v1,2026-04-24,SpaMEM: Benchmarking Dynamic Spatial Reasoning via Perception-Memory Integration in Embodied Environments,"
      Chih-Ting Liao
     | 
      Xi Xiao
     | 
      Chunlei Meng
     | 
      Zhangquan Chen
     | 
      Yitong Qiao
    ",,"Multimodal large language models (MLLMs) have advanced static visual--spatial reasoning, yet they often fail to preserve long-horizon spatial coherence in embodied settings where beliefs must be continuously revised from egocentric observat",http://arxiv.org/abs/2604.22409v1
2604.22407v1,2026-04-24,"Hidden Failure Modes of Gradient Modification under Adam in Continual Learning, and Adaptive Decoupled Moment Routing as a Repair","
      Yuelin Hu
     | 
      Zhenbo Yu
     | 
      Zhengxue Cheng
     | 
      Wei Liu
     | 
      Li Song
    ",,"Many continual-learning methods modify gradients upstream (e.g., projection, penalty rescaling, replay mixing) while treating Adam as a neutral backend. We show this composition has a hidden failure mode. In a high-overlap, non-adaptive 8-d",http://arxiv.org/abs/2604.22407v1
