report_date,event_type,time_utc,magnitude,state,county,location,lat,lon,captured_at
2026-04-24,hail,2015,175,OK,Pontotoc,8 NNE Vanoss,34.87,-96.84,2026-04-27T22:48:33Z
2026-04-24,hail,2017,125,OK,Garvin,3 S Antioch,34.68,-97.41,2026-04-27T22:48:33Z
2026-04-24,hail,2030,150,OK,Garvin,Elmore City,34.62,-97.4,2026-04-27T22:48:33Z
2026-04-24,hail,2040,100,OK,Pontotoc,2 NNW Ada,34.8,-96.67,2026-04-27T22:48:33Z
2026-04-24,hail,2045,100,OK,Pontotoc,6 WNW Ada,34.81,-96.76,2026-04-27T22:48:33Z
2026-04-24,hail,2051,100,OK,Pontotoc,1 NE Ada,34.79,-96.65,2026-04-27T22:48:33Z
2026-04-24,hail,2055,175,OK,Pontotoc,Ada,34.78,-96.66,2026-04-27T22:48:33Z
2026-04-24,hail,2103,175,OK,Pontotoc,1 SSE Ada,34.76,-96.65,2026-04-27T22:48:33Z
2026-04-24,hail,2131,250,OK,Murray,4 W Sulphur,34.52,-97.04,2026-04-27T22:48:33Z
2026-04-24,hail,2137,250,OK,Murray,2 NW Sulphur,34.53,-97,2026-04-27T22:48:33Z
2026-04-24,hail,2144,100,OK,Murray,1 SSE Scullin,34.51,-96.86,2026-04-27T22:48:33Z
2026-04-24,hail,2145,175,OK,Pittsburg,2 W Gowen,34.88,-95.52,2026-04-27T22:48:33Z
2026-04-24,hail,2147,100,OK,Murray,2 NW Scullin,34.54,-96.89,2026-04-27T22:48:33Z
2026-04-24,hail,2157,100,MS,Rankin,2 WNW JAN Airport,32.32,-90.11,2026-04-27T22:48:33Z
2026-04-24,hail,2216,100,OK,Johnston,Connerville,34.45,-96.63,2026-04-27T22:48:33Z
2026-04-24,hail,2223,100,OK,McCurtain,2 NNE Watson,34.46,-94.54,2026-04-27T22:48:33Z
2026-04-24,hail,2230,175,OK,Latimer,5 WSW Talihina,34.74,-95.13,2026-04-27T22:48:33Z
2026-04-24,hail,2245,175,OK,Le Flore,Talihina,34.76,-95.04,2026-04-27T22:48:33Z
2026-04-24,hail,2246,150,OK,Johnston,1 S Wapanucka,34.36,-96.42,2026-04-27T22:48:33Z
2026-04-24,hail,2247,100,OK,Johnston,Bromide,34.42,-96.5,2026-04-27T22:48:33Z
2026-04-24,hail,2249,100,OK,Le Flore,2 SSE Arkoma,35.32,-94.43,2026-04-27T22:48:33Z
2026-04-24,hail,2250,175,OK,Atoka,Daisy,34.54,-95.74,2026-04-27T22:48:33Z
2026-04-24,hail,2251,250,OK,Johnston,Wapanucka,34.37,-96.42,2026-04-27T22:48:33Z
2026-04-24,hail,2252,200,AR,Sebastian,1 W Bonanza,35.24,-94.44,2026-04-27T22:48:33Z
2026-04-24,hail,2254,150,OK,Johnston,Wapanucka,34.37,-96.43,2026-04-27T22:48:33Z
2026-04-24,hail,2254,100,AR,Sebastian,2 NE Bonanza,35.26,-94.41,2026-04-27T22:48:33Z
2026-04-24,hail,2255,100,OK,Johnston,Tishomingo,34.23,-96.68,2026-04-27T22:48:33Z
2026-04-24,hail,2258,100,MS,Madison,1 NNW Pocahontas,32.49,-90.29,2026-04-27T22:48:33Z
2026-04-24,hail,2314,175,OK,Johnston,Tishomingo,34.23,-96.68,2026-04-27T22:48:33Z
2026-04-24,hail,2325,275,OK,Johnston,2 SSE Milburn,34.21,-96.54,2026-04-27T22:48:33Z
2026-04-24,hail,2329,175,OK,Atoka,4 NNW Bentley,34.26,-96.11,2026-04-27T22:48:33Z
2026-04-24,hail,2330,175,OK,Bryan,2 S Kenefic,34.12,-96.37,2026-04-27T22:48:33Z
2026-04-24,hail,2331,250,OK,Johnston,1 E Nida,34.14,-96.48,2026-04-27T22:48:33Z
2026-04-24,hail,2333,150,OK,Atoka,Bentley,34.22,-96.08,2026-04-27T22:48:33Z
2026-04-24,hail,2335,100,OK,Johnston,4 NW Kenefic,34.18,-96.41,2026-04-27T22:48:33Z
2026-04-24,hail,2341,125,OK,Atoka,2 W Kenefic,34.16,-96.39,2026-04-27T22:48:33Z
2026-04-24,hail,2350,100,OK,Bryan,2 N Armstrong,34.08,-96.34,2026-04-27T22:48:33Z
2026-04-24,hail,2352,100,OK,Bryan,3 NNE Armstrong,34.09,-96.32,2026-04-27T22:48:33Z
2026-04-24,hail,2359,175,MS,Scott,2 SSW Lake,32.32,-89.34,2026-04-27T22:48:33Z
2026-04-24,hail,0017,175,MS,Newton,1 SSW Lawrence,32.31,-89.24,2026-04-27T22:48:33Z
2026-04-24,hail,0024,175,MS,Lincoln,1 S East Lincoln,31.47,-90.29,2026-04-27T22:48:33Z
2026-04-24,hail,0030,100,OK,Choctaw,Soper,34.03,-95.7,2026-04-27T22:48:33Z
2026-04-24,hail,0048,200,MS,Lawrence,4 N Topeka,31.47,-90.18,2026-04-27T22:48:33Z
2026-04-24,hail,0055,100,TX,Lamar,2 NW Paris,33.69,-95.58,2026-04-27T22:48:33Z
2026-04-24,hail,0055,250,OK,Comanche,Geronimo,34.48,-98.38,2026-04-27T22:48:33Z
2026-04-24,hail,0100,175,TX,Lamar,7 NNW Toco,33.74,-95.7,2026-04-27T22:48:33Z
2026-04-24,hail,0110,150,TX,Lamar,1 E Paris,33.67,-95.53,2026-04-27T22:48:33Z
2026-04-24,hail,0115,100,MS,Jefferson Davis,4 SSE Gwinville,31.7,-89.88,2026-04-27T22:48:33Z
2026-04-24,hail,0120,200,TX,Lamar,3 E Paris,33.66,-95.5,2026-04-27T22:48:33Z
2026-04-24,hail,0250,100,TX,Franklin,1 N Mount Vernon,33.19,-95.22,2026-04-27T22:48:33Z
2026-04-24,hail,0258,125,TX,Rains,Point,32.93,-95.87,2026-04-27T22:48:33Z
2026-04-24,hail,0307,175,TX,Rains,Point,32.93,-95.87,2026-04-27T22:48:33Z
2026-04-24,hail,0309,100,TX,Rains,Emory,32.87,-95.77,2026-04-27T22:48:33Z
2026-04-24,hail,0317,175,TX,Rains,Emory,32.87,-95.77,2026-04-27T22:48:33Z
2026-04-24,hail,0317,200,TX,Rains,3 W Emory,32.88,-95.83,2026-04-27T22:48:33Z
2026-04-24,hail,0325,300,TX,Rains,Emory,32.88,-95.77,2026-04-27T22:48:33Z
2026-04-24,hail,0340,100,TX,Upshur,Gilmer,32.73,-94.95,2026-04-27T22:48:33Z
2026-04-24,hail,0340,250,TX,Rains,Emory,32.87,-95.77,2026-04-27T22:48:33Z
2026-04-24,hail,0350,175,TX,Rains,4 SSE Point,32.88,-95.84,2026-04-27T22:48:33Z
2026-04-24,hail,0405,100,TX,Gregg,2 NNW Longview,32.55,-94.78,2026-04-27T22:48:33Z
2026-04-24,hail,0410,125,TX,Gregg,5 NNE Longview,32.59,-94.74,2026-04-27T22:48:33Z
2026-04-24,hail,0411,175,MS,Marion,4 NW Hickory Grove,31.43,-89.71,2026-04-27T22:48:33Z
2026-04-24,hail,0418,100,MS,Jefferson Davis,3 N Hickory Grove,31.45,-89.65,2026-04-27T22:48:33Z
2026-04-24,hail,0420,200,TX,Van Zandt,1 E Fruitvale,32.68,-95.78,2026-04-27T22:48:33Z
2026-04-24,hail,0425,100,TX,Gregg,4 SE Longview,32.47,-94.72,2026-04-27T22:48:33Z
2026-04-24,hail,0436,100,MS,Lamar,2 N Rocky Branch,31.34,-89.63,2026-04-27T22:48:33Z
2026-04-24,hail,0440,100,TX,Van Zandt,2 W Fruitvale,32.69,-95.84,2026-04-27T22:48:33Z
2026-04-24,hail,0450,100,MS,Lamar,2 E Oloh,31.29,-89.55,2026-04-27T22:48:33Z
2026-04-24,hail,0454,200,TX,Van Zandt,1 S Grand Saline,32.66,-95.71,2026-04-27T22:48:33Z
2026-04-24,hail,0502,100,MS,Lamar,3 SW Oak Grove,31.25,-89.45,2026-04-27T22:48:33Z
2026-04-24,hail,0530,200,TX,Van Zandt,Grand Saline,32.68,-95.71,2026-04-27T22:48:33Z
2026-04-24,hail,0530,175,TX,Van Zandt,2 NNE Wills Point,32.74,-95.99,2026-04-27T22:48:33Z
2026-04-24,hail,0533,175,TX,Van Zandt,1 SW Wills Point,32.7,-96.02,2026-04-27T22:48:33Z
2026-04-24,hail,0610,100,TX,Van Zandt,4 NNW Canton,32.59,-95.89,2026-04-27T22:48:33Z
2026-04-23,tornado,1846,UNK,IA,Harrison,2 N Little Sioux,41.83,-96.02,2026-04-27T22:48:33Z
2026-04-23,tornado,1846,UNK,IA,Harrison,2 N Little Sioux,41.83,-96.03,2026-04-27T22:48:33Z
2026-04-23,tornado,1846,UNK,IA,Harrison,2 NW Little Sioux,41.83,-96.05,2026-04-27T22:48:33Z
2026-04-23,tornado,2234,UNK,IA,Fremont,5 SE Riverton,40.63,-95.5,2026-04-27T22:48:33Z
2026-04-23,tornado,2234,UNK,IA,Fremont,5 SE Riverton,40.64,-95.49,2026-04-27T22:48:33Z
2026-04-23,tornado,2238,UNK,IA,Fremont,2 E Riverton,40.69,-95.55,2026-04-27T22:48:33Z
2026-04-23,tornado,2317,UNK,IA,Page,3 NW College Springs,40.65,-95.17,2026-04-27T22:48:33Z
2026-04-23,tornado,2326,UNK,KS,Morris,1 W Dunlap,38.58,-96.39,2026-04-27T22:48:33Z
2026-04-23,tornado,2329,UNK,KS,Morris,4 SW Dunlap,38.53,-96.42,2026-04-27T22:48:33Z
2026-04-23,tornado,2340,UNK,KS,Marion,3 NW Burns,38.12,-96.93,2026-04-27T22:48:33Z
2026-04-23,tornado,2342,UNK,OK,Grant,6 ESE Renfrow,36.89,-97.56,2026-04-27T22:48:33Z
2026-04-23,tornado,2350,UNK,KS,Harvey,5 ESE Newton,38.03,-97.26,2026-04-27T22:48:33Z
2026-04-23,tornado,2351,UNK,KS,Harvey,5 ESE Newton,38.03,-97.25,2026-04-27T22:48:33Z
2026-04-23,tornado,0004,UNK,OK,Kay,5 WSW Braman,36.86,-97.41,2026-04-27T22:48:33Z
2026-04-23,tornado,0006,UNK,KS,Lyon,6 S Allen,38.56,-96.17,2026-04-27T22:48:33Z
2026-04-23,tornado,0007,UNK,OK,Kay,4 WSW Braman,36.88,-97.39,2026-04-27T22:48:33Z
2026-04-23,tornado,0014,UNK,KS,Harvey,2 SW Whitewater,37.94,-97.17,2026-04-27T22:48:33Z
2026-04-23,tornado,0020,UNK,KS,Butler,Whitewater,37.96,-97.15,2026-04-27T22:48:33Z
2026-04-23,tornado,0028,UNK,KS,Sedgwick,6 NE Valley Center,37.89,-97.28,2026-04-27T22:48:33Z
2026-04-23,tornado,0033,UNK,IA,Story,2 ENE Slater,41.89,-93.66,2026-04-27T22:48:33Z
2026-04-23,tornado,0058,UNK,MO,Gentry,1 W Stanberry,40.22,-94.55,2026-04-27T22:48:33Z
2026-04-23,tornado,0111,UNK,OK,Garfield,2 SW Vance Air Force Ba,36.33,-97.92,2026-04-27T22:48:33Z
2026-04-23,tornado,0112,UNK,OK,Kay,Newkirk,36.88,-97.06,2026-04-27T22:48:33Z
2026-04-23,tornado,0125,UNK,IA,Polk,4 S Mitchellville,41.6,-93.36,2026-04-27T22:48:33Z
2026-04-23,tornado,0147,UNK,IA,Decatur,Weldon,40.9,-93.73,2026-04-27T22:48:33Z
2026-04-23,tornado,0149,UNK,IA,Clarke,1 E Weldon,40.9,-93.72,2026-04-27T22:48:33Z
2026-04-23,tornado,0157,UNK,MO,Clay,4 E Ferrelview,39.3,-94.58,2026-04-27T22:48:33Z
2026-04-23,tornado,0211,UNK,MO,Clay,1 SSW Kearney,39.36,-94.37,2026-04-27T22:48:33Z
2026-04-23,tornado,0211,UNK,MO,Clinton,4 ESE Trimble,39.46,-94.49,2026-04-27T22:48:33Z
2026-04-23,tornado,0514,UNK,MO,Jasper,2 NNE Iron Gates,37.09,-94.55,2026-04-27T22:48:33Z
2026-04-23,wind,1832,68,NE,Burt,2 ESE Tekamah,41.76,-96.18,2026-04-27T22:48:33Z
2026-04-23,wind,2153,UNK,NE,Nemaha,Brock,40.49,-95.96,2026-04-27T22:48:33Z
2026-04-23,wind,2216,70,KS,Dickinson,Herington,38.67,-96.94,2026-04-27T22:48:33Z
2026-04-23,wind,2300,UNK,WI,Monroe,3 SW Sparta,43.91,-90.85,2026-04-27T22:48:33Z
2026-04-23,wind,2330,UNK,KS,Morris,4 SW Dunlap,38.53,-96.42,2026-04-27T22:48:33Z
2026-04-23,wind,2339,62,MN,Freeborn,2 N Albert Lea,43.68,-93.37,2026-04-27T22:48:33Z
2026-04-23,wind,2354,60,KS,Shawnee,7 WSW Topeka,39.02,-95.8,2026-04-27T22:48:33Z
2026-04-23,wind,0012,65,IA,Madison,6 WNW Winterset,41.38,-94.12,2026-04-27T22:48:33Z
2026-04-23,wind,0020,UNK,IA,Madison,2 NNW Winterset,41.37,-94.04,2026-04-27T22:48:33Z
2026-04-23,wind,0023,UNK,IA,Madison,4 NNE Winterset,41.39,-94,2026-04-27T22:48:33Z
2026-04-23,wind,0040,59,KS,Shawnee,2 ESE Pauline,38.95,-95.67,2026-04-27T22:48:33Z
2026-04-23,wind,0041,UNK,MO,Nodaway,3 WSW Arkoe,40.24,-94.89,2026-04-27T22:48:33Z
2026-04-23,wind,0043,UNK,MO,Nodaway,1 SSE Arkoe,40.24,-94.82,2026-04-27T22:48:33Z
2026-04-23,wind,0100,UNK,MO,Gentry,Stanberry,40.22,-94.54,2026-04-27T22:48:33Z
2026-04-23,wind,0100,59,IA,Polk,Des Moines Int Airport,41.54,-93.66,2026-04-27T22:48:33Z
2026-04-23,wind,0105,60,KS,Jefferson,Perry,39.08,-95.4,2026-04-27T22:48:33Z
2026-04-23,wind,0108,60,KS,Jefferson,4 W Perry,39.09,-95.47,2026-04-27T22:48:33Z
2026-04-23,wind,0111,107,OK,Garfield,Vance Air Force Base,36.36,-97.88,2026-04-27T22:48:33Z
2026-04-23,wind,0124,62,KS,Leavenworth,2 E Jarbalo,39.2,-95.03,2026-04-27T22:48:33Z
2026-04-23,wind,0132,UNK,IA,Marion,5 E Swan,41.48,-93.21,2026-04-27T22:48:33Z
2026-04-23,wind,0137,70,IA,Decatur,2 ENE Lamoni,40.63,-93.9,2026-04-27T22:48:33Z
2026-04-23,wind,0138,67,KS,Wyandotte,2 WSW Bonner Springs,39.04,-94.91,2026-04-27T22:48:33Z
2026-04-23,wind,0139,70,KS,Johnson,2 SSE Bonner Springs,39.02,-94.86,2026-04-27T22:48:33Z
2026-04-23,wind,0143,UNK,KS,Coffey,5 NNE Gridley,38.17,-95.85,2026-04-27T22:48:33Z
2026-04-23,wind,0145,UNK,KS,Coffey,1 SSW Burlington,38.19,-95.75,2026-04-27T22:48:33Z
2026-04-23,wind,0145,UNK,IA,Decatur,4 ENE Leon,40.76,-93.68,2026-04-27T22:48:33Z
2026-04-23,wind,0147,UNK,KS,Wyandotte,2 NNE Lake Quivira,39.06,-94.76,2026-04-27T22:48:33Z
2026-04-23,wind,0147,UNK,KS,Wyandotte,1 WSW Muncie,39.08,-94.77,2026-04-27T22:48:33Z
2026-04-23,wind,0148,UNK,IA,Jasper,Monroe,41.52,-93.11,2026-04-27T22:48:33Z
2026-04-23,wind,0149,UNK,KS,Wyandotte,2 SW Beverly Hills,39.14,-94.75,2026-04-27T22:48:33Z
2026-04-23,wind,0151,UNK,KS,Wyandotte,2 NE Muncie,39.11,-94.72,2026-04-27T22:48:33Z
2026-04-23,wind,0151,UNK,KS,Wyandotte,1 ESE Maywood,39.12,-94.78,2026-04-27T22:48:33Z
2026-04-23,wind,0152,UNK,MO,Platte,1 ENE Weatherby Lake,39.24,-94.67,2026-04-27T22:48:33Z
2026-04-23,wind,0153,UNK,KS,Wyandotte,2 NNW Merriam,39.05,-94.71,2026-04-27T22:48:33Z
2026-04-23,wind,0153,UNK,KS,Wyandotte,2 NW Kansas City Kansas,39.13,-94.65,2026-04-27T22:48:33Z
2026-04-23,wind,0154,UNK,KS,Wyandotte,2 NE Muncie,39.11,-94.72,2026-04-27T22:48:33Z
2026-04-23,wind,0154,59,MO,Platte,3 NNW Lake Waukomis,39.27,-94.65,2026-04-27T22:48:33Z
2026-04-23,wind,0155,UNK,KS,Johnson,1 SW Merriam,39.01,-94.7,2026-04-27T22:48:33Z
2026-04-23,wind,0155,UNK,KS,Wyandotte,2 NE Muncie,39.1,-94.72,2026-04-27T22:48:33Z
2026-04-23,wind,0155,UNK,KS,Wyandotte,3 WNW Kansas City Kansa,39.13,-94.68,2026-04-27T22:48:33Z
2026-04-23,wind,0156,65,MO,Platte,3 SSE Ferrelview,39.28,-94.65,2026-04-27T22:48:33Z
2026-04-23,wind,0157,UNK,MO,Platte,2 ESE Lake Waukomis,39.22,-94.6,2026-04-27T22:48:33Z
2026-04-23,wind,0157,UNK,MO,Platte,Platte Woods,39.23,-94.65,2026-04-27T22:48:33Z
2026-04-23,wind,0157,UNK,MO,Platte,2 NNE Lake Waukomis,39.25,-94.63,2026-04-27T22:48:33Z
2026-04-23,wind,0157,UNK,MO,Clay,5 E Ferrelview,39.3,-94.58,2026-04-27T22:48:33Z
2026-04-23,wind,0158,UNK,MO,Jackson,2 SSW Kansas City,39.07,-94.59,2026-04-27T22:48:33Z
2026-04-23,wind,0158,UNK,MO,Jackson,2 SW Kansas City,39.08,-94.59,2026-04-27T22:48:33Z
2026-04-23,wind,0158,UNK,MO,Jackson,1 WSW Kansas City,39.09,-94.6,2026-04-27T22:48:33Z
2026-04-23,wind,0158,UNK,MO,Clay,5 ESE Ferrelview,39.29,-94.58,2026-04-27T22:48:33Z
2026-04-23,wind,0158,UNK,MO,Clay,6 E Ferrelview,39.3,-94.56,2026-04-27T22:48:33Z
2026-04-23,wind,0158,UNK,MO,Clay,4 E Ferrelview,39.31,-94.58,2026-04-27T22:48:33Z
2026-04-23,wind,0158,70,IA,Wayne,1 N Humeston,40.87,-93.5,2026-04-27T22:48:33Z
2026-04-23,wind,0159,UNK,MO,Jackson,2 ENE Kansas City,39.1,-94.55,2026-04-27T22:48:33Z
2026-04-23,wind,0159,61,MO,Clay,Kansas City Downtown,39.12,-94.59,2026-04-27T22:48:33Z
2026-04-23,wind,0159,UNK,KS,Wyandotte,2 NNW Kansas City Kansa,39.14,-94.65,2026-04-27T22:48:33Z
2026-04-23,wind,0159,UNK,MO,Clay,5 ESE Ferrelview,39.3,-94.57,2026-04-27T22:48:33Z
2026-04-23,wind,0200,UNK,MO,Jackson,2 SSE Kansas City,39.07,-94.57,2026-04-27T22:48:33Z
2026-04-23,wind,0200,UNK,MO,Jackson,1 S Kansas City,39.08,-94.58,2026-04-27T22:48:33Z
2026-04-23,wind,0200,UNK,KS,Wyandotte,1 W Kansas City Kansas,39.12,-94.65,2026-04-27T22:48:33Z
2026-04-23,wind,0200,UNK,MO,Clay,North Kansas City,39.13,-94.56,2026-04-27T22:48:33Z
2026-04-23,wind,0200,UNK,MO,Clay,1 WNW North Kansas City,39.13,-94.58,2026-04-27T22:48:33Z
2026-04-23,wind,0200,UNK,MO,Clay,6 E Ferrelview,39.3,-94.56,2026-04-27T22:48:33Z
2026-04-23,wind,0201,UNK,KS,Wyandotte,2 NW Kansas City Kansas,39.13,-94.66,2026-04-27T22:48:33Z
2026-04-23,wind,0202,UNK,KS,Wyandotte,1 SW Beverly Hills,39.14,-94.75,2026-04-27T22:48:33Z
2026-04-23,wind,0202,UNK,IA,Lucas,Derby,40.93,-93.46,2026-04-27T22:48:33Z
2026-04-23,wind,0205,UNK,MO,Jackson,2 SSW Randolph,39.14,-94.5,2026-04-27T22:48:33Z
2026-04-23,wind,0206,61,MO,Clay,Kansas City Downtown,39.12,-94.59,2026-04-27T22:48:33Z
2026-04-23,wind,0208,69,MO,Jackson,2 N Courtney,39.18,-94.39,2026-04-27T22:48:33Z
2026-04-23,wind,0212,UNK,MO,Clinton,3 E Trimble,39.46,-94.5,2026-04-27T22:48:33Z
2026-04-23,wind,0212,64,IA,Wayne,Millerton,40.85,-93.32,2026-04-27T22:48:33Z
2026-04-23,wind,0214,UNK,MO,Jackson,3 S Independence,39.05,-94.42,2026-04-27T22:48:33Z
2026-04-23,wind,0214,UNK,MO,Jackson,2 SE Courtney,39.13,-94.36,2026-04-27T22:48:33Z
2026-04-23,wind,0214,UNK,MO,Clay,4 W Holt,39.45,-94.43,2026-04-27T22:48:33Z
2026-04-23,wind,0214,UNK,MO,Clinton,6 W Holt,39.46,-94.45,2026-04-27T22:48:33Z
2026-04-23,wind,0214,UNK,MO,Clinton,5 E Trimble,39.46,-94.47,2026-04-27T22:48:33Z
2026-04-23,wind,0214,UNK,MO,Clinton,Plattsburg,39.56,-94.46,2026-04-27T22:48:33Z
2026-04-23,wind,0221,UNK,MO,Clay,3 NW Excelsior Estates,39.41,-94.25,2026-04-27T22:48:33Z
2026-04-23,wind,0223,UNK,MO,Clay,1 WSW Excelsior Springs,39.33,-94.24,2026-04-27T22:48:33Z
2026-04-23,wind,0224,UNK,MO,Clay,2 NW Excelsior Estates,39.41,-94.24,2026-04-27T22:48:33Z
2026-04-23,wind,0224,UNK,MO,Ray,Lawson,39.44,-94.2,2026-04-27T22:48:33Z
2026-04-23,wind,0228,UNK,KS,Leavenworth,4 NE Linwood,39.04,-94.98,2026-04-27T22:48:33Z
2026-04-23,wind,0228,UNK,MO,Ray,1 N Excelsior Estates,39.4,-94.21,2026-04-27T22:48:33Z
2026-04-23,wind,0230,UNK,MO,Lafayette,4 SSW Napoleon,39.08,-94.1,2026-04-27T22:48:33Z
2026-04-23,wind,0230,UNK,MO,Platte,Platte Woods,39.24,-94.65,2026-04-27T22:48:33Z
2026-04-23,wind,0230,67,MO,Clay,1 SSE Kearney,39.36,-94.36,2026-04-27T22:48:33Z
2026-04-23,wind,0230,UNK,MO,Ray,1 N Lawson,39.45,-94.2,2026-04-27T22:48:33Z
2026-04-23,wind,0231,UNK,KS,Miami,7 NW Osawatomie,38.58,-95.04,2026-04-27T22:48:33Z
2026-04-23,wind,0231,UNK,MO,Ray,2 S Orrick,39.19,-94.12,2026-04-27T22:48:33Z
2026-04-23,wind,0231,UNK,MO,Ray,2 NW Fleming,39.21,-94.08,2026-04-27T22:48:33Z
2026-04-23,wind,0234,UNK,MO,Jackson,6 NNW Grandview,38.96,-94.58,2026-04-27T22:48:33Z
2026-04-23,wind,0235,65,OK,Garfield,1 E Douglas,36.26,-97.65,2026-04-27T22:48:33Z
2026-04-23,wind,0238,UNK,MO,Jackson,3 NE Grandview,38.92,-94.49,2026-04-27T22:48:33Z
2026-04-23,wind,0241,65,MO,Clay,4 NW Missouri City,39.28,-94.34,2026-04-27T22:48:33Z
2026-04-23,wind,0244,UNK,MO,Caldwell,Cowgill,39.56,-93.93,2026-04-27T22:48:33Z
2026-04-23,wind,0250,UNK,MO,Ray,1 N Excelsior Estates,39.41,-94.2,2026-04-27T22:48:33Z
2026-04-23,wind,0251,UNK,MO,Clay,1 SE Kearney,39.36,-94.35,2026-04-27T22:48:33Z
2026-04-23,wind,0255,UNK,KS,Linn,4 ESE Parker,38.3,-94.93,2026-04-27T22:48:33Z
2026-04-23,wind,0258,61,WI,Grant,2 N Livingston,42.93,-90.43,2026-04-27T22:48:33Z
2026-04-23,wind,0303,60,KS,Miami,1 ESE Louisburg,38.62,-94.66,2026-04-27T22:48:33Z
2026-04-23,wind,0315,UNK,IA,Wapello,5 ESE Kirkville,41.11,-92.41,2026-04-27T22:48:33Z
2026-04-23,wind,0318,UNK,MO,Cass,4 NNE Freeman,38.67,-94.49,2026-04-27T22:48:33Z
2026-04-23,wind,0330,UNK,IA,Jefferson,Linby,41.15,-92.14,2026-04-27T22:48:33Z
2026-04-23,wind,0334,UNK,MO,Bates,2 NNE Adrian,38.42,-94.34,2026-04-27T22:48:33Z
2026-04-23,wind,0334,UNK,MO,Bates,2 N Adrian,38.43,-94.34,2026-04-27T22:48:33Z
2026-04-23,wind,0345,75,MO,Linn,3 ESE Linneus,39.86,-93.15,2026-04-27T22:48:33Z
2026-04-23,wind,0353,UNK,MO,Linn,3 SSE Brookfield,39.75,-93.06,2026-04-27T22:48:33Z
2026-04-23,wind,0354,UNK,IA,Washington,2 W Kalona,41.49,-91.73,2026-04-27T22:48:33Z
2026-04-23,wind,0355,UNK,IA,Washington,2 N Pleasant Plain,41.18,-91.86,2026-04-27T22:48:33Z
2026-04-23,wind,0355,UNK,IA,Washington,1 W Kalona,41.49,-91.71,2026-04-27T22:48:33Z
2026-04-23,wind,0408,UNK,IA,Johnson,1 ESE Iowa City Municip,41.63,-91.54,2026-04-27T22:48:33Z
2026-04-23,wind,0408,UNK,IA,Johnson,3 ESE Iowa City,41.65,-91.48,2026-04-27T22:48:33Z
2026-04-23,wind,0410,69,IA,Johnson,2 SE Iowa City,41.64,-91.51,2026-04-27T22:48:33Z
2026-04-23,wind,0410,UNK,IA,Johnson,2 SE Iowa City,41.64,-91.51,2026-04-27T22:48:33Z
2026-04-23,wind,0418,UNK,MO,Johnson,1 ESE Knob Noster,38.76,-93.54,2026-04-27T22:48:33Z
2026-04-23,wind,0433,60,IA,Cedar,Tipton,41.77,-91.13,2026-04-27T22:48:33Z
2026-04-23,wind,0438,UNK,IA,Muscatine,1 N Muscatine,41.44,-91.07,2026-04-27T22:48:33Z
2026-04-23,wind,0455,UNK,IA,Clinton,1 ENE Toronto,41.91,-90.84,2026-04-27T22:48:33Z
2026-04-23,wind,0457,UNK,MO,Randolph,2 WNW Moberly,39.43,-92.47,2026-04-27T22:48:33Z
2026-04-23,wind,0511,UNK,MO,Newton,1 N Racine,36.92,-94.53,2026-04-27T22:48:33Z
2026-04-23,wind,0514,UNK,MO,Jasper,2 NNE Iron Gates,37.09,-94.55,2026-04-27T22:48:33Z
2026-04-23,wind,0514,UNK,MO,Jasper,2 WNW Joplin,37.1,-94.55,2026-04-27T22:48:33Z
2026-04-23,wind,0515,70,IA,Scott,Davenport Ariport,41.61,-90.59,2026-04-27T22:48:33Z
2026-04-23,wind,0516,UNK,IA,Scott,1 SSW Mount Joy,41.6,-90.56,2026-04-27T22:48:33Z
2026-04-23,wind,0518,UNK,MO,Jasper,3 SW Airport Drive,37.11,-94.54,2026-04-27T22:48:33Z
2026-04-23,wind,0527,UNK,MO,McDonald,2 W Goodman,36.74,-94.43,2026-04-27T22:48:33Z
2026-04-23,wind,0527,UNK,IA,Jackson,Miles,42.05,-90.32,2026-04-27T22:48:33Z
2026-04-23,wind,0528,UNK,IA,Scott,3 NE Bettendorf,41.56,-90.45,2026-04-27T22:48:33Z
2026-04-23,wind,0530,UNK,MO,Boone,1 WNW Columbia,38.96,-92.35,2026-04-27T22:48:33Z
2026-04-23,wind,0537,60,IL,Jo Daviess,3 N Stockton,42.4,-89.99,2026-04-27T22:48:33Z
2026-04-23,wind,0541,UNK,IL,Carroll,Savanna,42.09,-90.14,2026-04-27T22:48:33Z
2026-04-23,wind,0544,UNK,MO,Newton,3 NW Wentworth,37.02,-94.11,2026-04-27T22:48:33Z
2026-04-23,wind,0612,UNK,MO,Lawrence,1 SSW Mount Vernon,37.09,-93.83,2026-04-27T22:48:33Z
2026-04-23,wind,0618,UNK,MO,McDonald,5 W Anderson,36.66,-94.53,2026-04-27T22:48:33Z
2026-04-23,wind,0625,UNK,MO,Lawrence,1 NNE Chesapeake,37.13,-93.67,2026-04-27T22:48:33Z
2026-04-23,wind,0750,UNK,AR,Washington,2 SSW Fayetteville,36.04,-94.17,2026-04-27T22:48:33Z
2026-04-23,wind,0947,UNK,MO,Douglas,3 WNW Siloam Springs,36.81,-92.12,2026-04-27T22:48:33Z
2026-04-23,wind,1016,62,MO,Howell,1 W West Plains,36.73,-91.87,2026-04-27T22:48:33Z
2026-04-23,hail,1750,100,NE,Dodge,Uehling,41.73,-96.5,2026-04-27T22:48:33Z
2026-04-23,hail,1815,100,NE,Burt,1 S Craig,41.77,-96.36,2026-04-27T22:48:33Z
