report_date,event_type,time_utc,magnitude,state,county,location,lat,lon,captured_at
2026-04-23,hail,1849,150,NE,Saunders,2 S Leshara,41.31,-96.43,2026-04-27T22:48:33Z
2026-04-23,hail,1858,100,NE,Douglas,5 W Washington,41.39,-96.31,2026-04-27T22:48:33Z
2026-04-23,hail,1911,175,NE,Washington,4 WSW Kennard,41.45,-96.27,2026-04-27T22:48:33Z
2026-04-23,hail,1917,175,NE,Seward,Pleasant Dale,40.79,-96.93,2026-04-27T22:48:33Z
2026-04-23,hail,1918,100,NE,Jefferson,1 SSE Fairbury,40.13,-97.17,2026-04-27T22:48:33Z
2026-04-23,hail,1921,175,NE,Jefferson,1 E Fairbury,40.14,-97.16,2026-04-27T22:48:33Z
2026-04-23,hail,1924,175,NE,Jefferson,1 SSE Fairbury,40.13,-97.17,2026-04-27T22:48:33Z
2026-04-23,hail,1924,200,NE,Jefferson,1 ESE Fairbury,40.14,-97.17,2026-04-27T22:48:33Z
2026-04-23,hail,1925,175,NE,Lancaster,2 ESE Pleasant Dale,40.78,-96.89,2026-04-27T22:48:33Z
2026-04-23,hail,1925,125,NE,Lancaster,6 SE Malcolm,40.85,-96.79,2026-04-27T22:48:33Z
2026-04-23,hail,1928,175,NE,Lancaster,5 SE Malcolm,40.86,-96.79,2026-04-27T22:48:33Z
2026-04-23,hail,1935,100,NE,Douglas,Elkhorn,41.28,-96.24,2026-04-27T22:48:33Z
2026-04-23,hail,1936,100,NE,Lancaster,5 W Lincoln,40.83,-96.78,2026-04-27T22:48:33Z
2026-04-23,hail,1937,100,NE,Lancaster,5 W Lincoln,40.83,-96.79,2026-04-27T22:48:33Z
2026-04-23,hail,1937,125,NE,Lancaster,4 NW Lincoln,40.85,-96.74,2026-04-27T22:48:33Z
2026-04-23,hail,1938,100,NE,Lancaster,5 NW Lincoln,40.88,-96.73,2026-04-27T22:48:33Z
2026-04-23,hail,1940,125,NE,Lancaster,6 SE Malcolm,40.85,-96.79,2026-04-27T22:48:33Z
2026-04-23,hail,1941,100,IA,Harrison,Modale,41.62,-96.01,2026-04-27T22:48:33Z
2026-04-23,hail,1942,150,NE,Lancaster,5 N Lincoln,40.88,-96.7,2026-04-27T22:48:33Z
2026-04-23,hail,1951,150,IA,Harrison,4 N Missouri Valley,41.62,-95.9,2026-04-27T22:48:33Z
2026-04-23,hail,1953,125,MN,Meeker,1 E Cedar Mills,44.94,-94.5,2026-04-27T22:48:33Z
2026-04-23,hail,2000,100,NE,Lancaster,2 E Lincoln,40.81,-96.65,2026-04-27T22:48:33Z
2026-04-23,hail,2000,125,IA,Harrison,2 NE Little Sioux,41.83,-96,2026-04-27T22:48:33Z
2026-04-23,hail,2001,100,NE,Lancaster,3 E Lincoln,40.82,-96.64,2026-04-27T22:48:33Z
2026-04-23,hail,2001,100,IA,Harrison,Logan,41.64,-95.79,2026-04-27T22:48:33Z
2026-04-23,hail,2008,150,NE,Lancaster,3 ENE Lincoln,40.83,-96.62,2026-04-27T22:48:33Z
2026-04-23,hail,2008,125,NE,Lancaster,3 ENE Lincoln,40.84,-96.64,2026-04-27T22:48:33Z
2026-04-23,hail,2009,100,NE,Lancaster,4 NE Lincoln,40.84,-96.63,2026-04-27T22:48:33Z
2026-04-23,hail,2011,100,NE,Lancaster,4 E Lincoln,40.82,-96.62,2026-04-27T22:48:33Z
2026-04-23,hail,2015,100,NE,Lancaster,1 N Waverly,40.93,-96.53,2026-04-27T22:48:33Z
2026-04-23,hail,2023,125,NE,Nemaha,Auburn,40.39,-95.84,2026-04-27T22:48:33Z
2026-04-23,hail,2024,100,IA,Buena Vista,2 WNW Alta,42.68,-95.34,2026-04-27T22:48:33Z
2026-04-23,hail,2025,150,NE,Gage,5 ENE Harbine,40.22,-96.88,2026-04-27T22:48:33Z
2026-04-23,hail,2027,100,IA,Harrison,3 ESE Missouri Valley,41.55,-95.85,2026-04-27T22:48:33Z
2026-04-23,hail,2029,100,IA,Woodbury,4 NNE Danbury,42.29,-95.69,2026-04-27T22:48:33Z
2026-04-23,hail,2033,125,NE,Douglas,1 SE Millard,41.19,-96.15,2026-04-27T22:48:33Z
2026-04-23,hail,2035,150,NE,Gage,1 NE Beatrice,40.28,-96.73,2026-04-27T22:48:33Z
2026-04-23,hail,2036,100,IA,Harrison,Dunlap,41.85,-95.6,2026-04-27T22:48:33Z
2026-04-23,hail,2039,100,IA,Crawford,2 SSW Denison,41.99,-95.37,2026-04-27T22:48:33Z
2026-04-23,hail,2040,100,NE,Douglas,1 NE Millard,41.22,-96.14,2026-04-27T22:48:33Z
2026-04-23,hail,2040,150,IA,Ida,4 N Battle Creek,42.38,-95.61,2026-04-27T22:48:33Z
2026-04-23,hail,2041,100,NE,Sarpy,2 WSW La Vista,41.18,-96.07,2026-04-27T22:48:33Z
2026-04-23,hail,2042,100,NE,Sarpy,Chalco,41.19,-96.13,2026-04-27T22:48:33Z
2026-04-23,hail,2043,100,NE,Sarpy,3 SE Chalco,41.15,-96.1,2026-04-27T22:48:33Z
2026-04-23,hail,2044,100,NE,Douglas,2 NW Ralston,41.22,-96.07,2026-04-27T22:48:33Z
2026-04-23,hail,2045,100,IA,Pottawattamie,5 WNW Underwood,41.42,-95.77,2026-04-27T22:48:33Z
2026-04-23,hail,2045,100,IA,Harrison,Logan,41.64,-95.79,2026-04-27T22:48:33Z
2026-04-23,hail,2051,100,IA,Harrison,7 ESE Missouri Valley,41.52,-95.76,2026-04-27T22:48:33Z
2026-04-23,hail,2052,100,IA,Ida,1 S Holstein,42.48,-95.54,2026-04-27T22:48:33Z
2026-04-23,hail,2054,125,NE,Sarpy,1 W La Vista,41.19,-96.07,2026-04-27T22:48:33Z
2026-04-23,hail,2055,100,NE,Douglas,3 E Omaha,41.26,-95.96,2026-04-27T22:48:33Z
2026-04-23,hail,2057,100,IA,Pottawattamie,2 SE Carter Lake,41.27,-95.9,2026-04-27T22:48:33Z
2026-04-23,hail,2059,100,NE,Sarpy,1 NW Chalco,41.19,-96.14,2026-04-27T22:48:33Z
2026-04-23,hail,2107,100,KS,Dickinson,7 N Carlton,38.79,-97.28,2026-04-27T22:48:33Z
2026-04-23,hail,2107,100,IA,Pottawattamie,1 NE Council Bluffs,41.25,-95.85,2026-04-27T22:48:33Z
2026-04-23,hail,2116,100,IA,Harrison,4 S Persia,41.53,-95.57,2026-04-27T22:48:33Z
2026-04-23,hail,2122,150,KS,Dickinson,8 S Abilene,38.8,-97.22,2026-04-27T22:48:33Z
2026-04-23,hail,2128,100,NE,Johnson,4 W Tecumseh,40.36,-96.26,2026-04-27T22:48:33Z
2026-04-23,hail,2134,125,KS,Dickinson,5 SE Carlton,38.64,-97.22,2026-04-27T22:48:33Z
2026-04-23,hail,2135,200,NE,Johnson,3 NNE Tecumseh,40.4,-96.16,2026-04-27T22:48:33Z
2026-04-23,hail,2135,200,NE,Johnson,2 NNE Tecumseh,40.4,-96.18,2026-04-27T22:48:33Z
2026-04-23,hail,2135,175,NE,Johnson,4 NNW Tecumseh,40.43,-96.23,2026-04-27T22:48:33Z
2026-04-23,hail,2135,125,NE,Johnson,Cook,40.51,-96.16,2026-04-27T22:48:33Z
2026-04-23,hail,2136,125,NE,Johnson,1 NE Tecumseh,40.38,-96.18,2026-04-27T22:48:33Z
2026-04-23,hail,2139,100,IA,Shelby,3 SE Westphalia,41.69,-95.36,2026-04-27T22:48:33Z
2026-04-23,hail,2140,175,KS,Dickinson,4 E Carlton,38.69,-97.23,2026-04-27T22:48:33Z
2026-04-23,hail,2148,100,IA,Pottawattamie,5 NW Oakland,41.36,-95.46,2026-04-27T22:48:33Z
2026-04-23,hail,2149,100,IA,Crawford,2 E Aspinwall,41.91,-95.1,2026-04-27T22:48:33Z
2026-04-23,hail,2153,100,IA,Carroll,Arcadia,42.09,-95.04,2026-04-27T22:48:33Z
2026-04-23,hail,2154,100,NE,Pawnee,4 SE Lewiston,40.21,-96.35,2026-04-27T22:48:33Z
2026-04-23,hail,2158,100,KS,Marion,4 S Durham,38.43,-97.23,2026-04-27T22:48:33Z
2026-04-23,hail,2200,100,NE,Otoe,Talmage,40.53,-96.02,2026-04-27T22:48:33Z
2026-04-23,hail,2203,175,KS,Dickinson,Hope,38.69,-97.08,2026-04-27T22:48:33Z
2026-04-23,hail,2203,175,KS,Dickinson,3 W Hope,38.69,-97.13,2026-04-27T22:48:33Z
2026-04-23,hail,2209,100,NE,Johnson,3 WNW Elk Creek,40.31,-96.18,2026-04-27T22:48:33Z
2026-04-23,hail,2211,100,KS,Marion,Hillsboro,38.35,-97.2,2026-04-27T22:48:33Z
2026-04-23,hail,2216,175,KS,Marion,4 E Hillsboro,38.35,-97.13,2026-04-27T22:48:33Z
2026-04-23,hail,2216,100,IA,Calhoun,1 E Rockwell City,42.4,-94.61,2026-04-27T22:48:33Z
2026-04-23,hail,2217,100,KS,Nemaha,Baileyville,39.84,-96.18,2026-04-27T22:48:33Z
2026-04-23,hail,2218,100,IA,Carroll,2 S Willey,41.95,-94.82,2026-04-27T22:48:33Z
2026-04-23,hail,2221,100,KS,Marion,8 N Marion,38.46,-97.02,2026-04-27T22:48:33Z
2026-04-23,hail,2227,175,KS,Marion,8 W Lincolnville,38.49,-97.11,2026-04-27T22:48:33Z
2026-04-23,hail,2235,175,KS,Marshall,2 WNW Frankfort,39.71,-96.46,2026-04-27T22:48:33Z
2026-04-23,hail,2235,100,NE,Richardson,3 W Humboldt,40.16,-96,2026-04-27T22:48:33Z
2026-04-23,hail,2239,175,KS,Marion,Lincolnville,38.49,-96.96,2026-04-27T22:48:33Z
2026-04-23,hail,2240,150,KS,Marion,2 SW Marion,38.33,-97.04,2026-04-27T22:48:33Z
2026-04-23,hail,2246,200,KS,Sumner,8 SSW Mayfield,37.16,-97.59,2026-04-27T22:48:33Z
2026-04-23,hail,2248,100,KS,Morris,Burdick,38.56,-96.85,2026-04-27T22:48:33Z
2026-04-23,hail,2250,350,KS,Sumner,7 SSW Mayfield,37.17,-97.59,2026-04-27T22:48:33Z
2026-04-23,hail,2250,400,KS,Marion,6 SSW Marion,38.28,-97.08,2026-04-27T22:48:33Z
2026-04-23,hail,2253,250,KS,Sumner,5 S Mayfield,37.2,-97.55,2026-04-27T22:48:33Z
2026-04-23,hail,2255,275,KS,Marion,1 NNE Marion,38.36,-97.01,2026-04-27T22:48:33Z
2026-04-23,hail,2256,275,KS,Marion,4 ESE Marion,38.32,-96.95,2026-04-27T22:48:33Z
2026-04-23,hail,2258,100,MO,Atchison,6 ENE Watson,40.51,-95.53,2026-04-27T22:48:33Z
2026-04-23,hail,2308,125,KS,Chase,4 NNW Cedar Point,38.32,-96.84,2026-04-27T22:48:33Z
2026-04-23,hail,2313,100,KS,Sumner,3 W Wellington,37.26,-97.46,2026-04-27T22:48:33Z
2026-04-23,hail,2315,250,OK,Grant,3 S Renfrow,36.88,-97.66,2026-04-27T22:48:33Z
2026-04-23,hail,2315,150,KS,Marion,Peabody,38.17,-97.11,2026-04-27T22:48:33Z
2026-04-23,hail,2317,225,KS,Marion,Peabody,38.17,-97.11,2026-04-27T22:48:33Z
2026-04-23,hail,2320,275,OK,Grant,5 NW Deer Creek,36.86,-97.58,2026-04-27T22:48:33Z
2026-04-23,hail,2322,200,OK,Grant,5 S Renfrow,36.85,-97.65,2026-04-27T22:48:33Z
2026-04-23,hail,2329,125,KS,Marion,Florence,38.24,-96.93,2026-04-27T22:48:33Z
2026-04-23,hail,2338,175,OK,Kay,6 W Braman,36.9,-97.45,2026-04-27T22:48:33Z
2026-04-23,hail,2344,100,MN,Freeborn,Albert Lea,43.65,-93.37,2026-04-27T22:48:33Z
2026-04-23,hail,2346,100,NE,Richardson,Falls City,40.07,-95.6,2026-04-27T22:48:33Z
2026-04-23,hail,2355,125,KS,Shawnee,4 W Topeka,39.02,-95.76,2026-04-27T22:48:33Z
2026-04-23,hail,2356,300,OK,Kay,6 W Braman,36.92,-97.44,2026-04-27T22:48:33Z
2026-04-23,hail,0003,100,KS,Butler,5 E Elbing,38.05,-97.03,2026-04-27T22:48:33Z
2026-04-23,hail,0006,100,MO,Holt,Mound City,40.14,-95.23,2026-04-27T22:48:33Z
2026-04-23,hail,0007,100,KS,Butler,2 SW Burns,38.07,-96.91,2026-04-27T22:48:33Z
2026-04-23,hail,0015,375,OK,Kay,4 W Braman,36.93,-97.41,2026-04-27T22:48:33Z
2026-04-23,hail,0015,200,KS,Butler,Elbing,38.05,-97.13,2026-04-27T22:48:33Z
2026-04-23,hail,0024,100,KS,Chase,9 NE Matfield Green,38.22,-96.43,2026-04-27T22:48:33Z
2026-04-23,hail,0045,125,KS,Shawnee,2 NE Pauline,38.99,-95.66,2026-04-27T22:48:33Z
2026-04-23,hail,0048,100,OK,Grant,Pond Creek,36.67,-97.8,2026-04-27T22:48:33Z
2026-04-23,hail,0055,125,KS,Butler,5 NNW Benton,37.86,-97.14,2026-04-27T22:48:33Z
2026-04-23,hail,0100,125,KS,Butler,Benton,37.79,-97.11,2026-04-27T22:48:33Z
2026-04-23,hail,0103,100,MO,Gentry,Stanberry,40.22,-94.54,2026-04-27T22:48:33Z
2026-04-23,hail,0108,100,IA,Polk,1 NE Saylorville,41.69,-93.61,2026-04-27T22:48:33Z
2026-04-23,hail,0115,100,KS,Butler,Andover,37.69,-97.14,2026-04-27T22:48:33Z
2026-04-23,hail,0115,100,KS,Greenwood,2 SW Madison,38.11,-96.16,2026-04-27T22:48:33Z
2026-04-23,hail,0117,125,OK,Grant,6 N Hunter,36.66,-97.68,2026-04-27T22:48:33Z
2026-04-23,hail,0123,100,KS,Butler,2 E Andover,37.69,-97.1,2026-04-27T22:48:33Z
2026-04-23,hail,0123,100,KS,Butler,Towanda,37.8,-97,2026-04-27T22:48:33Z
2026-04-23,hail,0132,100,OK,Comanche,5 W Lawton,34.61,-98.49,2026-04-27T22:48:33Z
2026-04-23,hail,0133,100,OK,Grant,Lamont,36.69,-97.56,2026-04-27T22:48:33Z
2026-04-23,hail,0134,100,OK,Comanche,Lawton,34.61,-98.39,2026-04-27T22:48:33Z
2026-04-23,hail,0137,100,OK,Comanche,3 NE Lawton,34.63,-98.35,2026-04-27T22:48:33Z
2026-04-23,hail,0202,100,MO,Jackson,2 S Kansas City,39.07,-94.58,2026-04-27T22:48:33Z
2026-04-23,hail,0235,275,OK,Garfield,1 E Douglas,36.26,-97.65,2026-04-27T22:48:33Z
2026-04-23,hail,0248,100,KS,Johnson,2 E Gardner,38.8,-94.9,2026-04-27T22:48:33Z
2026-04-23,hail,0320,175,OK,Noble,5 N Orlando,36.22,-97.37,2026-04-27T22:48:33Z
2026-04-23,hail,0402,175,OK,Noble,4 SW Morrison,36.25,-97.07,2026-04-27T22:48:33Z
2026-04-23,hail,0451,100,OK,Payne,5 SW Morrison,36.24,-97.08,2026-04-27T22:48:33Z
2026-04-22,tornado,2225,UNK,IL,Iroquois,5 NE Donovan,40.93,-87.54,2026-04-27T22:48:33Z
2026-04-22,wind,1230,67,UT,Salt Lake,Salt Lake City Weather,40.77,-111.95,2026-04-27T22:48:33Z
2026-04-22,wind,2130,UNK,SD,McPherson,6 NNE Eureka,45.85,-99.58,2026-04-27T22:48:33Z
2026-04-22,wind,2135,62,SD,McPherson,5 NW Long Lake,45.91,-99.26,2026-04-27T22:48:33Z
2026-04-22,wind,2210,59,MT,Garfield,7 WSW Crow Rock,46.89,-106.21,2026-04-27T22:48:33Z
2026-04-22,wind,2219,58,SD,Custer,8 SSW Folsom,43.73,-102.91,2026-04-27T22:48:33Z
2026-04-22,wind,2234,67,SD,Custer,8 SSW Folsom,43.73,-102.91,2026-04-27T22:48:33Z
2026-04-22,wind,2254,64,MT,Garfield,2 WNW Jordan,47.33,-106.95,2026-04-27T22:48:33Z
2026-04-22,wind,2255,74,SD,Pennington,6 ESE Scenic,43.76,-102.44,2026-04-27T22:48:33Z
2026-04-22,wind,2258,UNK,TX,Jackson,15 NW Ganado,29.2,-96.68,2026-04-27T22:48:33Z
2026-04-22,wind,2300,65,MT,Rosebud,9 ENE Bascom,46.7,-106.59,2026-04-27T22:48:33Z
2026-04-22,wind,2305,59,SD,Pennington,3 NW Wasta,44.1,-102.5,2026-04-27T22:48:33Z
2026-04-22,wind,2310,76,SD,Pennington,3 NW Wasta,44.1,-102.5,2026-04-27T22:48:33Z
2026-04-22,wind,2313,68,SD,Pennington,3 NNW Scenic,43.82,-102.58,2026-04-27T22:48:33Z
2026-04-22,wind,2315,58,SD,Pennington,Wasta,44.07,-102.45,2026-04-27T22:48:33Z
2026-04-22,wind,2320,62,SD,Meade,11 SSE Hereford,44.23,-102.83,2026-04-27T22:48:33Z
2026-04-22,wind,2325,59,SD,Pennington,3 NW Wasta,44.1,-102.5,2026-04-27T22:48:33Z
2026-04-22,wind,2330,70,SD,Pennington,3 NW Wasta,44.1,-102.5,2026-04-27T22:48:33Z
2026-04-22,wind,2330,68,SD,Meade,2 E Elm Springs,44.31,-102.49,2026-04-27T22:48:33Z
2026-04-22,wind,2340,65,SD,Pennington,3 NW Wasta,44.1,-102.5,2026-04-27T22:48:33Z
2026-04-22,wind,2345,74,SD,Pennington,8 S Wall,43.88,-102.24,2026-04-27T22:48:33Z
2026-04-22,wind,2350,61,SD,Jackson,4 E Cactus Flat,43.84,-101.82,2026-04-27T22:48:33Z
2026-04-22,wind,0000,66,MT,McCone,13 E Haxby,47.74,-106.15,2026-04-27T22:48:33Z
2026-04-22,wind,0015,58,MT,McCone,14 W Vida,47.8,-105.79,2026-04-27T22:48:33Z
2026-04-22,wind,0016,60,SD,Ziebach,2 SW Bridger,44.53,-101.93,2026-04-27T22:48:33Z
2026-04-22,wind,0035,64,SD,Sully,7 N Okobojo Creek Rec A,44.71,-100.45,2026-04-27T22:48:33Z
2026-04-22,wind,0035,60,MT,McCone,9 NE Vida,47.92,-105.35,2026-04-27T22:48:33Z
2026-04-22,wind,0045,58,MT,Richland,2 E Enid,47.7,-104.73,2026-04-27T22:48:33Z
2026-04-22,wind,0048,66,MT,McCone,2 E Fort Peck,48.01,-106.4,2026-04-27T22:48:33Z
2026-04-22,wind,0050,60,MT,Richland,4 WNW Midway,47.53,-104.39,2026-04-27T22:48:33Z
2026-04-22,wind,0050,61,MT,Richland,3 W Crane,47.57,-104.32,2026-04-27T22:48:33Z
2026-04-22,wind,0055,58,MT,Roosevelt,5 N Poplar,48.18,-105.22,2026-04-27T22:48:33Z
2026-04-22,wind,0100,59,MT,Richland,12 SSE Sprole,47.95,-104.94,2026-04-27T22:48:33Z
2026-04-22,wind,0115,59,MT,Richland,2 SW Savage,47.43,-104.37,2026-04-27T22:48:33Z
2026-04-22,wind,0120,58,SD,Potter,3 SSE Whitlocks Bay Rec,45.01,-100.24,2026-04-27T22:48:33Z
2026-04-22,wind,0120,62,MT,Roosevelt,6 NNW Fort Kipp,48.22,-104.77,2026-04-27T22:48:33Z
2026-04-22,wind,0145,70,SD,Walworth,4 ESE Akaska,45.31,-100.06,2026-04-27T22:48:33Z
2026-04-22,wind,0149,62,SD,Walworth,5 SW Java,45.45,-99.96,2026-04-27T22:48:33Z
2026-04-22,wind,0150,64,MT,Sheridan,10 W Medicine Lake,48.52,-104.73,2026-04-27T22:48:33Z
2026-04-22,wind,0158,72,ND,McIntosh,5 W Wishek,46.26,-99.67,2026-04-27T22:48:33Z
2026-04-22,wind,0158,64,MT,Sheridan,2 SE Medicine Lake,48.49,-104.48,2026-04-27T22:48:33Z
2026-04-22,wind,0209,67,SD,Walworth,5 SW Java,45.45,-99.96,2026-04-27T22:48:33Z
2026-04-22,wind,0210,71,MT,Sheridan,10 W Medicine Lake,48.52,-104.73,2026-04-27T22:48:33Z
2026-04-22,wind,0219,68,SD,Walworth,5 SW Java,45.45,-99.96,2026-04-27T22:48:33Z
2026-04-22,wind,0220,64,MT,Roosevelt,4 NNE Bredette,48.55,-105.26,2026-04-27T22:48:33Z
2026-04-22,wind,0230,58,MT,Sheridan,6 S Comertown,48.81,-104.25,2026-04-27T22:48:33Z
2026-04-22,wind,0230,60,MT,Daniels,1 N Navajo,48.81,-105.06,2026-04-27T22:48:33Z
2026-04-22,wind,0235,71,MT,Sheridan,2 ENE Plentywood,48.79,-104.52,2026-04-27T22:48:33Z
2026-04-22,wind,0239,UNK,SD,Campbell,5 E Pollock,45.91,-100.19,2026-04-27T22:48:33Z
2026-04-22,wind,0244,59,SD,Campbell,2 N Herreid,45.87,-100.07,2026-04-27T22:48:33Z
2026-04-22,wind,0258,66,MT,Sheridan,2 SE Medicine Lake,48.49,-104.48,2026-04-27T22:48:33Z
2026-04-22,wind,0300,58,MT,Daniels,6 NW Scobey,48.86,-105.5,2026-04-27T22:48:33Z
2026-04-22,wind,0303,60,ND,Ramsey,1 E Brocket,48.21,-98.33,2026-04-27T22:48:33Z
2026-04-22,wind,0306,67,ND,McIntosh,7 W Venturia,46.01,-99.69,2026-04-27T22:48:33Z
2026-04-22,wind,0332,59,ND,Emmons,8 ENE Fort Yates,46.13,-100.47,2026-04-27T22:48:33Z
2026-04-22,wind,0355,60,MT,Custer,3 NW Miles City,46.43,-105.88,2026-04-27T22:48:33Z
2026-04-22,wind,0358,58,ND,Benson,2 N Maddock,47.99,-99.53,2026-04-27T22:48:33Z
2026-04-22,wind,0415,58,SD,Walworth,5 SW Java,45.45,-99.96,2026-04-27T22:48:33Z
2026-04-22,wind,0415,58,SD,McPherson,10 W Long Lake,45.88,-99.41,2026-04-27T22:48:33Z
2026-04-22,wind,0541,UNK,IL,Carroll,Savanna,42.09,-90.14,2026-04-27T22:48:33Z
2026-04-22,wind,0606,58,SD,McPherson,10 SW Long Lake,45.77,-99.36,2026-04-27T22:48:33Z
2026-04-22,hail,1920,100,IN,Kosciusko,1 W Sevastopol,41.13,-86.04,2026-04-27T22:48:33Z
2026-04-22,hail,2014,100,IN,Allen,4 S Leo-Cedarville,41.16,-85.02,2026-04-27T22:48:33Z
2026-04-22,hail,2018,100,IN,Miami,Denver,40.86,-86.08,2026-04-27T22:48:33Z
2026-04-22,hail,2106,100,OH,Henry,1 N Napoleon,41.41,-84.13,2026-04-27T22:48:33Z
2026-04-22,hail,2107,100,OH,Franklin,Dublin,40.1,-83.11,2026-04-27T22:48:33Z
2026-04-22,hail,2107,100,OH,Franklin,3 SSE Powell,40.12,-83.06,2026-04-27T22:48:33Z
2026-04-22,hail,2110,125,OH,Franklin,2 WNW Worthington,40.1,-83.06,2026-04-27T22:48:33Z
2026-04-22,hail,2135,100,OH,Putnam,2 ESE Miller City,41.09,-84.09,2026-04-27T22:48:33Z
2026-04-22,hail,2135,100,OH,Putnam,Miller City,41.1,-84.13,2026-04-27T22:48:33Z
2026-04-22,hail,2137,100,OH,Putnam,3 E Miller City,41.1,-84.08,2026-04-27T22:48:33Z
2026-04-22,hail,2141,100,OH,Franklin,1 NW Minerva Park,40.09,-82.95,2026-04-27T22:48:33Z
2026-04-22,hail,2142,100,OH,Franklin,4 E Upper Arlington,40.02,-82.99,2026-04-27T22:48:33Z
2026-04-22,hail,2145,100,OH,Putnam,2 W West Leipsic,41.1,-84.05,2026-04-27T22:48:33Z
2026-04-22,hail,2150,100,OH,Putnam,2 SSW Leipsic,41.08,-84,2026-04-27T22:48:33Z
2026-04-22,hail,2209,150,OH,Seneca,Fostoria,41.16,-83.41,2026-04-27T22:48:33Z
2026-04-22,hail,2209,100,OH,Seneca,Fostoria,41.16,-83.42,2026-04-27T22:48:33Z
2026-04-22,hail,2210,100,OH,Logan,1 E Russells Point,40.47,-83.87,2026-04-27T22:48:33Z
2026-04-22,hail,2230,125,TX,Brazos,6 NW Navasota,30.46,-96.16,2026-04-27T22:48:33Z
2026-04-22,hail,0805,125,NE,Lancaster,3 NE Lincoln,40.84,-96.64,2026-04-27T22:48:33Z
2026-04-21,tornado,2110,UNK,CA,Fresno,5 NE Kerman,36.77,-119.99,2026-04-27T22:48:33Z
2026-04-21,tornado,2230,UNK,CA,Merced,3 WSW Atwater,37.33,-120.65,2026-04-27T22:48:33Z
2026-04-21,tornado,0009,UNK,CA,Fresno,8 ENE Clovis,36.88,-119.57,2026-04-27T22:48:33Z
2026-04-21,tornado,0133,UNK,CA,Tulare,Terra Bella,35.96,-119.05,2026-04-27T22:48:33Z
2026-04-21,tornado,0138,UNK,CA,Fresno,11 ENE Clovis,36.9,-119.52,2026-04-27T22:48:33Z
2026-04-21,wind,2255,UNK,CA,Merced,4 NE Livingston,37.43,-120.67,2026-04-27T22:48:33Z
2026-04-21,wind,2300,UNK,CA,Merced,3 WSW Atwater,37.34,-120.65,2026-04-27T22:48:33Z
2026-04-21,wind,0532,59,NV,Elko,2 S Ruby Lake,40.17,-115.49,2026-04-27T22:48:33Z
2026-04-21,hail,1721,100,WI,Milwaukee,Greenfield,42.96,-88.01,2026-04-27T22:48:33Z
2026-04-21,hail,1724,100,WI,Milwaukee,2 WSW Saint Francis,42.96,-87.9,2026-04-27T22:48:33Z
2026-04-21,hail,1726,100,WI,Milwaukee,3 W Saint Francis,42.95,-87.92,2026-04-27T22:48:33Z
2026-04-21,hail,1756,100,WI,Racine,4 SE Wind Lake,42.77,-88.13,2026-04-27T22:48:33Z
2026-04-21,hail,1819,100,WI,Racine,2 SE Elmwood Park,42.67,-87.81,2026-04-27T22:48:33Z
2026-04-21,hail,2236,100,CA,Madera,6 NE Firebaugh,36.91,-120.38,2026-04-27T22:48:33Z
2026-04-21,hail,0035,100,CA,Tulare,3 NNE Orange Cove,36.66,-119.3,2026-04-27T22:48:33Z
