filed,kind,title,url,captured_at
2026-04-24T10:25:51Z,press,JSW & JFE Unveil “JSW JFE Steel Ltd”: A New Chapter in India’s Steel Story,https://worldsteel.org/media/industry-member-news/2026-member-news/jsw-jfe-unveil-jsw-jfe-steel-ltd-a-new-chapter-in-indias-steel-story/,2026-04-27T22:57:01
2026-04-23T10:24:40Z,production,March 2026 crude steel production,https://worldsteel.org/media/press-releases/2026/march-2026-crude-steel-production/,2026-04-27T22:57:01
2026-04-23T09:07:22Z,press,"POSCO to build integrated steel mill in India via joint venture, securing a strategic bold move for future competitiveness",https://worldsteel.org/media/industry-member-news/2026-member-news/posco-to-build-integrated-steel-mill-in-india-via-joint-venture-securing-a-strategic-bold-move-for-future-competitiveness/,2026-04-27T22:57:01
2026-04-23T08:52:51Z,sustainability,"ArcelorMittal publishes its 2025 Sustainability Report: Safer, smarter growth",https://worldsteel.org/media/industry-member-news/2026-member-news/arcelormittal-publishes-its-2025-sustainability-report-safer-smarter-growth/,2026-04-27T22:57:01
2026-04-22T09:20:06Z,press,Tata Steel Partners with Google Cloud To Deploy a Unified Agentic AI Across its Global Value Chain,https://worldsteel.org/media/industry-member-news/2026-member-news/tata-steel-partners-with-google-cloud-to-deploy-a-unified-agentic-ai-across-its-global-value-chain/,2026-04-27T22:57:01
2026-04-22T08:29:53Z,press,U. S. Steel Launches “Steel on the Move” National Tour Featuring 125th Anniversary “Forging Our Future” Exhibit,https://worldsteel.org/media/industry-member-news/2026-member-news/u-s-steel-launches-steel-on-the-move-national-tour-featuring-125th-anniversary-forging-our-future-exhibit/,2026-04-27T22:57:01
2026-04-21T06:28:27Z,press,Baku Steel Company at Tube 2026 in Germany,https://worldsteel.org/media/industry-member-news/2026-member-news/baku-steel-company-at-tube-2026-in-germany/,2026-04-27T22:57:01
2026-04-20T09:53:05Z,press,JSW Steel and POSCO form landmark joint venture to set up 6 MTPA integrated steel plant in India,https://worldsteel.org/media/industry-member-news/2026-member-news/jsw-steel-and-posco-form-landmark-joint-venture-to-set-up-6-mtpa-integrated-steel-plant-in-india-2/,2026-04-27T22:57:01
2026-04-20T09:48:13Z,press,JSW Steel and POSCO form landmark joint venture to set up 6 MTPA integrated steel plant in India,https://worldsteel.org/media/industry-member-news/2026-member-news/jsw-steel-and-posco-form-landmark-joint-venture-to-set-up-6-mtpa-integrated-steel-plant-in-india/,2026-04-27T22:57:01
2026-04-14T14:05:56Z,governance,worldsteel welcomes new members and new Director General,https://worldsteel.org/media/press-releases/2026/worldsteel-welcomes-new-members-and-new-director-general/,2026-04-27T22:57:01
