time_tag,satellite,flux,observed_flux,flare_class,captured_at
2026-04-27T20:52:00Z,18,3.143e-08,3.647e-08,A3.6,2026-04-27T23:11:52Z
2026-04-27T20:52:00Z,18,1.051e-06,1.063e-06,C1.1,2026-04-27T23:11:52Z
2026-04-27T20:51:00Z,18,2.372e-08,2.897e-08,A2.9,2026-04-27T23:11:52Z
2026-04-27T20:51:00Z,18,9.822e-07,9.942e-07,B9.9,2026-04-27T23:11:52Z
2026-04-27T20:50:00Z,18,1.662e-08,2.182e-08,A2.2,2026-04-27T23:11:52Z
2026-04-27T20:50:00Z,18,9.059e-07,9.178e-07,B9.2,2026-04-27T23:11:52Z
2026-04-27T20:49:00Z,18,1.118e-08,1.665e-08,A1.7,2026-04-27T23:11:52Z
2026-04-27T20:49:00Z,18,8.343e-07,8.461e-07,B8.5,2026-04-27T23:11:52Z
2026-04-27T20:48:00Z,18,1.032e-08,1.560e-08,A1.6,2026-04-27T23:11:52Z
2026-04-27T20:48:00Z,18,8.371e-07,8.489e-07,B8.5,2026-04-27T23:11:52Z
2026-04-27T20:47:00Z,18,1.168e-08,1.711e-08,A1.7,2026-04-27T23:11:52Z
2026-04-27T20:47:00Z,18,8.322e-07,8.441e-07,B8.4,2026-04-27T23:11:52Z
2026-04-27T20:46:00Z,18,1.172e-08,1.714e-08,A1.7,2026-04-27T23:11:52Z
2026-04-27T20:46:00Z,18,8.081e-07,8.202e-07,B8.2,2026-04-27T23:11:52Z
2026-04-27T20:45:00Z,18,8.073e-09,1.331e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T20:45:00Z,18,7.750e-07,7.878e-07,B7.9,2026-04-27T23:11:52Z
2026-04-27T20:44:00Z,18,6.975e-09,1.220e-08,A1.2,2026-04-27T23:11:52Z
2026-04-27T20:44:00Z,18,7.579e-07,7.708e-07,B7.7,2026-04-27T23:11:52Z
2026-04-27T20:43:00Z,18,7.566e-09,1.280e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T20:43:00Z,18,7.555e-07,7.681e-07,B7.7,2026-04-27T23:11:52Z
2026-04-27T20:42:00Z,18,5.752e-09,1.110e-08,A1.1,2026-04-27T23:11:52Z
2026-04-27T20:42:00Z,18,7.651e-07,7.779e-07,B7.8,2026-04-27T23:11:52Z
2026-04-27T20:41:00Z,18,8.054e-09,1.352e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T20:41:00Z,18,7.924e-07,8.052e-07,B8.1,2026-04-27T23:11:52Z
2026-04-27T20:40:00Z,18,1.347e-08,1.906e-08,A1.9,2026-04-27T23:11:52Z
2026-04-27T20:40:00Z,18,8.286e-07,8.413e-07,B8.4,2026-04-27T23:11:52Z
2026-04-27T20:39:00Z,18,9.090e-09,1.447e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T20:39:00Z,18,7.873e-07,7.999e-07,B8.0,2026-04-27T23:11:52Z
2026-04-27T20:38:00Z,18,7.642e-09,1.330e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T20:38:00Z,18,7.658e-07,7.783e-07,B7.8,2026-04-27T23:11:52Z
2026-04-27T20:37:00Z,18,8.866e-09,1.415e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T20:37:00Z,18,7.708e-07,7.833e-07,B7.8,2026-04-27T23:11:52Z
2026-04-27T20:36:00Z,18,8.563e-09,1.389e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T20:36:00Z,18,7.706e-07,7.830e-07,B7.8,2026-04-27T23:11:52Z
2026-04-27T20:35:00Z,18,8.750e-09,1.426e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T20:35:00Z,18,7.774e-07,7.899e-07,B7.9,2026-04-27T23:11:52Z
2026-04-27T20:34:00Z,18,9.271e-09,1.460e-08,A1.5,2026-04-27T23:11:52Z
2026-04-27T20:34:00Z,18,7.849e-07,7.974e-07,B8.0,2026-04-27T23:11:52Z
2026-04-27T20:33:00Z,18,9.351e-09,1.469e-08,A1.5,2026-04-27T23:11:52Z
2026-04-27T20:33:00Z,18,7.700e-07,7.825e-07,B7.8,2026-04-27T23:11:52Z
2026-04-27T20:32:00Z,18,7.573e-09,1.329e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T20:32:00Z,18,7.680e-07,7.806e-07,B7.8,2026-04-27T23:11:52Z
2026-04-27T20:31:00Z,18,8.482e-09,1.383e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T20:31:00Z,18,7.588e-07,7.712e-07,B7.7,2026-04-27T23:11:52Z
2026-04-27T20:30:00Z,18,5.818e-09,1.104e-08,A1.1,2026-04-27T23:11:52Z
2026-04-27T20:30:00Z,18,7.432e-07,7.557e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T20:29:00Z,18,6.023e-09,1.153e-08,A1.2,2026-04-27T23:11:52Z
2026-04-27T20:29:00Z,18,7.473e-07,7.596e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T20:28:00Z,18,6.256e-09,1.161e-08,A1.2,2026-04-27T23:11:52Z
2026-04-27T20:28:00Z,18,7.381e-07,7.508e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T20:27:00Z,18,5.320e-09,1.070e-08,A1.1,2026-04-27T23:11:52Z
2026-04-27T20:27:00Z,18,7.402e-07,7.530e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T20:26:00Z,18,4.330e-09,9.964e-09,—,2026-04-27T23:11:52Z
2026-04-27T20:26:00Z,18,7.452e-07,7.582e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T20:25:00Z,18,7.646e-09,1.321e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T20:25:00Z,18,7.512e-07,7.641e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T20:24:00Z,18,6.529e-09,1.162e-08,A1.2,2026-04-27T23:11:52Z
2026-04-27T20:24:00Z,18,7.568e-07,7.696e-07,B7.7,2026-04-27T23:11:52Z
2026-04-27T20:23:00Z,18,8.263e-09,1.362e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T20:23:00Z,18,7.546e-07,7.675e-07,B7.7,2026-04-27T23:11:52Z
2026-04-27T20:22:00Z,18,8.200e-09,1.383e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T20:22:00Z,18,7.508e-07,7.639e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T20:21:00Z,18,8.647e-09,1.394e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T20:21:00Z,18,7.495e-07,7.625e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T20:20:00Z,18,8.453e-09,1.395e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T20:20:00Z,18,7.452e-07,7.582e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T20:19:00Z,18,7.157e-09,1.283e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T20:19:00Z,18,7.247e-07,7.377e-07,B7.4,2026-04-27T23:11:52Z
2026-04-27T20:18:00Z,18,6.193e-09,1.173e-08,A1.2,2026-04-27T23:11:52Z
2026-04-27T20:18:00Z,18,7.189e-07,7.318e-07,B7.3,2026-04-27T23:11:52Z
2026-04-27T20:17:00Z,18,5.798e-09,1.137e-08,A1.1,2026-04-27T23:11:52Z
2026-04-27T20:17:00Z,18,7.239e-07,7.368e-07,B7.4,2026-04-27T23:11:52Z
2026-04-27T20:16:00Z,18,5.661e-09,1.125e-08,A1.1,2026-04-27T23:11:52Z
2026-04-27T20:16:00Z,18,7.291e-07,7.417e-07,B7.4,2026-04-27T23:11:52Z
2026-04-27T20:15:00Z,18,6.633e-09,1.205e-08,A1.2,2026-04-27T23:11:52Z
2026-04-27T20:15:00Z,18,7.342e-07,7.465e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T20:14:00Z,18,8.007e-09,1.332e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T20:14:00Z,18,7.456e-07,7.581e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T20:13:00Z,18,7.892e-09,1.302e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T20:13:00Z,18,7.563e-07,7.687e-07,B7.7,2026-04-27T23:11:52Z
2026-04-27T20:12:00Z,18,9.720e-09,1.500e-08,A1.5,2026-04-27T23:11:52Z
2026-04-27T20:12:00Z,18,7.484e-07,7.609e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T20:11:00Z,18,7.696e-09,1.305e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T20:11:00Z,18,7.328e-07,7.450e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T20:10:00Z,18,5.875e-09,1.135e-08,A1.1,2026-04-27T23:11:52Z
2026-04-27T20:10:00Z,18,7.200e-07,7.325e-07,B7.3,2026-04-27T23:11:52Z
2026-04-27T20:09:00Z,18,6.870e-09,1.233e-08,A1.2,2026-04-27T23:11:52Z
2026-04-27T20:09:00Z,18,7.187e-07,7.311e-07,B7.3,2026-04-27T23:11:52Z
2026-04-27T20:08:00Z,18,7.515e-09,1.303e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T20:08:00Z,18,7.182e-07,7.306e-07,B7.3,2026-04-27T23:11:52Z
2026-04-27T20:07:00Z,18,7.403e-09,1.287e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T20:07:00Z,18,7.266e-07,7.391e-07,B7.4,2026-04-27T23:11:52Z
2026-04-27T20:06:00Z,18,7.488e-09,1.294e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T20:06:00Z,18,7.409e-07,7.537e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T20:05:00Z,18,9.149e-09,1.467e-08,A1.5,2026-04-27T23:11:52Z
2026-04-27T20:05:00Z,18,7.652e-07,7.780e-07,B7.8,2026-04-27T23:11:52Z
2026-04-27T20:04:00Z,18,1.091e-08,1.602e-08,A1.6,2026-04-27T23:11:52Z
2026-04-27T20:04:00Z,18,7.863e-07,7.991e-07,B8.0,2026-04-27T23:11:52Z
2026-04-27T20:03:00Z,18,1.051e-08,1.602e-08,A1.6,2026-04-27T23:11:52Z
2026-04-27T20:03:00Z,18,8.050e-07,8.178e-07,B8.2,2026-04-27T23:11:52Z
2026-04-27T20:02:00Z,18,1.525e-08,2.076e-08,A2.1,2026-04-27T23:11:52Z
2026-04-27T20:02:00Z,18,8.476e-07,8.604e-07,B8.6,2026-04-27T23:11:52Z
2026-04-27T20:01:00Z,18,1.895e-08,2.471e-08,A2.5,2026-04-27T23:11:52Z
2026-04-27T20:01:00Z,18,8.514e-07,8.641e-07,B8.6,2026-04-27T23:11:52Z
2026-04-27T20:00:00Z,18,1.237e-08,1.818e-08,A1.8,2026-04-27T23:11:52Z
2026-04-27T20:00:00Z,18,7.790e-07,7.914e-07,B7.9,2026-04-27T23:11:52Z
2026-04-27T19:59:00Z,18,1.075e-08,1.651e-08,A1.7,2026-04-27T23:11:52Z
2026-04-27T19:59:00Z,18,7.608e-07,7.734e-07,B7.7,2026-04-27T23:11:52Z
2026-04-27T19:58:00Z,18,1.177e-08,1.713e-08,A1.7,2026-04-27T23:11:52Z
2026-04-27T19:58:00Z,18,7.751e-07,7.874e-07,B7.9,2026-04-27T23:11:52Z
2026-04-27T19:57:00Z,18,1.283e-08,1.804e-08,A1.8,2026-04-27T23:11:52Z
2026-04-27T19:57:00Z,18,7.784e-07,7.908e-07,B7.9,2026-04-27T23:11:52Z
2026-04-27T19:56:00Z,18,8.756e-09,1.412e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T19:56:00Z,18,7.445e-07,7.572e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T19:55:00Z,18,8.928e-09,1.404e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T19:55:00Z,18,7.462e-07,7.588e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T19:54:00Z,18,9.351e-09,1.475e-08,A1.5,2026-04-27T23:11:52Z
2026-04-27T19:54:00Z,18,7.466e-07,7.590e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T19:53:00Z,18,7.446e-09,1.263e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T19:53:00Z,18,7.426e-07,7.552e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T19:52:00Z,18,7.044e-09,1.242e-08,A1.2,2026-04-27T23:11:52Z
2026-04-27T19:52:00Z,18,7.383e-07,7.508e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T19:51:00Z,18,8.807e-09,1.408e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T19:51:00Z,18,7.372e-07,7.497e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T19:50:00Z,18,7.790e-09,1.350e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T19:50:00Z,18,7.372e-07,7.499e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T19:49:00Z,18,8.688e-09,1.431e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T19:49:00Z,18,7.454e-07,7.580e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T19:48:00Z,18,6.734e-09,1.236e-08,A1.2,2026-04-27T23:11:52Z
2026-04-27T19:48:00Z,18,7.328e-07,7.455e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T19:47:00Z,18,7.231e-09,1.247e-08,A1.2,2026-04-27T23:11:52Z
2026-04-27T19:47:00Z,18,7.328e-07,7.454e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T19:46:00Z,18,8.596e-09,1.380e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T19:46:00Z,18,7.386e-07,7.513e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T19:45:00Z,18,7.317e-09,1.269e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T19:45:00Z,18,7.390e-07,7.518e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T19:44:00Z,18,8.226e-09,1.348e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T19:44:00Z,18,7.517e-07,7.645e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T19:43:00Z,18,6.598e-09,1.178e-08,A1.2,2026-04-27T23:11:52Z
2026-04-27T19:43:00Z,18,7.436e-07,7.563e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T19:42:00Z,18,6.449e-09,1.175e-08,A1.2,2026-04-27T23:11:52Z
2026-04-27T19:42:00Z,18,7.398e-07,7.524e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T19:41:00Z,18,5.800e-09,1.129e-08,A1.1,2026-04-27T23:11:52Z
2026-04-27T19:41:00Z,18,7.354e-07,7.481e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T19:40:00Z,18,7.978e-09,1.336e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T19:40:00Z,18,7.393e-07,7.521e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T19:39:00Z,18,7.748e-09,1.351e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T19:39:00Z,18,7.440e-07,7.570e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T19:38:00Z,18,6.686e-09,1.233e-08,A1.2,2026-04-27T23:11:52Z
2026-04-27T19:38:00Z,18,7.508e-07,7.634e-07,B7.6,2026-04-27T23:11:52Z
2026-04-27T19:37:00Z,18,7.640e-09,1.318e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T19:37:00Z,18,7.590e-07,7.717e-07,B7.7,2026-04-27T23:11:52Z
2026-04-27T19:36:00Z,18,8.298e-09,1.357e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T19:36:00Z,18,7.707e-07,7.835e-07,B7.8,2026-04-27T23:11:52Z
2026-04-27T19:35:00Z,18,8.616e-09,1.386e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T19:35:00Z,18,7.779e-07,7.909e-07,B7.9,2026-04-27T23:11:52Z
2026-04-27T19:34:00Z,18,8.069e-09,1.366e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T19:34:00Z,18,7.854e-07,7.983e-07,B8.0,2026-04-27T23:11:52Z
2026-04-27T19:33:00Z,18,1.043e-08,1.597e-08,A1.6,2026-04-27T23:11:52Z
2026-04-27T19:33:00Z,18,7.931e-07,8.060e-07,B8.1,2026-04-27T23:11:52Z
2026-04-27T19:32:00Z,18,1.004e-08,1.523e-08,A1.5,2026-04-27T23:11:52Z
2026-04-27T19:32:00Z,18,7.959e-07,8.086e-07,B8.1,2026-04-27T23:11:52Z
2026-04-27T19:31:00Z,18,9.727e-09,1.491e-08,A1.5,2026-04-27T23:11:52Z
2026-04-27T19:31:00Z,18,7.989e-07,8.118e-07,B8.1,2026-04-27T23:11:52Z
2026-04-27T19:30:00Z,18,8.383e-09,1.365e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T19:30:00Z,18,8.064e-07,8.194e-07,B8.2,2026-04-27T23:11:52Z
2026-04-27T19:29:00Z,18,7.780e-09,1.319e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T19:29:00Z,18,8.056e-07,8.184e-07,B8.2,2026-04-27T23:11:52Z
2026-04-27T19:28:00Z,18,7.796e-09,1.313e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T19:28:00Z,18,8.038e-07,8.165e-07,B8.2,2026-04-27T23:11:52Z
2026-04-27T19:27:00Z,18,8.197e-09,1.373e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T19:27:00Z,18,8.055e-07,8.179e-07,B8.2,2026-04-27T23:11:52Z
2026-04-27T19:26:00Z,18,8.708e-09,1.407e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T19:26:00Z,18,8.097e-07,8.224e-07,B8.2,2026-04-27T23:11:52Z
2026-04-27T19:25:00Z,18,9.101e-09,1.448e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T19:25:00Z,18,8.141e-07,8.270e-07,B8.3,2026-04-27T23:11:52Z
2026-04-27T19:24:00Z,18,1.218e-08,1.751e-08,A1.8,2026-04-27T23:11:52Z
2026-04-27T19:24:00Z,18,8.240e-07,8.370e-07,B8.4,2026-04-27T23:11:52Z
2026-04-27T19:23:00Z,18,1.065e-08,1.622e-08,A1.6,2026-04-27T23:11:52Z
2026-04-27T19:23:00Z,18,8.186e-07,8.320e-07,B8.3,2026-04-27T23:11:52Z
2026-04-27T19:22:00Z,18,9.862e-09,1.531e-08,A1.5,2026-04-27T23:11:52Z
2026-04-27T19:22:00Z,18,8.167e-07,8.300e-07,B8.3,2026-04-27T23:11:52Z
2026-04-27T19:21:00Z,18,9.174e-09,1.491e-08,A1.5,2026-04-27T23:11:52Z
2026-04-27T19:21:00Z,18,8.138e-07,8.272e-07,B8.3,2026-04-27T23:11:52Z
2026-04-27T19:20:00Z,18,9.613e-09,1.506e-08,A1.5,2026-04-27T23:11:52Z
2026-04-27T19:20:00Z,18,8.182e-07,8.316e-07,B8.3,2026-04-27T23:11:52Z
2026-04-27T19:19:00Z,18,1.069e-08,1.614e-08,A1.6,2026-04-27T23:11:52Z
2026-04-27T19:19:00Z,18,8.211e-07,8.343e-07,B8.3,2026-04-27T23:11:52Z
2026-04-27T19:18:00Z,18,1.055e-08,1.586e-08,A1.6,2026-04-27T23:11:52Z
2026-04-27T19:18:00Z,18,8.277e-07,8.409e-07,B8.4,2026-04-27T23:11:52Z
2026-04-27T19:17:00Z,18,1.091e-08,1.637e-08,A1.6,2026-04-27T23:11:52Z
2026-04-27T19:17:00Z,18,8.354e-07,8.483e-07,B8.5,2026-04-27T23:11:52Z
2026-04-27T19:16:00Z,18,1.038e-08,1.601e-08,A1.6,2026-04-27T23:11:52Z
2026-04-27T19:16:00Z,18,8.533e-07,8.661e-07,B8.7,2026-04-27T23:11:52Z
2026-04-27T19:15:00Z,18,1.138e-08,1.702e-08,A1.7,2026-04-27T23:11:52Z
2026-04-27T19:15:00Z,18,8.742e-07,8.870e-07,B8.9,2026-04-27T23:11:52Z
2026-04-27T19:14:00Z,18,1.187e-08,1.752e-08,A1.8,2026-04-27T23:11:52Z
2026-04-27T19:14:00Z,18,8.908e-07,9.034e-07,B9.0,2026-04-27T23:11:52Z
2026-04-27T19:13:00Z,18,1.058e-08,1.599e-08,A1.6,2026-04-27T23:11:52Z
2026-04-27T19:13:00Z,18,9.030e-07,9.157e-07,B9.2,2026-04-27T23:11:52Z
2026-04-27T19:12:00Z,18,1.353e-08,1.924e-08,A1.9,2026-04-27T23:11:52Z
2026-04-27T19:12:00Z,18,9.060e-07,9.185e-07,B9.2,2026-04-27T23:11:52Z
2026-04-27T19:11:00Z,18,1.373e-08,1.916e-08,A1.9,2026-04-27T23:11:52Z
2026-04-27T19:11:00Z,18,9.062e-07,9.189e-07,B9.2,2026-04-27T23:11:52Z
2026-04-27T19:10:00Z,18,1.417e-08,1.948e-08,A1.9,2026-04-27T23:11:52Z
2026-04-27T19:10:00Z,18,9.172e-07,9.302e-07,B9.3,2026-04-27T23:11:52Z
2026-04-27T19:09:00Z,18,1.377e-08,1.924e-08,A1.9,2026-04-27T23:11:52Z
2026-04-27T19:09:00Z,18,9.282e-07,9.409e-07,B9.4,2026-04-27T23:11:52Z
2026-04-27T19:08:00Z,18,1.326e-08,1.835e-08,A1.8,2026-04-27T23:11:52Z
2026-04-27T19:08:00Z,18,9.270e-07,9.399e-07,B9.4,2026-04-27T23:11:52Z
2026-04-27T19:07:00Z,18,1.547e-08,2.081e-08,A2.1,2026-04-27T23:11:52Z
2026-04-27T19:07:00Z,18,9.289e-07,9.421e-07,B9.4,2026-04-27T23:11:52Z
2026-04-27T19:06:00Z,18,1.466e-08,1.980e-08,A2.0,2026-04-27T23:11:52Z
2026-04-27T19:06:00Z,18,9.197e-07,9.331e-07,B9.3,2026-04-27T23:11:52Z
2026-04-27T19:05:00Z,18,1.397e-08,1.923e-08,A1.9,2026-04-27T23:11:52Z
2026-04-27T19:05:00Z,18,9.199e-07,9.331e-07,B9.3,2026-04-27T23:11:52Z
2026-04-27T19:04:00Z,18,1.584e-08,2.140e-08,A2.1,2026-04-27T23:11:52Z
2026-04-27T19:04:00Z,18,9.272e-07,9.407e-07,B9.4,2026-04-27T23:11:52Z
2026-04-27T19:03:00Z,18,1.764e-08,2.294e-08,A2.3,2026-04-27T23:11:52Z
2026-04-27T19:03:00Z,18,9.543e-07,9.674e-07,B9.7,2026-04-27T23:11:52Z
2026-04-27T19:02:00Z,18,1.765e-08,2.311e-08,A2.3,2026-04-27T23:11:52Z
2026-04-27T19:02:00Z,18,9.477e-07,9.612e-07,B9.6,2026-04-27T23:11:52Z
2026-04-27T19:01:00Z,18,1.582e-08,2.149e-08,A2.1,2026-04-27T23:11:52Z
2026-04-27T19:01:00Z,18,9.482e-07,9.620e-07,B9.6,2026-04-27T23:11:52Z
2026-04-27T19:00:00Z,18,1.765e-08,2.341e-08,A2.3,2026-04-27T23:11:52Z
2026-04-27T19:00:00Z,18,9.621e-07,9.759e-07,B9.8,2026-04-27T23:11:52Z
2026-04-27T18:59:00Z,18,2.071e-08,2.653e-08,A2.7,2026-04-27T23:11:52Z
2026-04-27T18:59:00Z,18,9.755e-07,9.894e-07,B9.9,2026-04-27T23:11:52Z
2026-04-27T18:58:00Z,18,2.331e-08,2.888e-08,A2.9,2026-04-27T23:11:52Z
2026-04-27T18:58:00Z,18,9.903e-07,1.004e-06,C1.0,2026-04-27T23:11:52Z
2026-04-27T18:57:00Z,18,2.457e-08,3.020e-08,A3.0,2026-04-27T23:11:52Z
2026-04-27T18:57:00Z,18,9.897e-07,1.004e-06,C1.0,2026-04-27T23:11:52Z
2026-04-27T18:56:00Z,18,2.334e-08,2.885e-08,A2.9,2026-04-27T23:11:52Z
2026-04-27T18:56:00Z,18,9.759e-07,9.899e-07,B9.9,2026-04-27T23:11:52Z
2026-04-27T18:55:00Z,18,2.181e-08,2.746e-08,A2.7,2026-04-27T23:11:52Z
2026-04-27T18:55:00Z,18,9.662e-07,9.801e-07,B9.8,2026-04-27T23:11:52Z
2026-04-27T18:54:00Z,18,2.056e-08,2.621e-08,A2.6,2026-04-27T23:11:52Z
2026-04-27T18:54:00Z,18,9.763e-07,9.903e-07,B9.9,2026-04-27T23:11:52Z
2026-04-27T18:53:00Z,18,2.317e-08,2.855e-08,A2.9,2026-04-27T23:11:52Z
2026-04-27T18:53:00Z,18,1.012e-06,1.025e-06,C1.0,2026-04-27T23:11:52Z
2026-04-27T18:52:00Z,18,2.602e-08,3.169e-08,A3.2,2026-04-27T23:11:52Z
2026-04-27T18:52:00Z,18,1.062e-06,1.076e-06,C1.1,2026-04-27T23:11:52Z
2026-04-27T18:51:00Z,18,3.015e-08,3.576e-08,A3.6,2026-04-27T23:11:52Z
2026-04-27T18:51:00Z,18,1.123e-06,1.137e-06,C1.1,2026-04-27T23:11:52Z
2026-04-27T18:50:00Z,18,3.794e-08,4.351e-08,A4.4,2026-04-27T23:11:52Z
2026-04-27T18:50:00Z,18,1.225e-06,1.239e-06,C1.2,2026-04-27T23:11:52Z
2026-04-27T18:49:00Z,18,4.858e-08,5.418e-08,A5.4,2026-04-27T23:11:52Z
2026-04-27T18:49:00Z,18,1.348e-06,1.362e-06,C1.4,2026-04-27T23:11:52Z
2026-04-27T18:48:00Z,18,6.479e-08,7.021e-08,A7.0,2026-04-27T23:11:52Z
2026-04-27T18:48:00Z,18,1.496e-06,1.510e-06,C1.5,2026-04-27T23:11:52Z
2026-04-27T18:47:00Z,18,8.994e-08,9.546e-08,A9.5,2026-04-27T23:11:52Z
2026-04-27T18:47:00Z,18,1.669e-06,1.683e-06,C1.7,2026-04-27T23:11:52Z
2026-04-27T18:46:00Z,18,1.160e-07,1.216e-07,B1.2,2026-04-27T23:11:52Z
2026-04-27T18:46:00Z,18,1.784e-06,1.798e-06,C1.8,2026-04-27T23:11:52Z
2026-04-27T18:45:00Z,18,1.281e-07,1.335e-07,B1.3,2026-04-27T23:11:52Z
2026-04-27T18:45:00Z,18,1.769e-06,1.783e-06,C1.8,2026-04-27T23:11:52Z
2026-04-27T18:44:00Z,18,1.031e-07,1.089e-07,B1.1,2026-04-27T23:11:52Z
2026-04-27T18:44:00Z,18,1.473e-06,1.487e-06,C1.5,2026-04-27T23:11:52Z
2026-04-27T18:43:00Z,18,4.882e-08,5.460e-08,A5.5,2026-04-27T23:11:52Z
2026-04-27T18:43:00Z,18,1.062e-06,1.076e-06,C1.1,2026-04-27T23:11:52Z
2026-04-27T18:42:00Z,18,2.101e-08,2.702e-08,A2.7,2026-04-27T23:11:52Z
2026-04-27T18:42:00Z,18,8.545e-07,8.688e-07,B8.7,2026-04-27T23:11:52Z
2026-04-27T18:41:00Z,18,1.827e-08,2.423e-08,A2.4,2026-04-27T23:11:52Z
2026-04-27T18:41:00Z,18,8.068e-07,8.212e-07,B8.2,2026-04-27T23:11:52Z
2026-04-27T18:40:00Z,18,8.569e-09,1.442e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T18:40:00Z,18,7.322e-07,7.468e-07,B7.5,2026-04-27T23:11:52Z
2026-04-27T18:39:00Z,18,6.946e-09,1.249e-08,A1.2,2026-04-27T23:11:52Z
2026-04-27T18:39:00Z,18,7.280e-07,7.425e-07,B7.4,2026-04-27T23:11:52Z
2026-04-27T18:38:00Z,18,7.630e-09,1.321e-08,A1.3,2026-04-27T23:11:52Z
2026-04-27T18:38:00Z,18,7.196e-07,7.345e-07,B7.3,2026-04-27T23:11:52Z
2026-04-27T18:37:00Z,18,6.946e-09,1.229e-08,A1.2,2026-04-27T23:11:52Z
2026-04-27T18:37:00Z,18,7.138e-07,7.285e-07,B7.3,2026-04-27T23:11:52Z
2026-04-27T18:36:00Z,18,8.256e-09,1.367e-08,A1.4,2026-04-27T23:11:52Z
2026-04-27T18:36:00Z,18,7.169e-07,7.313e-07,B7.3,2026-04-27T23:11:52Z
