ticker,company,cik,q_current,val_current_usd,q_prior,val_prior_usd,yoy_pct,filed_current,accn_current,captured_at
DE,DEERE & CO,0000315189,CY2025Q4,9611000000,CY2024Q4,8508000000,12.96,,0001104659-26-020158,2026-04-27T23:04:08Z
MSGE,MADISON SQUARE GARDEN ENTERTAINMENT CORP.,0001952073,CY2025Q4,459940000,CY2024Q4,407417000,12.89,,0001628280-26-005948,2026-04-27T23:04:08Z
MTRX,MATRIX SERVICE CO,0000866273,CY2025Q4,210508000,CY2024Q4,187169000,12.47,,0000866273-26-000016,2026-04-27T23:04:08Z
CVSA,Adtalem Global Education Inc.,0000730464,CY2025Q4,503385000,CY2024Q4,447729000,12.43,,0001104659-26-007415,2026-04-27T23:04:08Z
CLBZ,COLLAB Z INC.,0002050338,CY2025Q4,483243,CY2024Q4,429867,12.42,,0001213900-26-016450,2026-04-27T23:04:08Z
AHRT-PA,"ARMADA HOFFLER PROPERTIES, INC.",0001569187,CY2025Q4,75602000,CY2024Q4,67343000,12.26,,0001569187-26-000021,2026-04-27T23:04:08Z
RL,Ralph Lauren Corporation,0001037038,CY2025Q4,2406000000,CY2024Q4,2143500000,12.25,,0001628280-26-005784,2026-04-27T23:04:08Z
NTWK,"NETSOL TECHNOLOGIES, INC.",0001039280,CY2025Q4,20051539,CY2024Q4,17863399,12.25,,0001493152-26-006335,2026-04-27T23:04:08Z
NSSC,"NAPCO SECURITY TECHNOLOGIES, INC",0000069633,CY2025Q4,48172000,CY2024Q4,42933000,12.20,,0001104659-26-009130,2026-04-27T23:04:08Z
TKO,"TKO GROUP HOLDINGS, INC.",0001973266,CY2025Q4,1037995000,CY2024Q4,927919000,11.86,,0001193125-26-071651,2026-04-27T23:04:08Z
SLQT,"SelectQuote, Inc.",0001794783,CY2025Q4,537102000,CY2024Q4,481069000,11.65,,0001794783-26-000012,2026-04-27T23:04:08Z
SYK,STRYKER CORP,0000310764,CY2025Q4,7171000000,CY2024Q4,6436000000,11.42,,0000310764-26-000010,2026-04-27T23:04:08Z
BNED,"BARNES & NOBLE EDUCATION, INC.",0001634117,CY2025Q4,515092000,CY2024Q4,462825000,11.29,,0001634117-26-000018,2026-04-27T23:04:08Z
PDEX,"PRO-DEX, INC.",0000788920,CY2025Q4,18663000,CY2024Q4,16793000,11.14,,0001079973-26-000140,2026-04-27T23:04:08Z
CMPR,Cimpress plc,0001262976,CY2025Q4,1042202000,CY2024Q4,939159000,10.97,,0001262976-26-000006,2026-04-27T23:04:08Z
NWE,"NORTHWESTERN ENERGY GROUP, INC.",0001993004,CY2025Q4,414265000,CY2024Q4,373466000,10.92,,0001993004-26-000006,2026-04-27T23:04:08Z
RGCO,"RGC Resources, Inc.",0001069533,CY2025Q4,30260468,CY2024Q4,27289486,10.89,,0001437749-26-003536,2026-04-27T23:04:08Z
PCTY,PAYLOCITY HOLDING CORPORATION,0001591698,CY2025Q4,416134000,CY2024Q4,376980000,10.39,,0001591698-26-000007,2026-04-27T23:04:08Z
POST,"Post Holdings, Inc.",0001530950,CY2025Q4,2174600000,CY2024Q4,1974700000,10.12,,0001530950-26-000020,2026-04-27T23:04:08Z
ABBV,AbbVie Inc.,0001551152,CY2025Q4,16618000000,CY2024Q4,15102000000,10.04,,0001551152-26-000008,2026-04-27T23:04:08Z
KMT,KENNAMETAL INC.,0000055242,CY2025Q4,529525000,CY2024Q4,482051000,9.85,,0001628280-26-005371,2026-04-27T23:04:08Z
NTIC,NORTHERN TECHNOLOGIES INTERNATIONAL CORPORATION,0000875582,CY2025Q4,23308881,CY2024Q4,21338393,9.23,,0001171843-26-000136,2026-04-27T23:04:08Z
STE,STERIS plc,0001757898,CY2025Q4,1496200000,CY2024Q4,1370600000,9.16,,0001628280-26-006055,2026-04-27T23:04:08Z
JANL,JANEL CORPORATION,0001133062,CY2025Q4,56039000,CY2024Q4,51354000,9.12,,0001140361-26-005114,2026-04-27T23:04:08Z
FOR,FORESTAR GROUP INC.,0001406587,CY2025Q4,273000000,CY2024Q4,250400000,9.03,,0001628280-26-003039,2026-04-27T23:04:08Z
OPLN,"OPENLANE, Inc.",0001395942,CY2025Q4,494300000,CY2024Q4,455000000,8.64,,0001395942-26-000006,2026-04-27T23:04:08Z
QRVO,"Qorvo, Inc.",0001604778,CY2025Q4,992959000,CY2024Q4,916317000,8.36,,0001628280-26-003838,2026-04-27T23:04:08Z
COST,COSTCO WHOLESALE CORP /NEW,0000909832,CY2025Q4,67307000000,CY2024Q4,62151000000,8.30,,0000909832-25-000169,2026-04-27T23:04:08Z
AZO,"AutoZone, Inc.",0000866787,CY2025Q4,4628630000,CY2024Q4,4279641000,8.15,,0001104659-25-123222,2026-04-27T23:04:08Z
ARL,"American Realty Investors, Inc.",0001102238,CY2025Q4,13011000,CY2024Q4,12039000,8.07,,0001102238-26-000004,2026-04-27T23:04:08Z
HWKN,"HAWKINS, INC.",0000046250,CY2025Q4,244080000,CY2024Q4,226205000,7.90,,0000046250-26-000005,2026-04-27T23:04:08Z
RSVRW,"RESERVOIR MEDIA, INC.",0001824403,CY2025Q4,45567879,CY2024Q4,42303716,7.72,,0001104659-26-010303,2026-04-27T23:04:08Z
OESX,"Orion Energy Systems, Inc.",0001409375,CY2025Q4,21089000,CY2024Q4,19584000,7.68,,0001193125-26-039420,2026-04-27T23:04:08Z
WSR,Whitestone REIT,0001175535,CY2025Q4,43916000,CY2024Q4,40838000,7.54,,0001437749-26-007232,2026-04-27T23:04:08Z
PLUR,PLURI INC.,0001158780,CY2025Q4,198000,CY2024Q4,185000,7.03,,0001213900-26-015550,2026-04-27T23:04:08Z
HPQ,HP INC.,0000047217,CY2025Q4,14438000000,CY2024Q4,13504000000,6.92,,0000047217-26-000011,2026-04-27T23:04:08Z
EAT,"BRINKER INTERNATIONAL, INC.",0000703351,CY2025Q4,1452200000,CY2024Q4,1358200000,6.92,,0000703351-26-000006,2026-04-27T23:04:08Z
IMKTA,"INGLES MARKETS, INCORPORATED",0000050493,CY2025Q4,1372977567,CY2024Q4,1288114667,6.59,,0000050493-26-000010,2026-04-27T23:04:08Z
UVE,"UNIVERSAL INSURANCE HOLDINGS, INC.",0000891166,CY2025Q4,407926000,CY2024Q4,384809000,6.01,,0000891166-26-000010,2026-04-27T23:04:08Z
ACN,Accenture plc,0001467373,CY2025Q4,18742125000,CY2024Q4,17689545000,5.95,,0001467373-25-000222,2026-04-27T23:04:08Z
APD,"AIR PRODUCTS AND CHEMICALS, INC.",0000002969,CY2025Q4,3102500000,CY2024Q4,2931500000,5.83,,0000002969-26-000008,2026-04-27T23:04:08Z
IDT,IDT CORPORATION,0001005731,CY2025Q4,320516000,CY2024Q4,303349000,5.66,,0001493152-26-009820,2026-04-27T23:04:08Z
GTX,Garrett Motion Inc.,0001735707,CY2025Q4,891000000,CY2024Q4,844000000,5.57,,0001735707-26-000009,2026-04-27T23:04:08Z
NWSLL,NEWS CORPORATION,0001564708,CY2025Q4,2362000000,CY2024Q4,2238000000,5.54,,0001564708-26-000029,2026-04-27T23:04:08Z
SBUX,Starbucks Corporation,0000829224,CY2025Q4,9915100000,CY2024Q4,9397800000,5.50,,0000829224-26-000011,2026-04-27T23:04:08Z
COR,"CENCORA, INC.",0001140859,CY2025Q4,85932016000,CY2024Q4,81487060000,5.45,,0001140859-26-000006,2026-04-27T23:04:08Z
LGL,LGL GROUP INC,0000061004,CY2025Q4,1219000,CY2024Q4,1157000,5.36,,0001437749-26-010362,2026-04-27T23:04:08Z
DIS,WALT DISNEY CO/,0001744489,CY2025Q4,25981000000,CY2024Q4,24690000000,5.23,,0001744489-26-000019,2026-04-27T23:04:08Z
AXIL,"AXIL Brands, Inc.",0001718500,CY2025Q4,8134859,CY2024Q4,7732574,5.20,,0001520138-26-000006,2026-04-27T23:04:08Z
BDL,"FLANIGAN’S ENTERPRISES, INC.",0000012040,CY2025Q4,52568000,CY2024Q4,49995000,5.15,,0001174947-26-000150,2026-04-27T23:04:08Z
ALL-PJ,ALLSTATE CORP,0000899051,CY2025Q4,17345000000,CY2024Q4,16506000000,5.08,,0000899051-26-000031,2026-04-27T23:04:08Z
TSN,"TYSON FOODS, INC.",0000100493,CY2025Q4,14313000000,CY2024Q4,13623000000,5.06,,0000100493-26-000007,2026-04-27T23:04:08Z
APTV,APTIV PLC,0001521332,CY2025Q4,5153000000,CY2024Q4,4907000000,5.01,,0001521332-26-000009,2026-04-27T23:04:08Z
QCOM,QUALCOMM INC/DE,0000804328,CY2025Q4,12252000000,CY2024Q4,11669000000,5.00,,0000804328-26-000017,2026-04-27T23:04:08Z
BBCP,"CONCRETE PUMPING HOLDINGS, INC.",0001703956,CY2025Q4,90561000,CY2024Q4,86447000,4.76,,0001437749-26-007563,2026-04-27T23:04:08Z
DHTI,"DALRADA TECHNOLOGY GROUP, INC.",0000725394,CY2025Q4,3259933,CY2024Q4,3114858,4.66,,0001683168-26-001236,2026-04-27T23:04:08Z
MWA,"MUELLER WATER PRODUCTS, INC.",0001350593,CY2025Q4,318200000,CY2024Q4,304300000,4.57,,0001350593-26-000010,2026-04-27T23:04:08Z
JBSS,SANFILIPPO JOHN B & SON INC,0000880117,CY2025Q4,314777000,CY2024Q4,301067000,4.55,,0001193125-26-029438,2026-04-27T23:04:08Z
MRCY,"MERCURY SYSTEMS, INC.",0001049521,CY2025Q4,232872000,CY2024Q4,223125000,4.37,,0001049521-26-000006,2026-04-27T23:04:08Z
CNO-PA,"CNO Financial Group, Inc.",0001224608,CY2025Q4,1143100000,CY2024Q4,1097200000,4.18,,0001224608-26-000017,2026-04-27T23:04:08Z
IEHC,IEH Corporation,0000050292,CY2025Q4,7497879,CY2024Q4,7217616,3.88,,0001213900-26-013266,2026-04-27T23:04:08Z
TRS,TRIMAS CORPORATION,0000842633,CY2025Q4,155490000,CY2024Q4,149730000,3.85,,0000842633-26-000012,2026-04-27T23:04:08Z
IRT,"INDEPENDENCE REALTY TRUST, INC.",0001466085,CY2025Q4,167127000,CY2024Q4,160963000,3.83,,0001437749-26-004376,2026-04-27T23:04:08Z
SBAC,SBA COMMUNICATIONS CORPORATION,0001034054,CY2025Q4,719583000,CY2024Q4,693700000,3.73,,0001034054-26-000002,2026-04-27T23:04:08Z
RGR,"STURM, RUGER & COMPANY, INC.",0000095029,CY2025Q4,151062000,CY2024Q4,145775000,3.63,,0001174947-26-000243,2026-04-27T23:04:08Z
RJF,"RAYMOND JAMES FINANCIAL, INC.",0000720005,CY2025Q4,4176000000,CY2024Q4,4035000000,3.49,,0000720005-26-000035,2026-04-27T23:04:08Z
CRVL,CORVEL CORPORATION,0000874866,CY2025Q4,235625000,CY2024Q4,227973000,3.36,,0001193125-26-039480,2026-04-27T23:04:08Z
FREVS,"FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY, INC.",0000036840,CY2025Q4,7504000,CY2024Q4,7269000,3.23,,0001174947-26-000378,2026-04-27T23:04:08Z
KD,"Kyndryl Holdings, Inc",0001867072,CY2025Q4,3859000000,CY2024Q4,3744000000,3.07,,0001104659-26-015743,2026-04-27T23:04:08Z
URI,"United Rentals, Inc.",0001067701,CY2025Q4,4208000000,CY2024Q4,4095000000,2.76,,0001067701-26-000007,2026-04-27T23:04:08Z
SUNB,"Sunbelt Rentals Holdings, Inc.",0002083785,CY2025Q4,2637000000,CY2024Q4,2567000000,2.73,,0001628280-26-017215,2026-04-27T23:04:08Z
RDN,RADIAN GROUP INC,0000890926,CY2025Q4,300512000,CY2024Q4,292669000,2.68,,0001193125-26-061383,2026-04-27T23:04:08Z
UGI,UGI CORPORATION,0000884614,CY2025Q4,2083000000,CY2024Q4,2030000000,2.61,,0000884614-26-000011,2026-04-27T23:04:08Z
HRTG,"Heritage Insurance Holdings, Inc.",0001598665,CY2025Q4,215316000,CY2024Q4,210263000,2.40,,0001193125-26-115451,2026-04-27T23:04:08Z
FONR,FONAR CORPORATION,0000355019,CY2025Q4,25547000,CY2024Q4,24950000,2.39,,0001731122-26-000238,2026-04-27T23:04:08Z
PLDGP,"Prologis, Inc.",0001045609,CY2025Q4,2252712000,CY2024Q4,2200646000,2.37,,0001193125-26-051453,2026-04-27T23:04:08Z
TCI,"Transcontinental Realty Investors, Inc.",0000733590,CY2025Q4,12057000,CY2024Q4,11791000,2.26,,0000733590-26-000004,2026-04-27T23:04:08Z
LUCK,LUCKY STRIKE ENTERTAINMENT CORPORATION,0001840572,CY2025Q4,306861000,CY2024Q4,300074000,2.26,,0001628280-26-005456,2026-04-27T23:04:08Z
UHAL-B,U-Haul Holding Company,0000004457,CY2025Q4,1415608000,CY2024Q4,1388558000,1.95,,0001193125-26-037685,2026-04-27T23:04:08Z
WRLD,WORLD ACCEPTANCE CORP,0000108385,CY2025Q4,141252129,CY2024Q4,138632753,1.89,,0000108385-26-000005,2026-04-27T23:04:08Z
EPC,EDGEWELL PERSONAL CARE COMPANY,0001096752,CY2025Q4,422800000,CY2024Q4,415100000,1.85,,0001628280-26-006288,2026-04-27T23:04:08Z
BDX,"BECTON, DICKINSON AND COMPANY",0000010795,CY2025Q4,5252000000,CY2024Q4,5168000000,1.63,,0000010795-26-000005,2026-04-27T23:04:08Z
PG,PROCTER & GAMBLE CO,0000080424,CY2025Q4,22208000000,CY2024Q4,21882000000,1.49,,0000080424-26-000011,2026-04-27T23:04:08Z
LSAK,"LESAKA TECHNOLOGIES, INC.",0001041514,CY2025Q4,178734000,CY2024Q4,176216000,1.43,,0001562762-26-000015,2026-04-27T23:04:08Z
AII,"American Integrity Insurance Group, Inc.",0002007587,CY2025Q4,68075000,CY2024Q4,67120000,1.42,,0002007587-26-000016,2026-04-27T23:04:08Z
DSNY,DESTINY MEDIA TECHNOLOGIES INC.,0001099369,CY2025Q4,1243139,CY2024Q4,1226757,1.34,,0001062993-26-000238,2026-04-27T23:04:08Z
BRBR,"BellRing Brands, Inc.",0001772016,CY2025Q4,537300000,CY2024Q4,532900000,0.83,,0001772016-26-000007,2026-04-27T23:04:08Z
BTOC,Armlogi Holding Corp.,0001972529,CY2025Q4,51542848,CY2024Q4,51143682,0.78,,0001213900-26-016716,2026-04-27T23:04:08Z
ATEX,Anterix Inc.,0001304492,CY2025Q4,1573000,CY2024Q4,1566000,0.45,,0001304492-26-000010,2026-04-27T23:04:08Z
CASY,"CASEY'S GENERAL STORES, INC.",0000726958,CY2025Q4,3916132000,CY2024Q4,3903633000,0.32,,0000726958-26-000010,2026-04-27T23:04:08Z
TWIN,TWIN DISC INC,0000100378,CY2025Q4,90180000,CY2024Q4,89921000,0.29,,0001437749-26-002879,2026-04-27T23:04:08Z
PMNT,Perfect Moment Ltd.,0001849221,CY2025Q4,11656000,CY2024Q4,11658000,-0.02,,0001493152-26-006292,2026-04-27T23:04:08Z
TECH,BIO-TECHNE Corp,0000842023,CY2025Q4,295877000,CY2024Q4,297031000,-0.39,,0001104659-26-010335,2026-04-27T23:04:08Z
KMB,KIMBERLY-CLARK CORPORATION,0000055785,CY2025Q4,4080000000,CY2024Q4,4104000000,-0.58,,0001628280-26-007567,2026-04-27T23:04:08Z
EPAC,ENERPAC TOOL GROUP CORP.,0000006955,CY2025Q4,144208000,CY2024Q4,145196000,-0.68,,0000006955-25-000081,2026-04-27T23:04:08Z
AERTW,"Aeries Technology, Inc.",0001853044,CY2025Q4,17460000,CY2024Q4,17607000,-0.83,,0001829126-26-001091,2026-04-27T23:04:08Z
FIZZ,National Beverage Corp.,0000069891,CY2025Q4,264586000,CY2024Q4,267050000,-0.92,,0001437749-26-007987,2026-04-27T23:04:08Z
DXC,DXC TECHNOLOGY COMPANY,0001688568,CY2025Q4,3194000000,CY2024Q4,3225000000,-0.96,,0001688568-26-000005,2026-04-27T23:04:08Z
MDNC,Medinotec Inc.,0001931055,CY2025Q4,2536994,CY2024Q4,2565048,-1.09,,0001663577-26-000005,2026-04-27T23:04:08Z
BB,BlackBerry Limited,0001070235,CY2025Q4,141800000,CY2024Q4,143600000,-1.25,,0001070235-25-000198,2026-04-27T23:04:08Z
YCBD,"cbdMD, Inc.",0001644903,CY2025Q4,5016904,CY2024Q4,5113476,-1.89,,0001437749-26-004343,2026-04-27T23:04:08Z
GPOX,"GPO PLUS, INC.",0001673475,CY2025Q4,1202893,CY2024Q4,1231766,-2.34,,0001640334-26-000407,2026-04-27T23:04:08Z
LRDC,"Laredo Oil, Inc.",0001442492,CY2025Q4,1598,CY2024Q4,1640,-2.56,,0001199835-26-000025,2026-04-27T23:04:08Z
PTON,"Peloton Interactive, Inc.",0001639825,CY2025Q4,656500000,CY2024Q4,673900000,-2.58,,0001639825-26-000008,2026-04-27T23:04:08Z
DLB,"DOLBY LABORATORIES, INC.",0001308547,CY2025Q4,346706000,CY2024Q4,356999000,-2.88,,0001308547-26-000005,2026-04-27T23:04:08Z
TRN,TRINITY INDUSTRIES INC,0000099780,CY2025Q4,611200000,CY2024Q4,629400000,-2.89,,0000099780-26-000014,2026-04-27T23:04:08Z
AAT,"AMERICAN ASSETS TRUST, INC.",0001500217,CY2025Q4,110086000,CY2024Q4,113460000,-2.97,,0001500217-26-000008,2026-04-27T23:04:08Z
SWKS,"Skyworks Solutions, Inc.",0000004127,CY2025Q4,1035400000,CY2024Q4,1068500000,-3.10,,0000004127-26-000008,2026-04-27T23:04:08Z
ZCARW,"ZOOMCAR HOLDINGS, INC.",0001854275,CY2025Q4,2365059,CY2024Q4,2449368,-3.44,,0001213900-26-016885,2026-04-27T23:04:08Z
SOTK,SONO TEK CORP,0000806172,CY2025Q4,5004370,CY2024Q4,5190596,-3.59,,0001171520-26-000004,2026-04-27T23:04:08Z
LUVU,"Luvu Brands, Inc.",0001374567,CY2025Q4,6882000,CY2024Q4,7186000,-4.23,,0001654954-26-001250,2026-04-27T23:04:08Z
FOXXW,Foxx Development Holdings Inc.,0002013807,CY2025Q4,16716572,CY2024Q4,17480231,-4.37,,0001213900-26-016441,2026-04-27T23:04:08Z
LTRX,"LANTRONIX, INC.",0001114925,CY2025Q4,29774000,CY2024Q4,31161000,-4.45,,0001683168-26-000774,2026-04-27T23:04:08Z
CPB,THE CAMPBELL'S COMPANY,0000016732,CY2025Q4,2564000000,CY2024Q4,2685000000,-4.51,,0000016732-26-000006,2026-04-27T23:04:08Z
MTN,"Vail Resorts, Inc.",0000812011,CY2025Q4,1083932000,CY2024Q4,1137225000,-4.69,,0000812011-26-000014,2026-04-27T23:04:08Z
CASH,"PATHWARD FINANCIAL, INC.",0000907471,CY2025Q4,173101000,CY2024Q4,182629000,-5.22,,0000907471-26-000011,2026-04-27T23:04:08Z
UA,"UNDER ARMOUR, INC.",0001336917,CY2025Q4,1327761000,CY2024Q4,1401039000,-5.23,,0001336917-26-000027,2026-04-27T23:04:08Z
FRHC,FREEDOM HOLDING CORP.,0000924805,CY2025Q4,628621000,CY2024Q4,664578000,-5.41,,0000924805-26-000006,2026-04-27T23:04:08Z
JACK,JACK IN THE BOX INC.,0000807882,CY2025Q4,349517000,CY2024Q4,371064000,-5.81,,0000807882-26-000042,2026-04-27T23:04:08Z
SOHOB,SOTHERLY HOTELS INC.,0001301236,CY2025Q4,41267618,CY2024Q4,43951507,-6.11,,0001193125-26-157013,2026-04-27T23:04:08Z
HOVVB,HOVNANIAN ENTERPRISES INC,0000357294,CY2025Q4,631952000,CY2024Q4,673623000,-6.19,,0001753926-26-000412,2026-04-27T23:04:08Z
LNN,Lindsay Corporation,0000836157,CY2025Q4,155818000,CY2024Q4,166281000,-6.29,,0001193125-26-007695,2026-04-27T23:04:08Z
JCTC,JEWETT-CAMERON TRADING COMPANY LTD.,0000885307,CY2025Q4,8653467,CY2024Q4,9267001,-6.62,,0001079973-26-000083,2026-04-27T23:04:08Z
KMX,"CARMAX, INC.",0001170010,CY2025Q4,5793946000,CY2024Q4,6223371000,-6.90,,0001170010-25-000131,2026-04-27T23:04:08Z
TPCS,TECHPRECISION CORP,0001328792,CY2025Q4,7094000,CY2024Q4,7622000,-6.93,,0001104659-26-016459,2026-04-27T23:04:08Z
PBSV,"Pharma-Bio Serv, Inc.",0001304161,CY2025Q4,2294966,CY2024Q4,2471333,-7.14,,0001654954-26-002336,2026-04-27T23:04:08Z
FC,FRANKLIN COVEY CO.,0000886206,CY2025Q4,64045000,CY2024Q4,69086000,-7.30,,0001193125-26-008932,2026-04-27T23:04:08Z
NGL-PC,NGL Energy Partners LP,0001504461,CY2025Q4,909816000,CY2024Q4,982414000,-7.39,,0001504461-26-000003,2026-04-27T23:04:08Z
HURC,"HURCO COMPANIES, INC.",0000315374,CY2025Q4,42868000,CY2024Q4,46414000,-7.64,,0001104659-26-024614,2026-04-27T23:04:08Z
MAYS,MAYS J W INC,0000054187,CY2025Q4,5211482,CY2024Q4,5643444,-7.65,,0001206774-26-000137,2026-04-27T23:04:08Z
MSS,MAISON SOLUTIONS INC.,0001892292,CY2025Q4,29544900,CY2024Q4,32319930,-8.59,,0001213900-26-029204,2026-04-27T23:04:08Z
RR,RICHTECH ROBOTICS INC.,0001963685,CY2025Q4,1147000,CY2024Q4,1257000,-8.75,,0001213900-26-015097,2026-04-27T23:04:08Z
BGSF,"BGSF, INC.",0001474903,CY2025Q4,22026000,CY2024Q4,24306000,-9.38,,0001474903-26-000030,2026-04-27T23:04:08Z
DHI,"D.R. Horton, Inc.",0000882184,CY2025Q4,6886900000,CY2024Q4,7613000000,-9.54,,0000882184-26-000014,2026-04-27T23:04:08Z
IONS,"Ionis Pharmaceuticals, Inc.",0000874015,CY2025Q4,203330000,CY2024Q4,226577000,-10.26,,0000874015-26-000115,2026-04-27T23:04:08Z
FEIM,"FREQUENCY ELECTRONICS, INC.",0000039020,CY2025Q4,16890000,CY2024Q4,18927000,-10.76,,0001185185-26-000893,2026-04-27T23:04:08Z
ESP,ESPEY MFG. & ELECTRONICS CORP.,0000033533,CY2025Q4,12136903,CY2024Q4,13608740,-10.82,,0001174947-26-000152,2026-04-27T23:04:08Z
CBT,Cabot Corporation,0000016040,CY2025Q4,849000000,CY2024Q4,955000000,-11.10,,0001193125-26-037240,2026-04-27T23:04:08Z
AOXY,"ADVANCED OXYGEN TECHNOLOGIES, INC.",0000352991,CY2025Q4,11724,CY2024Q4,13256,-11.56,,0001477932-26-000612,2026-04-27T23:04:08Z
NMTC,NeuroOne Medical Technologies Corporation,0001500198,CY2025Q4,2892635,CY2024Q4,3274167,-11.65,,0001213900-26-016860,2026-04-27T23:04:08Z
