filed,kind,title,url,captured_at
2026-04-27T08:00:00Z,press,Survey on the Access to Finance of Enterprises: lending conditions tightened,https://www.ecb.europa.eu//press/pr/date/2026/html/ecb.pr260427~039951e152.en.html,2026-04-27T22:57:00Z
2026-04-24T09:30:00Z,digital_euro,ECB signs agreements with European standard setters to facilitate digital euro payments,https://www.ecb.europa.eu//press/pr/date/2026/html/ecb.pr260424~202f9d832b.en.html,2026-04-27T22:57:00Z
2026-04-22T10:30:00Z,speech_board,Frank Elderson: Interview with NRC,https://www.ecb.europa.eu//press/inter/date/2026/html/ecb.in260422~0201121d60.en.html,2026-04-27T22:57:00Z
2026-04-22T07:40:00Z,speech_lane,Philip R. Lane: Expanding the supply of euro safe assets,https://www.ecb.europa.eu//press/key/date/2026/html/ecb.sp260422~0242ad3585.en.html,2026-04-27T22:57:00Z
2026-04-20T16:40:00Z,speech_lagarde,Christine Lagarde: The energy shock: where we stand and what we need to know,https://www.ecb.europa.eu//press/key/date/2026/html/ecb.sp260420~cdf674023e.en.html,2026-04-27T22:57:00Z
2026-04-17T13:00:00Z,speech_lagarde,Christine Lagarde: IMFC Statement,https://www.ecb.europa.eu//press/key/date/2026/html/ecb.sp260417~033a4546f5.en.html,2026-04-27T22:57:00Z
2026-04-16T13:15:00Z,speech_schnabel,Isabel Schnabel: Europe's successes and the path forward,https://www.ecb.europa.eu//press/key/date/2026/html/ecb.sp260416~3ae2dad6b3.en.pdf,2026-04-27T22:57:00Z
2026-04-16T11:30:00Z,mp_account,Meeting of 18-19 March 2026,https://www.ecb.europa.eu//press/accounts/2026/html/ecb.mg260416~6a27b0c258.en.html,2026-04-27T22:57:00Z
2026-04-15T15:20:00Z,speech_cipollone,Piero Cipollone: Sparking the transformation of finance: tokenisation and the role of central banks,https://www.ecb.europa.eu//press/key/date/2026/html/ecb.sp260415~868b59bca9.en.html,2026-04-27T22:57:00Z
2026-04-14T14:00:00Z,speech_lane,Philip R. Lane: The economic outlook and monetary policy in the euro area,https://www.ecb.europa.eu//press/key/date/2026/html/ecb.sp260414~b312adeb55.en.pdf,2026-04-27T22:57:00Z
2026-04-14T09:00:00Z,banking,ECB Governing Council urges Single Market boost to strengthen bank competitiveness,https://www.ecb.europa.eu//press/pr/date/2026/html/ecb.pr260414~ad43db8bb6.en.html,2026-04-27T22:57:00Z
2026-04-01T09:30:00Z,speech_cipollone,Piero Cipollone: The digital euro in a fragmenting world: ensuring Europe’s resilience and autonomy in payments,https://www.ecb.europa.eu//press/key/date/2026/html/ecb.sp260401~d9106c31db.en.html,2026-04-27T22:57:00Z
2026-03-31T08:00:00Z,payments,Eurosystem sets out comprehensive strategy for future of European payments,https://www.ecb.europa.eu//press/pr/date/2026/html/ecb.pr260331~04561d8476.en.html,2026-04-27T22:57:00Z
2026-03-27T16:00:00Z,speech_schnabel,Isabel Schnabel: Monetary policy in times of geopolitical fragmentation,https://www.ecb.europa.eu//press/key/date/2026/html/ecb.sp260327~eca8717025.en.pdf,2026-04-27T22:57:00Z
2026-03-27T09:00:00Z,ces,ECB Consumer Expectations Survey results – February 2026,https://www.ecb.europa.eu//press/pr/date/2026/html/ecb.pr260327~d8261341ca.en.html,2026-04-27T22:57:00Z
