cve_id,vendor,product,vulnerability,date_added,due_date,known_ransomware,tickers_affected,short_desc,captured_at
CVE-2025-59718,Fortinet,Multiple Products,Fortinet Multiple Products Improper Verification of Cryptographic Signature Vulnerability,2025-12-16,2025-12-23,Unknown,FTNT,"Fortinet FortiOS, FortiSwitchMaster, FortiProxy, and FortiWeb contain an improper verification of cryptographic signature vulnerability that may allow an unauthenticated attacker to bypass the FortiCl",2026-04-27T23:12:22Z
CVE-2025-14611,Gladinet,CentreStack and Triofox,Gladinet CentreStack and Triofox Hard Coded Cryptographic Vulnerability,2025-12-15,2026-01-05,Unknown,,Gladinet CentreStack and TrioFox contain a hardcoded cryptographic keys vulnerability for their implementation of the AES cryptoscheme. This vulnerability degrades security for public exposed endpoint,2026-04-27T23:12:22Z
CVE-2025-43529,Apple,Multiple Products,Apple Multiple Products Use-After-Free WebKit Vulnerability,2025-12-15,2026-01-05,Unknown,AAPL,"Apple iOS, iPadOS, macOS, and other Apple products contain a use-after-free vulnerability in WebKit. Processing maliciously crafted web content may lead to memory corruption. This vulnerability could ",2026-04-27T23:12:22Z
CVE-2018-4063,Sierra Wireless,AirLink ALEOS,Sierra Wireless AirLink ALEOS Unrestricted Upload of File with Dangerous Type Vulnerability,2025-12-12,2026-01-02,Unknown,,"Sierra Wireless AirLink ALEOS contains an unrestricted upload of file with dangerous type vulnerability. A specially crafted HTTP request can upload a file, resulting in executable code being uploaded",2026-04-27T23:12:22Z
CVE-2025-14174,Google,Chromium,Google Chromium Out of Bounds Memory Access Vulnerability,2025-12-12,2026-01-02,Unknown,GOOGL,Google Chromium contains an out of bounds memory access vulnerability in ANGLE that could allow a remote attacker to perform out of bounds memory access via a crafted HTML page. This vulnerability cou,2026-04-27T23:12:22Z
CVE-2025-58360,OSGeo,GeoServer,OSGeo GeoServer Improper Restriction of XML External Entity Reference Vulnerability,2025-12-11,2026-01-01,Unknown,,OSGeo GeoServer contains an improper restriction of XML external entity reference vulnerability that occurs when the application accepts XML input through a specific endpoint /geoserver/wms operation ,2026-04-27T23:12:22Z
CVE-2025-6218,RARLAB,WinRAR,RARLAB WinRAR Path Traversal Vulnerability,2025-12-09,2025-12-30,Unknown,,RARLAB WinRAR contains a path traversal vulnerability allowing an attacker to execute code in the context of the current user.,2026-04-27T23:12:22Z
CVE-2025-62221,Microsoft,Windows,Microsoft Windows Use After Free Vulnerability,2025-12-09,2025-12-30,Unknown,MSFT,Microsoft Windows Cloud Files Mini Filter Driver contains a use after free vulnerability that can allow an authorized attacker to elevate privileges locally.,2026-04-27T23:12:22Z
CVE-2022-37055,D-Link,Routers,D-Link Routers Buffer Overflow Vulnerability,2025-12-08,2025-12-29,Unknown,,"D-Link Routers contains a buffer overflow vulnerability that has a high impact on confidentiality, integrity, and availability. The impacted products could be end-of-life (EoL) and/or end-of-service (",2026-04-27T23:12:22Z
CVE-2025-66644,Array Networks ,ArrayOS AG,Array Networks ArrayOS AG OS Command Injection Vulnerability,2025-12-08,2025-12-29,Unknown,,Array Networks ArrayOS AG contains an OS command injection vulnerability that could allow an attacker to execute arbitrary commands.,2026-04-27T23:12:22Z
CVE-2025-55182,Meta,React Server Components,Meta React Server Components Remote Code Execution Vulnerability,2025-12-05,2025-12-12,Known,,Meta React Server Components contains a remote code execution vulnerability that could allow unauthenticated remote code execution by exploiting a flaw in how React decodes payloads sent to React Serv,2026-04-27T23:12:22Z
CVE-2021-26828,OpenPLC,ScadaBR,OpenPLC ScadaBR Unrestricted Upload of File with Dangerous Type Vulnerability,2025-12-03,2025-12-24,Unknown,,OpenPLC ScadaBR contains an unrestricted upload of file with dangerous type vulnerability that allows remote authenticated users to upload and execute arbitrary JSP files via view_edit.shtm.,2026-04-27T23:12:22Z
CVE-2025-48633,Android,Framework,Android Framework Information Disclosure Vulnerability,2025-12-02,2025-12-23,Unknown,,Android Framework contains an unspecified vulnerability that allows for information disclosure.,2026-04-27T23:12:22Z
CVE-2025-48572,Android,Framework,Android Framework Privilege Escalation Vulnerability,2025-12-02,2025-12-23,Unknown,,Android Framework contains an unspecified vulnerability that allows for privilege escalation.,2026-04-27T23:12:22Z
CVE-2021-26829,OpenPLC,ScadaBR,OpenPLC ScadaBR Cross-site Scripting Vulnerability,2025-11-28,2025-12-19,Unknown,,OpenPLC ScadaBR contains a cross-site scripting vulnerability via system_settings.shtm.,2026-04-27T23:12:22Z
CVE-2025-61757,Oracle,Fusion Middleware,Oracle Fusion Middleware Missing Authentication for Critical Function Vulnerability,2025-11-21,2025-12-12,Unknown,ORCL,"Oracle Fusion Middleware contains a missing authentication for critical function vulnerability, allowing unauthenticated remote attackers to take over Identity Manager.",2026-04-27T23:12:22Z
CVE-2025-13223,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2025-11-19,2025-12-10,Unknown,GOOGL,Google Chromium V8 contains a type confusion vulnerability that allows for heap corruption.,2026-04-27T23:12:22Z
CVE-2025-58034,Fortinet,FortiWeb,Fortinet FortiWeb OS Command Injection Vulnerability,2025-11-18,2025-11-25,Unknown,FTNT,Fortinet FortiWeb contains an OS command Injection vulnerability that may allow an authenticated attacker to execute unauthorized code on the underlying system via crafted HTTP requests or CLI command,2026-04-27T23:12:22Z
CVE-2025-64446,Fortinet,FortiWeb,Fortinet FortiWeb Path Traversal Vulnerability,2025-11-14,2025-11-21,Unknown,FTNT,Fortinet FortiWeb contains a relative path traversal vulnerability that may allow an unauthenticated attacker to execute administrative commands on the system via crafted HTTP or HTTPS requests.,2026-04-27T23:12:22Z
CVE-2025-12480,Gladinet,Triofox,Gladinet Triofox Improper Access Control Vulnerability,2025-11-12,2025-12-03,Unknown,,Gladinet Triofox contains an improper access control vulnerability that allows access to initial setup pages even after setup is complete.,2026-04-27T23:12:22Z
CVE-2025-62215,Microsoft,Windows,Microsoft Windows Race Condition Vulnerability,2025-11-12,2025-12-03,Unknown,MSFT,Microsoft Windows Kernel contains a race condition vulnerability that allows a local attacker with low-level privileges to escalate privileges. Successful exploitation of this vulnerability could enab,2026-04-27T23:12:22Z
CVE-2025-9242,WatchGuard,Firebox,WatchGuard Firebox Out-of-Bounds Write Vulnerability,2025-11-12,2025-12-03,Unknown,,WatchGuard Firebox contains an out-of-bounds write vulnerability in the OS iked process that may allow a remote unauthenticated attacker to execute arbitrary code.,2026-04-27T23:12:22Z
CVE-2025-21042,Samsung,Mobile Devices,Samsung Mobile Devices Out-of-Bounds Write Vulnerability,2025-11-10,2025-12-01,Unknown,,Samsung mobile devices contain an out-of-bounds write vulnerability in libimagecodec.quram.so. This vulnerability could allow remote attackers to execute arbitrary code.,2026-04-27T23:12:22Z
CVE-2025-48703,CWP,Control Web Panel,CWP Control Web Panel OS Command Injection Vulnerability,2025-11-04,2025-11-25,Unknown,,CWP Control Web Panel (formerly CentOS Web Panel) contains an OS command Injection vulnerability that allows unauthenticated remote code execution via shell metacharacters in the t_total parameter in ,2026-04-27T23:12:22Z
CVE-2025-11371,Gladinet,CentreStack and Triofox,Gladinet CentreStack and Triofox Files or Directories Accessible to External Parties Vulnerability,2025-11-04,2025-11-25,Unknown,,Gladinet CentreStack and Triofox contains a files or directories accessible to external parties vulnerability that allows unintended disclosure of system files.,2026-04-27T23:12:22Z
CVE-2025-41244,Broadcom,VMware Aria Operations and VMware Tools,Broadcom VMware Aria Operations and VMware Tools Privilege Defined with Unsafe Actions Vulnerability,2025-10-30,2025-11-20,Unknown,,Broadcom VMware Aria Operations and VMware Tools contain a privilege defined with unsafe actions vulnerability. A malicious local actor with non-administrative privileges having access to a VM with VM,2026-04-27T23:12:22Z
CVE-2025-24893,XWiki,Platform,XWiki Platform Eval Injection Vulnerability,2025-10-30,2025-11-20,Unknown,,XWiki Platform contains an eval injection vulnerability that could allow any guest to perform arbitrary remote code execution through a request to SolrSearch.,2026-04-27T23:12:22Z
CVE-2025-6204,Dassault Systèmes,DELMIA Apriso,Dassault Systèmes DELMIA Apriso Code Injection Vulnerability,2025-10-28,2025-11-18,Unknown,,Dassault Systèmes DELMIA Apriso contains a code injection vulnerability that could allow an attacker to execute arbitrary code.,2026-04-27T23:12:22Z
CVE-2025-6205,Dassault Systèmes,DELMIA Apriso,Dassault Systèmes DELMIA Apriso Missing Authorization Vulnerability,2025-10-28,2025-11-18,Unknown,,Dassault Systèmes DELMIA Apriso contains a missing authorization vulnerability that could allow an attacker to gain privileged access to the application.,2026-04-27T23:12:22Z
CVE-2025-54236,Adobe,Commerce and Magento,Adobe Commerce and Magento Improper Input Validation Vulnerability,2025-10-24,2025-11-14,Unknown,ADBE,Adobe Commerce and Magento Open Source contain an improper input validation vulnerability that could allow an attacker to take over customer accounts through the Commerce REST API.,2026-04-27T23:12:22Z
CVE-2025-59287,Microsoft,Windows,Microsoft Windows Server Update Service (WSUS) Deserialization of Untrusted Data Vulnerability,2025-10-24,2025-11-14,Unknown,MSFT,Microsoft Windows Server Update Service (WSUS) contains a deserialization of untrusted data vulnerability that allows for remote code execution.,2026-04-27T23:12:22Z
CVE-2025-61932,Motex,LANSCOPE Endpoint Manager,Motex LANSCOPE Endpoint Manager Improper Verification of Source of a Communication Channel Vulnerability,2025-10-22,2025-11-12,Unknown,,Motex LANSCOPE Endpoint Manager contains an improper verification of source of a communication channel vulnerability allowing an attacker to execute arbitrary code by sending specially crafted packets,2026-04-27T23:12:22Z
CVE-2022-48503,Apple,Multiple Products,Apple Multiple Products Unspecified Vulnerability,2025-10-20,2025-11-10,Unknown,AAPL,"Apple macOS, iOS, tvOS, Safari, and watchOS contain an unspecified vulnerability in JavaScriptCore that when processing web content may lead to arbitrary code execution. The impacted product could be ",2026-04-27T23:12:22Z
CVE-2025-2746,Kentico,Xperience CMS,Kentico Xperience CMS Authentication Bypass Using an Alternate Path or Channel Vulnerability,2025-10-20,2025-11-10,Unknown,,Kentico Xperience CMS contains an authentication bypass using an alternate path or channel vulnerability that could allow an attacker to control administrative objects.,2026-04-27T23:12:22Z
CVE-2025-2747,Kentico,Xperience CMS,Kentico Xperience CMS Authentication Bypass Using an Alternate Path or Channel Vulnerability,2025-10-20,2025-11-10,Unknown,,Kentico Xperience CMS contains an authentication bypass using an alternate path or channel vulnerability that could allow an attacker to control administrative objects.,2026-04-27T23:12:22Z
CVE-2025-33073,Microsoft,Windows,Microsoft Windows SMB Client Improper Access Control Vulnerability,2025-10-20,2025-11-10,Unknown,MSFT,Microsoft Windows SMB Client contains an improper access control vulnerability that could allow for privilege escalation. An attacker could execute a specially crafted malicious script to coerce the v,2026-04-27T23:12:22Z
CVE-2025-61884,Oracle,E-Business Suite,Oracle E-Business Suite Server-Side Request Forgery (SSRF) Vulnerability,2025-10-20,2025-11-10,Known,ORCL,Oracle E-Business Suite contains a server-side request forgery (SSRF) vulnerability in the Runtime component of Oracle Configurator. This vulnerability is remotely exploitable without authentication.,2026-04-27T23:12:22Z
CVE-2025-54253,Adobe,Experience Manager (AEM) Forms,Adobe Experience Manager Forms Code Execution Vulnerability,2025-10-15,2025-11-05,Unknown,ADBE,Adobe Experience Manager Forms in JEE contains an unspecified vulnerability that allows for arbitrary code execution.,2026-04-27T23:12:22Z
CVE-2025-47827,IGEL,IGEL OS,IGEL OS Use of a Key Past its Expiration Date Vulnerability,2025-10-14,2025-11-04,Unknown,,"IGEL OS contains a use of a key past its expiration date vulnerability that allows for Secure Boot bypass. The igel-flash-driver module improperly verifies a cryptographic signature. Ultimately, a cra",2026-04-27T23:12:22Z
CVE-2025-24990,Microsoft,Windows,Microsoft Windows Untrusted Pointer Dereference Vulnerability,2025-10-14,2025-11-04,Unknown,MSFT,Microsoft Windows Agere Modem Driver contains an untrusted pointer dereference vulnerability that allows for privilege escalation. An attacker who successfully exploited this vulnerability could gain ,2026-04-27T23:12:22Z
CVE-2025-59230,Microsoft,Windows,Microsoft Windows Improper Access Control Vulnerability,2025-10-14,2025-11-04,Unknown,MSFT,Microsoft Windows contains an improper access control vulnerability in Windows Remote Access Connection Manager which could allow an authorized attacker to elevate privileges locally.,2026-04-27T23:12:22Z
CVE-2016-7836,SKYSEA,Client View,SKYSEA Client View Improper Authentication Vulnerability,2025-10-14,2025-11-04,Unknown,,SKYSEA Client View contains an improper authentication vulnerability that allows remote code execution via a flaw in processing authentication on the TCP connection with the management console program,2026-04-27T23:12:22Z
CVE-2021-43798,Grafana Labs,Grafana,Grafana Path Traversal Vulnerability,2025-10-09,2025-10-30,Unknown,,Grafana contains a path traversal vulnerability that could allow access to local files.,2026-04-27T23:12:22Z
CVE-2025-27915,Synacor,Zimbra Collaboration Suite (ZCS),Synacor Zimbra Collaboration Suite (ZCS) Cross-site Scripting Vulnerability,2025-10-07,2025-10-28,Unknown,,Synacor Zimbra Collaboration Suite (ZCS) contains a cross-site scripting vulnerability that exists in the Classic Web Client due to insufficient sanitization of HTML content in ICS files. When a user ,2026-04-27T23:12:22Z
CVE-2021-22555,Linux,Kernel,Linux Kernel Heap Out-of-Bounds Write Vulnerability,2025-10-06,2025-10-27,Unknown,,Linux Kernel contains a heap out-of-bounds write vulnerability that could allow an attacker to gain privileges or cause a DoS (via heap memory corruption) through user name space.,2026-04-27T23:12:22Z
CVE-2010-3962,Microsoft,Internet Explorer,Microsoft Internet Explorer Uninitialized Memory Corruption Vulnerability,2025-10-06,2025-10-27,Unknown,MSFT,Microsoft Internet Explorer contains an uninitialized memory corruption vulnerability that could allow for remote code execution. The impacted product could be end-of-life (EoL) and/or end-of-service ,2026-04-27T23:12:22Z
CVE-2021-43226,Microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability,2025-10-06,2025-10-27,Unknown,MSFT,"Microsoft Windows Common Log File System Driver contains a privilege escalation vulnerability that could allow a local, privileged attacker to bypass certain security mechanisms.",2026-04-27T23:12:22Z
CVE-2013-3918,Microsoft,Windows,Microsoft Windows Out-of-Bounds Write Vulnerability,2025-10-06,2025-10-27,Unknown,MSFT,"Microsoft Windows contains an out-of-bounds write vulnerability in the InformationCardSigninHelper Class ActiveX control, icardie.dll. An attacker could exploit the vulnerability by constructing a spe",2026-04-27T23:12:22Z
CVE-2011-3402,Microsoft,Windows,Microsoft Windows Remote Code Execution Vulnerability,2025-10-06,2025-10-27,Unknown,MSFT,Microsoft Windows Kernel contains an unspecified vulnerability in the TrueType font parsing engine in win32k.sys in the kernel-mode drivers that allows remote attackers to execute arbitrary code via c,2026-04-27T23:12:22Z
CVE-2010-3765,Mozilla,Multiple Products,Mozilla Multiple Products Remote Code Execution Vulnerability,2025-10-06,2025-10-27,Unknown,,"Mozilla Firefox, SeaMonkey, and Thunderbird contain an unspecified vulnerability when JavaScript is enabled. This allows remote attackers to execute arbitrary code via vectors related to nsCSSFrameCon",2026-04-27T23:12:22Z
CVE-2025-61882,Oracle,E-Business Suite,Oracle E-Business Suite Unspecified Vulnerability,2025-10-06,2025-10-27,Known,ORCL,Oracle E-Business Suite contains an unspecified vulnerability in the BI Publisher Integration component. The vulnerability allows unauthenticated attacker with network access via HTTP to compromise Or,2026-04-27T23:12:22Z
CVE-2014-6278,GNU,GNU Bash,GNU Bash OS Command Injection Vulnerability,2025-10-02,2025-10-23,Unknown,,GNU Bash contains an OS command injection vulnerability which allows remote attackers to execute arbitrary commands via a crafted environment.,2026-04-27T23:12:22Z
CVE-2017-1000353,Jenkins,Jenkins,Jenkins Remote Code Execution Vulnerability,2025-10-02,2025-10-23,Unknown,,"Jenkins contains a remote code execution vulnerability. This vulnerability that could allowed attackers to transfer a serialized Java SignedObject object to the remoting-based Jenkins CLI, that would ",2026-04-27T23:12:22Z
CVE-2015-7755,Juniper,ScreenOS,Juniper ScreenOS Improper Authentication Vulnerability,2025-10-02,2025-10-23,Unknown,JNPR,Juniper ScreenOS contains an improper authentication vulnerability that could allow unauthorized remote administrative access to the device.,2026-04-27T23:12:22Z
CVE-2025-21043,Samsung,Mobile Devices,Samsung Mobile Devices Out-of-Bounds Write Vulnerability,2025-10-02,2025-10-23,Unknown,,Samsung mobile devices contain an out-of-bounds write vulnerability in libimagecodec.quram.so which allows remote attackers to execute arbitrary code.,2026-04-27T23:12:22Z
CVE-2025-4008,Smartbedded,Meteobridge,Smartbedded Meteobridge Command Injection Vulnerability,2025-10-02,2025-10-23,Unknown,,Smartbedded Meteobridge contains a command injection vulnerability that could allow remote unauthenticated attackers to gain arbitrary command execution with elevated privileges (root) on affected dev,2026-04-27T23:12:22Z
CVE-2025-32463,Sudo,Sudo,Sudo Inclusion of Functionality from Untrusted Control Sphere Vulnerability,2025-09-29,2025-10-20,Unknown,,Sudo contains an inclusion of functionality from untrusted control sphere vulnerability. This vulnerability could allow local attacker to leverage sudo’s -R (--chroot) option to run arbitrary commands,2026-04-27T23:12:22Z
CVE-2025-59689,Libraesva,Email Security Gateway,Libraesva Email Security Gateway Command Injection Vulnerability,2025-09-29,2025-10-20,Unknown,,Libraesva Email Security Gateway (ESG) contains a command injection vulnerability which allows command injection via a compressed e-mail attachment.,2026-04-27T23:12:22Z
CVE-2025-10035,Fortra,GoAnywhere MFT,Fortra GoAnywhere MFT Deserialization of Untrusted Data Vulnerability,2025-09-29,2025-10-20,Known,,"Fortra GoAnywhere MFT contains a deserialization of untrusted data vulnerability allows an actor with a validly forged license response signature to deserialize an arbitrary actor-controlled object, p",2026-04-27T23:12:22Z
CVE-2025-20352,Cisco,IOS and IOS XE,Cisco IOS and IOS XE Software SNMP Denial of Service and Remote Code Execution Vulnerability,2025-09-29,2025-10-20,Unknown,CSCO,Cisco IOS and IOS XE contains a stack-based buffer overflow vulnerability in the Simple Network Management Protocol (SNMP) subsystem that could allow for denial of service or remote code execution. A ,2026-04-27T23:12:22Z
CVE-2021-21311,Adminer,Adminer,Adminer Server-Side Request Forgery Vulnerability,2025-09-29,2025-10-20,Unknown,,"Adminer contains a server-side request forgery vulnerability that, when exploited, allows a remote attacker to obtain potentially sensitive information.",2026-04-27T23:12:22Z
CVE-2025-20362,Cisco,Secure Firewall Adaptive Security Appliance and Secure Firewall Threat Defense,Cisco Secure Firewall Adaptive Security (ASA) Appliance and Secure Firewall Threat Defense (FTD) Missing Authorization V,2025-09-25,2025-09-26,Unknown,CSCO,Cisco Secure Firewall Adaptive Security (ASA) Appliance and Secure Firewall Threat Defense (FTD) Software VPN Web Server contain a missing authorization vulnerability. This vulnerability could be chai,2026-04-27T23:12:22Z
CVE-2025-20333,Cisco,Secure Firewall Adaptive Security Appliance and Secure Firewall Threat Defense,Cisco Secure Firewall Adaptive Security Appliance (ASA) and Secure Firewall Threat Defense (FTD) Buffer Overflow Vulnera,2025-09-25,2025-09-26,Unknown,CSCO,Cisco Secure Firewall Adaptive Security (ASA) Appliance and Secure Firewall Threat Defense (FTD) Software VPN Web Server contain a buffer overflow vulnerability that allows for remote code execution. ,2026-04-27T23:12:22Z
CVE-2025-10585,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2025-09-23,2025-10-14,Unknown,GOOGL,Google Chromium contains a type confusion vulnerability in the V8 JavaScript and WebAssembly engine.,2026-04-27T23:12:22Z
CVE-2025-5086,Dassault Systèmes,DELMIA Apriso,Dassault Systèmes DELMIA Apriso Deserialization of Untrusted Data Vulnerability,2025-09-11,2025-10-02,Unknown,,Dassault Systèmes DELMIA Apriso contains a deserialization of untrusted data vulnerability that could lead to a remote code execution.,2026-04-27T23:12:22Z
CVE-2025-38352,Linux,Kernel,Linux Kernel Time-of-Check Time-of-Use (TOCTOU) Race Condition Vulnerability,2025-09-04,2025-09-25,Unknown,,"Linux kernel contains a time-of-check time-of-use (TOCTOU) race condition vulnerability that has a high impact on confidentiality, integrity, and availability.",2026-04-27T23:12:22Z
CVE-2025-48543,Android,Runtime,Android Runtime Use-After-Free Vulnerability,2025-09-04,2025-09-25,Unknown,,Android Runtime contains a use-after-free vulnerability potentially allowing a chrome sandbox escape leading to local privilege escalation.,2026-04-27T23:12:22Z
CVE-2025-53690,Sitecore,Multiple Products,Sitecore Multiple Products Deserialization of Untrusted Data Vulnerability,2025-09-04,2025-09-25,Unknown,,"Sitecore Experience Manager (XM), Experience Platform (XP), Experience Commerce (XC), and Managed Cloud contain a deserialization of untrusted data vulnerability involving the use of default machine k",2026-04-27T23:12:22Z
CVE-2023-50224,TP-Link,TL-WR841N,TP-Link TL-WR841N Authentication Bypass by Spoofing Vulnerability,2025-09-03,2025-09-24,Unknown,,"TP-Link TL-WR841N contains an authentication bypass by spoofing vulnerability within the httpd service, which listens on TCP port 80 by default, leading to the disclose of stored credentials. The impa",2026-04-27T23:12:22Z
CVE-2025-9377,TP-Link,Multiple Routers,TP-Link Archer C7(EU) and TL-WR841N/ND(MS) OS Command Injection Vulnerability,2025-09-03,2025-09-24,Unknown,,TP-Link Archer C7(EU) and TL-WR841N/ND(MS) contain an OS command injection vulnerability that exists in the Parental Control page. The impacted products could be end-of-life (EoL) and/or end-of-servic,2026-04-27T23:12:22Z
CVE-2020-24363,TP-Link,TL-WA855RE,TP-link TL-WA855RE Missing Authentication for Critical Function Vulnerability,2025-09-02,2025-09-23,Unknown,,TP-link TL-WA855RE contains a missing authentication for critical function vulnerability. This vulnerability could allow an unauthenticated attacker (on the same network) to submit a TDDP_RESET POST r,2026-04-27T23:12:22Z
CVE-2025-55177,Meta Platforms,WhatsApp,Meta Platforms WhatsApp Incorrect Authorization Vulnerability,2025-09-02,2025-09-23,Unknown,,Meta Platforms WhatsApp contains an incorrect authorization vulnerability due to an incomplete authorization of linked device synchronization messages. This vulnerability could allow an unrelated user,2026-04-27T23:12:22Z
CVE-2025-57819,Sangoma,FreePBX,Sangoma FreePBX Authentication Bypass Vulnerability,2025-08-29,2025-09-19,Unknown,,Sangoma FreePBX contains an authentication bypass vulnerability due to insufficiently sanitized user-supplied data allows unauthenticated access to FreePBX Administrator leading to arbitrary database ,2026-04-27T23:12:22Z
CVE-2025-7775,Citrix,NetScaler,Citrix NetScaler Memory Overflow Vulnerability,2025-08-26,2025-08-28,Unknown,CTXS,Citrix NetScaler ADC and NetScaler Gateway contain a memory overflow vulnerability that could allow for remote code execution and/or denial of service.,2026-04-27T23:12:22Z
CVE-2025-48384,Git,Git,Git Link Following Vulnerability,2025-08-25,2025-09-15,Unknown,,Git contains a link following vulnerability that stems from Git’s inconsistent handling of carriage return characters in configuration files.,2026-04-27T23:12:22Z
CVE-2024-8068,Citrix,Session Recording,Citrix Session Recording Improper Privilege Management Vulnerability,2025-08-25,2025-09-15,Unknown,CTXS,Citrix Session Recording contains an improper privilege management vulnerability that could allow for privilege escalation to NetworkService Account access. An attacker must be an authenticated user i,2026-04-27T23:12:22Z
CVE-2024-8069,Citrix,Session Recording,Citrix Session Recording Deserialization of Untrusted Data Vulnerability,2025-08-25,2025-09-15,Unknown,CTXS,Citrix Session Recording contains a deserialization of untrusted data vulnerability that allows limited remote code execution with privilege of a NetworkService Account access. Attacker must be an aut,2026-04-27T23:12:22Z
CVE-2025-43300,Apple,"iOS, iPadOS, and macOS","Apple iOS, iPadOS, and macOS Out-of-Bounds Write Vulnerability",2025-08-21,2025-09-11,Unknown,AAPL,"Apple iOS, iPadOS, and macOS contain an out-of-bounds write vulnerability in the Image I/O framework.",2026-04-27T23:12:22Z
CVE-2025-54948,Trend Micro,Apex One,Trend Micro Apex One OS Command Injection Vulnerability,2025-08-18,2025-09-08,Unknown,TMICY,Trend Micro Apex One Management Console (on-premise) contains an OS command injection vulnerability that could allow a pre-authenticated remote attacker to upload malicious code and execute commands o,2026-04-27T23:12:22Z
CVE-2025-8876,N-able,N-Central,N-able N-Central Command Injection Vulnerability,2025-08-13,2025-08-20,Unknown,,N-able N-Central contains a command injection vulnerability via improper sanitization of user input.,2026-04-27T23:12:22Z
CVE-2025-8875,N-able,N-Central,N-able N-Central Insecure Deserialization Vulnerability,2025-08-13,2025-08-20,Unknown,,N-able N-Central contains an insecure deserialization vulnerability that could lead to command execution.,2026-04-27T23:12:22Z
CVE-2025-8088,RARLAB,WinRAR,RARLAB WinRAR Path Traversal Vulnerability,2025-08-12,2025-09-02,Unknown,,RARLAB WinRAR contains a path traversal vulnerability affecting the Windows version of WinRAR. This vulnerability could allow an attacker to execute arbitrary code by crafting malicious archive files.,2026-04-27T23:12:22Z
CVE-2007-0671,Microsoft,Office,Microsoft Office Excel Remote Code Execution Vulnerability,2025-08-12,2025-09-02,Unknown,MSFT,Microsoft Office Excel contains a remote code execution vulnerability that can be exploited when a specially crafted Excel file is opened. This malicious file could be delivered as an email attachment,2026-04-27T23:12:22Z
CVE-2013-3893,Microsoft,Internet Explorer,Microsoft Internet Explorer Resource Management Errors Vulnerability,2025-08-12,2025-09-02,Unknown,MSFT,Microsoft Internet Explorer contains a memory corruption vulnerability that allows for remote code execution. The impacted products could be end-of-life (EoL) and/or end-of-service (EoS). Users should,2026-04-27T23:12:22Z
CVE-2020-25078,D-Link,DCS-2530L and DCS-2670L Devices,D-Link DCS-2530L and DCS-2670L Devices Unspecified Vulnerability,2025-08-05,2025-08-26,Unknown,,D-Link DCS-2530L and DCS-2670L devices contains an unspecified vulnerability that could allow for remote administrator password disclosure. The impacted products could be end-of-life (EoL) and/or end-,2026-04-27T23:12:22Z
CVE-2020-25079,D-Link,DCS-2530L and DCS-2670L Devices,D-Link DCS-2530L and DCS-2670L Command Injection Vulnerability,2025-08-05,2025-08-26,Unknown,,D-Link DCS-2530L and DCS-2670L devices contains a command injection vulnerability in the cgi-bin/ddns_enc.cgi. The impacted products could be end-of-life (EoL) and/or end-of-service (EoS). Users shoul,2026-04-27T23:12:22Z
CVE-2022-40799,D-Link,DNR-322L,D-Link DNR-322L Download of Code Without Integrity Check Vulnerability,2025-08-05,2025-08-26,Unknown,,D-Link DNR-322L contains a download of code without integrity check vulnerability that could allow an authenticated attacker to execute OS level commands on the device. The impacted products could be ,2026-04-27T23:12:22Z
CVE-2023-2533,PaperCut,NG/MF,PaperCut NG/MF Cross-Site Request Forgery (CSRF) Vulnerability,2025-07-28,2025-08-18,Unknown,,"PaperCut NG/MF contains a cross-site request forgery (CSRF) vulnerability, which, under specific conditions, could potentially enable an attacker to alter security settings or execute arbitrary code. ",2026-04-27T23:12:22Z
CVE-2025-20337,Cisco,Identity Services Engine,Cisco Identity Services Engine Injection Vulnerability,2025-07-28,2025-08-18,Unknown,CSCO,Cisco Identity Services Engine contains an injection vulnerability in a specific API of Cisco ISE and Cisco ISE-PIC due to insufficient validation of user-supplied input allowing an attacker to exploi,2026-04-27T23:12:22Z
CVE-2025-20281,Cisco,Identity Services Engine,Cisco Identity Services Engine Injection Vulnerability,2025-07-28,2025-08-18,Unknown,CSCO,Cisco Identity Services Engine contains an injection vulnerability in a specific API of Cisco ISE and Cisco ISE-PIC due to insufficient validation of user-supplied input allowing an attacker to exploi,2026-04-27T23:12:22Z
CVE-2025-2775,SysAid,SysAid On-Prem,SysAid On-Prem Improper Restriction of XML External Entity Reference Vulnerability,2025-07-22,2025-08-12,Unknown,,"SysAid On-Prem contains an improper restriction of XML external entity reference vulnerability in the Checkin processing functionality, allowing for administrator account takeover and file read primit",2026-04-27T23:12:22Z
CVE-2025-2776,SysAid,SysAid On-Prem,SysAid On-Prem Improper Restriction of XML External Entity Reference Vulnerability,2025-07-22,2025-08-12,Unknown,,"SysAid On-Prem contains an improper restriction of XML external entity reference vulnerability in the Server URL processing functionality, allowing for administrator account takeover and file read pri",2026-04-27T23:12:22Z
CVE-2025-6558,Google,Chromium,Google Chromium ANGLE and GPU Improper Input Validation Vulnerability,2025-07-22,2025-08-12,Unknown,GOOGL,Google Chromium contains an improper input validation vulnerability in ANGLE and GPU. This vulnerability could allow a remote attacker to potentially perform a sandbox escape via a crafted HTML page. ,2026-04-27T23:12:22Z
