event_id,title,category,source,status,start_date,lat,lon,link,captured_at
EONET_19769,Wildfire in Thailand 1028482,Wildfires,GDACS,closed,2026-04-08,17.561202225069067,100.7313464863159,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19769,2026-04-27T23:10:04Z
EONET_19787,Wildfire in Thailand 1028496,Wildfires,GDACS,closed,2026-04-08,14.695458247957225,98.42510111504606,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19787,2026-04-27T23:10:04Z
EONET_19788,Wildfire in Sudan 1028485,Wildfires,GDACS,closed,2026-04-08,8.722408016965785,32.89692638802807,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19788,2026-04-27T23:10:04Z
EONET_19420,"SUNNY Wildfire, Osage, Oklahoma",Wildfires,IRWIN,open,2026-04-08,36.779277,-96.225036,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19420,2026-04-27T23:10:04Z
EONET_19567,"Turkey Creek Wildfire, Letcher, Kentucky",Wildfires,IRWIN,closed,2026-04-08,37.04750498,-83.06410789,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19567,2026-04-27T23:10:04Z
EONET_19438,"Tige - West Celina RX Prescribed Fire, Perry, Indiana",Wildfires,IRWIN,open,2026-04-08,38.2051,-86.6266,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19438,2026-04-27T23:10:04Z
EONET_19426,"RX BO/MAG Chickalah Mtn Prescribed Fire, Yell, Arkansas",Wildfires,IRWIN,open,2026-04-08,35.1749,-93.426325,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19426,2026-04-27T23:10:04Z
EONET_19427,"DeSoto BB 7310 C-7 RX Prescribed Fire, Perry, Mississippi",Wildfires,IRWIN,open,2026-04-08,31.05635,-88.859583,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19427,2026-04-27T23:10:04Z
EONET_19429,"Bienville CPT 5 7 RX Prescribed Fire, Scott, Mississippi",Wildfires,IRWIN,open,2026-04-08,32.5163,-89.6524,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19429,2026-04-27T23:10:04Z
EONET_19434,"Holly Springs IU 14-1 RX Prescribed Fire, Tippah, Mississippi",Wildfires,IRWIN,open,2026-04-08,34.8459,-89.0287,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19434,2026-04-27T23:10:04Z
EONET_19437,"Homochitto BB51 Sub2 RX Prescribed Fire, Franklin, Mississippi",Wildfires,IRWIN,open,2026-04-08,31.402,-90.984,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19437,2026-04-27T23:10:04Z
EONET_19421,"SNF Stark Tract RX Prescribed Fire, Newton, Texas",Wildfires,IRWIN,open,2026-04-08,31.174617,-93.626833,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19421,2026-04-27T23:10:04Z
EONET_19436,"SHNF C-26/C-27/C-28 RX Prescribed Fire, Montgomery, Texas",Wildfires,IRWIN,open,2026-04-08,30.529633,-95.652333,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19436,2026-04-27T23:10:04Z
EONET_19435,"SHNF C-51 RX Prescribed Fire, Walker, Texas",Wildfires,IRWIN,open,2026-04-08,30.536367,-95.569167,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19435,2026-04-27T23:10:04Z
EONET_19430,"RX Key Mountain East Prescribed Fire, Scott, Arkansas",Wildfires,IRWIN,open,2026-04-08,34.761897,-94.096898,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19430,2026-04-27T23:10:04Z
EONET_19433,"RX Spud Rock Prescribed Fire, Franklin, Arkansas",Wildfires,IRWIN,open,2026-04-08,35.734,-93.9,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19433,2026-04-27T23:10:04Z
EONET_19423,"RX Fourche Valley Unit 1 and 2 Prescribed Fire, Yell, Arkansas",Wildfires,IRWIN,open,2026-04-08,34.933333,-93.666667,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19423,2026-04-27T23:10:04Z
EONET_19431,"RX County Liine Prescribed Fire, Newton, Arkansas",Wildfires,IRWIN,open,2026-04-08,35.845119,-93.523297,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19431,2026-04-27T23:10:04Z
EONET_19859,"Piton de la Fournaise, Reunion (France)",Volcanoes,SIVolcano,open,2026-04-08,-21.244,55.708,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19859,2026-04-27T23:10:04Z
EONET_19428,"School House B RX Prescribed Fire, Clay, Alabama",Wildfires,IRWIN,open,2026-04-07,33.155833,-86.091944,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19428,2026-04-27T23:10:04Z
EONET_19593,Flood in Philippines 1103838,Floods,GDACS,closed,2026-04-07,6.8303517,125.3970848,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19593,2026-04-27T23:10:04Z
EONET_19465,Wildfire in Russian Federation 1028236,Wildfires,GDACS,closed,2026-04-07,48.644257479176055,132.2380501949027,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19465,2026-04-27T23:10:04Z
EONET_19466,Wildfire in Australia 1028237,Wildfires,GDACS,closed,2026-04-07,-16.32533977956783,128.5432714747107,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19466,2026-04-27T23:10:04Z
EONET_19516,Wildfire in Thailand 1028287,Wildfires,GDACS,closed,2026-04-07,18.107236172904408,102.08287513020322,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19516,2026-04-27T23:10:04Z
EONET_19517,Wildfire in Australia 1028291,Wildfires,GDACS,closed,2026-04-07,-19.522199472009532,135.60227835024833,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19517,2026-04-27T23:10:04Z
EONET_19606,Wildfire in India 1028337,Wildfires,GDACS,closed,2026-04-07,26.883237758063704,82.93991473880995,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19606,2026-04-27T23:10:04Z
EONET_19607,Wildfire in India 1028346,Wildfires,GDACS,closed,2026-04-07,26.877598233075833,82.92682400641752,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19607,2026-04-27T23:10:04Z
EONET_19608,Wildfire in Nicaragua 1028347,Wildfires,GDACS,closed,2026-04-07,13.695603078044831,-86.57858927990024,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19608,2026-04-27T23:10:04Z
EONET_19609,Wildfire in Laos 1028331,Wildfires,GDACS,closed,2026-04-07,18.440833152509455,102.85460766084098,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19609,2026-04-27T23:10:04Z
EONET_19704,Wildfire in Thailand 1028419,Wildfires,GDACS,closed,2026-04-07,17.925565542025502,102.10678797749111,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19704,2026-04-27T23:10:04Z
EONET_19705,Wildfire in Laos 1028420,Wildfires,GDACS,closed,2026-04-07,19.05865979105536,103.16706052889053,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19705,2026-04-27T23:10:04Z
EONET_19706,"Wildfire in Thailand, Myanmar 1028436",Wildfires,GDACS,closed,2026-04-07,13.702559547021997,99.18646553075378,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19706,2026-04-27T23:10:04Z
EONET_19748,Wildfire in Sudan 1028443,Wildfires,GDACS,closed,2026-04-07,8.800061603276145,32.9623250063369,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19748,2026-04-27T23:10:04Z
EONET_19749,Wildfire in Myanmar 1028452,Wildfires,GDACS,closed,2026-04-07,19.223749140001058,97.57885703927894,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19749,2026-04-27T23:10:04Z
EONET_19750,Wildfire in Thailand 1028466,Wildfires,GDACS,closed,2026-04-07,18.987888480719374,99.83586645603587,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19750,2026-04-27T23:10:04Z
EONET_19789,Wildfire in India 1028486,Wildfires,GDACS,closed,2026-04-07,19.51190594576083,80.77500307382856,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19789,2026-04-27T23:10:04Z
EONET_19409,"Compartment 156 RX Prescribed Fire, Putnam, Georgia",Wildfires,IRWIN,open,2026-04-07,33.407033,-83.376383,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19409,2026-04-27T23:10:04Z
EONET_19432,"Mainline Wildfire, Polk, Texas",Wildfires,IRWIN,closed,2026-04-07,30.492511,-94.638858,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19432,2026-04-27T23:10:04Z
EONET_19422,"RX D2 Hog Sapphire Prescribed Fire, Ravalli, Montana",Wildfires,IRWIN,open,2026-04-07,46.164317,-113.877617,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19422,2026-04-27T23:10:04Z
EONET_19448,"Homochitto BB 6 South RX Prescribed Fire, Lincoln, Mississippi",Wildfires,IRWIN,open,2026-04-07,31.635,-90.73,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19448,2026-04-27T23:10:04Z
EONET_19449,"Bienville CPT 41 RX Prescribed Fire, Scott, Mississippi",Wildfires,IRWIN,open,2026-04-07,32.4037,-89.5682,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19449,2026-04-27T23:10:04Z
EONET_19450,"Bienville CPT 31 32 cont  RX Prescribed Fire, Scott, Mississippi",Wildfires,IRWIN,open,2026-04-07,32.4098,-89.6599,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19450,2026-04-27T23:10:04Z
EONET_19444,"Holly Springs IU 26-2 RX Prescribed Fire, Benton, Mississippi",Wildfires,IRWIN,open,2026-04-07,34.7893,-89.2329,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19444,2026-04-27T23:10:04Z
EONET_19446,"RX Bald Knob Prescribed Fire, Crawford, Arkansas",Wildfires,IRWIN,open,2026-04-07,35.6695,-94.3093,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19446,2026-04-27T23:10:04Z
EONET_19447,"RX BO/MAG Carter Mtn Prescribed Fire, Logan, Arkansas",Wildfires,IRWIN,open,2026-04-07,35.218256,-93.395096,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19447,2026-04-27T23:10:04Z
EONET_19458,"MULL Wildfire, Osage, Oklahoma",Wildfires,IRWIN,open,2026-04-07,36.539489,-96.362972,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19458,2026-04-27T23:10:04Z
EONET_19443,"RX PCS East Horseshoe 2 Prescribed Fire, Scott, Arkansas",Wildfires,IRWIN,open,2026-04-07,34.783517,-94.254627,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19443,2026-04-27T23:10:04Z
EONET_19452,"SHNF C-14/C-15 RX Prescribed Fire, Montgomery, Texas",Wildfires,IRWIN,open,2026-04-07,30.52045,-95.728667,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19452,2026-04-27T23:10:04Z
EONET_19445,"RX FORKS 5 Prescribed Fire, Montgomery, Arkansas",Wildfires,IRWIN,open,2026-04-07,34.525556,-93.738056,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19445,2026-04-27T23:10:04Z
EONET_19455,"SHNF C-43N RX Prescribed Fire, Walker, Texas",Wildfires,IRWIN,open,2026-04-07,30.524133,-95.57925,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19455,2026-04-27T23:10:04Z
EONET_19454,"RX Reeve&#039;s Fork Prescribed Fire, Newton, Arkansas",Wildfires,IRWIN,open,2026-04-07,35.808903,-93.464358,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19454,2026-04-27T23:10:04Z
EONET_19459,"SUNNY SLOPES Wildfire, Osage, Oklahoma",Wildfires,IRWIN,open,2026-04-07,36.463582,-96.616347,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19459,2026-04-27T23:10:04Z
EONET_19456,"RX CALE BU 30-33 Prescribed Fire, Rapides, Louisiana",Wildfires,IRWIN,open,2026-04-07,31.197633,-92.562217,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19456,2026-04-27T23:10:04Z
EONET_19451,"RX VANDERSLICE UNIT 8 Prescribed Fire, Montgomery, Arkansas",Wildfires,IRWIN,open,2026-04-07,34.671333,-93.484417,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19451,2026-04-27T23:10:04Z
EONET_19442,"C-75A FM RX Prescribed Fire, Berkeley, South Carolina",Wildfires,IRWIN,closed,2026-04-07,33.201972,-79.870556,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19442,2026-04-27T23:10:04Z
EONET_19417,"Meadow View Wildfire, Potter, Texas",Wildfires,IRWIN,closed,2026-04-06,35.469041,-101.813616,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19417,2026-04-27T23:10:04Z
EONET_19413,"Meadow View Wildfire, Potter, Texas",Wildfires,IRWIN,open,2026-04-06,35.468784,-101.832244,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19413,2026-04-27T23:10:04Z
EONET_19460,"rx-Lapham Good Oak 2026 Prescribed Fire, Waukesha, Wisconsin",Wildfires,IRWIN,open,2026-04-06,43.0403647,-88.3992015,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19460,2026-04-27T23:10:04Z
EONET_19376,Wildfire in Australia 1028218,Wildfires,GDACS,closed,2026-04-06,-15.731795329081466,128.3692566608866,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19376,2026-04-27T23:10:04Z
EONET_19377,Wildfire in Mongolia 1028219,Wildfires,GDACS,closed,2026-04-06,49.28756597876336,115.78281860426753,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19377,2026-04-27T23:10:04Z
EONET_19390,Wildfire in United States 1028227,Wildfires,GDACS,closed,2026-04-06,38.91899445788966,-96.3197936196026,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19390,2026-04-27T23:10:04Z
EONET_19467,Wildfire in Thailand 1028238,Wildfires,GDACS,closed,2026-04-06,15.973555377436302,101.80274244685963,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19467,2026-04-27T23:10:04Z
EONET_19518,Wildfire in Thailand 1028292,Wildfires,GDACS,closed,2026-04-06,18.08491180510639,97.87880808805856,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19518,2026-04-27T23:10:04Z
EONET_19519,Wildfire in India 1028283,Wildfires,GDACS,closed,2026-04-06,19.5568062796711,80.9628466759735,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19519,2026-04-27T23:10:04Z
EONET_19520,Wildfire in India 1028284,Wildfires,GDACS,closed,2026-04-06,27.09474691168079,82.90844256116571,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19520,2026-04-27T23:10:04Z
EONET_19521,Wildfire in Laos 1028288,Wildfires,GDACS,closed,2026-04-06,18.49607870708877,102.99372974559596,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19521,2026-04-27T23:10:04Z
EONET_19522,Wildfire in Laos 1028300,Wildfires,GDACS,closed,2026-04-06,18.195679981805988,105.0647453181585,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19522,2026-04-27T23:10:04Z
EONET_19523,Wildfire in Laos 1028301,Wildfires,GDACS,closed,2026-04-06,18.67248108240052,103.50692813060478,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19523,2026-04-27T23:10:04Z
EONET_19524,Wildfire in Laos 1028302,Wildfires,GDACS,closed,2026-04-06,19.780586217570878,104.02104247252585,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19524,2026-04-27T23:10:04Z
EONET_19610,Wildfire in Laos 1028348,Wildfires,GDACS,closed,2026-04-06,18.438604012097272,104.42491340421688,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19610,2026-04-27T23:10:04Z
EONET_19611,Wildfire in India 1028326,Wildfires,GDACS,closed,2026-04-06,19.475317588944463,81.13766127057659,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19611,2026-04-27T23:10:04Z
EONET_19612,Wildfire in Sudan 1028328,Wildfires,GDACS,closed,2026-04-06,9.160219631133002,30.337516884954365,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19612,2026-04-27T23:10:04Z
EONET_19663,Wildfire in Guinea 1028363,Wildfires,GDACS,closed,2026-04-06,11.32134300930628,-13.33056896765436,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19663,2026-04-27T23:10:04Z
EONET_19664,Wildfire in Laos 1028400,Wildfires,GDACS,closed,2026-04-06,20.06443887416467,101.87949643110454,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19664,2026-04-27T23:10:04Z
EONET_19665,Wildfire in Laos 1028401,Wildfires,GDACS,closed,2026-04-06,19.104064413692555,101.39747969345167,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19665,2026-04-27T23:10:04Z
EONET_19666,Wildfire in Australia 1028402,Wildfires,GDACS,closed,2026-04-06,-19.617820050920887,136.17873691953739,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19666,2026-04-27T23:10:04Z
EONET_19707,Wildfire in Thailand 1028437,Wildfires,GDACS,closed,2026-04-06,19.506543155023426,98.41695480348307,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19707,2026-04-27T23:10:04Z
EONET_19708,Wildfire in Laos 1028421,Wildfires,GDACS,closed,2026-04-06,18.67812821434813,103.33974392850835,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19708,2026-04-27T23:10:04Z
EONET_19709,Wildfire in Honduras 1028422,Wildfires,GDACS,closed,2026-04-06,14.299254474023508,-86.17572323006243,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19709,2026-04-27T23:10:04Z
EONET_19751,Wildfire in Sudan 1028444,Wildfires,GDACS,closed,2026-04-06,8.91648408249457,33.07754305842422,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19751,2026-04-27T23:10:04Z
EONET_19790,Wildfire in Thailand 1028491,Wildfires,GDACS,closed,2026-04-06,18.087221261755236,100.42442970980376,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19790,2026-04-27T23:10:04Z
EONET_19572,"Big Wilson RX Prescribed Fire, Bath, Virginia",Wildfires,IRWIN,open,2026-04-06,37.951306,-79.821194,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19572,2026-04-27T23:10:04Z
EONET_19589,"Comers Rock RX Prescribed Fire, Wythe, Virginia",Wildfires,IRWIN,open,2026-04-06,36.7655,-81.191833,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19589,2026-04-27T23:10:04Z
EONET_19453,"LON - Auger Springs RX Prescribed Fire, Laurel, Kentucky",Wildfires,IRWIN,open,2026-04-06,36.969,-84.229,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19453,2026-04-27T23:10:04Z
EONET_19408,"Compartment 163/164 RX Prescribed Fire, Putnam, Georgia",Wildfires,IRWIN,open,2026-04-06,33.36415,-83.464333,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19408,2026-04-27T23:10:04Z
EONET_19407,"Compartment 135 RX Prescribed Fire, Putnam, Georgia",Wildfires,IRWIN,open,2026-04-06,33.198667,-83.505083,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19407,2026-04-27T23:10:04Z
EONET_19462,"RX East Horseshoe Prescribed Fire, Scott, Arkansas",Wildfires,IRWIN,open,2026-04-06,34.766957,-94.260589,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19462,2026-04-27T23:10:04Z
EONET_19461,"RX MOUNT IDA 23 24 Prescribed Fire, Montgomery, Arkansas",Wildfires,IRWIN,open,2026-04-06,34.524444,-93.649722,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19461,2026-04-27T23:10:04Z
EONET_19349,"Holly Springs IU 81-1 83-1 RX Prescribed Fire, Lafayette, Mississippi",Wildfires,IRWIN,open,2026-04-06,34.49759,-89.382263,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19349,2026-04-27T23:10:04Z
EONET_19351,"EASTER PASTURE Wildfire, Hendry, Florida",Wildfires,IRWIN,open,2026-04-05,26.4713889,-81.0269444,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19351,2026-04-27T23:10:04Z
EONET_19391,Wildfire in Russian Federation 1028221,Wildfires,GDACS,closed,2026-04-05,46.10069419295233,48.83329586761586,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19391,2026-04-27T23:10:04Z
EONET_19392,Wildfire in Australia 1028225,Wildfires,GDACS,closed,2026-04-05,-17.807466462875908,131.36470864548977,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19392,2026-04-27T23:10:04Z
EONET_19484,Wildfire in Australia 1028279,Wildfires,GDACS,closed,2026-04-05,-17.779197241204187,131.23845747829807,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19484,2026-04-27T23:10:04Z
EONET_19525,Wildfire in India 1028285,Wildfires,GDACS,closed,2026-04-05,19.28933533765142,81.15331482571246,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19525,2026-04-27T23:10:04Z
EONET_19526,Wildfire in India 1028286,Wildfires,GDACS,closed,2026-04-05,19.254019712736014,80.92115995831655,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19526,2026-04-27T23:10:04Z
EONET_19541,Wildfire in Thailand 1028310,Wildfires,GDACS,closed,2026-04-05,16.93978040425672,104.30916356114089,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19541,2026-04-27T23:10:04Z
EONET_19542,Wildfire in Laos 1028311,Wildfires,GDACS,closed,2026-04-05,18.680265184876728,101.94613990252242,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19542,2026-04-27T23:10:04Z
EONET_19543,Wildfire in Thailand 1028321,Wildfires,GDACS,closed,2026-04-05,15.662508842169265,99.9299980919842,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19543,2026-04-27T23:10:04Z
EONET_19613,Wildfire in Laos 1028332,Wildfires,GDACS,closed,2026-04-05,18.40279407532141,102.6983323238214,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19613,2026-04-27T23:10:04Z
EONET_19667,Wildfire in Thailand 1028373,Wildfires,GDACS,closed,2026-04-05,14.344083090820202,98.8579499172196,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19667,2026-04-27T23:10:04Z
EONET_19668,Wildfire in Laos 1028403,Wildfires,GDACS,closed,2026-04-05,20.065131530936622,103.66067419181182,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19668,2026-04-27T23:10:04Z
EONET_19669,Wildfire in Laos 1028356,Wildfires,GDACS,closed,2026-04-05,18.591504744071088,103.23278061723815,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19669,2026-04-27T23:10:04Z
EONET_19710,"Wildfire in Myanmar, Thailand 1028438",Wildfires,GDACS,closed,2026-04-05,14.168423982594474,98.79176148424013,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19710,2026-04-27T23:10:04Z
EONET_19752,Wildfire in Laos 1028453,Wildfires,GDACS,closed,2026-04-05,18.811303992804028,102.23008074996892,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19752,2026-04-27T23:10:04Z
EONET_19753,Wildfire in Thailand 1028454,Wildfires,GDACS,closed,2026-04-05,14.485579044128954,99.2065989432611,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19753,2026-04-27T23:10:04Z
EONET_19770,Wildfire in Laos 1028472,Wildfires,GDACS,closed,2026-04-05,20.016833962906986,102.65433735171523,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19770,2026-04-27T23:10:04Z
EONET_19169,Tropical Cyclone Indusa,Severe Storms,JTWC,closed,2026-04-05,-32,73.1,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19169,2026-04-27T23:10:04Z
EONET_19425,"Williams Creek Wildfire, Perry, Alabama",Wildfires,IRWIN,open,2026-04-04,32.76539,-87.04236,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19425,2026-04-27T23:10:04Z
EONET_19375,Flood in Türkiye 1103833,Floods,GDACS,closed,2026-04-04,37.0468862,35.2823275,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19375,2026-04-27T23:10:04Z
EONET_19303,Wildfire in Australia 1028178,Wildfires,GDACS,closed,2026-04-04,-16.33584965065326,125.53351718733587,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19303,2026-04-27T23:10:04Z
EONET_19332,Wildfire in Australia 1028196,Wildfires,GDACS,closed,2026-04-04,-16.387720501824536,125.24338868857761,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19332,2026-04-27T23:10:04Z
EONET_19333,Wildfire in Australia 1028197,Wildfires,GDACS,closed,2026-04-04,-16.356429693747376,125.36553191466744,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19333,2026-04-27T23:10:04Z
EONET_19334,Wildfire in Myanmar 1028190,Wildfires,GDACS,closed,2026-04-04,21.229773945458223,92.9275818660162,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19334,2026-04-27T23:10:04Z
EONET_19378,Wildfire in United States 1028214,Wildfires,GDACS,closed,2026-04-04,37.3112587541737,-96.57078824265754,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19378,2026-04-27T23:10:04Z
EONET_19393,Wildfire in United States 1028228,Wildfires,GDACS,closed,2026-04-04,37.52559528078477,-96.01471554931712,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19393,2026-04-27T23:10:04Z
EONET_19468,Wildfire in India 1028239,Wildfires,GDACS,closed,2026-04-04,27.275678450052116,82.78680316461188,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19468,2026-04-27T23:10:04Z
EONET_19485,Wildfire in Laos 1028280,Wildfires,GDACS,closed,2026-04-04,20.014534875717416,103.57469731590068,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19485,2026-04-27T23:10:04Z
EONET_19527,Wildfire in Laos 1028303,Wildfires,GDACS,closed,2026-04-04,18.81316018651012,101.79477608362477,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19527,2026-04-27T23:10:04Z
EONET_19544,Wildfire in Thailand 1028307,Wildfires,GDACS,closed,2026-04-04,15.025719046113432,99.32899172555459,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19544,2026-04-27T23:10:04Z
EONET_19545,Wildfire in Laos 1028312,Wildfires,GDACS,closed,2026-04-04,18.06082866161872,101.52925975249204,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19545,2026-04-27T23:10:04Z
EONET_19614,"Wildfire in Laos, Thailand 1028349",Wildfires,GDACS,closed,2026-04-04,18.461331559042797,101.102882400568,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19614,2026-04-27T23:10:04Z
EONET_19670,Wildfire in Thailand 1028374,Wildfires,GDACS,closed,2026-04-04,19.48758649909807,98.10879805147805,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19670,2026-04-27T23:10:04Z
EONET_19671,"Wildfire in Thailand, Laos 1028370",Wildfires,GDACS,closed,2026-04-04,18.399643476660007,101.04729176500632,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19671,2026-04-27T23:10:04Z
EONET_19754,Wildfire in Laos 1028467,Wildfires,GDACS,closed,2026-04-04,18.354958702558026,101.81452197919938,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19754,2026-04-27T23:10:04Z
EONET_19587,"COVELO SOUTH VMP RX Prescribed Fire, Mendocino, California",Wildfires,IRWIN,open,2026-04-04,39.718807,-123.20401,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19587,2026-04-27T23:10:04Z
EONET_19354,"North Twin Wildfire, Hutchinson, Texas",Wildfires,IRWIN,closed,2026-04-04,35.75541,-101.57466,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19354,2026-04-27T23:10:04Z
EONET_19330,Flood in China 1103830,Floods,GDACS,closed,2026-04-03,24.7695434,121.0125368,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19330,2026-04-27T23:10:04Z
