event_id,title,category,source,status,start_date,lat,lon,link,captured_at
EONET_19838,"Taber Rec Wildfire, Bon Homme, South Dakota",Wildfires,IRWIN,open,2026-04-22,42.862657,-97.647004,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19838,2026-04-27T23:10:04Z
EONET_19862,Flood in Panama 1103850,Floods,GDACS,closed,2026-04-22,8.507448,-82.8312256,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19862,2026-04-27T23:10:04Z
EONET_19834,"Pressey Wildfire, Cherry, Nebraska",Wildfires,IRWIN,open,2026-04-22,42.246685,-101.029476,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19834,2026-04-27T23:10:04Z
EONET_19845,"Lone Pine Wildfire, Becker, Minnesota",Wildfires,IRWIN,open,2026-04-22,47.020535,-95.912189,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19845,2026-04-27T23:10:04Z
EONET_19850,"Wells Rd Unit 1 RX Prescribed Fire, Iosco, Michigan",Wildfires,IRWIN,open,2026-04-22,44.425,-83.483333,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19850,2026-04-27T23:10:04Z
EONET_19835,"COW CREEK Wildfire, Levy, Florida",Wildfires,IRWIN,open,2026-04-21,29.2822222,-82.6311111,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19835,2026-04-27T23:10:04Z
EONET_19860,Flood in Afghanistan 1103848,Floods,GDACS,closed,2026-04-21,36,67.666667,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19860,2026-04-27T23:10:04Z
EONET_19861,Flood in Kenya 1103849,Floods,GDACS,closed,2026-04-21,-4.1836067,39.105095,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19861,2026-04-27T23:10:04Z
EONET_19863,Flood in Venezuela 1103851,Floods,GDACS,closed,2026-04-21,10.5693891,-69.5850374,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19863,2026-04-27T23:10:04Z
EONET_19854,"rx-73 Prescribed Fire, Burnett, Wisconsin",Wildfires,IRWIN,open,2026-04-21,45.8694852,-92.645347,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19854,2026-04-27T23:10:04Z
EONET_19836,"MM-45- Broward (06) Wildfire, Broward, Florida",Wildfires,IRWIN,open,2026-04-21,26.3002778,-80.5,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19836,2026-04-27T23:10:04Z
EONET_19831,"Hwy 82 Wildfire, Brantley, Georgia",Wildfires,IRWIN,open,2026-04-21,31.2222222,-81.8438889,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19831,2026-04-27T23:10:04Z
EONET_19846,"DeSoto BB 9370 C507 508 509 RX Prescribed Fire, Jackson, Mississippi",Wildfires,IRWIN,open,2026-04-21,30.698133,-88.86195,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19846,2026-04-27T23:10:04Z
EONET_19852,"RX CALE BU 44-367 Prescribed Fire, Rapides, Louisiana",Wildfires,IRWIN,open,2026-04-21,31.132467,-92.615933,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19852,2026-04-27T23:10:04Z
EONET_19813,Wildfire in Australia 1028503,Wildfires,GDACS,closed,2026-04-20,-16.535361509719152,126.7355675431825,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19813,2026-04-27T23:10:04Z
EONET_19833,"East Side Wildfire, Carbon, Montana",Wildfires,IRWIN,open,2026-04-20,45.092167,-109.3142,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19833,2026-04-27T23:10:04Z
EONET_19849,"Hansen WPA RX Prescribed Fire, Clay, Nebraska",Wildfires,IRWIN,open,2026-04-20,40.452,-97.862,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19849,2026-04-27T23:10:04Z
EONET_19858,"Krause RX Prescribed Fire, Fillmore, Nebraska",Wildfires,IRWIN,open,2026-04-20,40.467,-97.792,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19858,2026-04-27T23:10:04Z
EONET_19851,"Burn Unit 17 RX Prescribed Fire, Sherburne, Minnesota",Wildfires,IRWIN,open,2026-04-20,45.525011,-93.683986,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19851,2026-04-27T23:10:04Z
EONET_19853,"Peacock 545 and 159 RX Prescribed Fire, Lake, Michigan",Wildfires,IRWIN,open,2026-04-20,44.150617,-85.829167,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19853,2026-04-27T23:10:04Z
EONET_19792,"Crews Rd (10) Wildfire, Clay, Florida",Wildfires,IRWIN,open,2026-04-20,29.8861111,-81.6333333,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19792,2026-04-27T23:10:04Z
EONET_19797,"RAILROAD COMPLEX Wildfire, Putnam, Florida",Wildfires,IRWIN,open,2026-04-19,29.7855556,-81.6330556,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19797,2026-04-27T23:10:04Z
EONET_19810,Flood in Türkiye 1103845,Floods,GDACS,closed,2026-04-19,37.3611355,40.8959403,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19810,2026-04-27T23:10:04Z
EONET_19799,"RAILROAD COMPLEX Wildfire, Putnam, Florida",Wildfires,IRWIN,open,2026-04-19,29.7855556,-81.6327778,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19799,2026-04-27T23:10:04Z
EONET_19814,Wildfire in India 1028505,Wildfires,GDACS,closed,2026-04-19,25.551767673510113,92.97879524548557,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19814,2026-04-27T23:10:04Z
EONET_19815,Wildfire in Australia 1028504,Wildfires,GDACS,closed,2026-04-19,-32.69269470346073,119.73427418932388,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19815,2026-04-27T23:10:04Z
EONET_19794,"TUMEY Wildfire, Fresno, California",Wildfires,IRWIN,closed,2026-04-19,36.622459,-120.65767,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19794,2026-04-27T23:10:04Z
EONET_19857,"River Road 16 RX Prescribed Fire, Iosco, Michigan",Wildfires,IRWIN,open,2026-04-19,44.416667,-83.591667,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19857,2026-04-27T23:10:04Z
EONET_19856,"Barren Plains Units 1 &amp; 3 RX Prescribed Fire, Lake, Michigan",Wildfires,IRWIN,open,2026-04-19,43.849417,-85.80305,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19856,2026-04-27T23:10:04Z
EONET_19793,"Pineland Rd Wildfire, Clinch, Georgia",Wildfires,IRWIN,open,2026-04-19,30.7563889,-82.7680556,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19793,2026-04-27T23:10:04Z
EONET_19801,"rx-45_041526 Prescribed Fire, Burnett, Wisconsin",Wildfires,IRWIN,open,2026-04-19,45.8375735,-92.6494912,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19801,2026-04-27T23:10:04Z
EONET_19481,Super Typhoon Sinlaku,Severe Storms,JTWC,closed,2026-04-19,28.7,156.1,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19481,2026-04-27T23:10:04Z
EONET_19811,Flood in India 1103844,Floods,GDACS,closed,2026-04-18,26.1600453,91.6958086,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19811,2026-04-27T23:10:04Z
EONET_19816,Wildfire in United States 1028506,Wildfires,GDACS,closed,2026-04-18,30.76798851454568,-82.78897429673108,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19816,2026-04-27T23:10:04Z
EONET_19796,"Conner-Nelson Rd (45) Wildfire, Nassau, Florida",Wildfires,IRWIN,open,2026-04-18,30.6886111,-81.9855556,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19796,2026-04-27T23:10:04Z
EONET_19798,"Neon White Wildfire, Dickens, Texas",Wildfires,IRWIN,closed,2026-04-18,33.67646667,-100.6713667,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19798,2026-04-27T23:10:04Z
EONET_19837,"RX D4 Piquett Creek Prescribed Fire, Ravalli, Montana",Wildfires,IRWIN,open,2026-04-17,45.848167,-114.202833,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19837,2026-04-27T23:10:04Z
EONET_19795,"Holm RX Prescribed Fire, Blaine, Montana",Wildfires,IRWIN,open,2026-04-17,48.81675,-109.41723,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19795,2026-04-27T23:10:04Z
EONET_19805,"Rx Cherokee 3533 Prescribed Fire, Cherokee, Texas",Wildfires,IRWIN,open,2026-04-17,31.56589,-95.10404,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19805,2026-04-27T23:10:04Z
EONET_19806,"RX Trinity 3522 Prescribed Fire, Trinity, Texas",Wildfires,IRWIN,open,2026-04-17,31.0137,-95.2677,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19806,2026-04-27T23:10:04Z
EONET_19802,"LO GAP Wildfire, Van Buren, Arkansas",Wildfires,IRWIN,open,2026-04-17,35.5865604,-92.62707719,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19802,2026-04-27T23:10:04Z
EONET_19800,"Old Orangeburg Wildfire, Hampton, South Carolina",Wildfires,IRWIN,open,2026-04-17,32.7258333,-81.2741667,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19800,2026-04-27T23:10:04Z
EONET_6423,Iceberg D33A,Sea and Lake Ice,NATICE,open,2026-04-17,-65.12,-57.7,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6423,2026-04-27T23:10:04Z
EONET_6510,Iceberg D33C,Sea and Lake Ice,NATICE,open,2026-04-17,-65.63,-58.13,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6510,2026-04-27T23:10:04Z
EONET_6523,Iceberg A83,Sea and Lake Ice,EO,open,2026-04-17,-67.13,-53.11,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_6523,2026-04-27T23:10:04Z
EONET_19771,Flood in New Zealand 1103842,Floods,GDACS,closed,2026-04-16,-41.1767248,174.9817738,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19771,2026-04-27T23:10:04Z
EONET_19808,Flood in Colombia 1103843,Floods,GDACS,closed,2026-04-16,4.4048536,-74.3872407,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19808,2026-04-27T23:10:04Z
EONET_19812,Flood in Mexico 1103846,Floods,GDACS,closed,2026-04-16,22.5179287,-101.0227023,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19812,2026-04-27T23:10:04Z
EONET_19728,Wildfire in Australia 1028455,Wildfires,GDACS,closed,2026-04-16,-15.568842589705051,125.9081549131927,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19728,2026-04-27T23:10:04Z
EONET_19729,Wildfire in Australia 1028456,Wildfires,GDACS,closed,2026-04-16,-15.40284561780543,126.03800347597036,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19729,2026-04-27T23:10:04Z
EONET_19758,Wildfire in Australia 1028470,Wildfires,GDACS,closed,2026-04-16,-14.562891671310567,126.4426184392112,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19758,2026-04-27T23:10:04Z
EONET_19772,Wildfire in The Democratic Republic of Congo 1028497,Wildfires,GDACS,closed,2026-04-16,-0.16414320781930225,24.467194720025663,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19772,2026-04-27T23:10:04Z
EONET_19773,Wildfire in The Democratic Republic of Congo 1028498,Wildfires,GDACS,closed,2026-04-16,-0.19881454490456513,24.315085803924347,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19773,2026-04-27T23:10:04Z
EONET_19817,Wildfire in Russian Federation 1028507,Wildfires,GDACS,closed,2026-04-16,45.76259742109688,37.935615379097925,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19817,2026-04-27T23:10:04Z
EONET_19807,"RX CALV BU 255-257 Prescribed Fire, Vernon, Louisiana",Wildfires,IRWIN,open,2026-04-16,31.062467,-93.157417,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19807,2026-04-27T23:10:04Z
EONET_19804,"Burn Unit 20 RX Prescribed Fire, Sherburne, Minnesota",Wildfires,IRWIN,open,2026-04-16,45.503583,-93.708514,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19804,2026-04-27T23:10:04Z
EONET_19681,Wildfire in Australia 1028425,Wildfires,GDACS,closed,2026-04-15,-18.169767718864108,125.36002935813124,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19681,2026-04-27T23:10:04Z
EONET_19730,Wildfire in Australia 1028449,Wildfires,GDACS,closed,2026-04-15,-16.831283743960935,126.07467598678107,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19730,2026-04-27T23:10:04Z
EONET_19759,Wildfire in Australia 1028474,Wildfires,GDACS,closed,2026-04-15,-18.04927101716552,124.81419923340054,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19759,2026-04-27T23:10:04Z
EONET_19760,Wildfire in Australia 1028475,Wildfires,GDACS,closed,2026-04-15,-18.549268676467566,126.11331606864275,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19760,2026-04-27T23:10:04Z
EONET_19774,Wildfire in Australia 1028494,Wildfires,GDACS,closed,2026-04-15,-16.69544068520403,125.9908792615089,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19774,2026-04-27T23:10:04Z
EONET_19818,Wildfire in Australia 1028508,Wildfires,GDACS,closed,2026-04-15,-16.711911170566424,126.02607594326393,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19818,2026-04-27T23:10:04Z
EONET_19819,Wildfire in Australia 1028509,Wildfires,GDACS,closed,2026-04-15,-18.242994966849178,125.47294729520354,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19819,2026-04-27T23:10:04Z
EONET_19714,"Dismal Swamp RX Prescribed Fire, Big Stone, Minnesota",Wildfires,IRWIN,open,2026-04-15,45.46325,-96.271767,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19714,2026-04-27T23:10:04Z
EONET_19717,"Homochitto BB 49 East RX Prescribed Fire, Franklin, Mississippi",Wildfires,IRWIN,open,2026-04-15,31.419,-91.013,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19717,2026-04-27T23:10:04Z
EONET_19622,Wildfire in Mongolia 1028379,Wildfires,GDACS,closed,2026-04-14,45.60001258987409,115.71148593940126,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19622,2026-04-27T23:10:04Z
EONET_19623,Wildfire in China 1028380,Wildfires,GDACS,closed,2026-04-14,44.03552554894194,116.9190410127069,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19623,2026-04-27T23:10:04Z
EONET_19624,Wildfire in Australia 1028381,Wildfires,GDACS,closed,2026-04-14,-31.350251777981278,119.56990866770263,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19624,2026-04-27T23:10:04Z
EONET_19625,Wildfire in Australia 1028382,Wildfires,GDACS,closed,2026-04-14,-17.954412416446868,137.7328106558452,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19625,2026-04-27T23:10:04Z
EONET_19682,Wildfire in Australia 1028426,Wildfires,GDACS,closed,2026-04-14,-16.059848743535298,125.07630559041064,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19682,2026-04-27T23:10:04Z
EONET_19683,Wildfire in Australia 1028427,Wildfires,GDACS,closed,2026-04-14,-18.064377229020778,126.48152947633591,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19683,2026-04-27T23:10:04Z
EONET_19684,Wildfire in Australia 1028428,Wildfires,GDACS,closed,2026-04-14,-25.02285079084495,148.91560966612704,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19684,2026-04-27T23:10:04Z
EONET_19685,Wildfire in Australia 1028413,Wildfires,GDACS,closed,2026-04-14,-16.610007581950203,127.94815493512186,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19685,2026-04-27T23:10:04Z
EONET_19731,Wildfire in Australia 1028457,Wildfires,GDACS,closed,2026-04-14,-16.45270921605889,128.02826335193845,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19731,2026-04-27T23:10:04Z
EONET_19732,Wildfire in Australia 1028458,Wildfires,GDACS,closed,2026-04-14,-16.270213819549365,124.89280061178852,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19732,2026-04-27T23:10:04Z
EONET_19761,Wildfire in Australia 1028476,Wildfires,GDACS,closed,2026-04-14,-16.295113447523136,128.40447644355072,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19761,2026-04-27T23:10:04Z
EONET_19820,"Wildfire in Bangladesh, India 1028510",Wildfires,GDACS,closed,2026-04-14,23.71981850552733,92.15788601731722,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19820,2026-04-27T23:10:04Z
EONET_19715,"ENCINO 2 Wildfire, Torrance, New Mexico",Wildfires,IRWIN,open,2026-04-14,34.643232,-105.416063,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19715,2026-04-27T23:10:04Z
EONET_19713,"Appalachia Wildfire, Polk, Tennessee",Wildfires,IRWIN,open,2026-04-14,35.1675,-84.3755,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19713,2026-04-27T23:10:04Z
EONET_19718,"Woodbury Wildfire, Marion, South Carolina",Wildfires,IRWIN,open,2026-04-14,33.7498333,-79.2833333,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19718,2026-04-27T23:10:04Z
EONET_19725,"Homochitto BB 49 West RX Prescribed Fire, Franklin, Mississippi",Wildfires,IRWIN,open,2026-04-14,31.419,-91.013,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19725,2026-04-27T23:10:04Z
EONET_19722,"ANF Trout Creek RX Prescribed Fire, Jasper, Texas",Wildfires,IRWIN,closed,2026-04-14,31.063467,-94.1571,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19722,2026-04-27T23:10:04Z
EONET_19724,"ANF Boykin Springs C-88/89 RX Prescribed Fire, Jasper, Texas",Wildfires,IRWIN,open,2026-04-14,31.042883,-94.2842,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19724,2026-04-27T23:10:04Z
EONET_19726,"Chickasawhay CPT 354 RX Prescribed Fire, Jones, Mississippi",Wildfires,IRWIN,open,2026-04-14,31.5603,-88.9888,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19726,2026-04-27T23:10:04Z
EONET_19558,"NEWMAN DR Wildfire, Collier, Florida",Wildfires,IRWIN,open,2026-04-13,26.1502778,-81.6330556,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19558,2026-04-27T23:10:04Z
EONET_19621,Flood in Italy 1103839,Floods,GDACS,closed,2026-04-13,42.6539486,12.4396528,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19621,2026-04-27T23:10:04Z
EONET_19626,Wildfire in Australia 1028364,Wildfires,GDACS,closed,2026-04-13,-18.280406914840754,137.60182364857906,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19626,2026-04-27T23:10:04Z
EONET_19627,Wildfire in Australia 1028383,Wildfires,GDACS,closed,2026-04-13,-18.440665227574993,137.8573115225916,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19627,2026-04-27T23:10:04Z
EONET_19628,Wildfire in Australia 1028384,Wildfires,GDACS,closed,2026-04-13,-16.621752130270444,125.13217014544087,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19628,2026-04-27T23:10:04Z
EONET_19629,Wildfire in Australia 1028385,Wildfires,GDACS,closed,2026-04-13,-15.958443953357534,125.29298491962707,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19629,2026-04-27T23:10:04Z
EONET_19630,Wildfire in Australia 1028386,Wildfires,GDACS,closed,2026-04-13,-15.380261428512322,127.5129726554247,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19630,2026-04-27T23:10:04Z
EONET_19631,Wildfire in Australia 1028387,Wildfires,GDACS,closed,2026-04-13,-15.440743844765365,129.44372290202557,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19631,2026-04-27T23:10:04Z
EONET_19632,Wildfire in Australia 1028388,Wildfires,GDACS,closed,2026-04-13,-16.530495362926477,125.14885709339435,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19632,2026-04-27T23:10:04Z
EONET_19633,Wildfire in Australia 1028389,Wildfires,GDACS,closed,2026-04-13,-25.229799639355054,149.06104407662804,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19633,2026-04-27T23:10:04Z
EONET_19634,Wildfire in Australia 1028358,Wildfires,GDACS,closed,2026-04-13,-18.252728736298504,137.72976124074808,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19634,2026-04-27T23:10:04Z
EONET_19635,Wildfire in Australia 1028359,Wildfires,GDACS,closed,2026-04-13,-18.47934238995696,137.58944973626856,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19635,2026-04-27T23:10:04Z
EONET_19636,Wildfire in Australia 1028360,Wildfires,GDACS,closed,2026-04-13,-18.124192522168226,137.79693751669512,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19636,2026-04-27T23:10:04Z
EONET_19686,Wildfire in China 1028429,Wildfires,GDACS,closed,2026-04-13,48.4134976639151,125.24922679180521,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19686,2026-04-27T23:10:04Z
EONET_19687,Wildfire in China 1028430,Wildfires,GDACS,closed,2026-04-13,48.130212302609806,125.11522232027016,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19687,2026-04-27T23:10:04Z
EONET_19688,Wildfire in Australia 1028410,Wildfires,GDACS,closed,2026-04-13,-25.221255395419682,149.0552410565294,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19688,2026-04-27T23:10:04Z
EONET_19689,Wildfire in Australia 1028414,Wildfires,GDACS,closed,2026-04-13,-16.028662201145696,134.73573862615694,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19689,2026-04-27T23:10:04Z
EONET_19690,Wildfire in Australia 1028415,Wildfires,GDACS,closed,2026-04-13,-16.235609458023653,134.95695224818084,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19690,2026-04-27T23:10:04Z
EONET_19733,Wildfire in Guinea 1028445,Wildfires,GDACS,closed,2026-04-13,11.236234250506017,-13.717675856461664,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19733,2026-04-27T23:10:04Z
EONET_19734,Wildfire in Australia 1028459,Wildfires,GDACS,closed,2026-04-13,-15.654904590317235,127.55311325887335,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19734,2026-04-27T23:10:04Z
EONET_19735,Wildfire in Australia 1028460,Wildfires,GDACS,closed,2026-04-13,-15.704755892638493,129.3368589298971,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19735,2026-04-27T23:10:04Z
EONET_19736,Wildfire in Australia 1028461,Wildfires,GDACS,closed,2026-04-13,-15.89404250934564,125.50608000301533,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19736,2026-04-27T23:10:04Z
EONET_19737,Wildfire in Australia 1028462,Wildfires,GDACS,closed,2026-04-13,-15.631587079287163,125.6466598874823,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19737,2026-04-27T23:10:04Z
EONET_19738,Wildfire in Australia 1028463,Wildfires,GDACS,closed,2026-04-13,-15.411716314893821,125.77604684696165,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19738,2026-04-27T23:10:04Z
EONET_19739,Wildfire in Australia 1028450,Wildfires,GDACS,closed,2026-04-13,-15.486534017338403,127.62418743169972,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19739,2026-04-27T23:10:04Z
EONET_19762,Wildfire in China 1028473,Wildfires,GDACS,closed,2026-04-13,48.84413721814124,124.55135639348269,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19762,2026-04-27T23:10:04Z
EONET_19775,Wildfire in Sudan 1028499,Wildfires,GDACS,closed,2026-04-13,9.19991077054727,31.253934844418268,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19775,2026-04-27T23:10:04Z
EONET_19776,Wildfire in India 1028487,Wildfires,GDACS,closed,2026-04-13,14.55591441637255,78.96540203766854,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19776,2026-04-27T23:10:04Z
EONET_19777,Wildfire in Australia 1028488,Wildfires,GDACS,closed,2026-04-13,-18.615820895627806,124.04778834302742,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19777,2026-04-27T23:10:04Z
EONET_19821,Wildfire in Australia 1028511,Wildfires,GDACS,closed,2026-04-13,-18.871454927774277,123.8259137381657,https://eonet.gsfc.nasa.gov/api/v3/events/EONET_19821,2026-04-27T23:10:04Z
