filer_cik,filer_name,sub_form,filed_date,url,title,captured_at
0001288478,BIGGER CAPITAL FUND L P,SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/1288478/000092189526001089/0000921895-26-001089-index.htm,SCHEDULE 13G/A - BIGGER CAPITAL FUND L P (0001288478) (Filed by),2026-04-27T23:11:58Z
0001813322,"T/A - Cox Capital Partners Special Situations Fund, L.P.",SC TO-T/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/1813322/000121390026048081/0001213900-26-048081-index.htm,"SC TO-T/A - Cox Capital Partners Special Situations Fund, L.P. (0001813322) (Filed by)",2026-04-27T23:11:58Z
0001655887,T/A - Blue Owl Capital Corp II,SC TO-T/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/1655887/000121390026048081/0001213900-26-048081-index.htm,SC TO-T/A - Blue Owl Capital Corp II (0001655887) (Subject),2026-04-27T23:11:58Z
0002100119,VANGUARD CAPITAL MANAGEMENT LLC,SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2100119/000210011926000006/0002100119-26-000006-index.htm,SCHEDULE 13G - VANGUARD CAPITAL MANAGEMENT LLC (0002100119) (Filed by),2026-04-27T23:11:58Z
0001625297,"Indivior Pharmaceuticals, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/1625297/000210011926000006/0002100119-26-000006-index.htm,"SCHEDULE 13G - Indivior Pharmaceuticals, Inc. (0001625297) (Subject)",2026-04-27T23:11:58Z
0002100119,VANGUARD CAPITAL MANAGEMENT LLC,SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2100119/000210011926000005/0002100119-26-000005-index.htm,SCHEDULE 13G - VANGUARD CAPITAL MANAGEMENT LLC (0002100119) (Filed by),2026-04-27T23:11:58Z
0001388658,"iRhythm Holdings, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/1388658/000210011926000005/0002100119-26-000005-index.htm,"SCHEDULE 13G - iRhythm Holdings, Inc. (0001388658) (Subject)",2026-04-27T23:11:58Z
0002100119,VANGUARD CAPITAL MANAGEMENT LLC,SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2100119/000210011926000004/0002100119-26-000004-index.htm,SCHEDULE 13G - VANGUARD CAPITAL MANAGEMENT LLC (0002100119) (Filed by),2026-04-27T23:11:58Z
0002057463,"GCI Liberty, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2057463/000210011926000004/0002100119-26-000004-index.htm,"SCHEDULE 13G - GCI Liberty, Inc. (0002057463) (Subject)",2026-04-27T23:11:58Z
0002091734,PM Alpha DAC,SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2091734/000121465926005137/0001214659-26-005137-index.htm,SCHEDULE 13G/A - PM Alpha DAC (0002091734) (Filed by),2026-04-27T23:11:58Z
0001982701,AB Private Lending Fund,SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/1982701/000121465926005137/0001214659-26-005137-index.htm,SCHEDULE 13G/A - AB Private Lending Fund (0001982701) (Subject),2026-04-27T23:11:58Z
0001812554,I/A - Blue Owl Credit Income Corp.,SC TO-I/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/1812554/000162828026027580/0001628280-26-027580-index.htm,SC TO-I/A - Blue Owl Credit Income Corp. (0001812554) (Subject),2026-04-27T23:11:58Z
0001869453,I/A - Blue Owl Technology Income Corp.,SC TO-I/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/1869453/000162828026027573/0001628280-26-027573-index.htm,SC TO-I/A - Blue Owl Technology Income Corp. (0001869453) (Subject),2026-04-27T23:11:58Z
0002100119,VANGUARD CAPITAL MANAGEMENT LLC,SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2100119/000210011926000003/0002100119-26-000003-index.htm,SCHEDULE 13G - VANGUARD CAPITAL MANAGEMENT LLC (0002100119) (Filed by),2026-04-27T23:11:58Z
0001521332,Aptiv PLC,SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/1521332/000210011926000003/0002100119-26-000003-index.htm,SCHEDULE 13G - Aptiv PLC (0001521332) (Subject),2026-04-27T23:11:58Z
0001710072,"Edgewise Therapeutics, Inc.",SC 13D/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/1710072/000138832526000014/0001388325-26-000014-index.htm,"SCHEDULE 13D/A - Edgewise Therapeutics, Inc. (0001710072) (Subject)",2026-04-27T23:11:58Z
0001388325,Novo Holdings A/S,SC 13D/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/1388325/000138832526000014/0001388325-26-000014-index.htm,SCHEDULE 13D/A - Novo Holdings A/S (0001388325) (Filed by),2026-04-27T23:11:58Z
0002112446,JATT II Acquisition Corp.,SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2112446/000134682426000119/0001346824-26-000119-index.htm,SCHEDULE 13G - JATT II Acquisition Corp. (0002112446) (Subject),2026-04-27T23:11:58Z
0001346824,"RA CAPITAL MANAGEMENT, L.P.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/1346824/000134682426000119/0001346824-26-000119-index.htm,"SCHEDULE 13G - RA CAPITAL MANAGEMENT, L.P. (0001346824) (Filed by)",2026-04-27T23:11:58Z
0002039060,I/A - Robin Energy Ltd.,SC TO-I/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2039060/000114036126017143/0001140361-26-017143-index.htm,SC TO-I/A - Robin Energy Ltd. (0002039060) (Subject),2026-04-27T23:11:58Z
0001504304,"Bulldog Investors, LLP",SC 13D/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/1504304/000139834426007324/0001398344-26-007324-index.htm,"SCHEDULE 13D/A - Bulldog Investors, LLP (0001504304) (Filed by)",2026-04-27T23:11:58Z
0000809844,MFS HIGH YIELD MUNICIPAL TRUST,SC 13D/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/809844/000139834426007324/0001398344-26-007324-index.htm,SCHEDULE 13D/A - MFS HIGH YIELD MUNICIPAL TRUST (0000809844) (Subject),2026-04-27T23:11:58Z
0002088269,"Robertson Holding Company, L.P.",SC 13D,2026-04-27,https://www.sec.gov/Archives/edgar/data/2088269/000089843226000286/0000898432-26-000286-index.htm,"SCHEDULE 13D - Robertson Holding Company, L.P. (0002088269) (Filed by)",2026-04-27T23:11:58Z
0001981546,"Commercial Bancgroup, Inc.",SC 13D,2026-04-27,https://www.sec.gov/Archives/edgar/data/1981546/000089843226000286/0000898432-26-000286-index.htm,"SCHEDULE 13D - Commercial Bancgroup, Inc. (0001981546) (Subject)",2026-04-27T23:11:58Z
0002100119,VANGUARD CAPITAL MANAGEMENT LLC,SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2100119/000210011926000002/0002100119-26-000002-index.htm,SCHEDULE 13G - VANGUARD CAPITAL MANAGEMENT LLC (0002100119) (Filed by),2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000210011926000002/0002100119-26-000002-index.htm,"SCHEDULE 13G - BlackRock, Inc. (0002012383) (Subject)",2026-04-27T23:11:58Z
0002121742,Newton Olivier Francois Roussy,SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2121742/000149315226019151/0001493152-26-019151-index.htm,SCHEDULE 13G - Newton Olivier Francois Roussy (0002121742) (Filed by),2026-04-27T23:11:58Z
0001888274,"Defi Technologies, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/1888274/000149315226019151/0001493152-26-019151-index.htm,"SCHEDULE 13G - Defi Technologies, Inc. (0001888274) (Subject)",2026-04-27T23:11:58Z
0001997901,WENSHAN XIE,SC 13D/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/1997901/000121390026048036/0001213900-26-048036-index.htm,SCHEDULE 13D/A - WENSHAN XIE (0001997901) (Filed by),2026-04-27T23:11:58Z
0001769768,E-Home Household Service Holdings Ltd,SC 13D/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/1769768/000121390026048036/0001213900-26-048036-index.htm,SCHEDULE 13D/A - E-Home Household Service Holdings Ltd (0001769768) (Subject),2026-04-27T23:11:58Z
0002020620,"Emerald Bioventures, LLC",SC 13D,2026-04-27,https://www.sec.gov/Archives/edgar/data/2020620/000112329226000583/0001123292-26-000583-index.htm,"SCHEDULE 13D - Emerald Bioventures, LLC (0002020620) (Filed by)",2026-04-27T23:11:58Z
0001563577,"Galera Therapeutics, Inc.",SC 13D,2026-04-27,https://www.sec.gov/Archives/edgar/data/1563577/000112329226000583/0001123292-26-000583-index.htm,"SCHEDULE 13D - Galera Therapeutics, Inc. (0001563577) (Subject)",2026-04-27T23:11:58Z
0002100119,VANGUARD CAPITAL MANAGEMENT LLC,SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2100119/000210011926000001/0002100119-26-000001-index.htm,SCHEDULE 13G - VANGUARD CAPITAL MANAGEMENT LLC (0002100119) (Filed by),2026-04-27T23:11:58Z
0000066740,3M CO,SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/66740/000210011926000001/0002100119-26-000001-index.htm,SCHEDULE 13G - 3M CO (0000066740) (Subject),2026-04-27T23:11:58Z
0002083785,"Sunbelt Rentals Holdings, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2083785/000201238326001764/0002012383-26-001764-index.htm,"SCHEDULE 13G - Sunbelt Rentals Holdings, Inc. (0002083785) (Subject)",2026-04-27T23:11:58Z
0002025410,"StandardAero, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2025410/000201238326001721/0002012383-26-001721-index.htm,"SCHEDULE 13G - StandardAero, Inc. (0002025410) (Subject)",2026-04-27T23:11:58Z
0002024218,Summit Midstream Corp,SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2024218/000201238326001722/0002012383-26-001722-index.htm,SCHEDULE 13G/A - Summit Midstream Corp (0002024218) (Subject),2026-04-27T23:11:58Z
0002022308,"Classover Holdings, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2022308/000201238326001738/0002012383-26-001738-index.htm,"SCHEDULE 13G - Classover Holdings, Inc. (0002022308) (Subject)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001766/0002012383-26-001766-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001765/0002012383-26-001765-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001764/0002012383-26-001764-index.htm,"SCHEDULE 13G - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001763/0002012383-26-001763-index.htm,"SCHEDULE 13G - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001762/0002012383-26-001762-index.htm,"SCHEDULE 13G - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001761/0002012383-26-001761-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001760/0002012383-26-001760-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001759/0002012383-26-001759-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001758/0002012383-26-001758-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001757/0002012383-26-001757-index.htm,"SCHEDULE 13G - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001756/0002012383-26-001756-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001755/0002012383-26-001755-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001754/0002012383-26-001754-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001753/0002012383-26-001753-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001752/0002012383-26-001752-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001751/0002012383-26-001751-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001750/0002012383-26-001750-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001749/0002012383-26-001749-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001748/0002012383-26-001748-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001747/0002012383-26-001747-index.htm,"SCHEDULE 13G - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001746/0002012383-26-001746-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001745/0002012383-26-001745-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001744/0002012383-26-001744-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001743/0002012383-26-001743-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001742/0002012383-26-001742-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001741/0002012383-26-001741-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001740/0002012383-26-001740-index.htm,"SCHEDULE 13G - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001739/0002012383-26-001739-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001738/0002012383-26-001738-index.htm,"SCHEDULE 13G - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001737/0002012383-26-001737-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001736/0002012383-26-001736-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001735/0002012383-26-001735-index.htm,"SCHEDULE 13G - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001734/0002012383-26-001734-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001733/0002012383-26-001733-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001732/0002012383-26-001732-index.htm,"SCHEDULE 13G - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001731/0002012383-26-001731-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001730/0002012383-26-001730-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001729/0002012383-26-001729-index.htm,"SCHEDULE 13G - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001728/0002012383-26-001728-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001727/0002012383-26-001727-index.htm,"SCHEDULE 13G - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001725/0002012383-26-001725-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001724/0002012383-26-001724-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001723/0002012383-26-001723-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001722/0002012383-26-001722-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001721/0002012383-26-001721-index.htm,"SCHEDULE 13G - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G/A,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001720/0002012383-26-001720-index.htm,"SCHEDULE 13G/A - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
0002012383,"BlackRock, Inc.",SC 13G,2026-04-27,https://www.sec.gov/Archives/edgar/data/2012383/000201238326001719/0002012383-26-001719-index.htm,"SCHEDULE 13G - BlackRock, Inc. (0002012383) (Filed by)",2026-04-27T23:11:58Z
