kind,ticker,name,form,filed,accession,captured_at
shareholder_proposal,LEVI,LEVI STRAUSS & CO  (LEVI)  (CIK 0000094845),8-K,2026-04-27,0000094845-26-000027:levi-20260422.htm,2026-04-27T22:52:05Z
shareholder_proposal,CI,Cigna Group  (CI)  (CIK 0001739940),8-K,2026-04-27,0001140361-26-017123:ef20071227_8k.htm,2026-04-27T22:52:05Z
shareholder_proposal,PFE,PFIZER INC  (PFE)  (CIK 0000078003),8-K,2026-04-27,0000078003-26-000044:pfe-20260423.htm,2026-04-27T22:52:05Z
shareholder_proposal,SWK,"STANLEY BLACK & DECKER, INC.  (SWK)  (CIK 0000093556)",8-K,2026-04-27,0001193125-26-182041:d930480d8k.htm,2026-04-27T22:52:05Z
proxy_contest,BSY,BENTLEY SYSTEMS INC  (BSY)  (CIK 0001031308),8-K,2026-04-27,0001104659-26-049444:tm2612602d1_ex10-1.htm,2026-04-27T22:52:05Z
shareholder_proposal,DPZ,DOMINOS PIZZA INC  (DPZ)  (CIK 0001286681),8-K,2026-04-24,0001286681-26-000021:dpz-20260421.htm,2026-04-27T22:52:05Z
shareholder_proposal,ARCB,ARCBEST CORP /DE/  (ARCB)  (CIK 0000894405),8-K,2026-04-24,0001104659-26-048553:tmb-20260424x8k.htm,2026-04-27T22:52:05Z
shareholder_proposal,,"CITIZENS FINANCIAL GROUP INC/RI  (CFG, CFG-PE, CFG-PH, CFG-PI)  (CIK 0000759944)",8-K,2026-04-24,0000759944-26-000073:cfg-20260423.htm,2026-04-27T22:52:05Z
shareholder_proposal,EIX,EDISON INTERNATIONAL  (EIX)  (CIK 0000827052),8-K,2026-04-24,0000827052-26-000031:eix-20260423x8k.htm,2026-04-27T22:52:05Z
shareholder_proposal,FAST,FASTENAL CO  (FAST)  (CIK 0000815556),8-K,2026-04-24,0000815556-26-000025:fast-20260423.htm,2026-04-27T22:52:05Z
shareholder_proposal,SEM,SELECT MEDICAL HOLDINGS CORP  (SEM)  (CIK 0001320414),8-K,2026-04-24,0001104659-26-048634:tm2612649d1_8k.htm,2026-04-27T22:52:05Z
shareholder_proposal,SHW,SHERWIN WILLIAMS CO  (SHW)  (CIK 0000089800),8-K,2026-04-24,0000089800-26-000031:shw-20260422.htm,2026-04-27T22:52:05Z
shareholder_proposal,FHB,"FIRST HAWAIIAN, INC.  (FHB)  (CIK 0000036377)",8-K,2026-04-24,0001104659-26-048724:tm2612652d1_ex3-1.htm,2026-04-27T22:52:05Z
shareholder_proposal,,"JPMORGAN CHASE & CO  (JPM, AMJB, VYLD, JPM-PC, JPM-PD, JPM-PJ, JPM-PK, JPM-PL, J",8-K,2026-04-24,0000019617-26-000119:jpmcby-laws04212026.htm,2026-04-27T22:52:05Z
proxy_contest,HLX,HELIX ENERGY SOLUTIONS GROUP INC  (HLX)  (CIK 0000866829),8-K,2026-04-24,0001140361-26-016767:ef20071301_ex4-2.htm,2026-04-27T22:52:05Z
proxy_contest,JELD,"JELD-WEN Holding, Inc.  (JELD)  (CIK 0001674335)",8-K,2026-04-24,0001674335-26-000060:exhibit101-jeldxwen2026o.htm,2026-04-27T22:52:05Z
proxy_contest,HLX,HELIX ENERGY SOLUTIONS GROUP INC  (HLX)  (CIK 0000866829),8-K,2026-04-24,0001140361-26-016767:ef20071301_ex2-1.htm,2026-04-27T22:52:05Z
shareholder_proposal,DAN,DANA Inc  (DAN)  (CIK 0000026780),8-K,2026-04-23,0001193125-26-173825:d656050d8k.htm,2026-04-27T22:52:05Z
proxy_contest,MASI,MASIMO CORP  (MASI)  (CIK 0000937556),8-K,2026-04-23,0001104659-26-047839:tm2612557d1_8k.htm,2026-04-27T22:52:05Z
proxy_contest,CLNE,Clean Energy Fuels Corp.  (CLNE)  (CIK 0001368265),8-K,2026-04-23,0001104659-26-047340:tm2612417d1_ex10-1.htm,2026-04-27T22:52:05Z
proxy_contest,APPS,"Digital Turbine, Inc.  (APPS)  (CIK 0000317788)",8-K,2026-04-23,0001628280-26-026827:firstamendment-exhibit10.htm,2026-04-27T22:52:05Z
consent_solicitation,CDE,"Coeur Mining, Inc.  (CDE)  (CIK 0000215466)",8-K,2026-04-23,0001140361-26-016178:ef20071153_8k.htm,2026-04-27T22:52:05Z
consent_solicitation,CDE,"Coeur Mining, Inc.  (CDE)  (CIK 0000215466)",8-K,2026-04-23,0001140361-26-016178:ef20071153_ex99-1.htm,2026-04-27T22:52:05Z
proxy_contest,WEX,WEX Inc.  (WEX)  (CIK 0001309108),8-K,2026-04-22,0001309108-26-000014:wexq12026earningsrelease.htm,2026-04-27T22:52:05Z
proxy_contest,WEX,WEX Inc.  (WEX)  (CIK 0001309108),8-K,2026-04-22,0001309108-26-000014:wexq12026earningssupplement.htm,2026-04-27T22:52:05Z
proxy_contest,DK,"Delek US Holdings, Inc.  (DK)  (CIK 0001694426)",8-K,2026-04-22,0001628280-26-026467:ex1012026longtermincentive.htm,2026-04-27T22:52:05Z
consent_solicitation,SKIN,SkinHealth Systems Inc.  (SKIN)  (CIK 0001818093),8-K,2026-04-22,0001628280-26-026555:ex32-restatedcertificateof.htm,2026-04-27T22:52:05Z
board_refresh,JBL,JABIL INC  (JBL)  (CIK 0000898293),8-K,2026-04-22,0001193125-26-170734:d33519d8k.htm,2026-04-27T22:52:05Z
shareholder_proposal,,"BullFrog AI Holdings, Inc.  (BFRG, BFRGW)  (CIK 0001829247)",8-K,2026-04-21,0001493152-26-018365:form8-k.htm,2026-04-27T22:52:05Z
shareholder_proposal,PPG,PPG INDUSTRIES INC  (PPG)  (CIK 0000079879),8-K,2026-04-21,0000079879-26-000149:ppg-20260415.htm,2026-04-27T22:52:05Z
shareholder_proposal,AGAE,Allied Gaming & Entertainment Inc.  (AGAE)  (CIK 0001708341),8-K,2026-04-21,0001171843-26-002591:f8k_042026.htm,2026-04-27T22:52:05Z
shareholder_proposal,AGAE,Allied Gaming & Entertainment Inc.  (AGAE)  (CIK 0001708341),8-K,2026-04-21,0001171843-26-002591:exh_101.htm,2026-04-27T22:52:05Z
