date,time,code,name,kind,title,exchange,captured_at
2026-04-23,16:30,94010,ＴＢＳＨＤ,other,執行役員の選任に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,16:25,504A0,Ｇ－イノバセル,offering,譲渡制限付株式報酬としての新株式の発行に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,16:20,94350,光通信,other,主要株主の異動に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,16:15,277A0,Ｇ－グロービング,listing,東京証券取引所プライム市場への上場市場区分変更承認に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,16:00,172A0,Ｐ－ネオホーム,other,資金の借入に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,16:00,19390,四電工,guidance_revision,業績予想および期末配当予想の修正（増配）に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,16:00,19450,東京エネシス,guidance_revision,業績予想及び配当予想の修正（増配）に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,16:00,20010,ニップン,other,代表取締役の異動に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,16:00,20530,中部飼料,guidance_revision,業績予想の修正及び配当予想の修正（増配）に関するお知らせ,東名,2026-04-27T22:54:19Z
2026-04-23,16:00,20530,中部飼料,other,内部統制システムに関する基本方針の一部改定に関するお知らせ,東名,2026-04-27T22:54:19Z
2026-04-23,16:00,36570,ポールＨＤ,other,当社取締役会の実効性に関する評価の結果の概要について,東,2026-04-27T22:54:19Z
2026-04-23,16:00,37390,コムシード,other,親会社等の決算に関するお知らせ,名,2026-04-27T22:54:19Z
2026-04-23,16:00,37720,ウェルス,other,イビス大阪梅田の匿名組合出資持分の譲渡に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,16:00,39670,Ｇ－エルテス,other,会計監査人の異動に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,16:00,39670,Ｇ－エルテス,other,監査等委員会設置会社への移行及び定款の一部変更並びに役員人事に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,16:00,44420,Ｇ－バルテスＨＤ,guidance_revision,業績予想の修正（上方修正）に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,16:00,49230,ＣＯＴＡ,earnings,2026年３月期決算短信の開示が期末後50日を超えることに関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,16:00,52460,Ｇ－ＥＬＥＭＥＮＴＳ,other,資金使途の変更に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,16:00,65070,シンフォニア,m_and_a,当社株券等の大規模買付行為に関する対応方針（買収防衛策）の非継続（廃止）について,東,2026-04-27T22:54:19Z
2026-04-23,16:00,70710,アンビス,listing,上場維持基準への適合に関するお知らせ（流通株式比率について）,東,2026-04-27T22:54:19Z
2026-04-23,16:00,76780,あさくま,other,支配株主等に関する事項について,東,2026-04-27T22:54:19Z
2026-04-23,16:00,83490,東北銀,other,2026年３月期末の有価証券含み損に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,16:00,83990,琉球銀,other,取締役の異動に関するお知らせ,東福,2026-04-27T22:54:19Z
2026-04-23,16:00,90120,秩父鉄道,other,役員人事に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,16:00,92040,Ｇ－スカイマーク,other,代表取締役および役員の異動に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:45,44420,Ｇ－バルテスＨＤ,m_and_a,グループ組織再編（連結子会社間の吸収合併、吸収分割、連結子会社の商号変更、代表取締役の異動及び連結子会社の本店所在地変更）に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:35,44880,Ｇ－ＡＩｉｎｓｉｄｅ,guidance_revision,業績予想の修正に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,153A0,Ｇ－カウリス,buyback,自己株式の取得状況及び取得終了に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,17580,太洋基礎,buyback,譲渡制限付株式報酬としての自己株式の処分に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,22680,サーティワン,earnings,2026年12月期第１四半期決算短信〔日本基準〕(連結),東,2026-04-27T22:54:19Z
2026-04-23,15:30,22680,サーティワン,earnings,2026年12月期 第１四半期決算説明資料,東,2026-04-27T22:54:19Z
2026-04-23,15:30,24360,共同ＰＲ,buyback,譲渡制限付株式報酬としての自己株式の処分の払込完了に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,27420,ハローズ,other,役員人事等に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,34150,トウキョウベース,other,役員（常勤監査等委員）の異動に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,34870,Ｒ－ＣＲＥロジ,other,自己投資口の取得状況及び取得終了に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,35460,アレンザＨＤ,delisting,株式併合並びに単元株式数の定めの廃止及び定款の一部変更に関する臨時株主総会開催のお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,35460,アレンザＨＤ,buyback,自己株式の消却に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,36110,マツオカ,other,取締役の異動に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,36240,Ｇ－アクセルＭ,other,臨時株主総会招集のための基準日設定に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,36340,ソケッツ,guidance_revision,法人税等調整額の計上及び2026年３月期通期業績予想の修正に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,36720,オルトプラス,other,（変更）「株式会社オカザキホールディングスとの資本業務提携（中略）に関するお知らせ」の一部変更について,東,2026-04-27T22:54:19Z
2026-04-23,15:30,36720,オルトプラス,other,中間持株会社の設立及び新たな事業の開始に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,36720,オルトプラス,other,新たな事業（スイーツセレクトショップ運営事業）の開始に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,36780,メディアドゥ,dividend,剰余金の配当及び2027年２月期の株主還元方針に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,37530,フライト,guidance_revision,業績予想の修正に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,37580,アエリア,buyback,譲渡制限付株式報酬としての自己株式処分に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,37930,Ｇ－ドリコム,other,（開示事項の経過）連結子会社の異動（株式譲渡）に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,37930,Ｇ－ドリコム,guidance_revision,特別利益及び特別損失の計上並びに通期連結業績予想の修正に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,40600,Ｇ－ｒａｋｕｍｏ,other,rakumoとAvePoint Japan、Microsoft 365向けアドオン製品の共同開発第三弾の開始のお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,40820,稀元素,buyback,譲渡制限付株式報酬としての自己株式の処分に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,41000,戸田工,other,取締役の異動に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,41700,Ｇ－ＫａｉｚｅｎＰＦ,offering,取締役及び執行役員に対する譲渡制限付株式としての新株式発行に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,41940,ビジョナル,offering,新株予約権（有償ストック・オプション）の発行内容確定に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,43070,ＮＲＩ,guidance_revision,通期業績予想の修正、減損損失の計上及び個別決算における関係会社株式評価損の計上に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,44780,Ｇ－フリー,other,臨時株主総会招集のための基準日設定及び資本金の額の減少（減資）に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,45880,Ｇ－オンコリスバイオ,other,腫瘍溶解ウイルスOBP-301のファストトラック指定に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,45920,Ｇ－サンバイオ,other,事業計画及び成長可能性に関する事項,東,2026-04-27T22:54:19Z
2026-04-23,15:30,485A0,Ｇ－パワーエックス,split,株式分割及び株式分割に伴う定款の一部変更に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,48800,セルソース,m_and_a,完全子会社の吸収合併（簡易合併・略式合併）に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,49770,ニッタゼラチン,other,役員等の異動に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,50310,Ｇ－モイ,other,支配株主に関する事項について,東,2026-04-27T22:54:19Z
2026-04-23,15:30,61490,小田原エン,buyback,譲渡制限付株式報酬としての自己株式の処分に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,61960,ストライクＧ,guidance_revision,2026年９月期第２四半期(中間期)業績予想の修正及び通期業績予想の取り下げに関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,63300,洋エンジ,buyback,自己株式の消却に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,63300,洋エンジ,other,役員の異動に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,65240,湖北工業,buyback,譲渡制限付株式報酬としての自己株式の処分に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,66540,不二電機工業,buyback,譲渡制限付株式報酬としての自己株式の処分に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,69230,スタンレー電,m_and_a,（開示事項の経過）岩崎電気株式会社の株式取得（子会社化）に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,70470,Ｇ－ポート,other,系統用蓄電所事業への本格参入に関する説明会 Q&amp;A,東福,2026-04-27T22:54:19Z
2026-04-23,15:30,71820,ゆうちょ銀行,other,2026年3月期末の有価証券含み損に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-23,15:30,73090,シマノ,earnings,2026年12月期第１四半期決算短信 [日本基準]（連結）,東,2026-04-27T22:54:19Z
2026-04-22,20:00,87150,アニコム　ＨＤ,other,新任社外取締役候補者の選任に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,18:00,41880,三菱ケミカルグループ,other,英国におけるエチレン・ビニルアルコール共重合樹脂「ソアノール」投資計画の見直しに関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,18:00,44130,ボードルア,other,2026年２月期　通期決算説明会書き起こし,東,2026-04-27T22:54:19Z
2026-04-22,17:45,23420,トランスジェニックＧ,other,「エクソンヒト化マウス」に関する米国特許査定のお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,17:15,24990,日本和装,buyback,自己株式の消却に関するお知らせ  （会社法第178条の規定に基づく自己株式の消却）,東,2026-04-27T22:54:19Z
2026-04-22,17:00,130A0,Ｇ－ＶＩＳ,other,新川崎研究所の移転完了及び川崎研究所開所のお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,17:00,161A0,Ｐ－三葉,other,当座貸越契約の締結に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,17:00,29010,ウェルディッシュ,other,独立調査委員会の設置並びに委員の選任に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,17:00,30100,ポラリスＨＤ,listing,上場維持基準への適合および当社株式の監理銘柄（確認中）指定解除に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,17:00,306A0,Ｆ－テクロ,listing,臨時株主総会招集のための基準日設定およびFukuoka PRO Market における当社株式の上場廃止申請に関するお知らせ,福,2026-04-27T22:54:19Z
2026-04-22,17:00,310A0,Ｐ－サーティーフォー,other,（開示事項の経過）財務制限条項への抵触に関する金融機関との協議結果について,東,2026-04-27T22:54:19Z
2026-04-22,17:00,37500,ＡＤＲ１２０Ｓ,other,代表取締役の異動に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,17:00,47200,城南進研,listing,上場維持基準への適合及び当社株式の監理銘柄（確認中）指定解除に関するお知らせ,東札,2026-04-27T22:54:19Z
2026-04-22,17:00,65540,Ｇ－エスユーエス,guidance_revision,2026年９月期第２四半期（中間期）連結業績予想の修正に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,17:00,77090,クボテック,listing,当社株式の上場廃止の決定及び整理銘柄への指定に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,17:00,79060,ヨネックス,other,社外取締役候補者の選任に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,17:00,79060,ヨネックス,other,取締役の報酬額の改定、取締役に対する譲渡制限付株式報酬制度の改定及び業績連動型譲渡制限付株式報酬制度の導入に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:45,33700,フジタコーポ,listing,上場維持基準への適合及び当社株式の監理銘柄(確認中)指定解除に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:45,43440,ソースネクスト,offering,株式報酬型ストックオプション（新株予約権）の発行内容確定に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:45,43440,ソースネクスト,offering,ストックオプション（新株予約権）の発行内容確定に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:30,32340,Ｒ－森ヒルズ,m_and_a,資産運用会社である森ビル・インベストメントマネジメント株式会社と森ビル不動産投資顧問 株式会社の合併契約締結及び定款の一部変更に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:30,335A0,Ｇ－ミライロ,other,新規事業「ミライロ・キャリア」の開始に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:30,62320,Ｇ－ＡＣＳＬ,offering,2025年第２回乃至2025年第７回新株予約権の行使完了に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:30,73630,Ｇ－ベビーカレンダー,other,公認会計士等の異動及び一時会計監査人の選任に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:30,89520,Ｒ－ジャパン,private_placement,第三者割当による新投資口発行における発行口数の確定に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:30,96320,スバル興,other,公正取引委員会からの排除措置命令および課徴金納付命令について,東,2026-04-27T22:54:19Z
2026-04-22,16:25,36340,ソケッツ,listing,東証スタンダード市場上場維持基準適合について,東,2026-04-27T22:54:19Z
2026-04-22,16:20,36340,ソケッツ,listing,スタンダード市場上場維持基準の適合及び監理銘柄(確認中)指定解除に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,17830,ｆａｎｔａｓｉｓｔａ,m_and_a,（開示事項の経過）株式会社アモティの株式取得（子会社化）に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,23380,クオンタムＳ,other,連結子会社における新規資金の借入に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,32260,Ｒ－三井不アコモ,other,借入金の期限前弁済実施に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,36670,ｅｎｉｓｈ,other,新たな事業（アクティブトレジャリー事業）の検討開始に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,39440,古林紙工,buyback,譲渡制限付株式報酬としての自己株式処分に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,42580,Ｇ－網屋,buyback,譲渡制限付株式報酬及び業績連動型株式報酬としての自己株式処分に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,43950,Ｇ－アクリート,other,Forward Edge-AI Singapore Pte.Ltd.への出資に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,45480,生化学,other,癒着防止材SI-449の日本における製造販売承認の取得と販売提携先の決定に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,55760,オービーシステム,earnings,2026年３月期 決算短信〔日本基準〕（連結）,東,2026-04-27T22:54:19Z
2026-04-22,16:00,55760,オービーシステム,other,2026年３月期 通期決算補足説明資料,東,2026-04-27T22:54:19Z
2026-04-22,16:00,55760,オービーシステム,dividend,剰余金の配当（増配）に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,61460,ディスコ,earnings,2026年3月期 決算短信〔日本基準〕(連結）,東,2026-04-27T22:54:19Z
2026-04-22,16:00,61460,ディスコ,guidance_revision,業績予想のお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,61460,ディスコ,dividend,剰余金の配当に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,72170,テイン,buyback,自己株式の消却に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,72730,イクヨ,m_and_a,（訂正）河西工業株式会社（証券コード：7256）株式の買集め行為に該当する株式取得についてのお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,74620,ＣＡＰＩＴＡ,other,連結子会社株式の追加取得による完全子会社化に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,74620,ＣＡＰＩＴＡ,other,定款の一部変更に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,74620,ＣＡＰＩＴＡ,other,取締役候補者及び取締役（監査等委員）候補者選任のお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,76740,Ｇ－ＮＡＴＴＹＨＤ,other,事業計画及び成長可能性に関する事項,東,2026-04-27T22:54:19Z
2026-04-22,16:00,81070,キムラタン,other,役員人事に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,81070,キムラタン,guidance_revision,2026年3月期通期連結業績予想の修正に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,89790,Ｒ－スターツＰＲ,other,国内不動産信託受益権の譲渡に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,89790,Ｒ－スターツＰＲ,guidance_revision,2026年10月期（第42期）の運用状況及び分配金の予想の修正に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,16:00,90240,西武ホールディングス,tender_offer,（変更）「当社連結子会社の株式会社西武不動産による株式会社イーグランド（3294）に対する公開買付けの開始に関するお知らせ」及び公開買付開始公告の変更,東,2026-04-27T22:54:19Z
2026-04-22,15:45,60180,阪神内燃機工業,guidance_revision,2026年3月期業績予想の修正及び配当予想の修正に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:45,93480,Ｇ－ｉｓｐａｃｅ,other,資金の借入及び借入金の返済に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:40,92490,日本エコシステム,listing,札幌証券取引所本則市場への上場に関するお知らせ,東名札,2026-04-27T22:54:19Z
2026-04-22,15:31,352A0,Ｇ－ＬＯＩＶＥ,other,財務上の特約が付された金銭消費貸借契約の締結及び特定当座貸越契約の締結に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:31,71770,ＧＭＯＦＨＤ,other,2026年3月の月次業績（速報）に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:31,71770,ＧＭＯＦＨＤ,guidance_revision,2026年12月期第１四半期連結決算（速報）及び配当予想の修正に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,14340,ＪＥＳＣＯ　ＨＤ,earnings,2026年8月期第2四半期決算説明会資料,東,2026-04-27T22:54:19Z
2026-04-22,15:30,17760,三住道路,tender_offer,親会社である三井住友建設株式会社による当社株式に対する公開買付けの結果に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,29360,Ｇ－ベースフード,other,定款一部変更に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,29360,Ｇ－ベースフード,other,取締役候補者の選任に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,30230,ラサ商事,other,代表取締役の異動（退任）に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,30230,ラサ商事,other,役員人事に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,30300,ハブ,dividend,剰余金の配当に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,30930,トレファク,dividend,剰余金の配当（期末配当）に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,31230,サイボー,other,社外取締役候補者の選任に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,32050,ダイドー,guidance_revision,通期業績予想の修正に関するお知らせ,東名,2026-04-27T22:54:19Z
2026-04-22,15:30,32320,三重交通ＧＨＤ,other,個別決算における特別損失の計上に関するお知らせ,東名,2026-04-27T22:54:19Z
2026-04-22,15:30,32490,Ｒ－産業ファ,earnings,（訂正）「2026年1月期　決算短信（REIT）」の一部訂正に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,32490,Ｒ－産業ファ,other,国内不動産信託受益権の取得及び貸借に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,32490,Ｒ－産業ファ,other,資金の借入（新規借入）に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,34660,Ｒ－ラサールロジ,earnings,2026年２月期　決算短信（ＲＥＩＴ）,東,2026-04-27T22:54:19Z
2026-04-22,15:30,38100,サイバーステップＨＤ,other,合弁会社（連結子会社）設立及び子会社における新たな事業の開始に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,38100,サイバーステップＨＤ,other,子会社の異動を伴う株式の取得に関する株式譲渡契約締結のお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,38370,アドソル日進,other,取締役候補者及び監査役候補者の決定に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,38370,アドソル日進,buyback,従業員（役職者）に対する譲渡制限付株式報酬としての自己株式の処分に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,43890,Ｇ－プロパティＤＢＫ,other,主要株主の異動に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,45210,科研薬,guidance_revision,Johnson &amp; Johnsonとのライセンス契約に係るマイルストン達成およびマイルストン収入の受領等に伴う2026年3月期連結業績予想修正に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,45560,カイノス,buyback,自己株式の消却に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,45560,カイノス,delisting,株式併合、単元株式数の定めの廃止及び定款の一部変更に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,45770,ダイト,buyback,自己株式の取得状況及び取得終了に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,46150,神東塗料,guidance_revision,固定資産の譲渡による特別損失の計上及び2026年３月期通期の業績予想の修正並びに役員報酬の減額に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,48400,トライアイズ,other,主要株主の異動に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,50760,インフロニアＨＤ,tender_offer,インフロニア・ホールディングス株式会社の子会社（三井住友建設株式会社）による三井住建道路株式会社株式（1776）に対する公開買付けの結果に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,52790,日本興業,guidance_revision,通期連結業績予想の修正に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,60710,ＩＢＪ,buyback,譲渡制限付株式報酬としての自己株式の処分の払込完了に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,61820,Ｇ－メタリアル,other,役員人事に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,61820,Ｇ－メタリアル,other,その他資本剰余金の処分に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,61860,一蔵,other,株主優待制度の一部拡充に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,64920,岡野バル,guidance_revision,業績予想の修正に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,64920,岡野バル,guidance_revision,剰余金の配当および配当予想の修正に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,65400,船場,offering,譲渡制限付株式報酬としての新株式の発行の払込完了に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,66530,正興電機製作所,earnings,2026年12月期第１四半期決算短信〔日本基準〕(連結),東福,2026-04-27T22:54:19Z
2026-04-22,15:30,66530,正興電機製作所,buyback,譲渡制限付株式報酬としての自己株式の処分に関するお知らせ,東福,2026-04-27T22:54:19Z
2026-04-22,15:30,70360,Ｇ－イーエムネットＪ,other,第13回定時株主総会の継続会の開催日等に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,71380,Ｇ－ＴＯＲＩＣＯ,guidance_revision,営業外費用（暗号資産評価損）の計上及び2026年３月期通期連結業績予想の修正に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,72540,ユニバンス,other,従業員に対する譲渡制限付株式付与制度の導入に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-22,15:30,73720,Ｇ－デコルテＨＤ,m_and_a,株式会社エミュ及び株式会社エミュLabの株式取得（完全子会社化）に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-21,19:00,39220,ＰＲＴＩＭＥＳ,dividend,（訂正）「剰余金の配当に関するお知らせ」の一部訂正について,東名,2026-04-27T22:54:19Z
2026-04-21,19:00,65430,日宣,other,2026年2月期 決算説明資料及び新中期経営計画説明資料,東,2026-04-27T22:54:19Z
2026-04-21,18:35,92780,ブックオフＧＨＤ,split,連結子会社間の会社分割（吸収分割）に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-21,18:30,218A0,Ｇ－リベラウェア,other,臨時株主総会招集のための基準日設定及び臨時株主総会の開催並びに資本金及び資本準備金の額の減少に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-21,18:10,62380,フリュー,other,（訂正）「2026年3月度 月次概況（速報）のお知らせ」の一部訂正について,東,2026-04-27T22:54:19Z
2026-04-21,18:00,299A0,Ｇ－クラシル,other,監査等委員会設置会社への移行に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-21,18:00,42220,児玉化,other,役員の異動に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-21,18:00,65160,山洋電気,other,株主提案に関する書面受領のお知らせ,東,2026-04-27T22:54:19Z
2026-04-21,17:50,49560,コニシ,other,（訂正）「監査等委員である取締役候補者に関するお知らせ」の一部訂正について,東,2026-04-27T22:54:19Z
2026-04-21,17:00,33910,ツルハＨＤ,other,当社取締役会の実効性に関する評価結果の概要のお知らせ,東,2026-04-27T22:54:19Z
2026-04-21,17:00,34860,グローバルリンクＭ,buyback,譲渡制限付株式報酬としての自己株式の処分に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-21,17:00,49560,コニシ,other,監査等委員である取締役候補者に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-21,17:00,60810,Ｇ－アライドアーキ,guidance_revision,第三者割当による新株式、行使価額修正条項付第22回新株予約権、行使価額修正条項付第23回新株予約権及び第24回新株予約権の発行に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-21,17:00,60810,Ｇ－アライドアーキ,other,ファイナンスに関する補足説明資料,東,2026-04-27T22:54:19Z
2026-04-21,17:00,74440,ハリマ共和物産,listing,非上場の親会社等の決算に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-21,17:00,93270,イー・ロジット,other,代表取締役の異動に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-21,16:45,265A0,Ｇ－エイチエムコム,other,【補足説明資料】Terry2 miniの提供開始およびAIプロダクト事業の強化に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-21,16:45,265A0,Ｇ－エイチエムコム,other,AIプロダクト事業の戦略的強化の一環としての「Terry2 mini」の提供開始に関するお知らせ,東,2026-04-27T22:54:19Z
2026-04-21,16:40,48850,室町ケミカル,other,株式の立会外分売実施に関するお知らせ,東,2026-04-27T22:54:19Z
